actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-22T00:41:55.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-22T00:41:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-22T00:41:58.6Z,1,REGULAR,jumpball,recovered,[],1628969,,,1610612752,0,0,2026-01-22T00:41:58Z,40000,False,,,0,,Jump Ball K. Towns vs. N. Claxton: Tip to M. Bridges,"[1628969, 1626157, 1629651]",1610612752.0,NYK,startperiod,M. Bridges,1628969.0,Bridges,M. Bridges,Towns,1626157.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-22T00:42:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.41590013140605,55.392156862745104,1610612752,2,0,2026-01-22T00:42:16Z,70000,False,27.0,75.0,1,right,J. Brunson 7' pullup Jump Shot (2 PTS) (K. Towns 1 AST),"[1628973, 1626157]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,7.99,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-01-22T00:42:29.7Z,1,REGULAR,3pt,Jump Shot,[],1642856,30.042706964520367,71.81372549019608,1610612751,2,3,2026-01-22T00:42:33Z,90000,False,-109.0,230.0,1,left,E. Dëmin 25' 3PT  (3 PTS) (D. Powell 1 AST),"[1642856, 1642962]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,25.45,Made,3.0,D. Powell,1642962.0,1.0,,,,,,,,,,,,,,
11,PT11M00.00S,2026-01-22T00:42:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.75886990801577,47.794117647058826,1610612752,2,3,2026-01-22T00:42:57Z,110000,False,-11.0,81.0,1,right,MISS J. Brunson 8' driving floating Shot - blocked,"[1628973, 1629651]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.21,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,,
12,PT11M00.00S,2026-01-22T00:42:53.4Z,1,REGULAR,block,,[],1629651,,,1610612752,2,3,2026-01-22T00:42:55Z,120000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2026-01-22T00:42:54.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,2,3,2026-01-22T00:42:57Z,130000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
14,PT10M53.00S,2026-01-22T00:43:01.5Z,1,REGULAR,2pt,Jump Shot,[],1629008,26.10052562417871,46.81372549019608,1610612751,2,3,2026-01-22T00:43:05Z,140000,False,16.0,193.0,1,left,MISS M. Porter Jr. 19' pullup Shot,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,19.35,Missed,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2026-01-22T00:43:04.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,2,3,2026-01-22T00:43:08Z,150000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M33.00S,2026-01-22T00:43:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,92.9862023653088,61.274509803921575,1610612752,4,3,2026-01-22T00:43:23Z,160000,False,56.0,13.0,1,right,M. Bridges pullup Jump Shot (2 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
