actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-05T00:13:03.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-05T00:13:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-05T00:13:05.9Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2026-03-05T00:13:05Z,40000,False,,,0,,Jump Ball C. Holmgren vs. K. Towns: Tip to C. Wallace,"[1641717, 1631096, 1626157]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-05T00:13:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,94.56307490144546,46.81372549019608,1610612760,0,2,2026-03-05T00:13:21Z,70000,False,-16.0,-1.0,1,right,C. Wallace driving Layup (2 PTS),[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2026-03-05T00:13:34.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,27.54599211563732,78.67647058823529,1610612752,3,2,2026-03-05T00:13:37Z,80000,False,-143.0,206.0,1,left,O. Anunoby 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.13,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
10,PT11M14.00S,2026-03-05T00:13:48.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,72.22404730617609,79.16666666666666,1610612760,3,5,2026-03-05T00:13:51Z,100000,False,146.0,209.0,1,right,C. Holmgren 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,25.45,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
12,PT11M04.00S,2026-03-05T00:13:58.6Z,1,REGULAR,3pt,Jump Shot,[],1628384,27.808804204993432,80.88235294117648,1610612752,3,5,2026-03-05T00:14:02Z,120000,False,-154.0,209.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2026-03-05T00:14:01.6Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,3,5,2026-03-05T00:14:02Z,130000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M53.00S,2026-03-05T00:14:12.9Z,1,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,3,5,2026-03-05T00:14:18Z,140000,False,,,0,,L. Dort step out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,step,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1627961.0,1.0,,,,,,,,
15,PT10M30.00S,2026-03-05T00:14:51.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,31.225361366622867,68.13725490196079,1610612752,3,5,2026-03-05T00:14:57Z,150000,False,-91.0,241.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2026-03-05T00:14:54.0Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,3,5,2026-03-05T00:14:57Z,160000,False,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT10M26.00S,2026-03-05T00:14:55.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628973,20.05584756898817,50.0,1610612752,3,5,2026-03-05T00:15:01Z,170000,False,0.0,136.0,1,left,MISS J. Brunson 13' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.6,Missed,,,,,,,,,,,,,,,,,,
