actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
176,PT11M45.00S,2026-01-31T01:10:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.178055190538765,47.794117647058826,1610612757,37,22,2026-01-31T01:10:55Z,1690000,False,11.0,15.0,1,left,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.86,,,,,,,,,,,
177,PT11M43.00S,2026-01-31T01:10:54.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,37,22,2026-01-31T01:10:55Z,1700000,False,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,176.0,,,7.0,5.0,2.0,,,,,,,,
178,PT11M41.00S,2026-01-31T01:10:59.0Z,2,REGULAR,foul,offensive,[],1642885,,,1610612752,37,22,2026-01-31T01:11:58Z,1710000,False,,,0,,M. Diawara charge offensive FOUL (2 PF),"[1642885, 1631321]",1610612752.0,NYK,charge,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,2.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,,,,
180,PT11M41.00S,2026-01-31T01:10:59.0Z,2,REGULAR,turnover,offensive foul,[],1642885,,,1610612752,37,22,2026-01-31T01:10:59Z,1730000,False,,,0,,M. Diawara offensive foul TURNOVER (1 TO),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,,,,,,,,,,,,,,,1.0,,,,
181,PT11M34.00S,2026-01-31T01:11:30.3Z,2,REGULAR,foul,offensive,[],203924,,,1610612757,37,22,2026-01-31T01:12:44Z,1740000,False,,,0,,J. Grant offensive FOUL (1 PF),"[203924, 1628969]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,202041.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
183,PT11M34.00S,2026-01-31T01:11:30.3Z,2,REGULAR,turnover,offensive foul,[],203924,,,1610612757,37,22,2026-01-31T01:11:30Z,1760000,False,,,0,,J. Grant offensive foul TURNOVER (2 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,202041.0,,,,,,,,,,,,,,,2.0,,,,
184,PT11M16.00S,2026-01-31T01:12:09.1Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612752,37,22,2026-01-31T01:12:24Z,1770000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Towns 2 FT),"[1629057, 1626157]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
186,PT11M16.00S,2026-01-31T01:12:45.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612752,38,22,2026-01-31T01:13:15Z,1790000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
187,PT11M16.00S,2026-01-31T01:12:45.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612752,38,22,2026-01-31T01:13:15Z,1800000,False,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
188,PT11M14.00S,2026-01-31T01:12:47.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,38,22,2026-01-31T01:13:15Z,1810000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,187.0,,,2.0,2.0,0.0,,,,,,,,
189,PT10M53.00S,2026-01-31T01:13:34.1Z,2,REGULAR,2pt,Jump Shot,[],201950,17.69053876478318,31.61764705882353,1610612757,38,22,2026-01-31T01:13:37Z,1820000,False,92.0,114.0,1,left,MISS J. Holiday 14' fadeaway Shot,[201950],1610612757.0,POR,fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,14.63,,,,,,,,,,,
190,PT10M51.00S,2026-01-31T01:13:36.1Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,38,22,2026-01-31T01:13:37Z,1830000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Mid-Range,8-16 Right,,,,,,,189.0,,,1.0,1.0,0.0,,,,,,,,
192,PT10M39.00S,2026-01-31T01:14:10.0Z,2,REGULAR,foul,personal,['3freethrow'],1629057,,,1610612752,38,22,2026-01-31T01:14:18Z,1850000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Bridges 3 FT),"[1629057, 1628969]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,202041.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
194,PT10M39.00S,2026-01-31T01:14:39.8Z,2,REGULAR,freethrow,1 of 3,[],1628969,,,1610612752,39,22,2026-01-31T01:14:39Z,1870000,False,,,0,,M. Bridges Free Throw 1 of 3 (1 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
195,PT10M39.00S,2026-01-31T01:14:56.6Z,2,REGULAR,freethrow,2 of 3,[],1628969,,,1610612752,40,22,2026-01-31T01:14:56Z,1880000,False,,,0,,M. Bridges Free Throw 2 of 3 (2 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
196,PT10M39.00S,2026-01-31T01:15:11.0Z,2,REGULAR,freethrow,3 of 3,[],1628969,,,1610612752,41,22,2026-01-31T01:15:11Z,1890000,False,,,0,,M. Bridges Free Throw 3 of 3 (3 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
197,PT10M28.00S,2026-01-31T01:15:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,10.5946123521682,41.42156862745098,1610612757,41,22,2026-01-31T01:15:27Z,1900000,False,43.0,47.0,1,left,MISS J. Holiday 6' driving Layup - blocked,"[201950, 1628384]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.37,,,,,,,,Anunoby,1628384.0,,
198,PT10M28.00S,2026-01-31T01:15:23.6Z,2,REGULAR,block,,[],1628384,,,1610612757,41,22,2026-01-31T01:15:25Z,1910000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
199,PT10M27.00S,2026-01-31T01:15:24.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,41,22,2026-01-31T01:15:27Z,1920000,False,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,197.0,,,8.0,6.0,2.0,,,,,,,,
200,PT10M11.00S,2026-01-31T01:15:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.72339027595268,53.431372549019606,1610612752,41,22,2026-01-31T01:15:44Z,1930000,False,17.0,16.0,1,right,MISS K. Towns Layup,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.34,,,,,,,,,,,
201,PT10M10.00S,2026-01-31T01:15:41.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,41,22,2026-01-31T01:15:41Z,1940000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,200.0,,,9.0,6.0,3.0,,,,,,,,
202,PT10M09.00S,2026-01-31T01:15:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,90.88370565045992,51.71568627450981,1610612752,43,22,2026-01-31T01:15:47Z,1950000,False,9.0,33.0,1,right,K. Towns putback Layup (5 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,3.43,,,,,,,,,,,
203,PT09M58.00S,2026-01-31T01:15:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,5.732588699080158,45.09803921568628,1610612757,43,22,2026-01-31T01:15:57Z,1960000,False,25.0,1.0,1,left,MISS R. Rupert driving Layup,[1641712],1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.45,,,,,,,,,,,
204,PT09M57.00S,2026-01-31T01:15:54.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,43,22,2026-01-31T01:15:57Z,1970000,False,,,0,,K. Towns REBOUND (Off:3 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,203.0,,,10.0,7.0,3.0,,,,,,,,
205,PT09M54.00S,2026-01-31T01:15:58.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642278,66.83639947437582,53.67647058823529,1610612752,46,22,2026-01-31T01:16:02Z,1980000,False,18.0,259.0,1,right,T. Kolek 25' 3PT running pullup (3 PTS),[1642278],1610612752.0,NYK,running pullup,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,25.99,,,,,,,,,,,
206,PT09M51.00S,2026-01-31T01:16:03.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,46,22,2026-01-31T01:16:03Z,1990000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M51.00S,2026-01-31T01:16:03.6Z,2,REGULAR,substitution,out,[],1641712,,,1610612757,46,22,2026-01-31T01:19:10Z,2000000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M51.00S,2026-01-31T01:16:03.6Z,2,REGULAR,substitution,in,[],1631126,,,1610612757,46,22,2026-01-31T01:19:10Z,2010000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M35.00S,2026-01-31T01:19:35.2Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,46,22,2026-01-31T01:19:50Z,2020000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612757.0,POR,bad pass,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,203593.0,,,,,,,,,,,,,,,1.0,,,,
210,PT09M16.00S,2026-01-31T01:20:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,89.96386333771353,52.20588235294118,1610612752,46,22,2026-01-31T01:20:06Z,2030000,False,11.0,42.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1629057]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.32,,,,,,,,Williams III,1629057.0,,
211,PT09M16.00S,2026-01-31T01:20:02.1Z,2,REGULAR,block,,[],1629057,,,1610612752,46,22,2026-01-31T01:20:04Z,2040000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT09M13.00S,2026-01-31T01:20:05.1Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,46,22,2026-01-31T01:20:06Z,2050000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,210.0,,,1.0,1.0,0.0,,,,,,,,
213,PT09M10.00S,2026-01-31T01:20:07.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631321,3.3672798948751645,95.58823529411765,1610612757,46,25,2026-01-31T01:20:13Z,2060000,False,-228.0,-21.0,1,left,S. Cissoko 3PT running (3 PTS) (J. Holiday 2 AST),"[1631321, 201950]",1610612757.0,POR,running,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,22.88,,,,J. Holiday,201950.0,2.0,,,,,
215,PT08M55.00S,2026-01-31T01:20:23.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,81.42247043363994,92.64705882352942,1610612752,49,25,2026-01-31T01:20:26Z,2080000,False,213.0,122.0,1,right,M. Bridges 24' 3PT  (6 PTS) (O. Anunoby 2 AST),"[1628969, 1628384]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,24.57,,,,O. Anunoby,1628384.0,2.0,,,,,
218,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,out,[],1628969,,,1610612757,49,25,2026-01-31T01:20:52Z,2110000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,out,[],1628384,,,1610612757,49,25,2026-01-31T01:20:52Z,2120000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,out,[],1642885,,,1610612757,49,25,2026-01-31T01:20:52Z,2130000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,in,[],1629011,,,1610612757,49,25,2026-01-31T01:20:52Z,2140000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,in,[],1629013,,,1610612757,49,25,2026-01-31T01:20:52Z,2150000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M41.00S,2026-01-31T01:20:40.2Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,49,25,2026-01-31T01:20:52Z,2160000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M38.00S,2026-01-31T01:21:08.2Z,2,REGULAR,3pt,Jump Shot,[],203924,15.456636005256241,4.411764705882353,1610612757,49,28,2026-01-31T01:21:11Z,2170000,False,228.0,93.0,1,left,J. Grant 24' 3PT  (6 PTS) (J. Holiday 3 AST),"[203924, 201950]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right,,,,,,Made,,6.0,24.61,,,,J. Holiday,201950.0,3.0,,,,,
226,PT08M28.00S,2026-01-31T01:21:20.7Z,2,REGULAR,foul,offensive,[],1629011,,,1610612752,49,28,2026-01-31T01:21:42Z,2190000,False,,,0,,M. Robinson offensive FOUL (1 PF),"[1629011, 201950]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,1629183.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,
228,PT08M28.00S,2026-01-31T01:21:20.7Z,2,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,49,28,2026-01-31T01:21:20Z,2210000,False,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,1629183.0,,,,,,,,,,,,,,,1.0,,,,
229,PT08M19.00S,2026-01-31T01:21:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,31.61957950065703,68.13725490196079,1610612757,49,28,2026-01-31T01:21:48Z,2220000,False,-91.0,245.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.1,,,,,,,,,,,
230,PT08M16.00S,2026-01-31T01:21:46.9Z,2,REGULAR,rebound,offensive,[],201950,,,1610612757,49,28,2026-01-31T01:21:46Z,2230000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,229.0,,,2.0,1.0,1.0,,,,,,,,
231,PT08M07.00S,2026-01-31T01:21:55.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631321,5.601182654402102,50.49019607843137,1610612757,49,30,2026-01-31T01:21:58Z,2240000,False,-2.0,0.0,1,left,S. Cissoko cutting DUNK (5 PTS) (R. Williams III 1 AST),"[1631321, 1629057]",1610612757.0,POR,cutting,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,0.25,,,,R. Williams III,1629057.0,1.0,,,,,
233,PT07M47.00S,2026-01-31T01:22:15.4Z,2,REGULAR,2pt,Jump Shot,[],1628404,80.76544021024968,31.127450980392158,1610612752,51,30,2026-01-31T01:22:18Z,2260000,False,-94.0,128.0,1,right,J. Hart 15' pullup Jump Shot (9 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,Made,,9.0,15.93,,,,,,,,,,,
234,PT07M36.00S,2026-01-31T01:22:29.5Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612757,51,30,2026-01-31T01:22:42Z,2270000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Grant 2 FT),"[1629011, 203924]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1629183.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
236,PT07M36.00S,2026-01-31T01:22:57.3Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,51,31,2026-01-31T01:22:57Z,2290000,False,,,0,,J. Grant Free Throw 1 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
237,PT07M36.00S,2026-01-31T01:22:57.4Z,2,REGULAR,substitution,out,[],201950,,,1610612757,51,31,2026-01-31T01:23:04Z,2300000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M36.00S,2026-01-31T01:22:57.4Z,2,REGULAR,substitution,in,[],1631101,,,1610612757,51,31,2026-01-31T01:23:04Z,2310000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M36.00S,2026-01-31T01:23:17.2Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,51,32,2026-01-31T01:23:17Z,2320000,False,,,0,,J. Grant Free Throw 2 of 2 (8 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
240,PT07M21.00S,2026-01-31T01:23:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,81.94809461235218,47.794117647058826,1610612752,51,32,2026-01-31T01:23:37Z,2330000,False,-11.0,117.0,1,right,MISS L. Shamet 11' step back Shot - blocked,"[1629013, 1629057]",1610612752.0,NYK,step back,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.77,,,,,,,,Williams III,1629057.0,,
241,PT07M21.00S,2026-01-31T01:23:33.8Z,2,REGULAR,block,,[],1629057,,,1610612752,51,32,2026-01-31T01:23:36Z,2340000,False,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
242,PT07M18.00S,2026-01-31T01:23:36.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,51,32,2026-01-31T01:23:37Z,2350000,False,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,240.0,,,3.0,3.0,0.0,,,,,,,,
243,PT07M14.00S,2026-01-31T01:23:40.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631126,23.73521681997372,9.558823529411764,1610612757,51,32,2026-01-31T01:52:54Z,2360000,False,202.0,171.0,1,left,MISS C. Love 26' running 3PT,[1631126],1610612757.0,POR,running,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.46,,,,,,,,,,,
244,PT07M11.00S,2026-01-31T01:23:43.4Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,51,32,2026-01-31T01:23:43Z,2370000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,243.0,,,4.0,3.0,1.0,,,,,,,,
245,PT07M08.00S,2026-01-31T01:23:46.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,22.421156373193167,90.19607843137256,1610612757,51,35,2026-01-31T01:23:49Z,2380000,False,-201.0,158.0,1,left,S. Sharpe 25' 3PT step back (8 PTS) (R. Williams III 2 AST),"[1631101, 1629057]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,8.0,25.59,,,,R. Williams III,1629057.0,2.0,,,,,
247,PT07M07.00S,2026-01-31T01:23:50.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,51,35,2026-01-31T01:23:50Z,2400000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M07.00S,2026-01-31T01:23:50.8Z,2,REGULAR,substitution,out,[],1626157,,,1610612752,51,35,2026-01-31T01:26:50Z,2410000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M07.00S,2026-01-31T01:23:50.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,51,35,2026-01-31T01:26:50Z,2420000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M50.00S,2026-01-31T01:27:06.2Z,2,REGULAR,3pt,Jump Shot,[],1628973,71.56701708278581,75.73529411764706,1610612752,51,35,2026-01-31T01:27:10Z,2430000,False,129.0,215.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.04,,,,,,,,,,,
251,PT06M48.00S,2026-01-31T01:27:08.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,51,35,2026-01-31T01:27:10Z,2440000,False,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,250.0,,,5.0,4.0,1.0,,,,,,,,
252,PT06M39.00S,2026-01-31T01:27:18.1Z,2,REGULAR,3pt,Jump Shot,[],1631101,32.013797634691194,25.735294117647058,1610612757,51,38,2026-01-31T01:27:21Z,2450000,False,121.0,248.0,1,left,S. Sharpe 27' 3PT  (11 PTS) (C. Love 1 AST),"[1631101, 1631126]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,11.0,27.64,,,,C. Love,1631126.0,1.0,,,,,
254,PT06M24.00S,2026-01-31T01:27:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.24901445466492,50.49019607843137,1610612752,53,38,2026-01-31T01:53:22Z,2470000,False,2.0,11.0,1,right,J. Hart cutting Layup (11 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,1.13,,,,J. Brunson,1628973.0,1.0,,,,,
256,PT06M11.00S,2026-01-31T01:27:47.6Z,2,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,53,38,2026-01-31T01:27:51Z,2490000,False,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (2 TO),[1631101],1610612757.0,POR,lost ball,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,,,,,,,,2.0,,,,
257,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,out,[],1631321,,,1610612752,53,38,2026-01-31T01:28:03Z,2500000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612752,53,38,2026-01-31T01:28:03Z,2510000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,in,[],1642270,,,1610612752,53,38,2026-01-31T01:28:03Z,2530000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,in,[],1630166,,,1610612752,53,38,2026-01-31T01:28:03Z,2540000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,in,[],1641739,,,1610612752,53,38,2026-01-31T01:28:03Z,2550000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
