actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-09T23:11:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T23:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-09T23:11:47.7Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2025-11-09T23:11:47Z,40000,False,,,0,,Jump Ball M. Robinson vs. N. Claxton: Tip to J. Brunson,"[1628973, 1629011, 1629651]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-09T23:12:02.1Z,1,REGULAR,foul,personal,[],1629611,,,1610612752,0,0,2025-11-09T23:12:12Z,70000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1628969]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,202053.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2025-11-09T23:12:34.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,87.33574244415243,5.147058823529411,1610612752,0,0,2025-11-09T23:12:39Z,90000,False,-224.0,67.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,23.4,Missed,,,,,,,,,,,,,
10,PT11M33.00S,2025-11-09T23:12:37.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,0,0,2025-11-09T23:16:42Z,100000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M19.00S,2025-11-09T23:12:50.9Z,1,REGULAR,2pt,Jump Shot,[],1641730,8.229303547963205,28.186274509803923,1610612751,0,0,2025-11-09T23:12:54Z,110000,False,109.0,25.0,1,left,MISS N. Clowney 11' driving floating Shot - blocked,"[1641730, 1629011]",1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Right,,,,,,11.19,Missed,,,,,Robinson,1629011.0,,,,,,,
12,PT11M19.00S,2025-11-09T23:12:50.9Z,1,REGULAR,block,,[],1629011,,,1610612751,0,0,2025-11-09T23:12:53Z,120000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2025-11-09T23:12:52.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2025-11-09T23:14:09Z,130000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,
14,PT11M05.00S,2025-11-09T23:13:07.3Z,1,REGULAR,foul,personal,[],1629651,,,1610612752,0,0,2025-11-09T23:13:14Z,140000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1626157]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,1626300.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
16,PT10M58.00S,2025-11-09T23:13:30.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,89.83245729303549,43.38235294117647,1610612752,2,0,2025-11-09T23:13:35Z,160000,False,-33.0,43.0,1,right,K. Towns turnaround Hook (2 PTS),[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.43,Made,,,,,,,2.0,,,,,,
