actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT11M07.00S,2026-03-01T18:12:58.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,79.188567674113,55.392156862745104,1610612752,1,0,2026-03-01T18:13:03Z,170000,False,27.0,143.0,1,right,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,14.56,Missed,,,,,,,,,,,,,,,,,,
18,PT11M05.00S,2026-03-01T18:13:00.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,1,0,2026-03-01T18:13:03Z,180000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,17.0,,,,,,,1.0,1.0,0.0,,,,,,,,
19,PT10M58.00S,2026-03-01T18:13:06.9Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,1,0,2026-03-01T18:13:10Z,190000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1626157]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Towns,1626157.0,,,,,
20,PT10M58.00S,2026-03-01T18:13:06.9Z,1,REGULAR,steal,,[],1626157,,,1610612752,1,0,2026-03-01T18:13:08Z,200000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M52.00S,2026-03-01T18:13:13.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628969,82.7365308804205,92.8921568627451,1610612752,1,0,2026-03-01T18:16:08Z,210000,False,214.0,110.0,1,right,MISS M. Bridges 24' running 3PT,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.1,Missed,,,,,,,,,,,,,,,,,,
22,PT10M50.00S,2026-03-01T18:13:15.3Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,1,0,2026-03-01T18:13:24Z,220000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,21.0,,,,,,,1.0,0.0,1.0,,,,,,,,
23,PT10M49.00S,2026-03-01T18:13:17.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,94.03745072273325,50.73529411764706,1610612752,3,0,2026-03-01T18:17:52Z,230000,False,4.0,4.0,1,right,O. Anunoby putback DUNK (2 PTS),[1628384],1610612752.0,NYK,putback,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M37.00S,2026-03-01T18:13:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,5.469776609724048,50.0,1610612759,3,2,2026-03-01T18:13:45Z,240000,False,0.0,-1.0,1,left,V. Wembanyama alley-oop Layup (2 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,2.0,,,,,,,S. Castle,1642264.0,1.0,,
26,PT10M13.00S,2026-03-01T18:13:52.6Z,1,REGULAR,3pt,Jump Shot,[],1628404,91.40932982917214,96.56862745098039,1610612752,3,2,2026-03-01T18:13:57Z,260000,False,233.0,28.0,1,right,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
27,PT10M10.00S,2026-03-01T18:13:55.6Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,3,2,2026-03-01T18:13:57Z,270000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,26.0,,,,,,,1.0,1.0,0.0,,,,,,,,
28,PT10M04.00S,2026-03-01T18:14:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612759,3,2,2026-03-01T18:14:10Z,280000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1626157, 1641705]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,201246.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
30,PT10M04.00S,2026-03-01T18:14:36.6Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,3,3,2026-03-01T18:14:36Z,300000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
31,PT10M04.00S,2026-03-01T18:15:00.2Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,3,4,2026-03-01T18:15:00Z,310000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (4 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
32,PT09M44.00S,2026-03-01T18:15:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,81.553876478318,53.431372549019606,1610612752,3,4,2026-03-01T18:15:25Z,320000,False,17.0,121.0,1,right,MISS J. Brunson 12' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,12.21,Missed,,,,,,,,,,,,,,,,,,
33,PT09M42.00S,2026-03-01T18:15:23.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,4,2026-03-01T18:15:25Z,330000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,,,,,,,2.0,2.0,0.0,,,,,,,,
34,PT09M32.00S,2026-03-01T18:15:35.7Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,3,4,2026-03-01T18:16:56Z,340000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (2 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,,200832.0,,,,,,,,,2.0,,,,,,,
35,PT09M13.00S,2026-03-01T18:15:57.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628404,81.553876478318,22.794117647058822,1610612752,3,4,2026-03-01T18:19:45Z,350000,False,-136.0,121.0,1,right,MISS J. Hart 18' driving floating Shot,[1628404],1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,18.2,Missed,,,,,,,,,,,,,,,,,,
36,PT09M12.00S,2026-03-01T18:15:58.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,3,4,2026-03-01T18:16:02Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2026-03-01T18:16:15.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642264,7.046649145860711,49.754901960784316,1610612759,3,4,2026-03-01T18:16:20Z,380000,False,1.0,14.0,1,left,MISS S. Castle driving DUNK - blocked,"[1642264, 1628384]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
39,PT09M02.00S,2026-03-01T18:16:15.0Z,1,REGULAR,block,,[],1628384,,,1610612759,3,4,2026-03-01T18:16:17Z,390000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M59.00S,2026-03-01T18:16:18.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,3,4,2026-03-01T18:16:41Z,400000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,38.0,,,,,,,1.0,1.0,0.0,,,,,,,,
41,PT08M57.00S,2026-03-01T18:16:20.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,78.9257555847569,44.6078431372549,1610612752,3,4,2026-03-01T18:16:29Z,410000,False,-27.0,146.0,1,right,MISS M. Bridges 14' running pullup Shot,[1628969],1610612752.0,NYK,running pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,14.81,Missed,,,,,,,,,,,,,,,,,,
42,PT08M55.00S,2026-03-01T18:16:22.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,4,2026-03-01T18:16:29Z,420000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,41.0,,,,,,,3.0,3.0,0.0,,,,,,,,
43,PT08M50.00S,2026-03-01T18:16:26.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,6.521024967148489,3.431372549019608,1610612759,3,7,2026-03-01T18:21:39Z,430000,False,233.0,9.0,1,left,D. Vassell 3PT running (3 PTS) (D. Fox 1 AST),"[1630170, 1628368]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,3.0,,,,,,,D. Fox,1628368.0,1.0,,
45,PT08M49.00S,2026-03-01T18:16:31.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,3,7,2026-03-01T18:16:31Z,450000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M35.00S,2026-03-01T18:20:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,95.22010512483574,50.73529411764706,1610612752,5,7,2026-03-01T18:20:30Z,460000,False,4.0,-8.0,1,right,K. Towns cutting DUNK (2 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,2.0,,,,,,,J. Hart,1628404.0,1.0,,
48,PT08M17.00S,2026-03-01T18:20:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.338370565045992,53.431372549019606,1610612759,5,9,2026-03-01T18:20:48Z,480000,False,-17.0,-2.0,1,left,D. Fox driving Layup (2 PTS),[1628368],1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,2.0,,,,,,,,,,,
49,PT08M06.00S,2026-03-01T18:20:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,94.95729303547962,47.30392156862745,1610612752,5,9,2026-03-01T18:20:59Z,490000,False,-13.0,-5.0,1,right,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.44,Missed,,,,,,,,,,,,,,,,,,
50,PT08M04.00S,2026-03-01T18:20:57.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,9,2026-03-01T18:20:59Z,500000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,49.0,,,,,,,4.0,4.0,0.0,,,,,,,,
51,PT07M59.00S,2026-03-01T18:21:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,27.808804204993432,77.45098039215686,1610612759,5,12,2026-03-01T18:21:06Z,510000,False,-137.0,209.0,1,left,J. Champagnie 25' 3PT running (3 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,,,3.0,,,,,,,S. Castle,1642264.0,2.0,,
53,PT07M48.00S,2026-03-01T18:21:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.19776609724047,47.05882352941176,1610612752,5,12,2026-03-01T18:23:45Z,530000,False,-15.0,21.0,1,right,MISS J. Hart reverse Layup - blocked,"[1628404, 1641705]",1610612752.0,NYK,reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
54,PT07M48.00S,2026-03-01T18:21:13.7Z,1,REGULAR,block,,[],1641705,,,1610612752,5,12,2026-03-01T18:21:15Z,540000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M46.00S,2026-03-01T18:21:15.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,12,2026-03-01T18:21:18Z,550000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,53.0,,,,,,,5.0,5.0,0.0,,,,,,,,
56,PT07M42.00S,2026-03-01T18:21:19.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,3.630091984231275,96.32352941176471,1610612759,5,12,2026-03-01T18:24:39Z,560000,False,-232.0,-18.0,1,left,MISS J. Champagnie running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
57,PT07M39.00S,2026-03-01T18:21:22.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,5,12,2026-03-01T18:21:24Z,570000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,56.0,,,,,,,1.0,1.0,0.0,,,,,,,,
58,PT07M23.00S,2026-03-01T18:21:38.5Z,1,REGULAR,3pt,Jump Shot,[],1628404,67.49342969776609,46.32352941176471,1610612752,5,12,2026-03-01T18:21:42Z,580000,False,-18.0,253.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
59,PT07M20.00S,2026-03-01T18:21:41.5Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,5,12,2026-03-01T18:21:42Z,590000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,58.0,,,,,,,2.0,2.0,0.0,,,,,,,,
60,PT07M12.00S,2026-03-01T18:21:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,6.521024967148489,3.9215686274509802,1610612759,5,12,2026-03-01T18:21:53Z,600000,False,230.0,9.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
61,PT07M09.00S,2026-03-01T18:21:52.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,5,12,2026-03-01T18:21:53Z,610000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,60.0,,,,,,,2.0,2.0,0.0,,,,,,,,
63,PT07M00.00S,2026-03-01T18:22:06.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612752,5,12,2026-03-01T18:22:31Z,630000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2026-03-01T18:22:06.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612752,5,12,2026-03-01T18:22:31Z,640000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M00.00S,2026-03-01T18:22:06.5Z,1,REGULAR,substitution,in,[],1642844,,,1610612752,5,12,2026-03-01T18:22:31Z,650000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M00.00S,2026-03-01T18:22:06.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612752,5,12,2026-03-01T18:22:31Z,660000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2026-03-01T18:22:46.0Z,1,REGULAR,3pt,Jump Shot,[],1628404,67.49342969776609,49.50980392156863,1610612752,5,12,2026-03-01T18:26:08Z,670000,False,-2.0,253.0,1,right,MISS J. Hart 25' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
68,PT06M47.00S,2026-03-01T18:22:47.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,5,12,2026-03-01T18:22:51Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,67.0,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2026-03-01T18:23:04.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.863994743758213,51.470588235294116,1610612759,5,14,2026-03-01T18:23:08Z,700000,False,-7.0,3.0,1,left,V. Wembanyama driving DUNK (6 PTS) (S. Castle 3 AST),"[1641705, 1642264]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,6.0,,,,,,,S. Castle,1642264.0,3.0,,
72,PT06M18.00S,2026-03-01T18:23:21.3Z,1,REGULAR,2pt,Jump Shot,[],1628384,77.34888304862024,37.00980392156863,1610612752,5,14,2026-03-01T18:23:26Z,720000,False,-65.0,160.0,1,right,MISS O. Anunoby 17' pullup Shot,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,17.31,Missed,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2026-03-01T18:23:25.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,5,14,2026-03-01T18:23:26Z,730000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,72.0,,,,,,,1.0,1.0,0.0,,,,,,,,
74,PT06M09.00S,2026-03-01T18:23:33.1Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,5,14,2026-03-01T18:23:37Z,740000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (3 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,1628485.0,,,,,,,,,3.0,,,,,,,
75,PT06M09.00S,2026-03-01T18:23:33.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,5,14,2026-03-01T18:23:59Z,750000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2026-03-01T18:23:33.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,5,14,2026-03-01T18:23:59Z,760000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M59.00S,2026-03-01T18:24:24.8Z,1,REGULAR,foul,personal,[],1642264,,,1610612752,5,14,2026-03-01T18:24:29Z,770000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1628973]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
79,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,5,14,2026-03-01T18:24:37Z,790000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,5,14,2026-03-01T18:24:37Z,800000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,in,[],1642885,,,1610612752,5,14,2026-03-01T18:24:37Z,810000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,5,14,2026-03-01T18:24:37Z,820000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,out,[],1641705,,,1610612752,5,14,2026-03-01T18:24:45Z,830000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M59.00S,2026-03-01T18:24:24.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612752,5,14,2026-03-01T18:24:45Z,840000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M47.00S,2026-03-01T18:25:01.3Z,1,REGULAR,turnover,lost ball,[],1642885,,,1610612752,5,14,2026-03-01T18:25:04Z,850000,False,,,0,,M. Diawara lost ball TURNOVER (1 TO),"[1642885, 1630170]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,
