actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-22T23:13:20.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-22T23:13:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-22T23:13:24.0Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-10-22T23:13:24Z,40000,False,,,0,,Jump Ball J. Allen vs. A. Hukporti: Tip to D. Mitchell,"[1628378, 1628386, 1630574]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Hukporti,1630574.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-10-22T23:13:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,81.8166885676741,50.98039215686274,1610612739,0,2,2025-10-22T23:13:39Z,70000,False,5.0,118.0,1,right,E. Mobley 11' turnaround fadeaway Jump Shot (2 PTS),[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M20.00S,2025-10-22T23:14:00.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,4.944152431011826,4.901960784313726,1610612752,3,2,2025-10-22T23:14:03Z,80000,False,225.0,-6.0,1,left,J. Brunson 3PT  (3 PTS) (K. Towns 1 AST),"[1628973, 1626157]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.56,Made,3.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
10,PT11M02.00S,2025-10-22T23:14:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,79.97700394218134,44.36274509803921,1610612739,3,2,2025-10-22T23:14:20Z,100000,False,-28.0,136.0,1,right,MISS E. Mobley 13' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,13.86,Missed,,,,,,,,,,,,,,,,,,
11,PT11M00.00S,2025-10-22T23:14:19.2Z,1,REGULAR,rebound,defensive,[],1630574,,,1610612752,3,2,2025-10-22T23:14:20Z,110000,False,,,0,,A. Hukporti REBOUND (Off:0 Def:1),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M53.00S,2025-10-22T23:14:27.6Z,1,REGULAR,foul,personal,['3freethrow'],1630596,,,1610612752,3,2,2025-10-22T23:14:39Z,120000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Towns 3 FT),"[1630596, 1626157]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627962.0,1.0,0.0,Towns,1626157.0,,,,,
14,PT10M53.00S,2025-10-22T23:15:10.4Z,1,REGULAR,freethrow,1 of 3,[],1626157,,,1610612752,4,2,2025-10-22T23:15:10Z,140000,False,,,0,,K. Towns Free Throw 1 of 3 (1 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2025-10-22T23:15:29.2Z,1,REGULAR,freethrow,2 of 3,[],1626157,,,1610612752,4,2,2025-10-22T23:15:29Z,150000,False,,,0,,MISS K. Towns Free Throw 2 of 3,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2025-10-22T23:15:29.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,4,2,2025-10-22T23:15:29Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
