actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-04T00:41:50.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-04T00:41:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-04T00:41:52.2Z,1,REGULAR,jumpball,recovered,[],1630551,,,1610612764,0,0,2025-11-04T00:41:52Z,40000,False,,,0,,Jump Ball A. Sarr vs. K. Towns: Tip to J. Champagnie,"[1630551, 1642259, 1626157]",1610612764.0,WAS,startperiod,J. Champagnie,1630551.0,Champagnie,J. Champagnie,Sarr,1642259.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-04T00:42:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,14.536793692509855,49.26470588235294,1610612764,0,0,2025-11-04T00:42:26Z,70000,False,4.0,84.0,1,left,MISS A. Sarr 8' turnaround fadeaway Shot,[1642259],1610612764.0,WAS,turnaround fadeaway,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,8.42,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-04T00:42:10.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2025-11-04T00:42:14Z,80000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-11-04T00:42:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,80.23981603153744,4.901960784313726,1610612752,3,0,2025-11-04T00:42:27Z,90000,False,-225.0,133.0,1,right,K. Towns 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.19,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
11,PT11M08.00S,2025-11-04T00:42:40.3Z,1,REGULAR,2pt,Jump Shot,[],1641731,25.837713534822605,64.4607843137255,1610612764,3,0,2025-11-04T00:43:28Z,110000,False,-72.0,190.0,1,left,MISS B. Coulibaly 20' step back Shot,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left Center,20.37,Missed,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2025-11-04T00:42:43.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,3,0,2025-11-04T00:42:45Z,120000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M00.00S,2025-11-04T00:42:49.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,62.63140604467805,48.28431372549019,1610612752,3,0,2025-11-04T00:44:00Z,130000,False,-9.0,299.0,1,right,MISS K. Towns 29' running pullup 3PT,[1626157],1610612752.0,NYK,running pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,29.89,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2025-11-04T00:42:53.2Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,3,0,2025-11-04T00:42:53Z,140000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M50.00S,2025-11-04T00:42:58.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203468,21.369908015768726,48.529411764705884,1610612764,3,2,2025-11-04T00:44:59Z,150000,False,7.0,148.0,1,left,C. McCollum 14' running Jump Shot (2 PTS),[203468],1610612764.0,WAS,running,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,14.86,Made,,,,,2.0,,,,,,,,,,,,,
