actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
26,PT09M44.00S,2026-01-19T22:21:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,4.812746386333772,4.901960784313726,1610612742,2,8,2026-01-19T22:21:36Z,260000,False,225.0,-7.0,1,left,M. Christie 3PT running (3 PTS) (C. Flagg 1 AST),"[1631108, 1642843]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,22.56,Made,3.0,C. Flagg,1642843.0,1.0,,,,,,,,,,,,,,
28,PT09M34.00S,2026-01-19T22:21:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,92.72339027595268,59.55882352941176,1610612752,4,8,2026-01-19T22:21:44Z,280000,False,48.0,16.0,1,right,M. Bridges turnaround fadeaway Jump Shot (2 PTS),[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M23.00S,2026-01-19T22:21:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,5.338370565045992,53.67647058823529,1610612742,4,8,2026-01-19T22:21:54Z,290000,False,-18.0,-2.0,1,left,MISS N. Marshall driving Layup - blocked,"[1630230, 1628969]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,Bridges,1628969.0,,,,,,
30,PT09M23.00S,2026-01-19T22:21:51.5Z,1,REGULAR,block,,[],1628969,,,1610612742,4,8,2026-01-19T22:21:53Z,300000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2026-01-19T22:21:53.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,4,8,2026-01-19T22:21:54Z,310000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
32,PT09M16.00S,2026-01-19T22:21:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,93.77463863337714,51.71568627450981,1610612752,4,8,2026-01-19T22:22:10Z,320000,False,9.0,6.0,1,right,MISS M. Bridges running reverse Layup,[1628969],1610612752.0,NYK,running reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2026-01-19T22:22:00.6Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,4,8,2026-01-19T22:22:10Z,330000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT09M09.00S,2026-01-19T22:22:05.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628997,7.440867279894875,51.470588235294116,1610612742,4,10,2026-01-19T22:22:15Z,340000,False,-7.0,17.0,1,left,C. Martin running DUNK (2 PTS) (M. Christie 2 AST),"[1628997, 1631108]",1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.89,Made,2.0,M. Christie,1631108.0,2.0,,,,,,,,,,,,,,
36,PT08M46.00S,2026-01-19T22:22:28.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,93.64323258869908,32.59803921568628,1610612752,4,10,2026-01-19T22:30:55Z,360000,False,-87.0,7.0,1,right,MISS J. Brunson 8' floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,8.73,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2026-01-19T22:22:30.0Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,4,10,2026-01-19T22:22:32Z,370000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Left,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT08M34.00S,2026-01-19T22:22:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,14.799605781865965,37.00980392156863,1610612742,4,10,2026-01-19T22:31:18Z,380000,False,65.0,87.0,1,left,MISS N. Marshall 10' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Right,10.83,Missed,,,,,,,,,,,,,,,,,,
39,PT08M32.00S,2026-01-19T22:22:43.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,4,10,2026-01-19T22:22:50Z,390000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M22.00S,2026-01-19T22:22:52.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,70.25295663600527,24.019607843137255,1610612752,4,10,2026-01-19T22:32:09Z,400000,False,-130.0,227.0,1,right,MISS K. Towns 26' running 3PT,[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
41,PT08M19.00S,2026-01-19T22:22:55.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,4,10,2026-01-19T22:22:55Z,410000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M14.00S,2026-01-19T22:22:59.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,28.86005256241787,75.73529411764706,1610612742,4,13,2026-01-19T22:32:36Z,420000,False,-129.0,219.0,1,left,M. Christie 25' 3PT running (6 PTS) (N. Marshall 1 AST),"[1631108, 1630230]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.38,Made,6.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,
44,PT08M14.00S,2026-01-19T22:23:04.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,4,13,2026-01-19T22:23:04Z,440000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M57.00S,2026-01-19T22:26:58.3Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,4,13,2026-01-19T22:27:01Z,450000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1628997]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,Martin,1628997.0,,,,
46,PT07M57.00S,2026-01-19T22:26:58.3Z,1,REGULAR,steal,,[],1628997,,,1610612742,4,13,2026-01-19T22:26:59Z,460000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
47,PT07M45.00S,2026-01-19T22:27:09.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631108,21.76412614980289,40.44117647058824,1610612742,4,13,2026-01-19T22:27:14Z,470000,False,48.0,152.0,1,left,MISS M. Christie 15' fadeaway Shot,[1631108],1610612742.0,DAL,fadeaway,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,15.94,Missed,,,,,,,,,,,,,,,,,,
48,PT07M42.00S,2026-01-19T22:27:12.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,4,13,2026-01-19T22:27:14Z,480000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT07M39.00S,2026-01-19T22:27:15.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,86.81011826544021,96.56862745098039,1610612752,4,13,2026-01-19T22:27:23Z,490000,False,233.0,71.0,1,right,MISS M. Bridges 24' running 3PT,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,24.35,Missed,,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2026-01-19T22:27:16.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,4,13,2026-01-19T22:27:23Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,49.0,,,,,,,,,,,,,
52,PT07M26.00S,2026-01-19T22:28:09.9Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612742,4,13,2026-01-19T22:46:03Z,520000,False,,,0,,Jump Ball O. Anunoby vs. C. Flagg: Tip to J. Brunson,"[1628973, 1628384, 1642843]",1610612752.0,NYK,heldball,J. Brunson,1628973.0,Brunson,J. Brunson,Anunoby,1628384.0,Flagg,1642843.0,,,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2026-01-19T22:28:09.9Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612742,4,13,2026-01-19T22:49:30Z,550000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1628384]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Anunoby,1628384.0,,,,
56,PT07M26.00S,2026-01-19T22:28:09.9Z,1,REGULAR,steal,,[],1628384,,,1610612752,4,13,2026-01-19T22:28:09Z,560000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2026-01-19T22:28:16.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,77.21747700394218,69.85294117647058,1610612752,4,13,2026-01-19T22:28:19Z,570000,False,99.0,162.0,1,right,MISS J. Brunson 18' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,18.98,Missed,,,,,,,,,,,,,,,,,,
58,PT07M14.00S,2026-01-19T22:28:19.1Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,4,13,2026-01-19T22:28:19Z,580000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right Center,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,
59,PT06M55.00S,2026-01-19T22:28:37.6Z,1,REGULAR,3pt,Jump Shot,[],1631108,25.04927726675427,84.55882352941177,1610612742,4,16,2026-01-19T22:28:41Z,590000,False,-173.0,183.0,1,left,M. Christie 25' 3PT  (9 PTS) (C. Martin 1 AST),"[1631108, 1628997]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.17,Made,9.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,
61,PT06M42.00S,2026-01-19T22:28:49.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,69.33311432325887,29.901960784313726,1610612752,4,16,2026-01-19T22:28:54Z,610000,False,-100.0,236.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
62,PT06M39.00S,2026-01-19T22:28:52.7Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,4,16,2026-01-19T22:28:54Z,620000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,61.0,3.0,3.0,0.0,,,,,,,,,,
63,PT06M32.00S,2026-01-19T22:28:59.8Z,1,REGULAR,3pt,Jump Shot,[],1630230,30.962549277266753,33.57843137254902,1610612742,4,16,2026-01-19T22:29:04Z,630000,False,82.0,239.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
64,PT06M29.00S,2026-01-19T22:29:02.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,4,16,2026-01-19T22:29:04Z,640000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,
65,PT06M27.00S,2026-01-19T22:29:08.4Z,1,REGULAR,foul,personal,[],1628997,,,1610612752,4,16,2026-01-19T22:29:28Z,650000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1628384]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1628172.0,,,,,,1.0,0.0,Anunoby,1628384.0
67,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,4,16,2026-01-19T22:29:27Z,670000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,4,16,2026-01-19T22:29:27Z,680000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,out,[],1642843,,,1610612752,4,16,2026-01-19T22:29:27Z,690000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,4,16,2026-01-19T22:29:27Z,700000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,4,16,2026-01-19T22:29:27Z,710000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2026-01-19T22:29:08.5Z,1,REGULAR,substitution,in,[],1630314,,,1610612752,4,16,2026-01-19T22:29:27Z,720000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2026-01-19T22:29:44.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.16688567674113,48.42984068627451,1610612752,6,16,2026-01-19T22:30:00Z,730000,False,-8.0,12.0,1,right,M. Robinson cutting DUNK (2 PTS) (J. Brunson 1 AST),"[1629011, 1628973]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.41,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
76,PT06M03.00S,2026-01-19T22:30:05.5Z,1,REGULAR,2pt,Jump Shot,[],1630230,25.18068331143233,48.03921568627451,1610612742,6,18,2026-01-19T22:37:19Z,760000,False,10.0,184.0,1,left,N. Marshall 18' driving floating Jump Shot (5 PTS),[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,18.45,Made,5.0,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2026-01-19T22:30:09.7Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612742,6,18,2026-01-19T22:30:13Z,770000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Marshall 1 FT),"[1628404, 1630230]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628951.0,,,,,,1.0,0.0,Marshall,1630230.0
79,PT06M03.00S,2026-01-19T22:30:09.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,6,18,2026-01-19T22:30:28Z,790000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M03.00S,2026-01-19T22:30:09.7Z,1,REGULAR,substitution,out,[],1628997,,,1610612742,6,18,2026-01-19T22:30:28Z,800000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M03.00S,2026-01-19T22:30:09.7Z,1,REGULAR,substitution,in,[],202691,,,1610612742,6,18,2026-01-19T22:30:28Z,810000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M03.00S,2026-01-19T22:30:09.7Z,1,REGULAR,substitution,in,[],1630619,,,1610612742,6,18,2026-01-19T22:30:28Z,820000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M03.00S,2026-01-19T22:30:28.9Z,1,REGULAR,freethrow,1 of 1,[],1630230,,,1610612742,6,19,2026-01-19T22:30:28Z,830000,False,,,0,,N. Marshall Free Throw 1 of 1 (6 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2026-01-19T22:30:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.03745072273325,48.77450980392157,1610612752,8,19,2026-01-19T22:31:03Z,840000,False,-6.0,4.0,1,right,J. Hart driving Layup (2 PTS) (M. McBride 1 AST),"[1628404, 1630540]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
86,PT05M24.00S,2026-01-19T22:31:10.6Z,1,REGULAR,2pt,Jump Shot,[],1630314,6.389618922470433,69.85294117647058,1610612742,8,19,2026-01-19T22:31:19Z,860000,False,-99.0,8.0,1,left,MISS B. Williams 9' pullup Shot,[1630314],1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Mid-Range,8-16 Left,9.96,Missed,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2026-01-19T22:31:12.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,19,2026-01-19T22:31:19Z,870000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,
