actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
259,PT03M54.00S,2025-12-21T23:53:59.5Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612748,53,57,2025-12-21T23:54:03Z,2520000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 1628404]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,Hart,1628404.0,,,,
260,PT03M54.00S,2025-12-21T23:53:59.5Z,2,REGULAR,steal,,[],1628404,,,1610612752,53,57,2025-12-21T23:54:01Z,2530000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
261,PT03M49.00S,2025-12-21T23:54:03.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628969,77.21747700394218,8.823529411764707,1610612752,56,57,2025-12-21T23:54:07Z,2540000,False,-206.0,162.0,1,right,M. Bridges 26' 3PT running (18 PTS) (J. Hart 3 AST),"[1628969, 1628404]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,18.0,J. Hart,1628404.0,3.0,,,,,,,,,,
263,PT03M42.00S,2025-12-21T23:54:17.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,56,57,2025-12-21T23:54:17Z,2560000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M24.00S,2025-12-21T23:57:46.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,34.641918528252305,48.28431372549019,1610612748,56,57,2025-12-21T23:57:50Z,2570000,False,9.0,273.0,1,left,MISS N. Powell 27' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
267,PT03M22.00S,2025-12-21T23:57:48.2Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,56,57,2025-12-21T23:57:50Z,2580000,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,266.0,6.0,3.0,3.0,,,,,,,,,,,,,,
268,PT03M21.00S,2025-12-21T23:57:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,6.652431011826544,50.0,1610612748,56,57,2025-12-21T23:57:52Z,2590000,False,0.0,10.0,1,left,MISS K. Ware putback Layup,[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,,
269,PT03M19.00S,2025-12-21T23:57:51.4Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,56,57,2025-12-21T23:57:52Z,2600000,False,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,268.0,3.0,3.0,0.0,,,,,,,,,,,,,,
270,PT03M10.00S,2025-12-21T23:58:00.6Z,2,REGULAR,3pt,Jump Shot,[],1628973,72.48685939553219,81.12745098039215,1610612752,56,57,2025-12-21T23:58:04Z,2610000,False,156.0,206.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
271,PT03M06.00S,2025-12-21T23:58:04.6Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,56,57,2025-12-21T23:58:04Z,2620000,False,,,0,,K. Ware REBOUND (Off:3 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,270.0,7.0,4.0,3.0,,,,,,,,,,,,,,
272,PT03M05.00S,2025-12-21T23:58:11.1Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,56,57,2025-12-21T23:58:14Z,2630000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101283.0,3.0,,,,,,,,
273,PT03M05.00S,2025-12-21T23:58:11.2Z,2,REGULAR,substitution,out,[],1631170,,,1610612752,56,57,2025-12-21T23:58:18Z,2640000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M05.00S,2025-12-21T23:58:11.2Z,2,REGULAR,substitution,in,[],1628389,,,1610612752,56,57,2025-12-21T23:58:18Z,2650000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M43.00S,2025-12-21T23:58:47.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,81.68528252299606,48.77450980392157,1610612752,58,57,2025-12-22T00:01:35Z,2660000,False,-6.0,120.0,1,right,J. Brunson 11' pullup Jump Shot (21 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.99,Made,,,,,21.0,,,,,,,,,,,,,
276,PT02M31.00S,2025-12-21T23:58:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.178055190538765,49.01960784313725,1610612748,58,57,2025-12-21T23:59:04Z,2670000,False,5.0,15.0,1,left,MISS N. Powell driving Layup,[1626181],1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,,,,,,,,,,,,,,
277,PT02M31.00S,2025-12-21T23:58:58.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,58,57,2025-12-21T23:59:04Z,2680000,False,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,276.0,4.0,4.0,0.0,,,,,,,,,,,,,,
278,PT02M24.00S,2025-12-21T23:59:06.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,83.39356110381078,2.2058823529411766,1610612752,58,57,2025-12-22T00:02:19Z,2690000,False,-239.0,104.0,1,right,MISS M. Bridges 26' running 3PT,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
279,PT02M21.00S,2025-12-21T23:59:08.6Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,58,57,2025-12-21T23:59:08Z,2700000,False,,,0,,K. Ware REBOUND (Off:3 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,278.0,8.0,5.0,3.0,,,,,,,,,,,,,,
280,PT02M12.00S,2025-12-21T23:59:18.3Z,2,REGULAR,3pt,Jump Shot,[],1626181,31.61957950065703,55.63725490196079,1610612748,58,57,2025-12-21T23:59:21Z,2710000,False,-28.0,245.0,1,left,MISS N. Powell 24' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.63,Missed,,,,,,,,,,,,,,,,,,
281,PT02M09.00S,2025-12-21T23:59:21.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,58,57,2025-12-21T23:59:21Z,2720000,False,,,0,,J. Hart REBOUND (Off:0 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,280.0,6.0,6.0,0.0,,,,,,,,,,,,,,
282,PT01M53.00S,2025-12-21T23:59:49.7Z,2,REGULAR,foul,personal,[],1628389,,,1610612752,58,57,2025-12-21T23:59:54Z,2730000,False,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 1628973]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Brunson,1628973.0
284,PT01M53.00S,2025-12-21T23:59:49.8Z,2,REGULAR,substitution,out,[],1628969,,,1610612752,58,57,2025-12-22T00:00:02Z,2750000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M53.00S,2025-12-21T23:59:49.8Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,58,57,2025-12-22T00:00:02Z,2760000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M42.00S,2025-12-22T00:00:20.0Z,2,REGULAR,3pt,Jump Shot,[],1628973,76.42904073587385,88.97058823529412,1610612752,61,57,2025-12-22T00:00:22Z,2770000,False,195.0,169.0,1,right,J. Brunson 25' 3PT  (24 PTS) (T. Kolek 3 AST),"[1628973, 1642278]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.8,Made,,,,,24.0,T. Kolek,1642278.0,3.0,,,,,,,,,,
288,PT01M23.00S,2025-12-22T00:00:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,5.469776609724048,48.03921568627451,1610612748,61,57,2025-12-22T00:00:44Z,2790000,False,10.0,-1.0,1,left,MISS N. Powell driving reverse Layup,[1626181],1610612748.0,MIA,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,,,,,,,,,,
289,PT01M22.00S,2025-12-22T00:00:40.9Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,61,57,2025-12-22T00:04:11Z,2800000,False,,,0,,K. Ware REBOUND (Off:4 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,288.0,9.0,5.0,4.0,,,,,,,,,,,,,,
290,PT01M21.00S,2025-12-22T00:00:44.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642276,5.590000152587891,50.0,1610612748,61,59,2025-12-22T00:04:17Z,2810000,False,0.0,0.0,1,left,K. Ware tip DUNK (14 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,14.0,,,,,,,,,,,,,
291,PT01M06.00S,2025-12-22T00:00:56.2Z,2,REGULAR,3pt,Jump Shot,[],1628384,89.30683311432325,4.411764705882353,1610612752,61,59,2025-12-22T00:01:00Z,2820000,False,-228.0,48.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
292,PT01M03.00S,2025-12-22T00:00:59.2Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,61,59,2025-12-22T00:01:00Z,2830000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,291.0,3.0,3.0,0.0,,,,,,,,,,,,,,
293,PT00M45.80S,2025-12-22T00:01:16.9Z,2,REGULAR,3pt,Jump Shot,[],1630558,27.94021024967148,76.22549019607843,1610612748,61,59,2025-12-22T00:01:32Z,2840000,False,-131.0,210.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
294,PT00M45.30S,2025-12-22T00:01:17.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,61,59,2025-12-22T00:01:32Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,293.0,,,,,,,,,,,,,,,,,
295,PT00M45.30S,2025-12-22T00:01:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642278,,,1610612748,61,59,2025-12-22T00:01:36Z,2860000,False,,,0,,T. Kolek loose ball personal FOUL (2 PF) (Wiggins 2 FT),"[1642278, 203952]",1610612752.0,NYK,loose ball,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Wiggins,203952.0
299,PT00M45.30S,2025-12-22T00:01:45.1Z,2,REGULAR,substitution,out,[],1626181,,,1610612748,61,59,2025-12-22T00:02:10Z,2875000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M45.30S,2025-12-22T00:01:45.1Z,2,REGULAR,substitution,in,[],1642857,,,1610612748,61,59,2025-12-22T00:02:10Z,2877500,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M45.30S,2025-12-22T00:02:01.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203952,,,1610612748,61,59,2025-12-22T00:02:01Z,2880000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT00M45.30S,2025-12-22T00:02:01.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,61,59,2025-12-22T00:02:01Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
301,PT00M45.30S,2025-12-22T00:02:26.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203952,,,1610612748,61,60,2025-12-22T00:02:26Z,2900000,False,,,0,,A. Wiggins Free Throw 2 of 2 (7 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
302,PT00M30.10S,2025-12-22T00:02:43.9Z,2,REGULAR,2pt,Jump Shot,[],1628404,73.53810775295663,52.20588235294118,1610612752,61,60,2025-12-22T00:02:49Z,2910000,False,11.0,196.0,1,right,MISS J. Hart 19' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,19.65,Missed,,,,,,,,,,,,,,,,,,
303,PT00M29.20S,2025-12-22T00:02:44.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,61,60,2025-12-22T00:02:49Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Center,,,302.0,,,,,,,,,,,,,,,,,
304,PT00M29.20S,2025-12-22T00:02:48.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642276,,,1610612752,61,60,2025-12-22T00:03:07Z,2930000,False,,,0,,K. Ware loose ball personal FOUL (2 PF) (Robinson 2 FT),"[1642276, 1629011]",1610612748.0,MIA,loose ball,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Robinson,1629011.0
307,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,out,[],1642278,,,1610612752,61,60,2025-12-22T00:03:33Z,2945000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,out,[],1642276,,,1610612752,61,60,2025-12-22T00:03:33Z,2947500,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,out,[],1642857,,,1610612752,61,60,2025-12-22T00:03:33Z,2948750,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,61,60,2025-12-22T00:03:33Z,2949375,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,in,[],1631170,,,1610612752,61,60,2025-12-22T00:03:33Z,2949687,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M29.20S,2025-12-22T00:03:05.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612752,61,60,2025-12-22T00:03:33Z,2949843,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M29.20S,2025-12-22T00:03:21.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,62,60,2025-12-22T00:03:21Z,2950000,False,,,0,,M. Robinson Free Throw 1 of 2 (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
313,PT00M29.20S,2025-12-22T00:03:50.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,63,60,2025-12-22T00:03:50Z,2960000,False,,,0,,M. Robinson Free Throw 2 of 2 (4 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
314,PT00M12.90S,2025-12-22T00:04:10.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,10.33180026281209,37.00980392156863,1610612748,63,62,2025-12-22T00:04:13Z,2970000,False,65.0,45.0,1,left,J. Jaquez Jr. 7' driving Hook (12 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.88,Made,,,,,12.0,,,,,,,,,,,,,
315,PT00M00.80S,2025-12-22T00:04:23.7Z,2,REGULAR,3pt,Jump Shot,[],1628973,75.64060446780552,84.31372549019608,1610612752,66,62,2025-12-22T00:04:27Z,2980000,False,172.0,176.0,1,right,J. Brunson 24' 3PT step back (27 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.62,Made,,,,,27.0,,,,,,,,,,,,,
317,PT00M00.20S,2025-12-22T00:04:27.5Z,2,REGULAR,heave,,[],0,,,1610612748,66,62,2025-12-22T00:08:15Z,2985000,False,,,0,,MIA Heave,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,71.6,,,,,,,,,,,,,,,,,,,
318,PT00M00.10S,2025-12-22T00:04:27.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,66,62,2025-12-22T00:05:25Z,2987500,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,317.0,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2025-12-22T00:04:31.3Z,2,REGULAR,period,end,[],0,,,1610612748,66,62,2025-12-22T00:04:31Z,2990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-12-22T00:19:35.3Z,3,REGULAR,substitution,out,['startperiod'],1629011,,,1610612748,66,62,2025-12-22T00:19:55Z,3000000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-12-22T00:19:35.3Z,3,REGULAR,substitution,out,['startperiod'],1631170,,,1610612748,66,62,2025-12-22T00:19:55Z,3010000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-12-22T00:19:35.3Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612748,66,62,2025-12-22T00:19:55Z,3020000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-12-22T00:19:35.3Z,3,REGULAR,substitution,in,['startperiod'],1642276,,,1610612748,66,62,2025-12-22T00:19:55Z,3030000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-12-22T00:21:34.9Z,3,REGULAR,period,start,[],0,,,1610612748,66,62,2025-12-22T00:21:34Z,3040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M47.00S,2025-12-22T00:21:47.2Z,3,REGULAR,turnover,bad pass,[],203952,,,1610612748,66,62,2025-12-22T00:21:50Z,3050000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1626157]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,Towns,1626157.0,,,,
325,PT11M47.00S,2025-12-22T00:21:47.2Z,3,REGULAR,steal,,[],1626157,,,1610612752,66,62,2025-12-22T00:21:48Z,3060000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
326,PT11M37.00S,2025-12-22T00:21:57.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,12.828515111695138,37.99019607843137,1610612752,66,62,2025-12-22T00:21:59Z,3070000,False,60.0,68.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,9.08,Missed,,,,,,,,,,,,,,,,,,
327,PT11M36.00S,2025-12-22T00:21:58.0Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,66,62,2025-12-22T00:21:59Z,3080000,False,,,0,,K. Ware REBOUND (Off:4 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Right,,,326.0,10.0,6.0,4.0,,,,,,,,,,,,,,
328,PT11M23.00S,2025-12-22T00:22:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,82.07950065703022,58.57843137254902,1610612748,66,64,2025-12-22T00:22:14Z,3090000,False,43.0,116.0,1,right,N. Powell 12' driving floating Jump Shot (5 PTS) (A. Wiggins 4 AST),"[1626181, 203952]",1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,12.37,Made,,,,,5.0,A. Wiggins,203952.0,4.0,,,,,,,,,,
330,PT10M58.00S,2025-12-22T00:22:36.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,12.434296977660972,50.245098039215684,1610612752,68,64,2025-12-22T00:22:38Z,3110000,False,-1.0,64.0,1,left,K. Towns 6' driving floating Jump Shot (2 PTS) (J. Brunson 4 AST),"[1626157, 1628973]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,,,,,2.0,J. Brunson,1628973.0,4.0,,,,,,,,,,
332,PT10M42.00S,2025-12-22T00:22:51.7Z,3,REGULAR,3pt,Jump Shot,[],1628389,91.14651773981603,2.941176470588235,1610612748,68,64,2025-12-22T00:22:54Z,3130000,False,-235.0,31.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
333,PT10M40.00S,2025-12-22T00:22:53.7Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,68,64,2025-12-22T00:22:54Z,3140000,False,,,0,,J. Hart REBOUND (Off:0 Def:7),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,332.0,7.0,7.0,0.0,,,,,,,,,,,,,,
334,PT10M36.00S,2025-12-22T00:22:58.6Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612752,68,64,2025-12-22T00:23:01Z,3150000,False,,,0,,O. Anunoby bad pass TURNOVER (3 TO),"[1628384, 1626181]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,3.0,,,Powell,1626181.0,,,,
335,PT10M36.00S,2025-12-22T00:22:58.6Z,3,REGULAR,steal,,[],1626181,,,1610612748,68,64,2025-12-22T00:23:00Z,3160000,False,,,0,,N. Powell STEAL (2 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT10M29.00S,2025-12-22T00:23:06.9Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612748,68,64,2025-12-22T00:23:23Z,3170000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Powell 2 FT),"[1628404, 1626181]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Powell,1626181.0
338,PT10M29.00S,2025-12-22T00:23:36.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626181,,,1610612748,68,65,2025-12-22T00:23:36Z,3190000,False,,,0,,N. Powell Free Throw 1 of 2 (6 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
339,PT10M29.00S,2025-12-22T00:23:54.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626181,,,1610612748,68,66,2025-12-22T00:23:54Z,3200000,False,,,0,,N. Powell Free Throw 2 of 2 (7 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
340,PT10M10.00S,2025-12-22T00:24:16.6Z,3,REGULAR,3pt,Jump Shot,[],1628404,32.14520367936925,61.51960784313726,1610612752,71,66,2025-12-22T00:24:39Z,3210000,False,-58.0,250.0,1,left,J. Hart 25' 3PT pullup (8 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.63,Made,,,,,8.0,,,,,,,,,,,,,
