actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-08T00:41:29.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T00:41:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-08T00:41:32.3Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612746,0,0,2026-01-08T00:41:32Z,40000,False,,,0,,Jump Ball I. Zubac vs. K. Towns: Tip to J. Collins,"[1628381, 1627826, 1626157]",1610612746.0,LAC,startperiod,J. Collins,1628381.0,Collins,J. Collins,Zubac,1627826.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-01-08T00:41:49.1Z,1,REGULAR,3pt,Jump Shot,[],1627739,94.56307490144546,2.941176470588235,1610612746,0,0,2026-01-08T00:41:54Z,70000,False,-235.0,-1.0,1,right,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-01-08T00:41:52.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2026-01-08T00:41:54Z,80000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2026-01-08T00:42:09.4Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,0,0,2026-01-08T00:42:12Z,90000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 201935]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Harden,201935.0,,,,,,,,,,,
10,PT11M19.00S,2026-01-08T00:42:09.4Z,1,REGULAR,steal,,[],201935,,,1610612746,0,0,2026-01-08T00:42:11Z,100000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2026-01-08T00:42:14.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202695,86.81011826544021,3.1862745098039214,1610612746,0,3,2026-01-08T00:42:19Z,110000,False,-234.0,71.0,1,right,K. Leonard 24' 3PT running (3 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,24.48,Made,,,,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,
13,PT10M46.00S,2026-01-08T00:42:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630540,16.507884362680684,95.34313725490196,1610612752,0,3,2026-01-08T00:42:45Z,130000,False,-227.0,103.0,1,left,MISS M. McBride 24' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2026-01-08T00:42:43.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,0,3,2026-01-08T00:42:45Z,140000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M34.00S,2026-01-08T00:42:54.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.9060446780552,42.64705882352941,1610612746,0,5,2026-01-08T00:42:57Z,150000,False,-37.0,5.0,1,right,I. Zubac Hook (2 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,,,,2.0,J. Harden,201935.0,2.0,,,,,,,
17,PT10M23.00S,2026-01-08T00:43:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630540,5.995400788436268,4.166666666666666,1610612752,0,5,2026-01-08T00:43:09Z,170000,False,229.0,4.0,1,left,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
18,PT10M20.00S,2026-01-08T00:43:07.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,0,5,2026-01-08T00:43:09Z,180000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M20.00S,2026-01-08T00:43:08.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628969,5.590000152587891,50.0,1610612752,0,5,2026-01-08T01:43:33Z,190000,False,0.0,0.0,1,left,MISS M. Bridges tip Layup,[1628969],1610612752.0,NYK,tip,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
