actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT04M46.00S,2025-11-06T00:58:29.7Z,1,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,14,18,2025-11-06T00:58:29Z,880000,False,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,1627519.0,,,,,,,,,,,1.0,,,,,,,,
89,PT04M32.00S,2025-11-06T00:59:00.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628973,7.046649145860711,54.65686274509803,1610612752,16,18,2025-11-06T01:00:15Z,890000,False,-23.0,14.0,1,left,J. Brunson driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.7,,,,,,,,,,,,
90,PT04M32.00S,2025-11-06T00:59:05.4Z,1,REGULAR,violation,defensive goaltending,[],1629675,,,1610612752,16,18,2025-11-06T00:59:10Z,900000,False,,,0,,N. Reid defensive goaltending VIOLATION,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
91,PT04M15.00S,2025-11-06T00:59:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.24901445466492,47.794117647058826,1610612750,16,20,2025-11-06T00:59:33Z,910000,False,-11.0,11.0,1,right,J. Randle driving finger roll Layup (8 PTS) (M. Conley 1 AST),"[203944, 201144]",1610612750.0,MIN,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,1.56,M. Conley,201144.0,1.0,,,,,,,,,
92,PT04M15.00S,2025-11-06T00:59:33.0Z,1,REGULAR,foul,personal,['1freethrow'],1627824,,,1610612750,16,20,2025-11-06T00:59:38Z,920000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Randle 1 FT),"[1627824, 203944]",1610612752.0,NYK,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,2534.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
95,PT04M15.00S,2025-11-06T01:00:01.6Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,16,21,2025-11-06T01:00:01Z,940000,False,,,0,,J. Randle Free Throw 1 of 1 (9 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
96,PT04M00.00S,2025-11-06T01:00:18.1Z,1,REGULAR,3pt,Jump Shot,[],1628404,6.652431011826544,4.411764705882353,1610612752,19,21,2025-11-06T01:00:21Z,950000,False,228.0,10.0,1,left,J. Hart 3PT  (6 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,22.81,J. Brunson,1628973.0,4.0,,,,,,,,,
98,PT03M49.00S,2025-11-06T01:00:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,83.78777923784494,48.03921568627451,1610612750,19,23,2025-11-06T01:00:34Z,970000,False,-10.0,100.0,1,right,J. Randle 10' turnaround Jump Shot (11 PTS),[203944],1610612750.0,MIN,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,10.04,,,,,,,,,,,,
99,PT03M28.00S,2025-11-06T01:00:50.3Z,1,REGULAR,3pt,Jump Shot,[],1627824,6.783837056504599,2.2058823529411766,1610612752,22,23,2025-11-06T01:00:53Z,980000,False,239.0,11.0,1,left,G. Yabusele 3PT  (3 PTS) (J. Hart 1 AST),"[1627824, 1628404]",1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.93,J. Hart,1628404.0,1.0,,,,,,,,,
101,PT03M27.00S,2025-11-06T01:00:56.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612750,22,23,2025-11-06T01:00:56Z,1000000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M27.00S,2025-11-06T01:00:56.6Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,22,23,2025-11-06T01:04:30Z,1010000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M27.00S,2025-11-06T01:00:56.6Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,22,23,2025-11-06T01:04:30Z,1020000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M03.00S,2025-11-06T01:05:10.6Z,1,REGULAR,2pt,Jump Shot,[],203944,89.96386333771353,79.41176470588235,1610612750,22,23,2025-11-06T01:05:31Z,1040000,False,147.0,42.0,1,right,MISS J. Randle 15' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,Missed,,15.29,,,,,,,,,,,,
106,PT02M59.00S,2025-11-06T01:05:14.6Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612752,22,23,2025-11-06T01:05:31Z,1050000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,
107,PT02M43.00S,2025-11-06T01:05:29.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,16.770696452036795,28.431372549019606,1610612752,24,23,2025-11-06T01:05:34Z,1060000,False,108.0,105.0,1,left,J. Brunson 15' turnaround fadeaway Jump Shot (4 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,15.06,,,,,,,,,,,,
108,PT02M22.00S,2025-11-06T01:05:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,64.20827858081472,49.754901960784316,1610612750,24,23,2025-11-06T01:05:54Z,1070000,False,-1.0,284.0,1,right,MISS N. Reid 28' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,28.39,,,,,,,,,,,,
109,PT02M20.00S,2025-11-06T01:05:52.0Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612752,24,23,2025-11-06T01:05:54Z,1080000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,
110,PT02M13.00S,2025-11-06T01:06:00.1Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,24,23,2025-11-06T01:06:03Z,1090000,False,,,0,,J. Brunson lost ball TURNOVER (3 TO),"[1628973, 1641740]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,3.0,,,,,Clark,1641740.0,,
111,PT02M13.00S,2025-11-06T01:06:00.1Z,1,REGULAR,steal,,[],1641740,,,1610612750,24,23,2025-11-06T01:06:02Z,1100000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2025-11-06T01:06:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,94.43166885676742,52.20588235294118,1610612750,24,23,2025-11-06T01:06:10Z,1110000,False,11.0,0.0,1,right,MISS J. McDaniels running Layup - blocked,"[1630183, 1628969]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.1,,,,,,,,,,,Bridges,1628969.0
113,PT02M08.00S,2025-11-06T01:06:05.1Z,1,REGULAR,block,,[],1628969,,,1610612750,24,23,2025-11-06T01:06:08Z,1120000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2025-11-06T01:06:09.1Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,24,23,2025-11-06T01:06:10Z,1130000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,112.0,3.0,2.0,1.0,,,,
115,PT01M59.00S,2025-11-06T01:06:14.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201144,72.48685939553219,80.63725490196079,1610612750,24,26,2025-11-06T01:06:17Z,1140000,False,153.0,206.0,1,right,M. Conley 25' 3PT  (6 PTS) (J. Randle 2 AST),"[201144, 203944]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,25.68,J. Randle,203944.0,2.0,,,,,,,,,
117,PT01M57.00S,2025-11-06T01:06:28.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,24,26,2025-11-06T01:06:36Z,1160000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
118,PT01M41.00S,2025-11-06T01:06:54.7Z,1,REGULAR,foul,personal,[],1630183,,,1610612752,24,26,2025-11-06T01:07:03Z,1170000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1628969]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left,2534.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
120,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,24,26,2025-11-06T01:07:28Z,1190000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,24,26,2025-11-06T01:07:28Z,1200000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,out,[],1627824,,,1610612752,24,26,2025-11-06T01:07:28Z,1210000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,out,[],1630183,,,1610612752,24,26,2025-11-06T01:07:28Z,1220000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,out,[],203944,,,1610612752,24,26,2025-11-06T01:07:28Z,1230000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,24,26,2025-11-06T01:07:28Z,1240000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,24,26,2025-11-06T01:07:28Z,1250000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,24,26,2025-11-06T01:07:28Z,1260000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,in,[],203497,,,1610612752,24,26,2025-11-06T01:07:28Z,1270000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M41.00S,2025-11-06T01:06:54.8Z,1,REGULAR,substitution,in,[],1630162,,,1610612752,24,26,2025-11-06T01:07:28Z,1280000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M26.00S,2025-11-06T01:07:40.8Z,1,REGULAR,2pt,Jump Shot,[],1630540,21.895532194480946,53.18627450980392,1610612752,24,26,2025-11-06T01:07:45Z,1290000,False,-16.0,153.0,1,left,MISS M. McBride 15' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.41,,,,,,,,,,,,
131,PT01M22.00S,2025-11-06T01:07:44.8Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,24,26,2025-11-06T01:07:45Z,1300000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,130.0,1.0,0.0,1.0,,,,
132,PT01M22.00S,2025-11-06T01:07:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,5.590000152587891,50.0,1610612752,26,26,2025-11-06T01:07:44Z,1310000,False,0.0,0.0,1,left,O. Anunoby tip Layup (4 PTS),[1628384],1610612752.0,NYK,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,0.0,,,,,,,,,,,,
133,PT01M11.00S,2025-11-06T01:07:59.6Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,26,26,2025-11-06T01:08:08Z,1320000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1628384]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,1627519.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
135,PT01M11.00S,2025-11-06T01:07:59.6Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,26,26,2025-11-06T01:07:59Z,1340000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,1627519.0,,,,,,,,,,,1.0,,,,,,,,
136,PT00M53.20S,2025-11-06T01:08:30.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,6.652431011826544,27.696078431372552,1610612752,26,26,2025-11-06T01:08:35Z,1350000,False,112.0,10.0,1,left,MISS J. Brunson 11' floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,Missed,,11.19,,,,,,,,,,,,
137,PT00M50.60S,2025-11-06T01:08:32.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,26,26,2025-11-06T01:08:35Z,1360000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,136.0,3.0,2.0,1.0,,,,
138,PT00M31.90S,2025-11-06T01:08:51.5Z,1,REGULAR,2pt,Jump Shot,[],1630162,77.08607095926413,50.0,1610612750,26,26,2025-11-06T01:08:54Z,1370000,False,0.0,163.0,1,right,MISS A. Edwards 16' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,Missed,,16.29,,,,,,,,,,,,
139,PT00M30.20S,2025-11-06T01:08:53.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,26,26,2025-11-06T01:08:54Z,1380000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,
140,PT00M14.90S,2025-11-06T01:09:08.5Z,1,REGULAR,2pt,Jump Shot,[],1628384,22.28975032851511,75.0,1610612752,26,26,2025-11-06T01:09:14Z,1390000,False,-125.0,157.0,1,left,MISS O. Anunoby 20' step back Shot,[1628384],1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,20.07,,,,,,,,,,,,
141,PT00M11.90S,2025-11-06T01:09:11.5Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,26,26,2025-11-06T01:09:11Z,1400000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,140.0,4.0,1.0,3.0,,,,
142,PT00M01.50S,2025-11-06T01:09:21.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,24.78646517739816,10.53921568627451,1610612752,26,26,2025-11-06T01:09:26Z,1410000,False,197.0,180.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.74,,,,,,,,,,,,
143,PT00M01.50S,2025-11-06T01:09:21.9Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,26,26,2025-11-06T01:09:26Z,1420000,False,,,0,,M. Robinson REBOUND (Off:4 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,142.0,5.0,1.0,4.0,,,,
144,PT00M00.00S,2025-11-06T01:09:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.995400788436268,49.754901960784316,1610612752,28,26,2025-11-06T01:09:28Z,1430000,False,1.0,4.0,1,left,M. Robinson putback Layup (2 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.41,,,,,,,,,,,,
146,PT00M00.00S,2025-11-06T01:10:52.2Z,1,REGULAR,period,end,[],0,,,1610612750,28,26,2025-11-06T01:10:52Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612750,28,26,2025-11-06T01:13:09Z,1460000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,out,['startperiod'],1629013,,,1610612750,28,26,2025-11-06T01:13:09Z,1470000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612750,28,26,2025-11-06T01:13:09Z,1480000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612750,28,26,2025-11-06T01:13:09Z,1490000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,in,['startperiod'],203903,,,1610612750,28,26,2025-11-06T01:13:09Z,1500000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-11-06T01:12:44.5Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612750,28,26,2025-11-06T01:13:09Z,1510000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-11-06T01:13:11.3Z,2,REGULAR,period,start,[],0,,,1610612750,28,26,2025-11-06T01:13:11Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M40.00S,2025-11-06T01:13:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641740,92.46057818659659,54.166666666666664,1610612750,28,26,2025-11-06T01:13:33Z,1530000,False,21.0,18.0,1,right,MISS J. Clark driving Layup,[1641740],1610612750.0,MIN,driving,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.78,,,,,,,,,,,,
155,PT11M39.00S,2025-11-06T01:13:31.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,26,2025-11-06T01:13:33Z,1540000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,154.0,3.0,3.0,0.0,,,,
156,PT11M23.00S,2025-11-06T01:13:47.7Z,2,REGULAR,2pt,Jump Shot,[],1626157,26.10052562417871,54.166666666666664,1610612752,28,26,2025-11-06T01:13:51Z,1550000,False,-21.0,193.0,1,left,MISS K. Towns 19' step back Shot,[1626157],1610612752.0,NYK,step back,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,Missed,,19.39,,,,,,,,,,,,
157,PT11M20.00S,2025-11-06T01:13:50.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,28,26,2025-11-06T01:13:51Z,1560000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,156.0,4.0,3.0,1.0,,,,
158,PT11M13.00S,2025-11-06T01:13:59.8Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612750,28,26,2025-11-06T01:14:05Z,1570000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Gobert 2 FT),"[203903, 203497]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,2534.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
160,PT11M13.00S,2025-11-06T01:14:31.5Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,28,26,2025-11-06T01:14:31Z,1590000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
161,PT11M13.00S,2025-11-06T01:14:31.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,28,26,2025-11-06T01:14:31Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
162,PT11M13.00S,2025-11-06T01:14:52.4Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,28,27,2025-11-06T01:14:52Z,1610000,False,,,0,,R. Gobert Free Throw 2 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
164,PT11M03.00S,2025-11-06T01:15:07.0Z,2,REGULAR,substitution,out,[],1641740,,,1610612752,28,27,2025-11-06T01:15:13Z,1630000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M03.00S,2025-11-06T01:15:07.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,28,27,2025-11-06T01:15:13Z,1640000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M54.00S,2025-11-06T01:15:29.7Z,2,REGULAR,2pt,Jump Shot,[],1630540,21.23850197109067,55.88235294117647,1610612752,30,27,2025-11-06T01:15:32Z,1650000,False,-29.0,147.0,1,left,M. McBride 15' pullup Jump Shot (2 PTS) (K. Towns 1 AST),"[1630540, 1626157]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Center,,,,,,Made,2.0,15.0,K. Towns,1626157.0,1.0,,,,,,,,,
168,PT10M43.00S,2025-11-06T01:15:42.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.1688567674113,48.77450980392157,1610612750,30,29,2025-11-06T01:15:45Z,1670000,False,-6.0,2.0,1,right,R. Gobert alley-oop DUNK (5 PTS) (A. Edwards 2 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.65,A. Edwards,1630162.0,2.0,,,,,,,,,
170,PT10M33.00S,2025-11-06T01:15:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,4.812746386333772,49.26470588235294,1610612752,32,29,2025-11-06T01:15:55Z,1690000,False,4.0,-7.0,1,left,K. Towns driving DUNK (6 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.82,M. Bridges,1628969.0,1.0,,,,,,,,,
172,PT10M12.00S,2025-11-06T01:16:12.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,88.64980289093299,48.28431372549019,1610612750,32,29,2025-11-06T01:17:29Z,1710000,False,-9.0,54.0,1,right,MISS N. Reid driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.49,,,,,,,,,,,,
173,PT10M09.00S,2025-11-06T01:16:15.7Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,32,29,2025-11-06T01:16:17Z,1720000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,172.0,2.0,1.0,1.0,,,,
