actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-06T00:41:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-06T00:41:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-06T00:41:49.2Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2025-12-06T00:41:49Z,40000,False,,,0,,Jump Ball J. Nurkić vs. K. Towns: Tip to K. George,"[1641718, 203994, 1626157]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Nurkić,203994.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-12-06T00:42:10.3Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612762,0,0,2025-12-06T00:42:12Z,70000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 1626157]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.0,Towns,1626157.0,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-12-06T00:42:10.3Z,1,REGULAR,steal,,[],1626157,,,1610612752,0,0,2025-12-06T00:42:11Z,80000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2025-12-06T00:42:18.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,9.674770039421814,45.34313725490196,1610612752,0,0,2025-12-06T00:42:33Z,90000,False,23.0,38.0,1,left,MISS J. Brunson turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.49,Missed,,,,,,,,,,,,,,,
10,PT11M25.00S,2025-12-06T00:42:20.3Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2025-12-06T00:42:23Z,100000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M16.00S,2025-12-06T00:42:29.9Z,1,REGULAR,3pt,Jump Shot,[],1629004,90.75229960578186,3.6764705882352944,1610612762,0,0,2025-12-06T00:42:33Z,110000,False,-232.0,34.0,1,right,MISS S. Mykhailiuk 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,,,,23.41,Missed,,,,,,,,,,,,,,,
12,PT11M12.00S,2025-12-06T00:42:33.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2025-12-06T00:42:33Z,120000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M58.00S,2025-12-06T00:42:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.276609724047304,47.30392156862745,1610612752,0,0,2025-12-06T00:42:50Z,130000,False,13.0,251.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,25.13,Missed,,,,,,,,,,,,,,,
14,PT10M55.00S,2025-12-06T00:42:50.2Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,0,0,2025-12-06T00:42:50Z,140000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
