actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-04T00:43:29.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-04T00:43:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-04T00:43:32.5Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2025-12-04T00:43:32Z,40000,False,,,0,,Jump Ball K. Towns vs. M. Diabaté: Tip to J. Brunson,"[1628973, 1626157, 1631217]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Towns,1626157.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-12-04T00:43:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.770696452036795,48.77450980392157,1610612752,0,0,2025-12-04T00:44:39Z,70000,False,6.0,105.0,1,left,MISS J. Brunson 10' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.53,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-12-04T00:43:52.2Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,0,0,2025-12-04T00:45:35Z,80000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M16.00S,2025-12-04T00:44:12.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,90.22667542706965,95.34313725490196,1610612766,0,0,2025-12-04T00:44:20Z,90000,False,227.0,39.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-12-04T00:44:13.0Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,0,0,2025-12-04T00:44:20Z,100000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Right Corner 3,24+ Right,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2025-12-04T00:44:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642883,71.09067017082786,73.45281862745098,1610612766,0,0,2025-12-04T00:44:31Z,110000,False,117.0,219.0,1,right,MISS S. James 24' 3PT,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2025-12-04T00:44:20.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2025-12-04T00:44:31Z,120000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M57.00S,2025-12-04T00:44:31.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,5.601182654402102,49.26470588235294,1610612752,2,0,2025-12-04T00:44:45Z,130000,False,4.0,0.0,1,left,K. Towns driving DUNK (2 PTS),[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M34.00S,2025-12-04T00:44:54.3Z,1,REGULAR,3pt,Jump Shot,[],1642851,92.46057818659659,3.1862745098039214,1610612766,2,0,2025-12-04T00:44:59Z,140000,False,-234.0,18.0,1,right,MISS K. Knueppel 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
