actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M46.00S,2025-11-30T23:14:15.4Z,1,REGULAR,2pt,Jump Shot,[],1642266,87.99277266754271,30.88235294117647,1610612761,2,2,2025-11-30T23:14:19Z,150000,False,-96.0,60.0,1,right,MISS J. Walter 11' driving floating bank Shot,[1642266],1610612761.0,TOR,driving floating bank,,,Walter,J. Walter,,,,,Mid-Range,8-16 Left,11.31,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2025-11-30T23:14:18.4Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,2,2,2025-11-30T23:14:19Z,160000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M40.00S,2025-11-30T23:14:21.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,29.25427069645204,27.450980392156865,1610612752,5,2,2025-11-30T23:14:25Z,170000,False,113.0,222.0,1,left,M. McBride 24' 3PT running pullup (3 PTS),[1630540],1610612752.0,NYK,running pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,24.94,Made,,,,,3.0,,,,,,,,,,,,,
18,PT10M28.00S,2025-11-30T23:14:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612761,5,2,2025-11-30T23:14:50Z,180000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628969, 1627742]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Ingram,1627742.0,,,,,
20,PT10M28.00S,2025-11-30T23:15:02.7Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,5,2,2025-11-30T23:15:02Z,200000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2025-11-30T23:15:02.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,5,2,2025-11-30T23:15:02Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
22,PT10M28.00S,2025-11-30T23:15:18.4Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,5,3,2025-11-30T23:15:18Z,220000,False,,,0,,B. Ingram Free Throw 2 of 2 (1 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
23,PT10M13.00S,2025-11-30T23:15:34.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,22.815374507227332,72.30392156862744,1610612752,5,3,2025-11-30T23:15:39Z,230000,False,-112.0,162.0,1,left,MISS J. Brunson 19' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,19.67,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2025-11-30T23:15:37.9Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,5,3,2025-11-30T23:15:39Z,240000,False,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M58.00S,2025-11-30T23:15:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630540,28.465834428383708,75.73529411764706,1610612752,8,3,2025-11-30T23:15:52Z,250000,False,-129.0,215.0,1,left,M. McBride 25' 3PT  (6 PTS) (J. Brunson 1 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,6.0,,,,,,,,,J. Brunson,1628973.0,1.0,,
27,PT09M46.00S,2025-11-30T23:16:01.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,82.60512483574244,23.284313725490197,1610612761,8,5,2025-11-30T23:16:04Z,270000,False,-134.0,111.0,1,right,S. Barnes 17' Jump Shot (2 PTS) (J. Walter 1 AST),"[1630567, 1642266]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,17.37,Made,,,,,2.0,,,,,,,,,J. Walter,1642266.0,1.0,,
29,PT09M35.00S,2025-11-30T23:16:15.6Z,1,REGULAR,foul,personal,[],1630193,,,1610612752,8,5,2025-11-30T23:16:24Z,290000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1628973]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202027.0,1.0,0.0,Brunson,1628973.0,,,,,
31,PT09M28.00S,2025-11-30T23:16:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.485545335085414,64.4607843137255,1610612752,8,5,2025-11-30T23:16:44Z,310000,False,-72.0,74.0,1,left,MISS J. Brunson 10' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,10.37,Missed,,,,,,,,,,,,,,,,,,
32,PT09M27.00S,2025-11-30T23:16:42.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,8,5,2025-11-30T23:16:44Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,31.0,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2025-11-30T23:17:02.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,83.39356110381078,83.57843137254902,1610612761,8,5,2025-11-30T23:17:33Z,340000,False,168.0,104.0,1,right,MISS B. Ingram 19' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,19.73,Missed,,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2025-11-30T23:17:05.8Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,8,5,2025-11-30T23:17:07Z,350000,False,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT09M00.00S,2025-11-30T23:17:17.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,8.360709592641262,39.950980392156865,1610612752,8,5,2025-11-30T23:17:21Z,360000,False,50.0,26.0,1,left,MISS J. Brunson driving Hook - blocked,"[1628973, 1642266]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,Walter,1642266.0
37,PT09M00.00S,2025-11-30T23:17:17.8Z,1,REGULAR,block,,[],1642266,,,1610612752,8,5,2025-11-30T23:17:19Z,370000,False,,,0,,J. Walter BLOCK (1 BLK),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M57.00S,2025-11-30T23:17:20.8Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,8,5,2025-11-30T23:17:21Z,380000,False,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M55.00S,2025-11-30T23:17:22.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630540,7.178055190538765,2.450980392156863,1610612752,11,5,2025-11-30T23:17:25Z,390000,False,238.0,15.0,1,left,M. McBride 3PT  (9 PTS) (J. Hart 1 AST),"[1630540, 1628404]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.82,Made,,,,,9.0,,,,,,,,,J. Hart,1628404.0,1.0,,
41,PT08M38.00S,2025-11-30T23:17:40.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642419,93.38042049934296,49.50980392156863,1610612761,11,7,2025-11-30T23:17:43Z,410000,False,-2.0,10.0,1,right,J. Battle cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1642419, 1630567]",1610612761.0,TOR,cutting,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,2.0,,,,,,,,,S. Barnes,1630567.0,1.0,,
43,PT08M22.00S,2025-11-30T23:17:55.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,4.155716162943495,2.696078431372549,1610612752,14,7,2025-11-30T23:17:59Z,430000,False,237.0,-13.0,1,left,M. Bridges 3PT  (5 PTS) (M. McBride 1 AST),"[1628969, 1630540]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.69,Made,,,,,5.0,,,,,,,,,M. McBride,1630540.0,1.0,,
45,PT08M11.00S,2025-11-30T23:18:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.41327201051249,59.068627450980394,1610612761,14,10,2025-11-30T23:18:10Z,450000,False,45.0,244.0,1,right,S. Barnes 24' 3PT  (5 PTS) (B. Ingram 1 AST),"[1630567, 1627742]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,24.86,Made,,,,,5.0,,,,,,,,,B. Ingram,1627742.0,1.0,,
47,PT07M48.00S,2025-11-30T23:18:29.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.802233902759525,34.31372549019608,1610612752,14,10,2025-11-30T23:18:59Z,470000,False,78.0,256.0,1,left,MISS K. Towns 26' pullup 3PT,[1626157],1610612752.0,NYK,pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.75,Missed,,,,,,,,,,,,,,,,,,
48,PT07M45.00S,2025-11-30T23:18:32.7Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,14,10,2025-11-30T23:18:33Z,480000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M33.00S,2025-11-30T23:19:02.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,89.17542706964521,11.76470588235294,1610612761,14,10,2025-11-30T23:19:34Z,500000,False,-191.0,49.0,1,right,MISS B. Ingram 19' fadeaway Shot,[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,19.75,Missed,,,,,,,,,,,,,,,,,,
51,PT07M31.00S,2025-11-30T23:19:04.0Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,14,10,2025-11-30T23:19:04Z,510000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M25.00S,2025-11-30T23:19:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630540,31.225361366622867,66.42156862745098,1610612752,17,10,2025-11-30T23:20:18Z,520000,False,-82.0,241.0,1,left,M. McBride 25' 3PT pullup (12 PTS) (J. Hart 2 AST),"[1630540, 1628404]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,12.0,,,,,,,,,J. Hart,1628404.0,2.0,,
55,PT07M03.00S,2025-11-30T23:20:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,69.85873850197109,22.54901960784314,1610612761,17,10,2025-11-30T23:20:04Z,550000,False,-137.0,231.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2025-11-30T23:20:04.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,17,10,2025-11-30T23:20:04Z,560000,False,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT06M44.00S,2025-11-30T23:20:21.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,8.229303547963205,47.30392156862745,1610612752,19,10,2025-11-30T23:21:29Z,570000,False,13.0,25.0,1,left,K. Towns driving Hook (2 PTS),[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,2.0,,,,,,,,,,,,,
58,PT06M43.00S,2025-11-30T23:20:26.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,19,10,2025-11-30T23:20:26Z,580000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M43.00S,2025-11-30T23:20:26.3Z,1,REGULAR,substitution,out,[],1642419,,,1610612761,19,10,2025-11-30T23:23:20Z,590000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M43.00S,2025-11-30T23:20:26.3Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,19,10,2025-11-30T23:23:20Z,600000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M43.00S,2025-11-30T23:20:26.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,19,10,2025-11-30T23:23:20Z,610000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2025-11-30T23:20:26.3Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,19,10,2025-11-30T23:23:20Z,620000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2025-11-30T23:23:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,93.38042049934296,51.71568627450981,1610612761,19,12,2025-11-30T23:24:01Z,630000,False,9.0,10.0,1,right,J. Shead driving finger roll Layup (2 PTS),[1642347],1610612761.0,TOR,driving finger roll,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,2.0,,,,,,,,,,,,,
65,PT06M06.00S,2025-11-30T23:24:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.517082785808146,28.431372549019606,1610612752,22,12,2025-11-30T23:24:13Z,650000,False,108.0,225.0,1,left,J. Brunson 24' 3PT step back (3 PTS) (J. Hart 3 AST),"[1628973, 1628404]",1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,3.0,,,,,,,,,J. Hart,1628404.0,3.0,,
67,PT05M50.00S,2025-11-30T23:24:25.1Z,1,REGULAR,2pt,Hook,[],1630567,86.41590013140605,32.1078431372549,1610612761,22,12,2025-11-30T23:24:28Z,670000,False,-89.0,75.0,1,right,MISS S. Barnes 11' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,11.69,Missed,,,,,,,,,,,,,,,,,,
68,PT05M49.00S,2025-11-30T23:24:26.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,22,12,2025-11-30T23:24:28Z,680000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,67.0,2.0,1.0,1.0,,,,,,,,,,,,,,
69,PT05M41.00S,2025-11-30T23:24:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.440867279894875,50.245098039215684,1610612752,24,12,2025-11-30T23:24:37Z,690000,False,-1.0,17.0,1,left,K. Towns cutting finger roll Layup (4 PTS) (J. Hart 4 AST),"[1626157, 1628404]",1610612752.0,NYK,cutting finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,4.0,,,,,,,,,J. Hart,1628404.0,4.0,,
71,PT05M27.00S,2025-11-30T23:24:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,94.30026281208936,47.30392156862745,1610612761,24,14,2025-11-30T23:24:51Z,710000,False,-13.0,1.0,1,right,S. Mamukelashvili Layup (2 PTS) (B. Ingram 2 AST),"[1630572, 1627742]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,2.0,,,,,,,,,B. Ingram,1627742.0,2.0,,
73,PT05M09.00S,2025-11-30T23:25:05.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.750985545335087,46.568627450980394,1610612752,24,14,2025-11-30T23:25:08Z,730000,False,17.0,246.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
74,PT05M06.00S,2025-11-30T23:25:08.8Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,24,14,2025-11-30T23:25:08Z,740000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT04M53.00S,2025-11-30T23:25:21.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,81.8166885676741,2.696078431372549,1610612761,24,14,2025-11-30T23:26:26Z,750000,False,-237.0,118.0,1,right,MISS B. Ingram 26' step back 3PT,[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
76,PT04M51.00S,2025-11-30T23:25:23.1Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,24,14,2025-11-30T23:25:27Z,760000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,
77,PT04M44.00S,2025-11-30T23:25:30.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642266,76.42904073587385,11.27450980392157,1610612761,24,14,2025-11-30T23:25:34Z,770000,False,-194.0,169.0,1,right,MISS J. Walter 25' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
78,PT04M41.00S,2025-11-30T23:25:33.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,24,14,2025-11-30T23:25:34Z,780000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,,,
79,PT04M34.00S,2025-11-30T23:25:40.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628973,6.915243101182654,51.470588235294116,1610612752,26,14,2025-11-30T23:27:34Z,790000,False,-7.0,13.0,1,left,J. Brunson running finger roll Layup (5 PTS),[1628973],1610612752.0,NYK,running finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,5.0,,,,,,,,,,,,,
81,PT04M27.00S,2025-11-30T23:25:57.1Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,26,14,2025-11-30T23:26:03Z,810000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,202027.0,,,,,,,,,
82,PT04M27.00S,2025-11-30T23:25:57.2Z,1,REGULAR,substitution,out,[],1642266,,,1610612752,26,14,2025-11-30T23:26:06Z,820000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M27.00S,2025-11-30T23:25:57.2Z,1,REGULAR,substitution,in,[],1641711,,,1610612752,26,14,2025-11-30T23:26:06Z,830000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M14.00S,2025-11-30T23:26:27.0Z,1,REGULAR,turnover,lost ball,[],1630540,,,1610612752,26,14,2025-11-30T23:26:29Z,840000,False,,,0,,M. McBride lost ball TURNOVER (1 TO),"[1630540, 1642347]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Shead,1642347.0,,,,,,,,,,
85,PT04M14.00S,2025-11-30T23:26:27.0Z,1,REGULAR,steal,,[],1642347,,,1610612761,26,14,2025-11-30T23:26:28Z,850000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
86,PT04M12.00S,2025-11-30T23:26:30.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,94.43166885676742,48.77450980392157,1610612761,26,16,2025-11-30T23:29:30Z,860000,False,-6.0,0.0,1,right,G. Dick running finger roll Layup (2 PTS) (J. Shead 1 AST),"[1641711, 1642347]",1610612761.0,TOR,running finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,2.0,,,,,,,,,J. Shead,1642347.0,1.0,,
