actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-15T00:13:01.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-15T00:13:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-15T00:13:03.8Z,1,REGULAR,jumpball,recovered,[],1630540,,,1610612752,0,0,2025-11-15T00:13:03Z,40000,False,,,0,,Jump Ball M. Robinson vs. K. Ware: Tip to M. McBride,"[1630540, 1629011, 1642276]",1610612752.0,NYK,startperiod,M. McBride,1630540.0,McBride,M. McBride,Robinson,1629011.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-15T00:13:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630540,88.64980289093299,96.56862745098039,1610612752,0,0,2025-11-15T00:13:59Z,70000,False,233.0,54.0,1,right,MISS M. McBride step back 3PT,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-15T00:13:22.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,0,0,2025-11-15T00:13:47Z,80000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-11-15T00:13:27.8Z,1,REGULAR,3pt,Jump Shot,[],203952,27.94021024967148,17.892156862745097,1610612748,0,0,2025-11-15T00:13:32Z,90000,False,161.0,210.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2025-11-15T00:13:30.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2025-11-15T00:13:36Z,100000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2025-11-15T00:13:38.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,69.72733245729303,25.0,1610612752,0,0,2025-11-15T00:16:51Z,110000,False,-125.0,232.0,1,right,MISS K. Towns 26' running 3PT,[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2025-11-15T00:13:41.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,0,0,2025-11-15T00:13:42Z,120000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2025-11-15T00:13:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,6.652431011826544,50.245098039215684,1610612748,0,2,2025-11-15T00:14:50Z,130000,False,-1.0,10.0,1,left,K. Ware cutting Layup (2 PTS) (A. Wiggins 1 AST),"[1642276, 203952]",1610612748.0,MIA,cutting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,
15,PT10M57.00S,2025-11-15T00:14:06.9Z,1,REGULAR,foul,personal,[],203952,,,1610612752,0,2,2025-11-15T00:14:16Z,150000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1626157]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202056.0,1.0,0.0,Towns,1626157.0,,,,,
17,PT10M53.00S,2025-11-15T00:14:35.1Z,1,REGULAR,foul,offensive,[],1629011,,,1610612752,0,2,2025-11-15T00:14:41Z,170000,False,,,0,,M. Robinson offensive FOUL (1 PF),"[1629011, 1630558]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202056.0,1.0,0.0,Mitchell,1630558.0,,,,,
19,PT10M53.00S,2025-11-15T00:14:35.1Z,1,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,0,2,2025-11-15T00:14:35Z,190000,False,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202056.0,,,,,1.0,,,,
20,PT10M41.00S,2025-11-15T00:15:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,26.757555847568987,80.63725490196079,1610612748,0,5,2025-11-15T00:15:06Z,200000,False,-153.0,199.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (P. Larsson 1 AST),"[203952, 1641796]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.11,Made,,,,,3.0,P. Larsson,1641796.0,1.0,,,,,,,,,,
22,PT10M14.00S,2025-11-15T00:15:28.4Z,1,REGULAR,2pt,Jump Shot,[],1630540,86.94152431011827,69.36274509803921,1610612752,0,5,2025-11-15T00:15:35Z,220000,False,97.0,70.0,1,right,MISS M. McBride 11' fadeaway Shot,[1630540],1610612752.0,NYK,fadeaway,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,11.96,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2025-11-15T00:15:31.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,0,5,2025-11-15T00:15:31Z,230000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,,,22.0,3.0,3.0,0.0,,,,,,,,,,,,,,
