actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M51.00S,2025-12-25T17:10:53.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628386,,,1610612739,0,1,2025-12-25T17:11:14Z,180000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2025-12-25T17:10:57.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,0,1,2025-12-25T17:11:14Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2025-12-25T17:11:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,6.783837056504599,55.392156862745104,1610612752,0,1,2025-12-25T17:11:47Z,210000,False,-27.0,11.0,1,left,MISS K. Towns driving floating bank Shot,[1626157],1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.93,Missed,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2025-12-25T17:11:45.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,1,2025-12-25T17:15:19Z,220000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M15.00S,2025-12-25T17:11:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.51182654402102,51.9607843137255,1610612739,0,3,2025-12-25T17:11:58Z,230000,False,10.0,8.0,1,right,D. Mitchell driving Layup (2 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,,,2.0,D. Wade,1629731.0,1.0,,,,
25,PT09M54.00S,2025-12-25T17:12:13.0Z,1,REGULAR,2pt,Jump Shot,[],1628384,19.398817345597898,68.38235294117648,1610612752,0,3,2025-12-25T17:13:06Z,250000,False,-92.0,130.0,1,left,MISS O. Anunoby 15' step back Shot,[1628384],1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,15.9,Missed,,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2025-12-25T17:12:14.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,3,2025-12-25T17:12:16Z,260000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M45.00S,2025-12-25T17:12:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630241,78.0059132720105,8.823529411764707,1610612739,0,3,2025-12-25T17:12:27Z,270000,False,-206.0,154.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2025-12-25T17:12:26.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,3,2025-12-25T17:12:27Z,280000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M30.00S,2025-12-25T17:12:44.0Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,0,3,2025-12-25T17:27:19Z,290000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1630241]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Merrill,1630241.0,,
111,PT09M30.00S,2025-12-25T17:12:44.0Z,1,REGULAR,steal,,[],1630241,,,1610612739,0,3,2025-12-25T18:29:26Z,295000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2025-12-25T17:12:46.7Z,1,REGULAR,foul,personal,[],1626157,,,1610612739,0,3,2025-12-25T17:17:30Z,300000,False,,,0,,K. Towns personal FOUL (2 PF),"[1626157, 1630241]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,2.0,0.0,Merrill,1630241.0,,,,,,,,,
32,PT09M17.00S,2025-12-25T17:13:08.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,94.1688567674113,49.26470588235294,1610612739,0,5,2025-12-25T17:13:15Z,320000,False,-4.0,2.0,1,right,J. Allen alley-oop DUNK (3 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,
34,PT09M16.00S,2025-12-25T17:13:14.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,0,5,2025-12-25T17:13:14Z,340000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2025-12-25T17:13:14.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,0,5,2025-12-25T17:16:42Z,350000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M16.00S,2025-12-25T17:13:14.1Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,0,5,2025-12-25T17:16:42Z,360000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2025-12-25T17:16:59.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,10.33180026281209,71.56862745098039,1610612752,0,5,2025-12-25T17:17:06Z,370000,False,-108.0,45.0,1,left,MISS J. Brunson 11' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,11.67,Missed,,,,,,,,,,,,,,,,,,
38,PT09M00.00S,2025-12-25T17:17:02.0Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,0,5,2025-12-25T17:17:06Z,380000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M00.00S,2025-12-25T17:17:02.3Z,1,REGULAR,turnover,lost ball,[],1630241,,,1610612739,0,5,2025-12-25T17:17:08Z,390000,False,,,0,,S. Merrill lost ball TURNOVER (1 TO),"[1630241, 1628973]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Brunson,1628973.0,,
40,PT09M00.00S,2025-12-25T17:17:02.3Z,1,REGULAR,steal,,[],1628973,,,1610612752,0,5,2025-12-25T17:17:04Z,400000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2025-12-25T17:17:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,7.703679369250986,52.20588235294118,1610612752,2,5,2025-12-25T17:18:51Z,410000,False,-11.0,20.0,1,left,O. Anunoby driving Layup (2 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,,,2.0,J. Hart,1628404.0,1.0,,,,
43,PT08M54.00S,2025-12-25T17:17:13.8Z,1,REGULAR,foul,personal,['1freethrow'],1629636,,,1610612752,2,5,2025-12-25T17:17:19Z,430000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Anunoby 1 FT),"[1629636, 1628384]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,
45,PT08M54.00S,2025-12-25T17:17:34.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628384,,,1610612752,3,5,2025-12-25T17:17:34Z,450000,False,,,0,,O. Anunoby Free Throw 1 of 1 (3 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
46,PT08M45.00S,2025-12-25T17:17:47.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.67608409986859,65.68627450980392,1610612739,3,8,2025-12-25T17:17:52Z,460000,False,78.0,242.0,1,right,D. Mitchell 25' 3PT pullup (5 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.43,Made,,,,,,,,,,,5.0,,,,,,,
47,PT08M26.00S,2025-12-25T17:18:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.14520367936925,47.05882352941176,1610612752,3,8,2025-12-25T17:18:10Z,470000,False,15.0,250.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
48,PT08M24.00S,2025-12-25T17:18:07.7Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,3,8,2025-12-25T17:18:10Z,480000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT08M15.00S,2025-12-25T17:18:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,29.6484888304862,72.79411764705883,1610612752,3,8,2025-12-25T17:18:22Z,490000,False,-114.0,226.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2025-12-25T17:18:22.2Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,8,2025-12-25T17:18:22Z,500000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT08M02.00S,2025-12-25T17:18:29.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,78.13731931668858,90.44117647058823,1610612739,3,11,2025-12-25T17:18:35Z,510000,False,202.0,153.0,1,right,D. Mitchell 25' 3PT pullup (8 PTS) (D. Wade 2 AST),"[1628378, 1629731]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,,,,,8.0,D. Wade,1629731.0,2.0,,,,
53,PT07M40.00S,2025-12-25T17:18:53.0Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,3,11,2025-12-25T17:18:59Z,530000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1628378]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,Mitchell,1628378.0,,
54,PT07M40.00S,2025-12-25T17:18:53.0Z,1,REGULAR,steal,,[],1628378,,,1610612739,3,11,2025-12-25T17:18:54Z,540000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2025-12-25T17:18:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629636,95.0886990801577,49.50980392156863,1610612739,3,13,2025-12-25T17:19:05Z,550000,False,-2.0,-6.0,1,right,D. Garland running finger roll Layup (2 PTS) (D. Mitchell 2 AST),"[1629636, 1628378]",1610612739.0,CLE,running finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,,2.0,D. Mitchell,1628378.0,2.0,,,,
57,PT07M27.00S,2025-12-25T17:19:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.14257555847569,48.529411764705884,1610612752,3,13,2025-12-25T17:19:37Z,570000,False,7.0,80.0,1,left,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
58,PT07M27.00S,2025-12-25T17:19:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,3,13,2025-12-25T17:19:37Z,580000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,,,,,,,,,,,,,,,,,
59,PT07M27.00S,2025-12-25T17:19:20.8Z,1,REGULAR,foul,personal,[],1629011,,,1610612739,3,13,2025-12-25T17:19:40Z,590000,False,,,0,,M. Robinson loose ball personal FOUL (1 PF),"[1629011, 1628386]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
61,PT07M12.00S,2025-12-25T17:19:39.2Z,1,REGULAR,3pt,Jump Shot,[],1630241,86.41590013140605,96.81372549019608,1610612739,3,16,2025-12-25T17:20:32Z,610000,False,234.0,75.0,1,right,S. Merrill 24' 3PT step back (3 PTS) (J. Allen 1 AST),"[1630241, 1628386]",1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,24.59,Made,,,,,,,,,,,3.0,J. Allen,1628386.0,1.0,,,,
63,PT06M52.00S,2025-12-25T17:19:59.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,63.725490196078425,1610612752,3,16,2025-12-25T17:20:49Z,630000,False,-69.0,246.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
64,PT06M49.00S,2025-12-25T17:20:02.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,3,16,2025-12-25T17:20:05Z,640000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M42.00S,2025-12-25T17:20:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.24901445466492,50.245098039215684,1610612739,3,18,2025-12-25T17:21:17Z,650000,False,1.0,11.0,1,right,D. Mitchell driving finger roll Layup (10 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,10.0,,,,,,,
66,PT06M28.00S,2025-12-25T17:20:23.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,28.465834428383708,75.98039215686273,1610612752,3,18,2025-12-25T17:20:29Z,660000,False,-130.0,215.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2025-12-25T17:20:25.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,3,18,2025-12-25T17:20:29Z,670000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,,
68,PT06M12.00S,2025-12-25T17:20:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,6.652431011826544,52.94117647058824,1610612752,5,18,2025-12-25T17:20:44Z,680000,False,-15.0,10.0,1,left,J. Hart driving Layup (2 PTS) (O. Anunoby 1 AST),"[1628404, 1628384]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,,,,,2.0,O. Anunoby,1628384.0,1.0,,,,
70,PT06M02.00S,2025-12-25T17:20:48.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.12155059132719,19.607843137254903,1610612739,5,18,2025-12-25T17:20:53Z,700000,False,-152.0,228.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
71,PT06M01.00S,2025-12-25T17:20:51.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,5,18,2025-12-25T17:20:51Z,710000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,70.0,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2025-12-25T17:20:53.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,5,18,2025-12-25T17:21:05Z,730000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M01.00S,2025-12-25T17:20:53.8Z,1,REGULAR,substitution,in,[],203903,,,1610612752,5,18,2025-12-25T17:21:05Z,740000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2025-12-25T17:21:26.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,12.697109067017081,4.166666666666666,1610612752,5,18,2025-12-25T17:22:30Z,750000,False,229.0,67.0,1,left,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
76,PT05M43.00S,2025-12-25T17:21:28.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,5,18,2025-12-25T17:21:37Z,760000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT05M39.00S,2025-12-25T17:21:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,92.46057818659659,54.166666666666664,1610612739,5,18,2025-12-25T17:21:46Z,770000,False,21.0,18.0,1,right,MISS D. Garland running finger roll Layup,[1629636],1610612739.0,CLE,running finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2025-12-25T17:21:34.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,5,18,2025-12-25T17:21:46Z,780000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,
79,PT05M33.00S,2025-12-25T17:21:38.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,29.38567674113009,71.81372549019608,1610612752,5,18,2025-12-25T17:21:51Z,790000,False,-109.0,224.0,1,left,MISS J. Clarkson 24' running 3PT,[203903],1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-12-25T17:21:43.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,5,18,2025-12-25T17:21:51Z,800000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT05M22.00S,2025-12-25T17:21:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629731,67.62483574244416,65.44117647058823,1610612739,5,18,2025-12-25T17:21:54Z,810000,False,77.0,252.0,1,right,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2025-12-25T17:21:49.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,5,18,2025-12-25T17:21:54Z,820000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT05M08.00S,2025-12-25T17:22:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,15.719448094612352,49.754901960784316,1610612752,5,18,2025-12-25T17:22:20Z,830000,False,1.0,95.0,1,left,MISS M. Bridges 9' turnaround fadeaway Shot,[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
84,PT05M08.00S,2025-12-25T17:22:02.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,5,18,2025-12-25T17:22:20Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,83.0,,,,,,,,,,,,,,,,,
