actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-09T23:43:08.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-09T23:43:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-09T23:43:23.9Z,1,REGULAR,jumpball,recovered,[],1628369,,,1610612738,0,0,2026-04-09T23:43:24Z,40000,False,,,0,,Jump Ball N. Queta vs. K. Towns: Tip to J. Tatum,"[1628369, 1629674, 1626157]",1610612738.0,BOS,startperiod,J. Tatum,1628369.0,Tatum,J. Tatum,Queta,1629674.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
14,PT11M43.00S,2026-04-09T23:43:30.2Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,0,0,2026-04-09T23:44:38Z,65000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1628404]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,1.0,Hart,1628404.0,,,,,,,,,,,,,,,,,
15,PT11M43.00S,2026-04-09T23:43:30.2Z,1,REGULAR,steal,,[],1628404,,,1610612752,0,0,2026-04-09T23:44:38Z,67500,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2026-04-09T23:43:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628969,94.03745072273325,48.77450980392157,1610612752,2,0,2026-04-09T23:44:41Z,90000,False,-6.0,4.0,1,right,M. Bridges running Layup (2 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,0.7,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,
10,PT11M10.00S,2026-04-09T23:44:10.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,9.280551905387648,5.147058823529411,1610612738,2,0,2026-04-09T23:44:14Z,100000,False,224.0,35.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,22.7,Missed,,,,,,,,,,,,,,,
11,PT11M07.00S,2026-04-09T23:44:13.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,2,0,2026-04-09T23:44:14Z,110000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,
12,PT10M56.00S,2026-04-09T23:44:24.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,95.0886990801577,4.166666666666666,1610612752,5,0,2026-04-09T23:44:27Z,120000,False,-229.0,-6.0,1,right,M. Bridges 3PT  (5 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,22.93,Made,5.0,J. Hart,1628404.0,2.0,,,,,,,,,,,
16,PT10M33.00S,2026-04-09T23:44:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.699737187910642,67.40196078431373,1610612738,5,0,2026-04-09T23:44:55Z,140000,False,-87.0,236.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,25.16,Missed,,,,,,,,,,,,,,,
17,PT10M30.00S,2026-04-09T23:44:51.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,5,0,2026-04-09T23:44:55Z,150000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
