actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-24T23:43:11.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-24T23:43:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-10-24T23:43:13.5Z,1,REGULAR,jumpball,recovered,[],1630202,,,1610612738,0,0,2025-10-24T23:43:13Z,40000,False,,,0,,Jump Ball N. Queta vs. K. Towns: Tip to P. Pritchard,"[1630202, 1629674, 1626157]",1610612738.0,BOS,startperiod,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Queta,1629674.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-10-24T23:43:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,32.013797634691194,61.274509803921575,1610612738,0,3,2025-10-24T23:43:34Z,70000,False,-56.0,248.0,1,left,S. Hauser 25' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.47,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-10-24T23:43:49.3Z,1,REGULAR,foul,offensive,[],1626157,,,1610612752,0,3,2025-10-24T23:43:55Z,90000,False,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 1628401]",1610612752.0,NYK,charge,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,1.0,0.0,White,1628401.0,,,,,,,,,
11,PT11M25.00S,2025-10-24T23:43:49.3Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,0,3,2025-10-24T23:43:49Z,110000,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,,,,1.0,,,,,,,,
12,PT11M02.00S,2025-10-24T23:44:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629674,6.521024967148489,48.77450980392157,1610612738,0,5,2025-10-24T23:44:29Z,120000,False,6.0,9.0,1,left,N. Queta cutting Layup (2 PTS) (P. Pritchard 2 AST),"[1629674, 1630202]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,
14,PT11M02.00S,2025-10-24T23:44:26.8Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612738,0,5,2025-10-24T23:44:37Z,140000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Queta 1 FT),"[1628969, 1629674]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,1.0,0.0,Queta,1629674.0,,,,,,,,,
16,PT11M02.00S,2025-10-24T23:44:51.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629674,,,1610612738,0,6,2025-10-24T23:44:51Z,160000,False,,,0,,N. Queta Free Throw 1 of 1 (3 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
17,PT10M47.00S,2025-10-24T23:45:07.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,72.61826544021025,19.607843137254903,1610612752,3,6,2025-10-24T23:45:54Z,170000,False,-152.0,205.0,1,right,K. Towns 25' 3PT step back (3 PTS) (M. McBride 1 AST),"[1626157, 1630540]",1610612752.0,NYK,step back,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
19,PT10M38.00S,2025-10-24T23:45:17.1Z,1,REGULAR,turnover,lost ball,[],1630573,,,1610612738,3,6,2025-10-24T23:45:20Z,190000,False,,,0,,S. Hauser lost ball TURNOVER (1 TO),"[1630573, 1628969]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,
20,PT10M38.00S,2025-10-24T23:45:17.1Z,1,REGULAR,steal,,[],1628969,,,1610612752,3,6,2025-10-25T00:05:51Z,200000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2025-10-24T23:45:22.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,93.51182654402102,50.49019607843137,1610612752,5,6,2025-10-24T23:47:53Z,210000,False,2.0,8.0,1,right,M. Bridges running Layup (2 PTS) (M. McBride 2 AST),"[1628969, 1630540]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,M. McBride,1630540.0,2.0,,,,,,,,,,,,,,
23,PT10M20.00S,2025-10-24T23:45:37.6Z,1,REGULAR,foul,offensive,[],1629674,,,1610612738,5,6,2025-10-24T23:45:57Z,230000,False,,,0,,N. Queta offensive FOUL (1 PF),"[1629674, 1626157]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1148.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
25,PT10M20.00S,2025-10-24T23:45:37.6Z,1,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,5,6,2025-10-24T23:45:57Z,250000,False,,,0,,N. Queta offensive foul TURNOVER (1 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203054.0,,,,,1.0,,,,,,,,
26,PT10M05.00S,2025-10-24T23:46:08.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,90.3580814717477,47.549019607843135,1610612752,5,6,2025-10-24T23:48:49Z,260000,False,-12.0,38.0,1,right,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
27,PT10M02.00S,2025-10-24T23:46:11.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,5,6,2025-10-24T23:48:49Z,270000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,26.0,1.0,0.0,1.0,,
28,PT10M01.00S,2025-10-24T23:46:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,92.72339027595268,50.49019607843137,1610612752,5,6,2025-10-24T23:46:15Z,280000,False,2.0,16.0,1,right,MISS K. Towns putback Layup - blocked,"[1626157, 1629674]",1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
29,PT10M01.00S,2025-10-24T23:46:12.0Z,1,REGULAR,block,,[],1629674,,,1610612752,5,6,2025-10-24T23:46:13Z,290000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
