actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
523,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612765,79,90,2026-02-20T02:37:05Z,4890000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,in,['startperiod'],1628969,,,1610612765,79,90,2026-02-20T02:37:05Z,4900000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,in,['startperiod'],1626157,,,1610612765,79,90,2026-02-20T02:37:05Z,4910000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,in,['startperiod'],1642450,,,1610612765,79,90,2026-02-20T02:37:05Z,4920000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612765,79,90,2026-02-20T02:37:05Z,4930000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2026-02-20T02:36:55.9Z,4,REGULAR,period,start,[],0,,,1610612752,79,90,2026-02-20T02:37:06Z,4940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M43.00S,2026-02-20T02:37:12.1Z,4,REGULAR,turnover,bad pass,[],1628969,,,1610612752,79,90,2026-02-20T02:37:18Z,4950000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 202699]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bridges,M. Bridges,,,,,,,,,1.0,,,,,,,Harris,202699.0,
530,PT11M43.00S,2026-02-20T02:37:12.1Z,4,REGULAR,steal,,[],202699,,,1610612765,79,90,2026-02-20T02:37:14Z,4960000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
531,PT11M41.00S,2026-02-20T02:37:17.3Z,4,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,79,90,2026-02-20T02:40:03Z,4970000,False,,,0,,T. Harris bad pass out-of-bounds TURNOVER (2 TO),[202699],1610612765.0,DET,bad pass,,,,,,Above the Break 3,24+ Center,,,,Harris,T. Harris,,,,,,,,2004.0,2.0,,,,,,,,,
532,PT11M23.00S,2026-02-20T02:37:45.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,5.995400788436268,97.05882352941177,1610612752,79,90,2026-02-20T02:37:49Z,4980000,False,-235.0,4.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,23.53,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
533,PT11M19.00S,2026-02-20T02:37:49.3Z,4,REGULAR,rebound,defensive,[],202699,,,1610612765,79,90,2026-02-20T02:37:49Z,4990000,False,,,0,,T. Harris REBOUND (Off:0 Def:9),[202699],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,Harris,T. Harris,,,,532.0,9.0,9.0,0.0,,,,,,,,,,,
534,PT11M07.00S,2026-02-20T02:38:00.0Z,4,REGULAR,3pt,Jump Shot,[],1629750,68.15045992115637,36.029411764705884,1610612765,79,90,2026-02-20T02:38:05Z,5000000,False,-70.0,247.0,1,right,MISS J. Green 25' 3PT,[1629750],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,25.66,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
535,PT11M04.00S,2026-02-20T02:38:03.0Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,79,90,2026-02-20T02:38:05Z,5010000,False,,,0,,K. Towns REBOUND (Off:3 Def:5),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Towns,K. Towns,,,,534.0,8.0,5.0,3.0,,,,,,,,,,,
536,PT10M58.00S,2026-02-20T02:38:09.9Z,4,REGULAR,turnover,lost ball,[],1626157,,,1610612752,79,90,2026-02-20T02:38:13Z,5020000,False,,,0,,K. Towns lost ball TURNOVER (2 TO),"[1626157, 1629750]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Towns,K. Towns,,,,,,,,,2.0,,,,,,,Green,1629750.0,
537,PT10M58.00S,2026-02-20T02:38:09.9Z,4,REGULAR,steal,,[],1629750,,,1610612765,79,90,2026-02-20T02:38:11Z,5030000,False,,,0,,J. Green STEAL (2 STL),[1629750],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
538,PT10M54.00S,2026-02-20T02:38:14.8Z,4,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612765,79,90,2026-02-20T02:38:23Z,5040000,False,,,0,,M. Bridges shooting personal FOUL (3 PF) (Green 2 FT),"[1628969, 1629750]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Bridges,M. Bridges,,,,,,,,2004.0,,,,3.0,0.0,Green,1629750.0,,,
540,PT10M54.00S,2026-02-20T02:38:45.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629750,,,1610612765,79,90,2026-02-20T02:41:43Z,5060000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612765.0,DET,,,,,,,,,,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
541,PT10M54.00S,2026-02-20T02:38:45.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,79,90,2026-02-20T02:41:43Z,5070000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,
542,PT10M54.00S,2026-02-20T02:38:45.5Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629750,,,1610612765,79,91,2026-02-20T02:41:43Z,5080000,False,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1629750],1610612765.0,DET,,,,,,,,,,Made,6.0,Green,J. Green,,,,,,,,,,,,,,,,,,
543,PT10M39.00S,2026-02-20T02:39:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.178055190538765,50.245098039215684,1610612752,81,91,2026-02-20T02:39:28Z,5090000,False,-1.0,15.0,1,left,K. Towns driving finger roll Layup (16 PTS) (J. Alvarado 4 AST),"[1626157, 1630631]",1610612752.0,NYK,driving finger roll,,,,,,Restricted Area,0-8 Center,1.5,Made,16.0,Towns,K. Towns,J. Alvarado,1630631.0,4.0,,,,,,,,,,,,,,,
546,PT10M13.00S,2026-02-20T02:40:11.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,94.1688567674113,43.872549019607845,1610612765,81,93,2026-02-20T02:40:36Z,5120000,False,-31.0,2.0,1,right,P. Reed Layup (11 PTS) (D. Jenkins 2 AST),"[1630194, 1642450]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,3.07,Made,11.0,Reed,P. Reed,D. Jenkins,1642450.0,2.0,,,,,,,,,,,,,,,
548,PT10M13.00S,2026-02-20T02:40:14.2Z,4,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612765,81,93,2026-02-20T02:40:22Z,5140000,False,,,0,,J. Alvarado shooting personal FOUL (3 PF) (Reed 1 FT),"[1630631, 1630194]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Alvarado,J. Alvarado,,,,,,,,1155.0,,,,3.0,0.0,Reed,1630194.0,,,
550,PT10M13.00S,2026-02-20T02:40:45.9Z,4,REGULAR,freethrow,1 of 1,[],1630194,,,1610612765,81,94,2026-02-20T02:40:45Z,5160000,False,,,0,,P. Reed Free Throw 1 of 1 (12 PTS),[1630194],1610612765.0,DET,,,,,,,,,,Made,12.0,Reed,P. Reed,,,,,,,,,,,,,,,,,,
552,PT09M56.00S,2026-02-20T02:41:28.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.863994743758213,47.05882352941176,1610612752,81,94,2026-02-20T02:41:31Z,5180000,False,15.0,3.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 1630194]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.49,Missed,,Towns,K. Towns,,,,,,,,,,Reed,1630194.0,,,,,,,
553,PT09M56.00S,2026-02-20T02:41:28.1Z,4,REGULAR,block,,[],1630194,,,1610612752,81,94,2026-02-20T02:41:30Z,5190000,False,,,0,,P. Reed BLOCK (2 BLK),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
554,PT09M54.00S,2026-02-20T02:41:30.1Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612765,81,94,2026-02-20T02:41:31Z,5200000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,LeVert,C. LeVert,,,,552.0,2.0,2.0,0.0,,,,,,,,,,,
555,PT09M36.00S,2026-02-20T02:41:48.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.46057818659659,42.64705882352941,1610612765,81,94,2026-02-20T02:41:50Z,5210000,False,-37.0,18.0,1,right,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,4.11,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
556,PT09M34.00S,2026-02-20T02:41:50.3Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,81,94,2026-02-20T02:41:50Z,5220000,False,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,555.0,5.0,3.0,2.0,,,,,,,,,,,
557,PT09M33.00S,2026-02-20T02:41:52.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,69.20170827858082,74.75490196078431,1610612765,81,97,2026-02-20T02:41:56Z,5230000,False,124.0,237.0,1,right,C. LeVert 26' 3PT  (5 PTS) (P. Reed 2 AST),"[1627747, 1630194]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.74,Made,5.0,LeVert,C. LeVert,P. Reed,1630194.0,2.0,,,,,,,,,,,,,,,
559,PT09M31.00S,2026-02-20T02:41:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,81,97,2026-02-20T02:41:56Z,5250000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M31.00S,2026-02-20T02:41:56.8Z,4,REGULAR,substitution,out,[],1628969,,,1610612752,81,97,2026-02-20T02:45:25Z,5260000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
561,PT09M31.00S,2026-02-20T02:41:56.8Z,4,REGULAR,substitution,in,[],1629013,,,1610612752,81,97,2026-02-20T02:45:25Z,5270000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
562,PT09M15.00S,2026-02-20T02:45:49.9Z,4,REGULAR,3pt,Jump Shot,[],1630631,30.962549277266753,69.6078431372549,1610612752,81,97,2026-02-20T02:45:53Z,5280000,False,-98.0,239.0,1,left,MISS J. Alvarado 25' pullup 3PT - blocked,"[1630631, 1627747]",1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,Alvarado,J. Alvarado,,,,,,,,,,LeVert,1627747.0,,,,,,,
563,PT09M15.00S,2026-02-20T02:45:49.9Z,4,REGULAR,block,,[],1627747,,,1610612752,81,97,2026-02-20T02:45:52Z,5290000,False,,,0,,C. LeVert BLOCK (2 BLK),[1627747],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
564,PT09M11.00S,2026-02-20T02:45:53.9Z,4,REGULAR,rebound,offensive,[],1630631,,,1610612752,81,97,2026-02-20T02:45:53Z,5300000,False,,,0,,J. Alvarado REBOUND (Off:2 Def:2),[1630631],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Alvarado,J. Alvarado,,,,562.0,4.0,2.0,2.0,,,,,,,,,,,
565,PT09M09.00S,2026-02-20T02:45:56.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,6.783837056504599,48.77450980392157,1610612752,83,97,2026-02-20T02:45:59Z,5310000,False,6.0,11.0,1,left,J. Hart driving Layup (10 PTS) (J. Alvarado 5 AST),"[1628404, 1630631]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.28,Made,10.0,Hart,J. Hart,J. Alvarado,1630631.0,5.0,,,,,,,,,,,,,,,
567,PT08M47.00S,2026-02-20T02:46:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.64323258869908,52.69607843137255,1610612765,83,99,2026-02-20T02:46:22Z,5330000,False,13.0,7.0,1,right,P. Reed reverse Layup (14 PTS) (C. LeVert 3 AST),"[1630194, 1627747]",1610612765.0,DET,reverse,,,,,,Restricted Area,0-8 Center,1.53,Made,14.0,Reed,P. Reed,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,,,
569,PT08M34.00S,2026-02-20T02:46:30.4Z,4,REGULAR,2pt,Jump Shot,[],1628404,28.203022339027594,67.64705882352942,1610612752,83,99,2026-02-20T02:46:35Z,5350000,False,-88.0,213.0,1,left,MISS J. Hart 23' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Left Center,23.02,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
570,PT08M33.00S,2026-02-20T02:46:31.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,83,99,2026-02-20T02:46:35Z,5360000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,569.0,,,,,,,,,,,,,,
572,PT08M30.00S,2026-02-20T02:46:45.4Z,4,REGULAR,turnover,bad pass,[],1629750,,,1610612765,83,99,2026-02-20T02:46:52Z,5380000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1631110]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Green,J. Green,,,,,,,,,1.0,,,,,,,Sochan,1631110.0,
573,PT08M30.00S,2026-02-20T02:46:45.4Z,4,REGULAR,steal,,[],1631110,,,1610612752,83,99,2026-02-20T02:46:50Z,5390000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
574,PT08M24.00S,2026-02-20T02:46:51.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631110,6.783837056504599,49.26470588235294,1610612752,85,99,2026-02-20T02:46:59Z,5400000,False,4.0,11.0,1,left,J. Sochan DUNK (2 PTS),[1631110],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,1.19,Made,2.0,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
576,PT08M23.00S,2026-02-20T02:46:57.0Z,4,REGULAR,foul,personal,[],1631110,,,1610612765,85,99,2026-02-20T02:47:03Z,5420000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 1627747]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Sochan,J. Sochan,,,,,,,,1627539.0,,,,1.0,0.0,LeVert,1627747.0,,,
578,PT08M23.00S,2026-02-20T02:46:57.1Z,4,REGULAR,substitution,out,[],1631110,,,1610612765,85,99,2026-02-20T02:47:18Z,5440000,False,,,0,,SUB out: J. Sochan,[1631110],1610612752.0,NYK,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
579,PT08M23.00S,2026-02-20T02:46:57.1Z,4,REGULAR,substitution,out,[],1626157,,,1610612765,85,99,2026-02-20T02:47:18Z,5450000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
580,PT08M23.00S,2026-02-20T02:46:57.1Z,4,REGULAR,substitution,in,[],1628973,,,1610612765,85,99,2026-02-20T02:47:18Z,5460000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
581,PT08M23.00S,2026-02-20T02:46:57.1Z,4,REGULAR,substitution,in,[],1629011,,,1610612765,85,99,2026-02-20T02:47:18Z,5470000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
582,PT08M12.00S,2026-02-20T02:47:28.6Z,4,REGULAR,3pt,Jump Shot,[],1627747,91.01511169513797,95.83333333333334,1610612765,85,102,2026-02-20T02:47:31Z,5480000,False,229.0,32.0,1,right,C. LeVert 3PT step back (8 PTS),[1627747],1610612765.0,DET,step back,,,,,,Right Corner 3,24+ Right,23.14,Made,8.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
583,PT07M57.00S,2026-02-20T02:47:43.0Z,4,REGULAR,turnover,lost ball,[],1628973,,,1610612752,85,102,2026-02-20T02:47:48Z,5490000,False,,,0,,J. Brunson lost ball TURNOVER (5 TO),"[1628973, 1627747]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Brunson,J. Brunson,,,,,,,,,5.0,,,,,,,LeVert,1627747.0,
584,PT07M57.00S,2026-02-20T02:47:43.0Z,4,REGULAR,steal,,[],1627747,,,1610612765,85,102,2026-02-20T02:47:44Z,5500000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
586,PT07M54.00S,2026-02-20T02:47:45.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,94.1688567674113,48.77450980392157,1610612765,85,102,2026-02-20T02:47:51Z,5520000,False,-6.0,2.0,1,right,MISS C. LeVert running Layup,[1627747],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,0.65,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
587,PT07M50.00S,2026-02-20T02:47:50.6Z,4,REGULAR,rebound,offensive,[],1642450,,,1610612765,85,102,2026-02-20T02:47:50Z,5530000,False,,,0,,D. Jenkins REBOUND (Off:1 Def:0),[1642450],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Jenkins,D. Jenkins,,,,586.0,1.0,0.0,1.0,,,,,,,,,,,
588,PT07M50.00S,2026-02-20T02:47:50.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1642450,94.40999984741211,50.0,1610612765,85,104,2026-02-20T02:51:30Z,5540000,False,0.0,0.0,1,right,D. Jenkins tip Layup (2 PTS),[1642450],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
589,PT07M42.00S,2026-02-20T02:47:57.7Z,4,REGULAR,3pt,Jump Shot,[],1629013,29.38567674113009,22.058823529411764,1610612752,88,104,2026-02-20T02:48:09Z,5550000,False,140.0,224.0,1,left,L. Shamet 26' 3PT pullup (10 PTS) (J. Brunson 7 AST),"[1629013, 1628973]",1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,26.37,Made,10.0,Shamet,L. Shamet,J. Brunson,1628973.0,7.0,,,,,,,,,,,,,,,
591,PT07M21.00S,2026-02-20T02:48:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,90.62089356110381,50.73529411764706,1610612765,88,104,2026-02-20T02:48:29Z,5570000,False,4.0,36.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 1629013]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.59,Missed,,Harris,T. Harris,,,,,,,,,,Shamet,1629013.0,,,,,,,
592,PT07M21.00S,2026-02-20T02:48:21.0Z,4,REGULAR,block,,[],1629013,,,1610612765,88,104,2026-02-20T02:48:26Z,5580000,False,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
593,PT07M21.00S,2026-02-20T02:48:21.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,88,104,2026-02-20T02:48:29Z,5590000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,,,,591.0,,,,,,,,,,,,,,
595,PT07M21.00S,2026-02-20T02:48:29.8Z,4,REGULAR,substitution,out,[],1627747,,,1610612752,88,104,2026-02-20T02:48:45Z,5610000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
596,PT07M21.00S,2026-02-20T02:48:29.8Z,4,REGULAR,substitution,out,[],202699,,,1610612752,88,104,2026-02-20T02:48:45Z,5620000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
597,PT07M21.00S,2026-02-20T02:48:29.8Z,4,REGULAR,substitution,in,[],1629130,,,1610612752,88,104,2026-02-20T02:48:45Z,5630000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
598,PT07M21.00S,2026-02-20T02:48:29.8Z,4,REGULAR,substitution,in,[],1630595,,,1610612752,88,104,2026-02-20T02:48:45Z,5640000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
599,PT07M06.00S,2026-02-20T02:49:07.4Z,4,REGULAR,3pt,Jump Shot,[],1629013,16.90210249671485,95.09803921568627,1610612752,88,104,2026-02-20T02:49:11Z,5650000,False,-225.0,106.0,1,left,MISS L. Shamet 24' step back 3PT,[1629013],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
600,PT07M02.00S,2026-02-20T02:49:11.4Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612765,88,104,2026-02-20T02:49:11Z,5660000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Green,J. Green,,,,599.0,4.0,3.0,1.0,,,,,,,,,,,
601,PT07M00.00S,2026-02-20T02:49:14.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629750,93.38042049934296,50.73529411764706,1610612765,88,106,2026-02-20T02:49:21Z,5670000,False,4.0,10.0,1,right,J. Green running DUNK (8 PTS) (C. Cunningham 10 AST),"[1629750, 1630595]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,1.04,Made,8.0,Green,J. Green,C. Cunningham,1630595.0,10.0,,,,,,,,,,,,,,,
603,PT07M00.00S,2026-02-20T02:49:17.6Z,4,REGULAR,foul,personal,['1freethrow'],1629013,,,1610612765,88,106,2026-02-20T02:49:28Z,5690000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Green 1 FT),"[1629013, 1629750]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Shamet,L. Shamet,,,,,,,,2004.0,,,,1.0,0.0,Green,1629750.0,,,
605,PT07M00.00S,2026-02-20T02:49:17.6Z,4,REGULAR,substitution,out,[],1630194,,,1610612765,88,106,2026-02-20T02:49:39Z,5710000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
606,PT07M00.00S,2026-02-20T02:49:17.6Z,4,REGULAR,substitution,in,[],1642449,,,1610612765,88,106,2026-02-20T02:49:39Z,5720000,False,,,0,,SUB in: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
607,PT07M00.00S,2026-02-20T02:49:55.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629750,,,1610612765,88,107,2026-02-20T02:49:55Z,5730000,False,,,0,,J. Green Free Throw 1 of 1 (9 PTS),[1629750],1610612765.0,DET,,,,,,,,,,Made,9.0,Green,J. Green,,,,,,,,,,,,,,,,,,
608,PT06M52.00S,2026-02-20T02:50:08.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.937582128777924,54.166666666666664,1610612752,90,107,2026-02-20T02:50:11Z,5740000,False,-21.0,41.0,1,left,J. Brunson driving floating bank Jump Shot (26 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,26.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
609,PT06M37.00S,2026-02-20T02:50:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642449,93.24901445466492,51.9607843137255,1610612765,90,107,2026-02-20T02:54:15Z,5750000,False,10.0,11.0,1,right,MISS T. Smith driving Layup,[1642449],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.47,Missed,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
610,PT06M37.00S,2026-02-20T02:50:23.9Z,4,REGULAR,rebound,defensive,[],1629011,,,1610612752,90,107,2026-02-20T02:51:10Z,5760000,False,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,,,,609.0,5.0,2.0,3.0,,,,,,,,,,,
611,PT06M32.00S,2026-02-20T02:50:30.5Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612752,90,107,2026-02-20T02:50:44Z,5770000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Hart 2 FT),"[1629750, 1628404]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,,,,,2004.0,,,,1.0,0.0,Hart,1628404.0,,,
