actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT05M20.00S,2026-03-22T23:56:25.0Z,1,REGULAR,steal,,[],1642267,,,1610612764,22,14,2026-03-22T23:59:46Z,860000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2026-03-22T23:56:30.1Z,1,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,22,14,2026-03-22T23:57:48Z,870000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,202037.0,,,,,1.0,,,,,,,,,,,
89,PT05M18.00S,2026-03-22T23:56:30.2Z,1,REGULAR,substitution,out,[],1642364,,,1610612752,22,14,2026-03-22T23:56:55Z,880000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M18.00S,2026-03-22T23:56:30.2Z,1,REGULAR,substitution,in,[],1630702,,,1610612752,22,14,2026-03-22T23:56:55Z,890000,False,,,0,,SUB in: J. Hardy,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M05.00S,2026-03-22T23:56:57.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,93.64323258869908,50.245098039215684,1610612752,24,14,2026-03-22T23:57:01Z,900000,False,1.0,7.0,1,right,M. Robinson alley-oop DUNK (2 PTS) (J. Hart 2 AST),"[1629011, 1628404]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,J. Hart,1628404.0,2.0,,,,,,,,
93,PT04M44.00S,2026-03-22T23:57:18.1Z,1,REGULAR,2pt,Jump Shot,[],1630702,21.632720105124836,51.9607843137255,1610612764,24,14,2026-03-22T23:57:23Z,920000,False,-10.0,151.0,1,left,MISS J. Hardy 15' fadeaway Shot,[1630702],1610612764.0,WAS,fadeaway,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Center,15.11,Missed,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2026-03-22T23:57:22.1Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,24,14,2026-03-22T23:57:22Z,930000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,93.0,1.0,0.0,1.0,,,,
96,PT04M43.00S,2026-03-22T23:57:23.9Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,24,14,2026-03-22T23:57:29Z,950000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M43.00S,2026-03-22T23:57:23.9Z,1,REGULAR,substitution,in,[],1641778,,,1610612764,24,14,2026-03-22T23:57:29Z,960000,False,,,0,,SUB in: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M35.00S,2026-03-22T23:57:51.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630536,8.09789750328515,47.794117647058826,1610612764,24,14,2026-03-22T23:57:58Z,970000,False,11.0,24.0,1,left,MISS S. Cooper driving Layup - blocked,"[1630536, 1629011]",1610612764.0,WAS,driving,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
99,PT04M35.00S,2026-03-22T23:57:51.8Z,1,REGULAR,block,,[],1629011,,,1610612764,24,14,2026-03-22T23:57:53Z,980000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M34.00S,2026-03-22T23:57:52.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,24,14,2026-03-22T23:57:58Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,98.0,,,,,,,
101,PT04M34.00S,2026-03-22T23:57:56.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,24,14,2026-03-22T23:58:10Z,1000000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,,,,,,,,,
102,PT04M21.00S,2026-03-22T23:58:17.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,89.04402102496715,32.84313725490196,1610612752,24,14,2026-03-22T23:58:22Z,1010000,False,-86.0,50.0,1,right,MISS J. Brunson 9' driving bank Shot,[1628973],1610612752.0,NYK,driving bank,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,9.96,Missed,,,,,,,,,,,,,,,,,,
103,PT04M19.00S,2026-03-22T23:58:19.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,24,14,2026-03-22T23:58:22Z,1020000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,102.0,,,,,,,
105,PT03M59.00S,2026-03-22T23:58:48.2Z,1,REGULAR,turnover,lost ball,[],1630702,,,1610612764,24,14,2026-03-22T23:58:51Z,1040000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 203903]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,Clarkson,203903.0,,
106,PT03M59.00S,2026-03-22T23:58:48.2Z,1,REGULAR,steal,,[],203903,,,1610612752,24,14,2026-03-22T23:58:50Z,1050000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
107,PT03M47.00S,2026-03-22T23:59:00.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,84.1819973718791,58.57843137254902,1610612752,24,14,2026-03-22T23:59:05Z,1060000,False,43.0,96.0,1,right,MISS M. Bridges 10' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,10.53,Missed,,,,,,,,,,,,,,,,,,
108,PT03M44.00S,2026-03-22T23:59:03.4Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612764,24,14,2026-03-22T23:59:12Z,1070000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,
109,PT03M32.00S,2026-03-22T23:59:15.0Z,1,REGULAR,turnover,lost ball,[],1641731,,,1610612764,24,14,2026-03-22T23:59:17Z,1080000,False,,,0,,B. Coulibaly lost ball TURNOVER (3 TO),"[1641731, 1628404]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Right,,,,,,,,,3.0,,,,,,,,Hart,1628404.0,,
110,PT03M32.00S,2026-03-22T23:59:15.0Z,1,REGULAR,steal,,[],1628404,,,1610612752,24,14,2026-03-22T23:59:16Z,1090000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M26.00S,2026-03-22T23:59:21.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,72.48685939553219,82.84313725490196,1610612752,24,14,2026-03-23T00:03:30Z,1100000,False,164.0,206.0,1,right,MISS J. Brunson 26' running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2026-03-22T23:59:24.1Z,1,REGULAR,rebound,defensive,[],1630536,,,1610612764,24,14,2026-03-22T23:59:25Z,1110000,False,,,0,,S. Cooper REBOUND (Off:0 Def:1),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,
113,PT03M13.00S,2026-03-22T23:59:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,7.966491458607096,49.26470588235294,1610612764,24,16,2026-03-22T23:59:37Z,1120000,False,4.0,22.0,1,left,A. Gill driving finger roll Layup (2 PTS) (S. Cooper 2 AST),"[1630264, 1630536]",1610612764.0,WAS,driving finger roll,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.27,Made,2.0,,,,,,,S. Cooper,1630536.0,2.0,,,,,,,,
115,PT03M00.00S,2026-03-22T23:59:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,69.07030223390277,66.17647058823529,1610612752,27,16,2026-03-23T00:04:10Z,1140000,False,81.0,238.0,1,right,J. Hart 25' 3PT pullup (5 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.16,Made,5.0,,,,,,,,,,,,,,,,,
116,PT02M34.00S,2026-03-23T00:00:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630702,35.43035479632063,24.019607843137255,1610612764,27,19,2026-03-23T00:00:16Z,1150000,False,130.0,281.0,1,left,J. Hardy 30' 3PT  (3 PTS) (S. Cooper 3 AST),"[1630702, 1630536]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,30.91,Made,3.0,,,,,,,S. Cooper,1630536.0,3.0,,,,,,,,
118,PT02M32.00S,2026-03-23T00:00:17.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,27,19,2026-03-23T00:00:17Z,1170000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,27,19,2026-03-23T00:02:59Z,1180000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,27,19,2026-03-23T00:02:59Z,1190000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,27,19,2026-03-23T00:02:59Z,1200000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,out,[],1641731,,,1610612752,27,19,2026-03-23T00:02:59Z,1210000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612752,27,19,2026-03-23T00:02:59Z,1220000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,in,[],1642885,,,1610612752,27,19,2026-03-23T00:02:59Z,1230000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,27,19,2026-03-23T00:02:59Z,1240000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M32.00S,2026-03-23T00:00:18.0Z,1,REGULAR,substitution,in,[],1642364,,,1610612752,27,19,2026-03-23T00:02:59Z,1250000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2026-03-23T00:03:37.0Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,27,19,2026-03-23T00:03:40Z,1260000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1630264]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Gill,1630264.0,,
128,PT02M14.00S,2026-03-23T00:03:37.0Z,1,REGULAR,steal,,[],1630264,,,1610612764,27,19,2026-03-23T00:03:38Z,1270000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M09.00S,2026-03-23T00:03:42.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630702,5.075558475689881,95.34313725490196,1610612764,27,22,2026-03-23T00:03:46Z,1280000,False,-227.0,-5.0,1,left,J. Hardy 3PT running (6 PTS) (S. Cooper 4 AST),"[1630702, 1630536]",1610612764.0,WAS,running,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,22.68,Made,6.0,,,,,,,S. Cooper,1630536.0,4.0,,,,,,,,
131,PT01M52.00S,2026-03-23T00:04:00.0Z,1,REGULAR,2pt,Jump Shot,[],1642885,93.9060446780552,8.57843137254902,1610612752,29,22,2026-03-23T00:06:18Z,1300000,False,-207.0,5.0,1,right,M. Diawara 20' Jump Shot (2 PTS) (J. Clarkson 1 AST),"[1642885, 203903]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,16-24 Left,20.72,Made,2.0,,,,,,,J. Clarkson,203903.0,1.0,,,,,,,,
133,PT01M31.00S,2026-03-23T00:04:19.7Z,1,REGULAR,3pt,Jump Shot,[],1630264,32.013797634691194,50.245098039215684,1610612764,29,22,2026-03-23T00:04:24Z,1320000,False,-1.0,248.0,1,left,MISS A. Gill 24' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
134,PT01M28.00S,2026-03-23T00:04:22.7Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612752,29,22,2026-03-23T00:04:24Z,1330000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,
135,PT01M10.00S,2026-03-23T00:04:41.4Z,1,REGULAR,2pt,Jump Shot,[],1642885,74.06373193166885,24.264705882352942,1610612752,29,22,2026-03-23T00:04:45Z,1340000,False,-129.0,191.0,1,right,MISS M. Diawara 23' step back Shot,[1642885],1610612752.0,NYK,step back,,,Diawara,M. Diawara,,,,,Mid-Range,16-24 Left Center,23.06,Missed,,,,,,,,,,,,,,,,,,
136,PT01M07.00S,2026-03-23T00:04:44.4Z,1,REGULAR,rebound,defensive,[],1642364,,,1610612764,29,22,2026-03-23T00:04:45Z,1350000,False,,,0,,J. Watkins REBOUND (Off:1 Def:2),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,135.0,3.0,2.0,1.0,,,,
137,PT01M01.00S,2026-03-23T00:04:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630702,25.969119579500656,9.313725490196079,1610612764,29,22,2026-03-23T00:07:13Z,1360000,False,203.0,192.0,1,left,MISS J. Hardy 27' 3PT,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,27.94,Missed,,,,,,,,,,,,,,,,,,
138,PT01M00.00S,2026-03-23T00:04:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,22,2026-03-23T00:04:58Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,137.0,,,,,,,
140,PT00M50.10S,2026-03-23T00:05:20.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,4.812746386333772,3.1862745098039214,1610612764,29,25,2026-03-23T00:05:23Z,1390000,False,234.0,-7.0,1,left,J. Hardy 3PT  (9 PTS) (S. Cooper 5 AST),"[1630702, 1630536]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,23.42,Made,9.0,,,,,,,S. Cooper,1630536.0,5.0,,,,,,,,
143,PT00M37.00S,2026-03-23T00:05:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,82.9993429697766,34.80392156862745,1610612752,29,25,2026-03-23T00:06:01Z,1420000,False,-76.0,107.0,1,right,MISS J. Alvarado 13' driving floating Shot,[1630631],1610612752.0,NYK,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Left,13.15,Missed,,,,,,,,,,,,,,,,,,
144,PT00M36.10S,2026-03-23T00:05:57.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,29,25,2026-03-23T00:06:01Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,143.0,,,,,,,
145,PT00M36.10S,2026-03-23T00:06:01.0Z,1,REGULAR,foul,personal,[],1630264,,,1610612752,29,25,2026-03-23T00:06:32Z,1440000,False,,,0,,A. Gill loose ball personal FOUL (1 PF),"[1630264, 1629011]",1610612764.0,WAS,loose ball,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,1627964.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,
147,PT00M31.20S,2026-03-23T00:06:20.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,94.1688567674113,2.941176470588235,1610612752,32,25,2026-03-23T00:06:24Z,1460000,False,-235.0,2.0,1,right,O. Anunoby 3PT  (3 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.53,Made,3.0,,,,,,,,,,,,,,,,,
148,PT00M17.70S,2026-03-23T00:06:36.1Z,1,REGULAR,3pt,Jump Shot,[],1630702,32.40801576872536,54.65686274509803,1610612764,32,25,2026-03-23T00:06:40Z,1470000,False,-23.0,252.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
149,PT00M15.00S,2026-03-23T00:06:38.8Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,32,25,2026-03-23T00:06:40Z,1480000,False,,,0,,A. Gill REBOUND (Off:2 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,148.0,2.0,0.0,2.0,,,,
150,PT00M14.60S,2026-03-23T00:06:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,7.5722733245729295,53.431372549019606,1610612764,32,27,2026-03-23T00:06:42Z,1490000,False,-17.0,19.0,1,left,A. Gill putback Layup (4 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.54,Made,4.0,,,,,,,,,,,,,,,,,
151,PT00M04.70S,2026-03-23T00:06:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630631,76.69185282522996,10.049019607843137,1610612752,32,27,2026-03-23T00:06:55Z,1500000,False,-200.0,167.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
152,PT00M02.30S,2026-03-23T00:06:54.5Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612764,32,27,2026-03-23T00:06:54Z,1510000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,
153,PT00M00.40S,2026-03-23T00:06:57.4Z,1,REGULAR,heave,,[],0,,,1610612764,32,27,2026-03-23T00:09:25Z,1520000,False,,,0,,WAS Heave,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,57.87,,,,,,,,,,,,,,,,,,,
154,PT00M00.10S,2026-03-23T00:06:57.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,27,2026-03-23T00:07:07Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,153.0,,,,,,,
155,PT00M00.00S,2026-03-23T00:07:03.5Z,1,REGULAR,period,end,[],0,,,1610612764,32,27,2026-03-23T00:07:03Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-03-23T00:09:10.3Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612764,32,27,2026-03-23T00:09:31Z,1550000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-03-23T00:09:10.3Z,2,REGULAR,substitution,out,['startperiod'],1642364,,,1610612764,32,27,2026-03-23T00:09:31Z,1570000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-03-23T00:09:10.3Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612764,32,27,2026-03-23T00:09:31Z,1580000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-23T00:09:10.3Z,2,REGULAR,substitution,in,['startperiod'],1642860,,,1610612764,32,27,2026-03-23T00:09:31Z,1590000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-23T00:09:36.6Z,2,REGULAR,period,start,[],0,,,1610612764,32,27,2026-03-23T00:09:36Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M36.00S,2026-03-23T00:10:00.2Z,2,REGULAR,2pt,Jump Shot,[],1630536,4.681340341655716,80.88235294117648,1610612764,32,29,2026-03-23T00:10:08Z,1620000,False,-154.0,-8.0,1,left,S. Cooper 15' step back Jump Shot (2 PTS),[1630536],1610612764.0,WAS,step back,,,Cooper,S. Cooper,,,,,Mid-Range,8-16 Left,15.46,Made,2.0,,,,,,,,,,,,,,,,,
164,PT11M14.00S,2026-03-23T00:10:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.24901445466492,47.794117647058826,1610612752,32,29,2026-03-23T00:10:25Z,1630000,False,-11.0,11.0,1,right,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
165,PT11M12.00S,2026-03-23T00:10:23.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,32,29,2026-03-23T00:10:25Z,1640000,False,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,164.0,3.0,1.0,2.0,,,,
167,PT11M11.00S,2026-03-23T00:10:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.24901445466492,50.245098039215684,1610612752,34,29,2026-03-23T00:10:28Z,1660000,False,1.0,11.0,1,right,K. Towns putback Layup (6 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.11,Made,6.0,,,,,,,,,,,,,,,,,
168,PT11M11.00S,2026-03-23T00:10:29.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,34,29,2026-03-23T00:10:35Z,1670000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,,,,,
169,PT10M58.00S,2026-03-23T00:10:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612764,34,29,2026-03-23T00:10:57Z,1680000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Riley 2 FT),"[1626157, 1642860]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Riley,1642860.0,,,,,,,,,,,,
171,PT10M58.00S,2026-03-23T00:11:16.3Z,2,REGULAR,freethrow,1 of 2,[],1642860,,,1610612764,34,30,2026-03-23T00:11:16Z,1700000,False,,,0,,W. Riley Free Throw 1 of 2 (3 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
172,PT10M58.00S,2026-03-23T00:11:30.0Z,2,REGULAR,freethrow,2 of 2,[],1642860,,,1610612764,34,31,2026-03-23T00:11:30Z,1710000,False,,,0,,W. Riley Free Throw 2 of 2 (4 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
173,PT10M40.00S,2026-03-23T00:11:52.9Z,2,REGULAR,foul,personal,[],1630264,,,1610612752,34,31,2026-03-23T00:12:09Z,1720000,False,,,0,,A. Gill personal FOUL (2 PF),"[1630264, 1626157]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,,,,200834.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,
