actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-07T17:11:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-07T17:11:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-07T17:11:51.9Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-12-07T17:11:51Z,40000,False,,,0,,Jump Ball M. Robinson vs. W. Carter Jr.: Tip to J. Hart,"[1628404, 1629011, 1628976]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Robinson,1629011.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-12-07T17:12:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.64323258869908,51.71568627450981,1610612752,2,0,2025-12-07T17:12:23Z,70000,False,9.0,7.0,1,right,M. Bridges driving finger roll Layup (2 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2025-12-07T17:12:24.8Z,1,REGULAR,foul,personal,[],1628969,,,1610612753,2,0,2025-12-07T17:12:32Z,90000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1628976]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,1628172.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,
11,PT11M19.00S,2025-12-07T17:12:51.2Z,1,REGULAR,3pt,Jump Shot,[],1631094,28.728646517739815,73.77450980392157,1610612753,2,0,2025-12-07T17:12:54Z,110000,False,-119.0,218.0,1,left,MISS P. Banchero 24' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2025-12-07T17:12:54.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,0,2025-12-07T17:12:54Z,120000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M06.00S,2025-12-07T17:13:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,80.50262812089356,46.568627450980394,1610612752,4,0,2025-12-07T17:13:07Z,130000,False,-17.0,131.0,1,right,M. Bridges 13' fadeaway Jump Shot (4 PTS) (J. Brunson 2 AST),"[1628969, 1628973]",1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,13.19,Made,4.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
15,PT10M50.00S,2025-12-07T17:13:21.1Z,1,REGULAR,3pt,Jump Shot,[],1631094,4.812746386333772,2.450980392156863,1610612753,4,3,2025-12-07T17:13:32Z,150000,False,238.0,-7.0,1,left,P. Banchero 3PT  (3 PTS) (D. Bane 1 AST),"[1631094, 1630217]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,23.78,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
18,PT10M23.00S,2025-12-07T17:13:46.6Z,1,REGULAR,2pt,Jump Shot,[],1628404,79.05716162943496,50.245098039215684,1610612752,4,3,2025-12-07T17:13:51Z,180000,False,1.0,144.0,1,right,MISS J. Hart 14' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,14.44,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2025-12-07T17:13:49.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,3,2025-12-07T17:13:51Z,190000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
