actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-01T23:40:27.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-01T23:40:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-01T23:40:29.5Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2023-11-01T23:40:29Z,40000,False,,,0,,Jump Ball K. Porzingis vs. M. Turner: Tip to J. Brown,"[1627759, 204001, 1626167]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Porzingis,204001.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-01T23:40:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.64323258869908,58.57843137254902,1610612738,2,0,2023-11-01T23:42:02Z,70000,False,43.0,7.0,1,right,J. Holiday finger roll Layup (2 PTS),[201950],1610612738.0,BOS,finger roll,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.35,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2023-11-01T23:40:53.1Z,1,REGULAR,2pt,Jump Shot,[],1629614,21.632720105124836,62.745098039215684,1610612754,2,2,2023-11-01T23:40:59Z,90000,False,-64.0,151.0,1,left,A. Nembhard 16' pullup Jump Shot (2 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,16.37,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2023-11-01T23:41:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,82.7365308804205,52.94117647058824,1610612738,4,2,2023-11-01T23:42:41Z,100000,False,15.0,110.0,1,right,D. White 11' driving floating Jump Shot (2 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,11.08,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M00.00S,2023-11-01T23:41:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,10.726018396846255,43.13725490196079,1610612754,4,4,2023-11-01T23:43:23Z,110000,False,34.0,48.0,1,left,M. Turner Layup (2 PTS) (B. Brown 1 AST),"[1626167, 1628971]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,2.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
13,PT10M50.00S,2023-11-01T23:41:37.5Z,1,REGULAR,turnover,bad pass,[],204001,,,1610612738,4,4,2023-11-01T23:41:43Z,130000,False,,,0,,K. Porzingis bad pass TURNOVER (1 TO),"[204001, 1630167]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Toppin,1630167.0,,,,,,,,,,,
14,PT10M50.00S,2023-11-01T23:41:37.5Z,1,REGULAR,steal,,[],1630167,,,1610612754,4,4,2023-11-01T23:41:39Z,140000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2023-11-01T23:41:41.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631097,8.623521681997373,48.529411764705884,1610612754,4,6,2023-11-01T23:43:51Z,150000,False,7.0,29.0,1,left,B. Mathurin running finger roll Layup (2 PTS) (O. Toppin 1 AST),"[1631097, 1630167]",1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.95,Made,2.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,
17,PT10M34.00S,2023-11-01T23:41:53.9Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,4,6,2023-11-01T23:42:02Z,170000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628971, 1628369]",1610612754.0,IND,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,202049.0,1.0,0.0,Tatum,1628369.0,,,,,,
19,PT10M34.00S,2023-11-01T23:42:21.0Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,4,6,2023-11-01T23:42:21Z,190000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2023-11-01T23:42:21.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,4,6,2023-11-01T23:42:21Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,
21,PT10M34.00S,2023-11-01T23:42:33.5Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,5,6,2023-11-01T23:42:33Z,210000,False,,,0,,J. Tatum Free Throw 2 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2023-11-01T23:42:46.6Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,5,6,2023-11-01T23:42:57Z,220000,False,,,0,,A. Nembhard step out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,step,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,,,,,,,1.0,,,202049.0,,,,,,,,,,
23,PT10M12.00S,2023-11-01T23:43:04.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,69.07030223390277,24.754901960784316,1610612738,8,6,2023-11-01T23:43:10Z,230000,False,-126.0,238.0,1,right,D. White 26' 3PT  (5 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.96,Made,5.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
