actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
32,PT09M39.00S,2024-04-14T17:14:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,83.26215505913272,41.66666666666667,1610612738,9,2,2024-04-14T17:14:23Z,320000,False,-42.0,105.0,1,right,MISS P. Pritchard 11' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,11.28,Missed,,,,,,,,,,,,,,,,,,
33,PT09M38.00S,2024-04-14T17:14:18.5Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,9,2,2024-04-14T17:14:23Z,330000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M32.00S,2024-04-14T17:14:25.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630264,7.5722733245729295,55.14705882352941,1610612764,9,4,2024-04-14T17:15:27Z,340000,False,-26.0,19.0,1,left,A. Gill running Layup (2 PTS),[1630264],1610612764.0,WAS,running,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2024-04-14T17:14:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,92.32917214191852,44.6078431372549,1610612738,9,4,2024-04-14T17:14:47Z,350000,False,-27.0,20.0,1,right,MISS S. Hauser cutting Layup,[1630573],1610612738.0,BOS,cutting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
36,PT09M15.00S,2024-04-14T17:14:42.5Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,9,4,2024-04-14T17:14:47Z,360000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT09M07.00S,2024-04-14T17:14:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,12.040078843626807,38.23529411764706,1610612764,9,6,2024-04-14T17:14:56Z,370000,False,59.0,61.0,1,left,A. Gill 8' driving floating Jump Shot (4 PTS) (C. Kispert 1 AST),"[1630264, 1630557]",1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Right,8.45,Made,4.0,,,,,C. Kispert,1630557.0,1.0,,,,,,,,,,
39,PT09M07.00S,2024-04-14T17:14:54.2Z,1,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612764,9,6,2024-04-14T17:15:06Z,390000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Gill 1 FT),"[1630573, 1630264]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2530.0,1.0,0.0,Gill,1630264.0,,,,,
41,PT09M07.00S,2024-04-14T17:15:16.8Z,1,REGULAR,freethrow,1 of 1,[],1630264,,,1610612764,9,7,2024-04-14T17:15:16Z,410000,False,,,0,,A. Gill Free Throw 1 of 1 (5 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
42,PT09M00.00S,2024-04-14T17:15:31.1Z,1,REGULAR,foul,personal,[],1630166,,,1610612738,9,7,2024-04-14T17:15:53Z,420000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1629004]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626302.0,1.0,0.0,Mykhailiuk,1629004.0,,,,,
44,PT08M53.00S,2024-04-14T17:15:56.3Z,1,REGULAR,3pt,Jump Shot,[],1641775,94.56307490144546,96.32352941176471,1610612738,9,7,2024-04-14T17:16:05Z,440000,False,232.0,-1.0,1,right,MISS J. Walsh 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
45,PT08M50.00S,2024-04-14T17:15:59.3Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,9,7,2024-04-14T17:17:10Z,450000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,
46,PT08M40.00S,2024-04-14T17:16:09.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,83.78777923784494,49.01960784313725,1610612738,9,7,2024-04-14T17:16:16Z,460000,False,-5.0,100.0,1,right,MISS P. Pritchard 10' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,10.0,Missed,,,,,,,,,,,,,,,,,,
47,PT08M38.00S,2024-04-14T17:16:11.5Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612738,9,7,2024-04-14T17:16:16Z,470000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,
48,PT08M33.00S,2024-04-14T17:16:16.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,67.49342969776609,47.05882352941176,1610612738,9,7,2024-04-14T17:16:22Z,480000,False,-15.0,253.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
49,PT08M31.00S,2024-04-14T17:16:18.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,9,7,2024-04-14T17:16:22Z,490000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT08M20.00S,2024-04-14T17:16:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.492115637319317,55.14705882352941,1610612764,9,7,2024-04-14T17:16:37Z,500000,False,-26.0,27.0,1,left,MISS D. Avdija driving reverse Layup,[1630166],1610612764.0,WAS,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,,
51,PT08M19.00S,2024-04-14T17:16:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,9,7,2024-04-14T17:16:37Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,50.0,,,,,,,,,,,,,,,,
53,PT08M17.00S,2024-04-14T17:16:50.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,9.674770039421814,95.58823529411765,1610612764,9,7,2024-04-14T17:16:56Z,530000,False,-228.0,38.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
54,PT08M16.00S,2024-04-14T17:16:51.5Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,9,7,2024-04-14T17:16:56Z,540000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,
55,PT08M11.00S,2024-04-14T17:16:56.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629004,93.24901445466492,46.81372549019608,1610612738,11,7,2024-04-14T17:17:06Z,550000,False,-16.0,11.0,1,right,S. Mykhailiuk running alley-oop DUNK (7 PTS) (P. Pritchard 2 AST),"[1629004, 1630202]",1610612738.0,BOS,running alley-oop,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.93,Made,7.0,,,,,P. Pritchard,1630202.0,2.0,,,,,,,,,,
57,PT07M53.00S,2024-04-14T17:17:13.5Z,1,REGULAR,2pt,Hook,[],1630264,10.85742444152431,32.84313725490196,1610612764,11,7,2024-04-14T17:18:39Z,570000,False,86.0,50.0,1,left,MISS A. Gill 9' driving Hook - blocked,"[1630264, 1628436]",1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,9.91,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,,
58,PT07M53.00S,2024-04-14T17:17:13.5Z,1,REGULAR,block,,[],1628436,,,1610612764,11,7,2024-04-14T17:17:15Z,580000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2024-04-14T17:17:14.5Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,11,7,2024-04-14T17:17:19Z,590000,False,,,0,,A. Gill REBOUND (Off:1 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,
60,PT07M49.00S,2024-04-14T17:17:18.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630264,9.280551905387648,38.48039215686275,1610612764,11,7,2024-04-14T17:21:30Z,600000,False,58.0,35.0,1,left,MISS A. Gill 6' turnaround Hook - blocked,"[1630264, 1628436]",1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,,
61,PT07M49.00S,2024-04-14T17:17:18.7Z,1,REGULAR,block,,[],1628436,,,1610612764,11,7,2024-04-14T17:17:20Z,610000,False,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M47.00S,2024-04-14T17:17:20.7Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,11,7,2024-04-14T17:21:30Z,620000,False,,,0,,J. Walsh REBOUND (Off:0 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
63,PT07M31.00S,2024-04-14T17:17:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,93.11760840998686,47.794117647058826,1610612738,13,7,2024-04-14T17:19:46Z,630000,False,-11.0,12.0,1,right,S. Mykhailiuk driving finger roll Layup (9 PTS) (L. Kornet 1 AST),"[1629004, 1628436]",1610612738.0,BOS,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.64,Made,9.0,,,,,L. Kornet,1628436.0,1.0,,,,,,,,,,
65,PT07M22.00S,2024-04-14T17:17:44.9Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612764,13,7,2024-04-14T17:17:53Z,650000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1641775]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Walsh,1641775.0
66,PT07M22.00S,2024-04-14T17:17:44.9Z,1,REGULAR,steal,,[],1641775,,,1610612738,13,7,2024-04-14T17:17:47Z,660000,False,,,0,,J. Walsh STEAL (1 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
67,PT07M20.00S,2024-04-14T17:17:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612738,13,7,2024-04-14T17:18:08Z,670000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Walsh 2 FT),"[1630264, 1641775]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Walsh,1641775.0,,,,,
69,PT07M20.00S,2024-04-14T17:18:26.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641775,,,1610612738,13,7,2024-04-14T17:20:21Z,690000,False,,,0,,MISS J. Walsh Free Throw 1 of 2,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT07M20.00S,2024-04-14T17:18:26.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,13,7,2024-04-14T17:20:21Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,
71,PT07M20.00S,2024-04-14T17:18:26.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641775,,,1610612738,14,7,2024-04-14T17:20:21Z,710000,False,,,0,,J. Walsh Free Throw 2 of 2 (1 PTS),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
72,PT06M59.00S,2024-04-14T17:19:05.0Z,1,REGULAR,3pt,Jump Shot,[],1631116,29.911300919842315,79.41176470588235,1610612764,14,10,2024-04-14T17:19:09Z,720000,False,-147.0,229.0,1,left,P. Baldwin Jr. 27' 3PT  (3 PTS) (A. Gill 1 AST),"[1631116, 1630264]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,27.19,Made,3.0,,,,,A. Gill,1630264.0,1.0,,,,,,,,,,
74,PT06M39.00S,2024-04-14T17:19:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629004,72.35545335085413,15.196078431372548,1610612738,17,10,2024-04-14T17:19:28Z,740000,False,-174.0,207.0,1,right,S. Mykhailiuk 27' 3PT  (12 PTS) (P. Pritchard 3 AST),"[1629004, 1630202]",1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,27.07,Made,12.0,,,,,P. Pritchard,1630202.0,3.0,,,,,,,,,,
76,PT06M31.00S,2024-04-14T17:19:34.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1630264,13.222733245729303,56.86274509803921,1610612764,17,12,2024-04-14T17:19:55Z,760000,False,-34.0,72.0,1,left,A. Gill 7' driving floating Jump Shot (7 PTS) (C. Kispert 2 AST),"[1630264, 1630557]",1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,7.0,,,,,C. Kispert,1630557.0,2.0,,,,,,,,,,
79,PT06M31.00S,2024-04-14T17:19:47.1Z,1,REGULAR,violation,defensive goaltending,[],1628436,,,1610612764,17,12,2024-04-14T17:19:55Z,790000,False,,,0,,L. Kornet defensive goaltending VIOLATION,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,
80,PT06M08.00S,2024-04-14T17:20:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,92.72339027595268,56.127450980392155,1610612738,17,12,2024-04-14T17:22:10Z,800000,False,31.0,16.0,1,right,MISS S. Hauser driving floating bank Shot,[1630573],1610612738.0,BOS,driving floating bank,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2024-04-14T17:20:19.8Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,17,12,2024-04-14T17:22:01Z,810000,False,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
84,PT06M00.00S,2024-04-14T17:20:25.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631098,9.937582128777924,53.18627450980392,1610612764,17,12,2024-04-14T17:23:11Z,840000,False,-16.0,41.0,1,left,MISS J. Davis driving floating Shot - blocked,"[1631098, 1630573]",1610612764.0,WAS,driving floating,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,Hauser,1630573.0,,,
85,PT06M00.00S,2024-04-14T17:20:25.9Z,1,REGULAR,block,,[],1630573,,,1610612764,17,12,2024-04-14T17:21:06Z,850000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M59.00S,2024-04-14T17:20:26.9Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,17,12,2024-04-14T17:20:38Z,860000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,
