actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M58.00S,2024-01-28T00:11:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,91.01511169513797,54.65686274509803,1610612746,0,2,2024-01-28T00:13:08Z,160000,False,23.0,32.0,1,right,MISS T. Mann running finger roll Layup - blocked,"[1629611, 1628401]",1610612746.0,LAC,running finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,White,1628401.0,,,,,,,,,,,
17,PT10M58.00S,2024-01-28T00:11:22.6Z,1,REGULAR,block,,[],1628401,,,1610612746,0,2,2024-01-28T00:11:25Z,170000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M57.00S,2024-01-28T00:11:23.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,0,2,2024-01-28T00:16:37Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,16.0,,,,,,,,,,,,,,,,,
19,PT10M57.00S,2024-01-28T00:11:33.6Z,1,REGULAR,turnover,offensive goaltending,[],202695,,,1610612746,0,2,2024-01-28T00:11:49Z,190000,False,,,0,,K. Leonard offensive goaltending TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,1.0,,,,,,,,,
20,PT10M37.00S,2024-01-28T00:11:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,8.886333771353483,57.35294117647059,1610612738,2,2,2024-01-28T00:12:03Z,200000,False,-37.0,31.0,1,left,J. Holiday driving Layup (2 PTS) (J. Brown 1 AST),"[201950, 1627759]",1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,2.0,,,,,J. Brown,1627759.0,1.0,,,,,,
22,PT10M18.00S,2024-01-28T00:12:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,89.70105124835742,58.57843137254902,1610612746,2,4,2024-01-28T00:12:20Z,220000,False,43.0,44.0,1,right,K. Leonard 6' driving Layup (2 PTS) (T. Mann 1 AST),"[202695, 1629611]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,,,,,2.0,,,,,T. Mann,1629611.0,1.0,,,,,,
24,PT10M10.00S,2024-01-28T00:12:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.726018396846255,45.83333333333333,1610612738,4,4,2024-01-28T00:15:38Z,240000,False,21.0,48.0,1,left,J. Tatum driving finger roll Layup (2 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,,,,,2.0,,,,,J. Brown,1627759.0,2.0,,,,,,
26,PT10M10.00S,2024-01-28T00:12:31.1Z,1,REGULAR,foul,personal,['1freethrow'],201935,,,1610612738,4,4,2024-01-28T00:12:41Z,260000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Tatum 1 FT),"[201935, 1628369]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203054.0,,,,,1.0,0.0,Tatum,1628369.0,,
28,PT10M10.00S,2024-01-28T00:12:52.5Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,5,4,2024-01-28T00:12:52Z,280000,False,,,0,,J. Tatum Free Throw 1 of 1 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
29,PT09M55.00S,2024-01-28T00:13:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,91.14651773981603,52.69607843137255,1610612746,5,4,2024-01-28T00:17:12Z,290000,False,13.0,31.0,1,right,MISS T. Mann cutting finger roll Layup,[1629611],1610612746.0,LAC,cutting finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2024-01-28T00:13:11.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,4,2024-01-28T00:13:16Z,300000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M41.00S,2024-01-28T00:13:23.8Z,1,REGULAR,3pt,Jump Shot,[],201950,14.536793692509855,96.07843137254902,1610612738,5,4,2024-01-28T00:13:29Z,310000,False,-230.0,84.0,1,left,MISS J. Holiday 24' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,24.53,Missed,,,,,,,,,,,,,,,,,,
32,PT09M37.00S,2024-01-28T00:13:27.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,5,4,2024-01-28T00:13:29Z,320000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M29.00S,2024-01-28T00:13:35.7Z,1,REGULAR,3pt,Jump Shot,[],202331,91.27792378449409,96.32352941176471,1610612746,5,4,2024-01-28T00:13:40Z,330000,False,232.0,29.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
34,PT09M25.00S,2024-01-28T00:13:39.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,5,4,2024-01-28T00:13:40Z,340000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M11.00S,2024-01-28T00:13:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,54.65686274509803,1610612738,7,4,2024-01-28T00:14:01Z,350000,False,-23.0,27.0,1,left,J. Tatum driving reverse Layup (5 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,5.0,,,,,D. White,1628401.0,1.0,,,,,,
37,PT08M48.00S,2024-01-28T00:14:17.4Z,1,REGULAR,2pt,Jump Shot,[],202331,78.40013140604468,24.264705882352942,1610612746,7,4,2024-01-28T00:14:24Z,370000,False,-129.0,151.0,1,right,MISS P. George 19' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,19.8,Missed,,,,,,,,,,,,,,,,,,
38,PT08M44.00S,2024-01-28T00:14:21.4Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,7,4,2024-01-28T00:14:24Z,380000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M40.00S,2024-01-28T00:14:25.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,9.017739816031538,54.90196078431373,1610612738,7,4,2024-01-28T00:29:58Z,390000,False,-25.0,32.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
40,PT08M39.00S,2024-01-28T00:14:26.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,7,4,2024-01-28T00:29:58Z,400000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,39.0,1.0,0.0,1.0,,,,,,,,,,,,,,
41,PT08M38.00S,2024-01-28T00:14:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,9.937582128777924,56.127450980392155,1610612738,7,4,2024-01-28T00:30:13Z,410000,False,-31.0,41.0,1,left,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
42,PT08M37.00S,2024-01-28T00:14:29.9Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,7,4,2024-01-28T00:30:13Z,420000,False,,,0,,J. Brown REBOUND (Off:2 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,2.0,0.0,2.0,,,,,,,,,,,,,,
119,PT08M36.00S,2024-01-28T00:14:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,5.781865965834428,50.268075980392155,1610612738,7,4,2024-01-28T00:30:33Z,425000,False,-1.0,2.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.22,Missed,,,,,,,,,,,,,,,,,,
120,PT08M35.00S,2024-01-28T00:14:37.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,7,4,2024-01-28T00:30:33Z,427500,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M23.00S,2024-01-28T00:14:43.1Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612746,7,4,2024-01-28T00:15:03Z,430000,False,,,0,,D. White shooting personal FOUL (1 PF) (Harden 2 FT),"[1628401, 201935]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,101283.0,,,,,1.0,0.0,Harden,201935.0,,
45,PT08M23.00S,2024-01-28T00:15:19.1Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,7,4,2024-01-28T00:15:19Z,450000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M23.00S,2024-01-28T00:15:19.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,7,4,2024-01-28T00:15:19Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
47,PT08M23.00S,2024-01-28T00:15:36.4Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,7,5,2024-01-28T00:15:36Z,470000,False,,,0,,J. Harden Free Throw 2 of 2 (1 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
48,PT08M10.00S,2024-01-28T00:15:52.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,28.33442838370565,17.401960784313726,1610612738,7,5,2024-01-28T00:15:57Z,480000,False,163.0,214.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
49,PT08M07.00S,2024-01-28T00:15:55.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,7,5,2024-01-28T00:15:57Z,490000,False,,,0,,J. Brown REBOUND (Off:3 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,48.0,3.0,0.0,3.0,,,,,,,,,,,,,,
50,PT07M58.00S,2024-01-28T00:16:04.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201143,9.674770039421814,3.431372549019608,1610612738,7,5,2024-01-28T00:16:09Z,500000,False,233.0,38.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2024-01-28T00:16:07.5Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,7,5,2024-01-28T00:16:09Z,510000,False,,,0,,J. Brown REBOUND (Off:4 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,50.0,4.0,0.0,4.0,,,,,,,,,,,,,,
52,PT07M54.00S,2024-01-28T00:16:11.7Z,1,REGULAR,foul,personal,[],202331,,,1610612738,7,5,2024-01-28T00:16:17Z,520000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1628401]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1151.0,,,,,1.0,0.0,White,1628401.0,,
54,PT07M45.00S,2024-01-28T00:16:35.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201143,29.122864651773984,84.80392156862744,1610612738,7,5,2024-01-28T00:16:43Z,540000,False,-174.0,221.0,1,left,MISS A. Horford 28' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,28.15,Missed,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2024-01-28T00:16:38.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,7,5,2024-01-28T00:16:38Z,550000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M37.00S,2024-01-28T00:16:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,89.83245729303549,3.1862745098039214,1610612746,7,5,2024-01-28T00:21:40Z,560000,False,-234.0,43.0,1,right,MISS T. Mann running 3PT,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2024-01-28T00:16:45.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,5,2024-01-28T00:17:31Z,570000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M28.00S,2024-01-28T00:16:53.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,7,5,2024-01-28T00:16:57Z,580000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 202331]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,George,202331.0
59,PT07M28.00S,2024-01-28T00:16:53.1Z,1,REGULAR,steal,,[],202331,,,1610612746,7,5,2024-01-28T00:16:55Z,590000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2024-01-28T00:17:09.1Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612746,7,5,2024-01-28T00:17:21Z,600000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Mann 2 FT),"[201950, 1629611]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,1.0,0.0,Mann,1629611.0,,
62,PT07M15.00S,2024-01-28T00:17:32.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629611,,,1610612746,7,5,2024-01-28T00:17:32Z,620000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT07M15.00S,2024-01-28T00:17:32.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,7,5,2024-01-28T00:17:32Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2024-01-28T00:17:49.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629611,,,1610612746,7,6,2024-01-28T00:17:49Z,640000,False,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
65,PT07M03.00S,2024-01-28T00:18:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,55.14705882352941,1610612738,9,6,2024-01-28T00:18:08Z,650000,False,-26.0,31.0,1,left,J. Tatum driving finger roll Layup (7 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,7.0,,,,,A. Horford,201143.0,1.0,,,,,,
67,PT07M01.00S,2024-01-28T00:18:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,6,2024-01-28T00:18:11Z,670000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M40.00S,2024-01-28T00:21:36.7Z,1,REGULAR,3pt,Jump Shot,[],201935,89.70105124835742,96.81372549019608,1610612746,9,6,2024-01-28T00:21:41Z,680000,False,234.0,44.0,1,right,MISS J. Harden 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2024-01-28T00:21:39.7Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,9,6,2024-01-28T00:21:41Z,690000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,
70,PT06M35.00S,2024-01-28T00:21:41.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,71.30420499342969,15.931372549019606,1610612746,9,9,2024-01-28T00:21:47Z,700000,False,-170.0,217.0,1,right,K. Leonard 27' 3PT  (5 PTS) (T. Mann 2 AST),"[202695, 1629611]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,27.6,Made,,,,,5.0,,,,,T. Mann,1629611.0,2.0,,,,,,
72,PT06M13.00S,2024-01-28T00:22:02.8Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,9,9,2024-01-28T00:22:06Z,720000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 202695]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,,,,,,Leonard,202695.0
73,PT06M13.00S,2024-01-28T00:22:02.8Z,1,REGULAR,steal,,[],202695,,,1610612746,9,9,2024-01-28T00:22:04Z,730000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
74,PT06M11.00S,2024-01-28T00:22:06.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,93.38042049934296,49.50980392156863,1610612746,9,11,2024-01-28T00:25:16Z,740000,False,-2.0,10.0,1,right,K. Leonard running finger roll Layup (7 PTS),[202695],1610612746.0,LAC,running finger roll,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,7.0,,,,,,,,,,,,,
75,PT06M02.00S,2024-01-28T00:22:13.9Z,1,REGULAR,3pt,Jump Shot,[],201950,32.933639947437584,30.88235294117647,1610612738,9,11,2024-01-28T00:22:18Z,750000,False,96.0,257.0,1,left,MISS J. Holiday 27' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2024-01-28T00:22:15.9Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,9,11,2024-01-28T00:22:18Z,760000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT05M49.00S,2024-01-28T00:22:27.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,92.72339027595268,49.754901960784316,1610612746,9,13,2024-01-28T00:22:32Z,770000,False,-1.0,16.0,1,right,T. Mann cutting DUNK (3 PTS) (J. Harden 1 AST),"[1629611, 201935]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,3.0,,,,,J. Harden,201935.0,1.0,,,,,,
79,PT05M35.00S,2024-01-28T00:22:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,25.837713534822605,88.48039215686273,1610612738,9,13,2024-01-28T00:22:47Z,790000,False,-192.0,190.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2024-01-28T00:22:43.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,9,13,2024-01-28T00:22:47Z,800000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
