actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
430,PT00M22.60S,2024-01-11T01:47:05.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,12.697109067017081,58.57843137254902,1610612738,79,83,2024-01-11T01:49:36Z,4240000,False,-43.0,67.0,1,left,MISS S. Hauser 7' driving Layup - blocked,"[1630573, 203937]",1610612738.0,BOS,driving,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.95,Missed,,,,,,,,,,,Anderson,203937.0
431,PT00M22.60S,2024-01-11T01:47:05.7Z,3,REGULAR,block,,[],203937,,,1610612738,79,83,2024-01-11T01:47:42Z,4250000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT00M19.70S,2024-01-11T01:47:08.6Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612750,79,83,2024-01-11T01:47:33Z,4260000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,430.0,2.0,2.0,0.0,,,,,,,,
433,PT00M03.80S,2024-01-11T01:47:26.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612750,79,83,2024-01-11T01:47:31Z,4270000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Edwards 2 FT),"[1630573, 1630162]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,1155.0,,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,
435,PT00M03.80S,2024-01-11T01:47:50.0Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,79,84,2024-01-11T01:47:50Z,4290000,False,,,0,,A. Edwards Free Throw 1 of 2 (23 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,Made,,,,,23.0,,,,,,,
436,PT00M03.80S,2024-01-11T01:48:03.3Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,79,85,2024-01-11T01:48:03Z,4300000,False,,,0,,A. Edwards Free Throw 2 of 2 (24 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,Made,,,,,24.0,,,,,,,
437,PT00M00.30S,2024-01-11T01:48:10.7Z,3,REGULAR,3pt,Jump Shot,[],1630202,28.597240473061763,20.098039215686274,1610612738,79,85,2024-01-11T01:48:27Z,4310000,False,150.0,216.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,26.29,Missed,,,,,,,,,,,,
438,PT00M00.10S,2024-01-11T01:48:10.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,85,2024-01-11T01:48:27Z,4320000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,437.0,,,,,,,,,,,
439,PT00M00.00S,2024-01-11T01:48:14.6Z,3,REGULAR,period,end,[],0,,,1610612738,79,85,2024-01-11T01:48:14Z,4330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,79,85,2024-01-11T01:50:41Z,4340000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,out,['startperiod'],201950,,,1610612738,79,85,2024-01-11T01:50:41Z,4350000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612738,79,85,2024-01-11T01:50:41Z,4360000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,out,['startperiod'],1629003,,,1610612738,79,85,2024-01-11T01:50:41Z,4370000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,79,85,2024-01-11T01:50:41Z,4380000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,79,85,2024-01-11T01:50:41Z,4390000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,in,['startperiod'],1630183,,,1610612738,79,85,2024-01-11T01:50:41Z,4400000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,in,['startperiod'],1626157,,,1610612738,79,85,2024-01-11T01:50:41Z,4410000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612738,79,85,2024-01-11T01:50:57Z,4415000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2024-01-11T01:50:17.4Z,4,REGULAR,substitution,in,['startperiod'],1629638,,,1610612738,79,85,2024-01-11T01:50:57Z,4417500,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2024-01-11T01:50:53.1Z,4,REGULAR,period,start,[],0,,,1610612738,79,85,2024-01-11T01:50:53Z,4420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT11M42.00S,2024-01-11T01:51:10.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,17.821944809461236,44.36274509803921,1610612738,79,85,2024-01-11T01:51:31Z,4430000,False,28.0,115.0,1,left,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.84,Missed,,,,,,,,,,,,
452,PT11M40.00S,2024-01-11T01:51:12.2Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,79,85,2024-01-11T01:51:18Z,4440000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,451.0,5.0,4.0,1.0,,,,,,,,
453,PT11M39.00S,2024-01-11T01:51:13.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,10.068988173455978,41.17647058823529,1610612738,79,85,2024-01-11T01:51:45Z,4450000,False,44.0,42.0,1,left,MISS D. White 6' tip Layup,[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.1,Missed,,,,,,,,,,,,
454,PT11M37.00S,2024-01-11T01:51:15.1Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612750,79,85,2024-01-11T01:51:45Z,4460000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,453.0,1.0,1.0,0.0,,,,,,,,
455,PT11M18.00S,2024-01-11T01:51:33.5Z,4,REGULAR,3pt,Jump Shot,[],1629675,87.59855453350855,96.32352941176471,1610612750,79,85,2024-01-11T01:51:38Z,4470000,False,232.0,64.0,1,right,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,,,,,24.03,Missed,,,,,,,,,,,,
456,PT11M16.00S,2024-01-11T01:51:35.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,85,2024-01-11T01:51:38Z,4480000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,455.0,5.0,5.0,0.0,,,,,,,,
457,PT11M09.00S,2024-01-11T01:51:43.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,7.966491458607096,47.549019607843135,1610612738,79,85,2024-01-11T01:51:51Z,4490000,False,12.0,22.0,1,left,MISS P. Pritchard running Layup - blocked,"[1630202, 1629675]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,2.56,Missed,,,,,,,,,,,Reid,1629675.0
458,PT11M09.00S,2024-01-11T01:51:43.0Z,4,REGULAR,block,,[],1629675,,,1610612738,79,85,2024-01-11T01:51:44Z,4500000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
459,PT11M07.00S,2024-01-11T01:51:45.0Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612750,79,85,2024-01-11T01:51:51Z,4510000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,,
460,PT11M03.00S,2024-01-11T01:51:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629162,92.32917214191852,54.166666666666664,1610612750,79,85,2024-01-11T01:52:00Z,4520000,False,21.0,20.0,1,right,MISS J. McLaughlin running Layup,[1629162],1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,2.86,Missed,,,,,,,,,,,,
461,PT11M03.00S,2024-01-11T01:51:49.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,85,2024-01-11T01:52:00Z,4530000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,460.0,6.0,6.0,0.0,,,,,,,,
462,PT10M47.00S,2024-01-11T01:52:05.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,30.17411300919842,17.401960784313726,1610612738,79,85,2024-01-11T01:52:13Z,4540000,False,163.0,231.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,28.28,Missed,,,,,,,,,,,,
463,PT10M42.00S,2024-01-11T01:52:10.2Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612750,79,85,2024-01-11T01:52:13Z,4550000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,462.0,2.0,2.0,0.0,,,,,,,,
464,PT10M30.00S,2024-01-11T01:52:21.8Z,4,REGULAR,3pt,Jump Shot,[],1629162,67.7562417871222,27.941176470588236,1610612750,79,85,2024-01-11T01:52:26Z,4560000,False,-110.0,251.0,1,right,MISS J. McLaughlin 27' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,,27.38,Missed,,,,,,,,,,,,
465,PT10M27.00S,2024-01-11T01:52:24.8Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,79,85,2024-01-11T01:52:26Z,4570000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,464.0,2.0,2.0,0.0,,,,,,,,
466,PT10M25.00S,2024-01-11T01:52:33.3Z,4,REGULAR,foul,personal,[],1629675,,,1610612738,79,85,2024-01-11T01:53:08Z,4580000,False,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 1628436]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,2.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,
468,PT10M17.00S,2024-01-11T01:53:04.9Z,4,REGULAR,3pt,Jump Shot,[],1630573,35.03613666228647,55.392156862745104,1610612738,82,85,2024-01-11T01:53:11Z,4600000,False,-27.0,277.0,1,left,S. Hauser 27' 3PT  (3 PTS) (D. White 5 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,27.81,Made,,,,,3.0,D. White,1628401.0,5.0,,,,
470,PT09M57.00S,2024-01-11T01:53:24.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,66.70499342969777,55.392156862745104,1610612750,82,88,2024-01-11T01:53:28Z,4620000,False,27.0,260.0,1,right,N. Alexander-Walker 26' 3PT  (5 PTS) (K. Towns 5 AST),"[1629638, 1626157]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,26.19,Made,,,,,5.0,K. Towns,1626157.0,5.0,,,,
472,PT09M43.00S,2024-01-11T01:53:39.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,31.882391590013142,31.127450980392158,1610612738,85,88,2024-01-11T01:53:43Z,4640000,False,94.0,247.0,1,left,S. Hauser 26' 3PT  (6 PTS) (J. Brown 3 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,26.46,Made,,,,,6.0,J. Brown,1627759.0,3.0,,,,
474,PT09M25.00S,2024-01-11T01:53:56.4Z,4,REGULAR,3pt,Jump Shot,[],1629675,67.36202365308804,32.1078431372549,1610612750,85,91,2024-01-11T01:54:01Z,4660000,False,-89.0,254.0,1,right,N. Reid 26' 3PT  (19 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,26.96,Made,,,,,19.0,N. Alexander-Walker,1629638.0,2.0,,,,
476,PT09M18.00S,2024-01-11T01:54:07.2Z,4,REGULAR,foul,personal,[],1630183,,,1610612738,85,91,2024-01-11T01:54:13Z,4680000,False,,,0,,J. McDaniels personal FOUL (5 PF),"[1630183, 1627759]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,2004.0,,5.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
478,PT09M18.00S,2024-01-11T01:54:19.7Z,4,REGULAR,substitution,out,[],1630183,,,1610612738,85,91,2024-01-11T01:54:22Z,4700000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT09M18.00S,2024-01-11T01:54:19.7Z,4,REGULAR,substitution,in,[],203937,,,1610612738,85,91,2024-01-11T01:54:22Z,4710000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M10.00S,2024-01-11T01:54:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,8.623521681997373,47.549019607843135,1610612738,87,91,2024-01-11T01:54:48Z,4720000,False,12.0,29.0,1,left,D. White driving Layup (9 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,3.11,Made,,,,,9.0,,,,,,,
481,PT08M44.00S,2024-01-11T01:55:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,93.38042049934296,52.20588235294118,1610612750,87,91,2024-01-11T01:55:13Z,4730000,False,11.0,10.0,1,right,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,1.47,Missed,,,,,,,,,,,,
482,PT08M42.00S,2024-01-11T01:55:12.0Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,87,91,2024-01-11T01:55:13Z,4740000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,481.0,3.0,3.0,0.0,,,,,,,,
483,PT08M36.00S,2024-01-11T01:55:16.8Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,87,91,2024-01-11T01:55:20Z,4750000,False,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1629638]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,,
484,PT08M36.00S,2024-01-11T01:55:16.8Z,4,REGULAR,steal,,[],1629638,,,1610612750,87,91,2024-01-11T01:55:18Z,4760000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
485,PT08M25.00S,2024-01-11T01:55:28.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,69.46452036793693,71.32352941176471,1610612750,87,91,2024-01-11T01:55:33Z,4770000,False,107.0,235.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,25.76,Missed,,,,,,,,,,,,
486,PT08M23.00S,2024-01-11T01:55:30.3Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,87,91,2024-01-11T01:55:33Z,4780000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,485.0,4.0,4.0,0.0,,,,,,,,
487,PT08M18.00S,2024-01-11T01:55:35.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,27.54599211563732,19.11764705882353,1610612738,87,91,2024-01-11T01:55:42Z,4790000,False,154.0,206.0,1,left,MISS S. Hauser 25' running pullup 3PT,[1630573],1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,25.78,Missed,,,,,,,,,,,,
488,PT08M15.00S,2024-01-11T01:55:38.6Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,87,91,2024-01-11T01:55:42Z,4800000,False,,,0,,N. Reid REBOUND (Off:3 Def:6),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,487.0,9.0,6.0,3.0,,,,,,,,
489,PT08M14.00S,2024-01-11T01:55:42.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,87,91,2024-01-11T01:55:42Z,4810000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,out,[],1629162,,,1610612750,87,91,2024-01-11T01:58:28Z,4830000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,in,[],201143,,,1610612750,87,91,2024-01-11T01:58:28Z,4840000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,87,91,2024-01-11T01:58:28Z,4850000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612750,87,91,2024-01-11T01:58:56Z,4860000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,out,[],1630573,,,1610612750,87,91,2024-01-11T01:58:56Z,4870000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M14.00S,2024-01-11T01:58:03.1Z,4,REGULAR,substitution,in,[],1628369,,,1610612750,87,91,2024-01-11T01:58:56Z,4880000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M09.00S,2024-01-11T01:58:59.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612750,87,91,2024-01-11T01:59:09Z,4890000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203937]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,1628484.0,,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,
499,PT08M05.00S,2024-01-11T01:59:25.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203937,88.91261498028909,38.72549019607843,1610612750,87,93,2024-01-11T01:59:32Z,4910000,False,-56.0,52.0,1,right,K. Anderson 7' driving Layup (11 PTS) (N. Alexander-Walker 3 AST),"[203937, 1629638]",1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.65,Made,,,,,11.0,N. Alexander-Walker,1629638.0,3.0,,,,
501,PT07M50.00S,2024-01-11T01:59:39.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.706307490144546,15.931372549019606,1610612738,90,93,2024-01-11T01:59:47Z,4930000,False,170.0,189.0,1,left,J. Tatum 25' 3PT step back (22 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.45,Made,,,,,22.0,,,,,,,
502,PT07M28.00S,2024-01-11T02:00:01.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.9993429697766,44.85294117647059,1610612750,90,95,2024-01-11T02:00:06Z,4940000,False,-26.0,107.0,1,right,K. Anderson 11' pullup Jump Shot (13 PTS),[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.03,Made,,,,,13.0,,,,,,,
503,PT07M08.00S,2024-01-11T02:00:21.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.969119579500656,87.00980392156863,1610612738,90,95,2024-01-11T02:01:06Z,4950000,False,-185.0,192.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,26.63,Missed,,,,,,,,,,,,
504,PT07M03.00S,2024-01-11T02:00:26.1Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,90,95,2024-01-11T02:00:30Z,4960000,False,,,0,,L. Kornet REBOUND (Off:2 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,503.0,5.0,3.0,2.0,,,,,,,,
505,PT06M57.00S,2024-01-11T02:00:33.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,19.398817345597898,35.049019607843135,1610612738,92,95,2024-01-11T02:02:35Z,4970000,False,75.0,130.0,1,left,J. Brown 14' turnaround Jump Shot (29 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.98,Made,,,,,29.0,,,,,,,
506,PT06M34.00S,2024-01-11T02:00:55.7Z,4,REGULAR,3pt,Jump Shot,[],1630162,74.98357424441524,83.08823529411765,1610612750,92,98,2024-01-11T02:01:00Z,4980000,False,165.0,183.0,1,right,A. Edwards 24' 3PT  (27 PTS) (N. Reid 3 AST),"[1630162, 1629675]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,24.64,Made,,,,,27.0,N. Reid,1629675.0,3.0,,,,
508,PT06M23.00S,2024-01-11T02:01:09.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,52.450980392156865,1610612738,94,98,2024-01-11T02:01:13Z,5000000,False,-12.0,24.0,1,left,J. Tatum driving Layup (24 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,2.66,Made,,,,,24.0,,,,,,,
509,PT06M23.00S,2024-01-11T02:01:11.4Z,4,REGULAR,foul,personal,['1freethrow'],203937,,,1610612738,94,98,2024-01-11T02:01:18Z,5010000,False,,,0,,K. Anderson shooting personal FOUL (4 PF) (Tatum 1 FT),"[203937, 1628369]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2004.0,,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
511,PT06M23.00S,2024-01-11T02:01:20.8Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,94,98,2024-01-11T02:02:11Z,5030000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT06M23.00S,2024-01-11T02:01:20.8Z,4,REGULAR,substitution,in,[],201950,,,1610612738,94,98,2024-01-11T02:02:11Z,5040000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
