actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-18T00:41:18.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-18T00:41:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-18T00:41:20.3Z,1,REGULAR,jumpball,recovered,[],201143,,,1610612738,0,0,2024-01-18T00:41:20Z,40000,False,,,0,,Jump Ball L. Kornet vs. V. Wembanyama: Tip to A. Horford,"[201143, 1628436, 1641705]",1610612738.0,BOS,startperiod,A. Horford,201143.0,Horford,A. Horford,Kornet,1628436.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-18T00:41:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.383048620236531,51.470588235294116,1610612738,2,0,2024-01-18T00:41:42Z,70000,False,-7.0,55.0,1,left,J. Tatum driving floating Jump Shot (2 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2024-01-18T00:41:55.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,90.62089356110381,95.09803921568627,1610612759,2,3,2024-01-18T00:42:11Z,80000,False,225.0,36.0,1,right,J. Sochan 3PT  (3 PTS) (T. Jones 1 AST),"[1631110, 1630200]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,22.83,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
10,PT11M10.00S,2024-01-18T00:42:06.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,28.597240473061763,83.33333333333334,1610612738,5,3,2024-01-18T00:42:15Z,100000,False,-167.0,216.0,1,left,J. Brown 27' 3PT step back (3 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.31,Made,3.0,,,,,,,,,,,,,,,,,
11,PT11M00.00S,2024-01-18T00:42:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,91.80354796320631,45.588235294117645,1610612759,5,3,2024-01-18T00:42:34Z,110000,False,-22.0,25.0,1,right,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2024-01-18T00:42:19.1Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,5,3,2024-01-18T00:42:19Z,120000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M57.00S,2024-01-18T00:42:20.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631110,94.43166885676742,51.225490196078425,1610612759,5,3,2024-01-18T00:42:41Z,130000,False,6.0,0.0,1,right,MISS J. Sochan putback DUNK,[1631110],1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2024-01-18T00:42:22.5Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,5,3,2024-01-18T00:42:41Z,140000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,13.0,2.0,0.0,2.0,,,,,,,,,,
15,PT10M53.00S,2024-01-18T00:42:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630577,91.5407358738502,44.11764705882353,1610612759,5,5,2024-01-18T00:42:45Z,150000,False,-29.0,27.0,1,right,J. Champagnie Layup (2 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.99,Made,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
18,PT10M36.00S,2024-01-18T00:42:40.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.699737187910642,80.63725490196079,1610612738,5,5,2024-01-18T00:42:50Z,170000,False,-153.0,236.0,1,left,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.14,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2024-01-18T00:42:40.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,5,5,2024-01-18T00:42:50Z,180000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,3.0,1.0,2.0,,,,,,,,,,
20,PT10M22.00S,2024-01-18T00:42:54.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,92.85479632063075,46.568627450980394,1610612759,5,7,2024-01-18T00:42:59Z,190000,False,-17.0,15.0,1,right,V. Wembanyama alley-oop DUNK (2 PTS) (J. Sochan 2 AST),"[1641705, 1631110]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,
22,PT10M07.00S,2024-01-18T00:43:09.8Z,1,REGULAR,3pt,Jump Shot,[],201950,24.392247043363994,90.68627450980392,1610612738,8,7,2024-01-18T00:43:14Z,210000,False,-203.0,177.0,1,left,J. Holiday 26' 3PT  (3 PTS) (L. Kornet 1 AST),"[201950, 1628436]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.95,Made,3.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,,,
24,PT09M53.00S,2024-01-18T00:43:23.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.5735873850197,37.5,1610612759,8,10,2024-01-18T00:43:31Z,230000,False,-62.0,262.0,1,right,V. Wembanyama 26' 3PT step back (5 PTS) (T. Jones 2 AST),"[1641705, 1630200]",1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.91,Made,5.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
26,PT09M43.00S,2024-01-18T00:43:36.7Z,1,REGULAR,foul,personal,[],1641705,,,1610612738,8,10,2024-01-18T00:43:46Z,250000,False,,,0,,V. Wembanyama personal FOUL (1 PF),"[1641705, 1627759]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627541.0,1.0,0.0,Brown,1627759.0,,,,,
28,PT09M36.00S,2024-01-18T00:43:58.9Z,1,REGULAR,2pt,Jump Shot,[],201950,11.908672798948752,25.735294117647058,1610612738,8,10,2024-01-18T00:44:09Z,270000,False,121.0,59.0,1,left,MISS J. Holiday 13' fadeaway Shot,[201950],1610612738.0,BOS,fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,13.51,Missed,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2024-01-18T00:43:59.9Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,8,10,2024-01-18T00:44:09Z,280000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M27.00S,2024-01-18T00:44:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,85.62746386333771,41.42156862745098,1610612759,8,10,2024-01-18T00:44:31Z,290000,False,-43.0,83.0,1,right,MISS V. Wembanyama 9' driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,9.31,Missed,,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2024-01-18T00:44:12.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,8,10,2024-01-18T00:44:31Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,30.0,,,,,,,,,,,,,
33,PT09M07.00S,2024-01-18T00:44:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.176084099868594,54.89813112745098,1610612738,10,10,2024-01-18T00:46:00Z,320000,False,-24.0,6.0,1,left,J. Tatum driving finger roll Layup (4 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.51,Made,4.0,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2024-01-18T00:44:45.9Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,10,10,2024-01-18T00:45:42Z,325000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 201143]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,
43,PT08M53.00S,2024-01-18T00:44:45.9Z,1,REGULAR,steal,,[],201143,,,1610612738,10,10,2024-01-18T00:45:42Z,327500,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
