actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT03M37.00S,2023-11-14T00:55:46.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,16,21,2023-11-14T00:55:50Z,900000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,89.0,,,,,,1.0,1.0,0.0,,,,,
91,PT03M31.00S,2023-11-14T00:55:53.6Z,1,REGULAR,2pt,Layup,[],1630193,10.726018396846255,31.862745098039213,1610612752,16,21,2023-11-14T00:57:33Z,910000,False,91.0,48.0,1,left,MISS I. Quickley 10' driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,10.28,Missed,,,,,,,,,,,,,,,,,,
92,PT03M30.00S,2023-11-14T00:55:54.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,16,21,2023-11-14T00:57:42Z,920000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,91.0,,,,,,1.0,1.0,0.0,,,,,
93,PT03M23.00S,2023-11-14T00:56:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.24901445466492,48.03921568627451,1610612738,18,21,2023-11-14T00:58:11Z,930000,False,-10.0,11.0,1,right,J. Brown running Layup (4 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,,,,,,,,,,,,,,,,,
94,PT03M14.00S,2023-11-14T00:56:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,18,21,2023-11-14T00:56:15Z,940000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M14.00S,2023-11-14T00:58:54.5Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,18,21,2023-11-14T00:59:00Z,950000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M14.00S,2023-11-14T00:58:54.5Z,1,REGULAR,substitution,in,[],1628978,,,1610612752,18,21,2023-11-14T00:59:00Z,960000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M05.00S,2023-11-14T00:59:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,21.23850197109067,9.068627450980392,1610612752,18,21,2023-11-14T01:00:14Z,970000,False,205.0,147.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
98,PT03M02.00S,2023-11-14T00:59:28.9Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,18,21,2023-11-14T00:59:30Z,980000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,97.0,,,,,,4.0,1.0,3.0,,,,,
99,PT02M57.00S,2023-11-14T00:59:33.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,17.0335085413929,96.32352941176471,1610612752,18,21,2023-11-14T01:00:30Z,990000,False,-232.0,108.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
100,PT02M53.00S,2023-11-14T00:59:37.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,18,21,2023-11-14T00:59:40Z,1000000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,99.0,,,,,,1.0,1.0,0.0,,,,,
101,PT02M38.00S,2023-11-14T00:59:52.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,93.77463863337714,50.49019607843137,1610612738,20,21,2023-11-14T00:59:56Z,1010000,False,2.0,6.0,1,right,A. Horford driving DUNK (2 PTS) (S. Hauser 1 AST),"[201143, 1630573]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,,
102,PT02M16.00S,2023-11-14T01:00:14.2Z,1,REGULAR,2pt,Jump Shot,[],1628973,25.706307490144546,32.35294117647059,1610612752,20,21,2023-11-14T01:00:20Z,1020000,False,88.0,189.0,1,left,MISS J. Brunson 20' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,20.87,Missed,,,,,,,,,,,,,,,,,,
103,PT02M13.00S,2023-11-14T01:00:17.2Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,20,21,2023-11-14T01:00:20Z,1030000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,102.0,,,,,,2.0,2.0,0.0,,,,,
104,PT02M02.00S,2023-11-14T01:00:28.2Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,20,21,2023-11-14T01:00:32Z,1040000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1629011]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,Robinson,1629011.0,,
105,PT02M02.00S,2023-11-14T01:00:28.2Z,1,REGULAR,steal,,[],1629011,,,1610612752,20,21,2023-11-14T01:00:52Z,1050000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
106,PT01M57.00S,2023-11-14T01:00:33.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,9.674770039421814,46.07843137254902,1610612752,20,21,2023-11-14T01:02:10Z,1060000,False,20.0,38.0,1,left,MISS I. Quickley running Layup - blocked,"[1630193, 1627759]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
107,PT01M57.00S,2023-11-14T01:00:33.3Z,1,REGULAR,block,,[],1627759,,,1610612752,20,21,2023-11-14T01:00:56Z,1070000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT01M55.00S,2023-11-14T01:00:35.3Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,20,21,2023-11-14T01:00:39Z,1080000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,106.0,,,,,,2.0,1.0,1.0,,,,,
109,PT01M54.00S,2023-11-14T01:00:36.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,27.54599211563732,16.911764705882355,1610612752,20,24,2023-11-14T01:00:42Z,1090000,False,165.0,206.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (J. Hart 2 AST),"[1628978, 1628404]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.45,Made,3.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
111,PT01M34.00S,2023-11-14T01:00:56.8Z,1,REGULAR,3pt,Jump Shot,[],204001,72.22404730617609,79.16666666666666,1610612738,20,24,2023-11-14T01:01:01Z,1110000,False,146.0,209.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
112,PT01M31.00S,2023-11-14T01:00:59.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,20,24,2023-11-14T01:01:01Z,1120000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,111.0,,,,,,3.0,2.0,1.0,,,,,
113,PT01M13.00S,2023-11-14T01:01:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,8.623521681997373,98.0392156862745,1610612752,20,24,2023-11-14T01:01:23Z,1130000,False,-240.0,29.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,24.19,Missed,,,,,,,,,,,,,,,,,,
114,PT01M09.00S,2023-11-14T01:01:22.7Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,20,24,2023-11-14T01:01:23Z,1140000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,113.0,,,,,,3.0,3.0,0.0,,,,,
115,PT01M03.00S,2023-11-14T01:01:28.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.64323258869908,50.245098039215684,1610612738,22,24,2023-11-14T01:03:51Z,1150000,False,1.0,7.0,1,right,J. Brown driving DUNK (6 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.74,Made,6.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
116,PT00M39.00S,2023-11-14T01:01:51.8Z,1,REGULAR,2pt,Jump Shot,[],1630193,12.434296977660972,26.225490196078432,1610612752,22,24,2023-11-14T01:05:16Z,1160000,False,119.0,64.0,1,left,MISS I. Quickley 13' turnaround fadeaway Shot,[1630193],1610612752.0,NYK,turnaround fadeaway,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,13.52,Missed,,,,,,,,,,,,,,,,,,
117,PT00M38.80S,2023-11-14T01:01:52.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,22,24,2023-11-14T01:02:46Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,116.0,,,,,,,,,,,,,
118,PT00M38.80S,2023-11-14T01:02:00.1Z,1,REGULAR,foul,personal,[],1627759,,,1610612752,22,24,2023-11-14T01:02:59Z,1180000,False,,,0,,J. Brown loose ball personal FOUL (1 PF),"[1627759, 1629011]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,1628482.0,1.0,0.0,Robinson,1629011.0,,,,,,,,
121,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612752,22,24,2023-11-14T01:02:16Z,1210000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,out,[],1628401,,,1610612752,22,24,2023-11-14T01:02:16Z,1220000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,22,24,2023-11-14T01:02:16Z,1230000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,in,[],1630202,,,1610612752,22,24,2023-11-14T01:02:16Z,1240000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612752,22,24,2023-11-14T01:02:16Z,1250000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M38.80S,2023-11-14T01:02:06.5Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,22,24,2023-11-14T01:02:16Z,1260000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M32.70S,2023-11-14T01:02:29.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628404,24.26084099868594,53.18627450980392,1610612752,22,24,2023-11-14T01:05:49Z,1270000,False,-16.0,176.0,1,left,MISS J. Hart 17' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,17.63,Missed,,,,,,,,,,,,,,,,,,
129,PT00M29.40S,2023-11-14T01:02:32.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,22,24,2023-11-14T01:02:40Z,1280000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,128.0,,,,,,1.0,1.0,0.0,,,,,
130,PT00M13.30S,2023-11-14T01:02:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,89.43823915900131,2.696078431372549,1610612738,25,24,2023-11-14T01:02:53Z,1290000,False,-237.0,47.0,1,right,S. Hauser 24' 3PT  (3 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,24.11,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
132,PT00M03.30S,2023-11-14T01:03:02.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,16.90210249671485,31.862745098039213,1610612752,25,24,2023-11-14T01:03:07Z,1310000,False,91.0,106.0,1,left,MISS J. Brunson 13' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,13.98,Missed,,,,,,,,,,,,,,,,,,
133,PT00M00.60S,2023-11-14T01:03:05.5Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,25,24,2023-11-14T01:03:05Z,1320000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,132.0,,,,,,1.0,1.0,0.0,,,,,
134,PT00M00.00S,2023-11-14T01:03:08.2Z,1,REGULAR,period,end,[],0,,,1610612738,25,24,2023-11-14T01:03:08Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2023-11-14T01:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],204001,,,1610612738,25,24,2023-11-14T01:05:50Z,1340000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-11-14T01:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612738,25,24,2023-11-14T01:05:50Z,1350000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-11-14T01:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612738,25,24,2023-11-14T01:05:50Z,1360000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-11-14T01:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612738,25,24,2023-11-14T01:05:50Z,1370000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-11-14T01:05:58.1Z,2,REGULAR,period,start,[],0,,,1610612752,25,24,2023-11-14T01:05:58Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M42.00S,2023-11-14T01:06:15.5Z,2,REGULAR,3pt,Jump Shot,[],1628978,28.203022339027594,85.29411764705883,1610612752,25,24,2023-11-14T01:06:19Z,1390000,False,-176.0,213.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
142,PT11M39.00S,2023-11-14T01:06:18.5Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,25,24,2023-11-14T01:06:19Z,1400000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,141.0,,,,,,1.0,0.0,1.0,,,,,
143,PT11M37.00S,2023-11-14T01:06:20.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203944,33.459264126149804,65.19607843137256,1610612752,25,24,2023-11-14T01:06:24Z,1410000,False,-76.0,262.0,1,left,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
144,PT11M34.00S,2023-11-14T01:06:23.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,24,2023-11-14T01:06:24Z,1420000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,143.0,,,,,,1.0,1.0,0.0,,,,,
145,PT11M27.00S,2023-11-14T01:06:29.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.54467805519053,73.0392156862745,1610612738,25,24,2023-11-14T01:06:46Z,1430000,False,115.0,243.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.91,Missed,,,,,,,,,,,,,,,,,,
146,PT11M25.00S,2023-11-14T01:06:31.4Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,25,24,2023-11-14T01:06:39Z,1440000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,145.0,,,,,,1.0,1.0,0.0,,,,,
147,PT11M01.00S,2023-11-14T01:06:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,12.697109067017081,48.03921568627451,1610612752,25,26,2023-11-14T01:07:00Z,1450000,False,10.0,67.0,1,left,J. Hart 6' driving finger roll Layup (4 PTS) (J. Randle 1 AST),"[1628404, 203944]",1610612752.0,NYK,driving finger roll,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,6.76,Made,4.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
149,PT10M42.00S,2023-11-14T01:07:15.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.64717477003943,75.49019607843137,1610612738,25,26,2023-11-14T01:07:19Z,1470000,False,127.0,223.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
150,PT10M40.00S,2023-11-14T01:07:17.0Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,25,26,2023-11-14T01:07:19Z,1480000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,149.0,,,,,,4.0,3.0,1.0,,,,,
151,PT10M23.00S,2023-11-14T01:07:34.7Z,2,REGULAR,3pt,Jump Shot,[],1628404,13.748357424441524,3.9215686274509802,1610612752,25,29,2023-11-14T01:07:39Z,1490000,False,230.0,77.0,1,left,J. Hart 24' 3PT  (7 PTS) (D. DiVincenzo 1 AST),"[1628404, 1628978]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,24.28,Made,7.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
153,PT10M09.00S,2023-11-14T01:07:48.5Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612738,25,29,2023-11-14T01:07:52Z,1510000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630193]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0,,
154,PT10M09.00S,2023-11-14T01:07:48.5Z,2,REGULAR,steal,,[],1630193,,,1610612752,25,29,2023-11-14T01:07:49Z,1520000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
155,PT09M54.00S,2023-11-14T01:08:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,10.463206307490145,63.48039215686274,1610612752,25,29,2023-11-14T01:08:13Z,1530000,False,-67.0,46.0,1,left,MISS J. Randle 8' driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,8.15,Missed,,,,,,,,,,,,,,,,,,
156,PT09M51.00S,2023-11-14T01:08:06.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,25,29,2023-11-14T01:08:13Z,1540000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,155.0,,,,,,2.0,2.0,0.0,,,,,
157,PT09M46.00S,2023-11-14T01:08:13.0Z,2,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612738,25,29,2023-11-14T01:08:26Z,1550000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628978, 1628369]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,1.0,0.0,Tatum,1628369.0,,,,,,,,
160,PT09M46.00S,2023-11-14T01:08:43.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,25,29,2023-11-14T01:08:43Z,1570000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT09M46.00S,2023-11-14T01:08:43.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,25,29,2023-11-14T01:08:43Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
162,PT09M46.00S,2023-11-14T01:09:09.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,26,29,2023-11-14T01:09:09Z,1590000,False,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
163,PT09M23.00S,2023-11-14T01:09:36.3Z,2,REGULAR,2pt,Jump Shot,[],1628404,20.18725361366623,32.35294117647059,1610612752,26,29,2023-11-14T01:10:11Z,1600000,False,88.0,137.0,1,left,MISS J. Hart 16' turnaround Shot,[1628404],1610612752.0,NYK,turnaround,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,16.32,Missed,,,,,,,,,,,,,,,,,,
164,PT09M20.00S,2023-11-14T01:09:39.3Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,26,29,2023-11-14T01:09:54Z,1610000,False,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,,,,163.0,,,,,,5.0,3.0,2.0,,,,,
165,PT09M19.00S,2023-11-14T01:09:39.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,7.5722733245729295,47.30392156862745,1610612752,26,31,2023-11-14T01:09:47Z,1620000,False,13.0,19.0,1,left,J. Randle putback Layup (8 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.31,Made,8.0,,,,,,,,,,,,,,,,,
166,PT09M03.00S,2023-11-14T01:09:55.2Z,2,REGULAR,3pt,Jump Shot,[],1630573,72.88107752956637,79.65686274509804,1610612738,29,31,2023-11-14T01:09:59Z,1630000,False,148.0,202.0,1,right,S. Hauser 25' 3PT  (6 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.09,Made,6.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
168,PT08M52.00S,2023-11-14T01:10:06.5Z,2,REGULAR,2pt,Jump Shot,[],1630193,21.369908015768726,39.705882352941174,1610612752,29,31,2023-11-14T01:11:14Z,1650000,False,51.0,148.0,1,left,MISS I. Quickley 15' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Center,15.71,Missed,,,,,,,,,,,,,,,,,,
169,PT08M50.00S,2023-11-14T01:10:08.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,31,2023-11-14T01:10:12Z,1660000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,,,,,,,168.0,,,,,,2.0,2.0,0.0,,,,,
171,PT08M40.00S,2023-11-14T01:10:33.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,62.23718791064389,41.66666666666667,1610612738,29,31,2023-11-14T01:11:51Z,1680000,False,-42.0,302.0,1,right,MISS J. Tatum 30' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,30.54,Missed,,,,,,,,,,,,,,,,,,
