actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
337,PT00M00.00S,2024-04-04T00:38:48.9Z,2,REGULAR,period,end,[],0,,,1610612738,61,47,2024-04-04T00:38:48Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-04-04T00:54:14.8Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612738,61,47,2024-04-04T00:54:39Z,3270000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-04-04T00:54:14.8Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612738,61,47,2024-04-04T00:54:39Z,3280000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-04-04T00:54:14.8Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612738,61,47,2024-04-04T00:54:39Z,3290000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-04-04T00:54:14.8Z,3,REGULAR,substitution,in,['startperiod'],1641717,,,1610612738,61,47,2024-04-04T00:54:39Z,3300000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-04-04T00:54:53.0Z,3,REGULAR,period,start,[],0,,,1610612760,61,47,2024-04-04T00:54:53Z,3310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M43.00S,2024-04-04T00:55:25.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,84.83902759526939,41.66666666666667,1610612760,61,49,2024-04-04T00:55:30Z,3330000,False,-42.0,90.0,1,right,C. Holmgren 9' pullup Jump Shot (6 PTS) (A. Wiggins 1 AST),"[1631096, 1630598]",1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,9.92,Made,Holmgren,C. Holmgren,,,,,,,,,,6.0,,,,A. Wiggins,1630598.0,1.0,,
346,PT11M22.00S,2024-04-04T00:55:49.4Z,3,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612738,61,49,2024-04-04T00:56:00Z,3350000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1630598, 204001]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Wiggins,A. Wiggins,,,,,2534.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
348,PT11M22.00S,2024-04-04T00:56:13.4Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,62,49,2024-04-04T00:56:13Z,3370000,False,,,0,,K. Porzingis Free Throw 1 of 2 (18 PTS),[204001],1610612738.0,BOS,,,,,,,,,,Made,Porzingis,K. Porzingis,,,,,,,,,,18.0,,,,,,,,
349,PT11M22.00S,2024-04-04T00:56:31.4Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,63,49,2024-04-04T00:56:31Z,3380000,False,,,0,,K. Porzingis Free Throw 2 of 2 (19 PTS),[204001],1610612738.0,BOS,,,,,,,,,,Made,Porzingis,K. Porzingis,,,,,,,,,,19.0,,,,,,,,
350,PT11M06.00S,2024-04-04T00:56:48.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,94.1688567674113,50.245098039215684,1610612760,63,51,2024-04-04T00:57:12Z,3390000,False,1.0,2.0,1,right,C. Holmgren driving reverse DUNK (8 PTS),[1631096],1610612760.0,OKC,driving reverse,,,,,,Restricted Area,0-8 Center,0.26,Made,Holmgren,C. Holmgren,,,,,,,,,,8.0,,,,,,,,
351,PT10M56.00S,2024-04-04T00:56:58.3Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612738,63,51,2024-04-04T00:57:05Z,3400000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1641717]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Holiday,J. Holiday,,,,,,,,,,,,,2.0,,,,Wallace,1641717.0
352,PT10M56.00S,2024-04-04T00:56:58.3Z,3,REGULAR,steal,,[],1641717,,,1610612760,63,51,2024-04-04T00:57:00Z,3410000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
353,PT10M45.00S,2024-04-04T00:57:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,92.32917214191852,52.20588235294118,1610612760,63,53,2024-04-04T00:57:13Z,3420000,False,11.0,20.0,1,right,J. Giddey driving Layup (15 PTS) (C. Wallace 3 AST),"[1630581, 1641717]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.25,Made,Giddey,J. Giddey,,,,,,,,,,15.0,,,,C. Wallace,1641717.0,3.0,,
354,PT10M28.00S,2024-04-04T00:57:29.7Z,3,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612738,63,53,2024-04-04T00:57:36Z,3430000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (White 2 FT),"[1641717, 1628401]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,,,,,2882.0,1.0,0.0,White,1628401.0,,,,,,,,,
357,PT10M28.00S,2024-04-04T00:57:55.7Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,64,53,2024-04-04T00:57:55Z,3450000,False,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,White,D. White,,,,,,,,,,1.0,,,,,,,,
358,PT10M28.00S,2024-04-04T00:58:13.3Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,65,53,2024-04-04T00:58:13Z,3460000,False,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,White,D. White,,,,,,,,,,2.0,,,,,,,,
359,PT10M18.00S,2024-04-04T00:58:25.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,80.3712220762155,34.31372549019608,1610612760,65,53,2024-04-04T00:58:32Z,3470000,False,-78.0,132.0,1,right,MISS C. Holmgren 15' turnaround fadeaway Shot,[1631096],1610612760.0,OKC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,15.35,Missed,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
360,PT10M17.00S,2024-04-04T00:58:26.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,53,2024-04-04T00:58:32Z,3480000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Left,,,Brown,J. Brown,359.0,4.0,3.0,1.0,,,,,,,,,,,,,,
361,PT10M12.00S,2024-04-04T00:58:32.5Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,65,53,2024-04-04T00:58:55Z,3490000,False,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1641717]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Brown,J. Brown,,,,,,,,,,,,,4.0,,,,Wallace,1641717.0
362,PT10M12.00S,2024-04-04T00:58:32.5Z,3,REGULAR,steal,,[],1641717,,,1610612760,65,53,2024-04-04T00:58:34Z,3500000,False,,,0,,C. Wallace STEAL (3 STL),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
363,PT10M03.00S,2024-04-04T00:58:41.6Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612760,65,53,2024-04-04T00:58:50Z,3510000,False,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Giddey 2 FT),"[204001, 1630581]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,,,,,2882.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,
365,PT10M03.00S,2024-04-04T00:59:06.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630581,,,1610612760,65,54,2024-04-04T00:59:06Z,3530000,False,,,0,,J. Giddey Free Throw 1 of 2 (16 PTS),[1630581],1610612760.0,OKC,,,,,,,,,,Made,Giddey,J. Giddey,,,,,,,,,,16.0,,,,,,,,
366,PT10M03.00S,2024-04-04T00:59:17.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630581,,,1610612760,65,55,2024-04-04T00:59:17Z,3540000,False,,,0,,J. Giddey Free Throw 2 of 2 (17 PTS),[1630581],1610612760.0,OKC,,,,,,,,,,Made,Giddey,J. Giddey,,,,,,,,,,17.0,,,,,,,,
367,PT09M46.00S,2024-04-04T00:59:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.806176084099869,44.85294117647059,1610612738,65,55,2024-04-04T01:00:23Z,3550000,False,26.0,40.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1641717]",1610612738.0,BOS,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,Brown,J. Brown,,,,,,,,,,,Wallace,1641717.0,,,,,,
368,PT09M46.00S,2024-04-04T00:59:39.7Z,3,REGULAR,block,,[],1641717,,,1610612738,65,55,2024-04-04T00:59:41Z,3560000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
369,PT09M44.00S,2024-04-04T00:59:41.7Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,65,55,2024-04-04T01:00:23Z,3570000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,367.0,1.0,1.0,0.0,,,,,,,,,,,,,,
370,PT09M39.00S,2024-04-04T00:59:44.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,75.24638633377135,12.5,1610612760,65,58,2024-04-04T01:00:39Z,3580000,False,-188.0,180.0,1,right,A. Wiggins 26' 3PT running (7 PTS) (C. Wallace 4 AST),"[1630598, 1641717]",1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Left Center,26.01,Made,Wiggins,A. Wiggins,,,,,,,,,,7.0,,,,C. Wallace,1641717.0,4.0,,
372,PT09M37.00S,2024-04-04T00:59:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,58,2024-04-04T00:59:50Z,3600000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT09M21.00S,2024-04-04T01:03:26.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,12.828515111695138,3.6764705882352944,1610612738,65,58,2024-04-04T01:03:33Z,3610000,False,232.0,68.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,24.14,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
374,PT09M19.00S,2024-04-04T01:03:28.5Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,65,58,2024-04-04T01:03:33Z,3620000,False,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,Holiday,J. Holiday,373.0,5.0,4.0,1.0,,,,,,,,,,,,,,
375,PT09M05.00S,2024-04-04T01:03:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,10.068988173455978,46.07843137254902,1610612738,65,58,2024-04-04T01:03:48Z,3630000,False,20.0,42.0,1,left,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
376,PT09M04.00S,2024-04-04T01:03:44.0Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,65,58,2024-04-04T01:03:48Z,3640000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holmgren,C. Holmgren,375.0,4.0,3.0,1.0,,,,,,,,,,,,,,
377,PT08M48.00S,2024-04-04T01:03:59.8Z,3,REGULAR,3pt,Jump Shot,[],1641717,71.56701708278581,75.98039215686273,1610612760,65,58,2024-04-04T01:04:33Z,3650000,False,130.0,215.0,1,right,MISS C. Wallace 25' pullup 3PT,[1641717],1610612760.0,OKC,pullup,,,,,,Above the Break 3,24+ Right Center,25.1,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
378,PT08M44.00S,2024-04-04T01:04:03.8Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,65,58,2024-04-04T01:04:07Z,3660000,False,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Holiday,J. Holiday,377.0,6.0,5.0,1.0,,,,,,,,,,,,,,
379,PT08M39.00S,2024-04-04T01:04:07.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,29.77989487516426,79.16666666666666,1610612738,65,58,2024-04-04T01:04:15Z,3670000,False,-146.0,227.0,1,left,MISS J. Holiday 27' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,,,,Above the Break 3,24+ Left Center,27.01,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
380,PT08M38.00S,2024-04-04T01:04:08.3Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,65,58,2024-04-04T01:04:15Z,3680000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:4),[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Holmgren,C. Holmgren,379.0,5.0,4.0,1.0,,,,,,,,,,,,,,
381,PT08M31.00S,2024-04-04T01:04:24.2Z,3,REGULAR,foul,personal,[],204001,,,1610612760,65,58,2024-04-04T01:04:56Z,3690000,False,,,0,,K. Porzingis personal FOUL (3 PF),"[204001, 1631096]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,,,,,2534.0,3.0,0.0,Holmgren,1631096.0,,,,,,,,,
383,PT08M31.00S,2024-04-04T01:04:28.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612760,65,58,2024-04-04T01:04:38Z,3710000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
384,PT08M31.00S,2024-04-04T01:04:28.8Z,3,REGULAR,substitution,out,[],204001,,,1610612760,65,58,2024-04-04T01:04:38Z,3720000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
385,PT08M31.00S,2024-04-04T01:04:28.8Z,3,REGULAR,substitution,in,[],1630202,,,1610612760,65,58,2024-04-04T01:04:38Z,3730000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
386,PT08M31.00S,2024-04-04T01:04:28.8Z,3,REGULAR,substitution,in,[],201143,,,1610612760,65,58,2024-04-04T01:04:38Z,3740000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
387,PT08M26.00S,2024-04-04T01:04:52.0Z,3,REGULAR,3pt,Jump Shot,[],1629652,71.17279894875165,78.18627450980392,1610612760,65,58,2024-04-04T01:05:00Z,3750000,False,141.0,218.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.0,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
388,PT08M24.00S,2024-04-04T01:04:54.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,65,58,2024-04-04T01:05:00Z,3760000,False,,,0,,J. Holiday REBOUND (Off:1 Def:6),[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Holiday,J. Holiday,387.0,7.0,6.0,1.0,,,,,,,,,,,,,,
389,PT08M01.00S,2024-04-04T01:05:16.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,14.273981603153747,42.40196078431372,1610612738,67,58,2024-04-04T01:05:21Z,3770000,False,38.0,82.0,1,left,A. Horford 9' turnaround Hook (10 PTS) (P. Pritchard 5 AST),"[201143, 1630202]",1610612738.0,BOS,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,9.01,Made,Horford,A. Horford,,,,,,,,,,10.0,,,,P. Pritchard,1630202.0,5.0,,
391,PT07M46.00S,2024-04-04T01:05:34.5Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612760,67,58,2024-04-04T01:05:48Z,3790000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1628369, 1631096]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Tatum,J. Tatum,,,,,1627963.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,
393,PT07M46.00S,2024-04-04T01:06:05.3Z,3,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,67,58,2024-04-04T01:06:05Z,3810000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,,,,,,,Missed,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
394,PT07M46.00S,2024-04-04T01:06:05.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,67,58,2024-04-04T01:06:05Z,3820000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,
395,PT07M46.00S,2024-04-04T01:06:27.5Z,3,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,67,59,2024-04-04T01:06:27Z,3830000,False,,,0,,C. Holmgren Free Throw 2 of 2 (9 PTS),[1631096],1610612760.0,OKC,,,,,,,,,,Made,Holmgren,C. Holmgren,,,,,,,,,,9.0,,,,,,,,
396,PT07M30.00S,2024-04-04T01:06:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.046649145860711,58.08823529411765,1610612738,67,59,2024-04-04T01:06:54Z,3840000,False,-40.0,14.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,4.27,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
397,PT07M29.00S,2024-04-04T01:06:48.5Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,67,59,2024-04-04T01:06:54Z,3850000,False,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Tatum,J. Tatum,396.0,6.0,4.0,2.0,,,,,,,,,,,,,,
398,PT07M29.00S,2024-04-04T01:06:51.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,69,59,2024-04-04T01:07:01Z,3860000,False,0.0,0.0,1,left,J. Tatum tip Layup (13 PTS),[1628369],1610612738.0,BOS,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Tatum,J. Tatum,,,,,,,,,,13.0,,,,,,,,
399,PT07M16.00S,2024-04-04T01:07:00.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,94.1688567674113,50.49019607843137,1610612760,69,61,2024-04-04T01:07:04Z,3870000,False,2.0,2.0,1,right,C. Holmgren cutting DUNK (11 PTS) (A. Wiggins 2 AST),"[1631096, 1630598]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,0.34,Made,Holmgren,C. Holmgren,,,,,,,,,,11.0,,,,A. Wiggins,1630598.0,2.0,,
401,PT06M54.00S,2024-04-04T01:07:21.7Z,3,REGULAR,2pt,Jump Shot,[],1628369,25.706307490144546,56.61764705882353,1610612738,71,61,2024-04-04T01:07:46Z,3890000,False,-33.0,189.0,1,left,J. Tatum 19' step back Jump Shot (15 PTS),[1628369],1610612738.0,BOS,step back,,,,,,Mid-Range,16-24 Center,19.2,Made,Tatum,J. Tatum,,,,,,,,,,15.0,,,,,,,,
402,PT06M44.00S,2024-04-04T01:07:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,51.71568627450981,1610612760,71,63,2024-04-04T01:07:43Z,3900000,False,9.0,11.0,1,right,L. Dort driving Layup (8 PTS),[1629652],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,1.4,Made,Dort,L. Dort,,,,,,,,,,8.0,,,,,,,,
403,PT06M44.00S,2024-04-04T01:07:40.9Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612760,71,63,2024-04-04T01:07:47Z,3910000,False,,,0,,D. White shooting personal FOUL (3 PF) (Dort 1 FT),"[1628401, 1629652]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,White,D. White,,,,,1627963.0,3.0,0.0,Dort,1629652.0,,,,,,,,,
405,PT06M44.00S,2024-04-04T01:08:07.9Z,3,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,71,64,2024-04-04T01:08:07Z,3930000,False,,,0,,L. Dort Free Throw 1 of 1 (9 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,9.0,,,,,,,,
406,PT06M28.00S,2024-04-04T01:08:27.0Z,3,REGULAR,3pt,Jump Shot,[],201143,29.77989487516426,22.794117647058822,1610612738,74,64,2024-04-04T01:08:31Z,3940000,False,136.0,227.0,1,left,A. Horford 26' 3PT  (13 PTS) (P. Pritchard 6 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,26.5,Made,Horford,A. Horford,,,,,,,,,,13.0,,,,P. Pritchard,1630202.0,6.0,,
408,PT06M15.00S,2024-04-04T01:08:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,94.56307490144546,58.57843137254902,1610612760,74,64,2024-04-04T01:08:50Z,3960000,False,43.0,-1.0,1,right,MISS C. Wallace driving Layup - blocked,"[1641717, 201950]",1610612760.0,OKC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.29,Missed,Wallace,C. Wallace,,,,,,,,,,,Holiday,201950.0,,,,,,
409,PT06M15.00S,2024-04-04T01:08:42.6Z,3,REGULAR,block,,[],201950,,,1610612760,74,64,2024-04-04T01:08:46Z,3970000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
410,PT06M14.00S,2024-04-04T01:08:43.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,74,64,2024-04-04T01:08:50Z,3980000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,408.0,,,,,,,,,,,,,,,,,
412,PT06M14.00S,2024-04-04T01:08:48.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612760,74,64,2024-04-04T01:08:55Z,4000000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
413,PT06M14.00S,2024-04-04T01:08:48.6Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,74,64,2024-04-04T01:08:55Z,4010000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
414,PT06M14.00S,2024-04-04T01:08:48.6Z,3,REGULAR,substitution,in,[],1630573,,,1610612760,74,64,2024-04-04T01:08:55Z,4020000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
415,PT06M14.00S,2024-04-04T01:08:48.6Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,74,64,2024-04-04T01:08:55Z,4030000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
416,PT06M13.00S,2024-04-04T01:09:09.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612760,74,64,2024-04-04T01:09:15Z,4040000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Wallace 2 FT),"[1630573, 1641717]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Hauser,S. Hauser,,,,,2534.0,2.0,0.0,Wallace,1641717.0,,,,,,,,,
418,PT06M13.00S,2024-04-04T01:09:33.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641717,,,1610612760,74,65,2024-04-04T01:09:33Z,4060000,False,,,0,,C. Wallace Free Throw 1 of 2 (7 PTS),[1641717],1610612760.0,OKC,,,,,,,,,,Made,Wallace,C. Wallace,,,,,,,,,,7.0,,,,,,,,
419,PT06M13.00S,2024-04-04T01:09:48.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641717,,,1610612760,74,66,2024-04-04T01:09:48Z,4070000,False,,,0,,C. Wallace Free Throw 2 of 2 (8 PTS),[1641717],1610612760.0,OKC,,,,,,,,,,Made,Wallace,C. Wallace,,,,,,,,,,8.0,,,,,,,,
420,PT05M56.00S,2024-04-04T01:10:09.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,25.18068331143233,52.94117647058824,1610612738,74,66,2024-04-04T01:10:16Z,4080000,False,-15.0,184.0,1,left,MISS J. Tatum 18' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Center,18.48,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
421,PT05M54.00S,2024-04-04T01:10:11.0Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,74,66,2024-04-04T01:10:16Z,4090000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:5),[1631096],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Holmgren,C. Holmgren,420.0,6.0,5.0,1.0,,,,,,,,,,,,,,
422,PT05M42.00S,2024-04-04T01:10:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,48.529411764705884,1610612760,74,68,2024-04-04T01:10:27Z,4100000,False,-7.0,16.0,1,right,L. Dort cutting Layup (11 PTS) (C. Wallace 5 AST),"[1629652, 1641717]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.75,Made,Dort,L. Dort,,,,,,,,,,11.0,,,,C. Wallace,1641717.0,5.0,,
