actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
34,PT08M04.00S,2024-01-20T00:47:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,17.427726675427067,38.48039215686275,1610612743,11,12,2024-01-20T00:48:05Z,330000,False,58.0,111.0,1,left,N. Jokic 12' turnaround fadeaway Jump Shot (6 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,12.53,Made,6.0,,,,,,,,,,,,,,,,,
35,PT07M56.00S,2024-01-20T00:48:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,87.72996057818659,37.254901960784316,1610612738,11,12,2024-01-20T00:48:13Z,340000,False,-64.0,63.0,1,right,MISS J. Brown 8' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,8.95,Missed,,,,,,,,,,,,,,,,,,
36,PT07M55.00S,2024-01-20T00:48:09.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,11,12,2024-01-20T00:48:09Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,35.0,,,,,,,,,,,
38,PT07M51.00S,2024-01-20T00:48:28.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,86.99080157687253,2.473958333333333,1610612738,11,12,2024-01-20T00:48:35Z,370000,False,-238.0,70.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,24.76,Missed,,,,,,,,,,,,,,,,,,
39,PT07M48.00S,2024-01-20T00:48:31.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,11,12,2024-01-20T00:48:35Z,380000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,
40,PT07M45.00S,2024-01-20T00:48:34.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,33.722076215505915,53.18627450980392,1610612743,11,12,2024-01-20T00:49:06Z,390000,False,-16.0,264.0,1,left,MISS M. Porter Jr. 26' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
41,PT07M41.00S,2024-01-20T00:48:38.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,12,2024-01-20T00:48:40Z,400000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
42,PT07M36.00S,2024-01-20T00:48:42.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,83.52496714848883,3.6764705882352944,1610612738,14,12,2024-01-20T00:48:49Z,410000,False,-232.0,102.0,1,right,J. Holiday 25' 3PT running (3 PTS) (D. White 1 AST),"[201950, 1628401]",1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.32,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
44,PT07M21.00S,2024-01-20T00:48:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612743,14,12,2024-01-20T00:49:11Z,430000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627759, 203932]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,,1.0,0.0,Gordon,203932.0,,,,
46,PT07M21.00S,2024-01-20T00:49:31.9Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,14,13,2024-01-20T00:49:31Z,450000,False,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
47,PT07M21.00S,2024-01-20T00:49:31.9Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,14,13,2024-01-20T00:49:56Z,460000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT07M20.00S,2024-01-20T00:49:32.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,14,13,2024-01-20T00:50:13Z,470000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT07M03.00S,2024-01-20T00:50:13.8Z,1,REGULAR,foul,personal,[],1627750,,,1610612738,14,13,2024-01-20T00:50:19Z,480000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1628369]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,,1.0,0.0,Tatum,1628369.0,,,,
51,PT06M48.00S,2024-01-20T00:50:50.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,14,13,2024-01-20T00:50:57Z,500000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,201246.0,,,,,,,,,,,,,
52,PT06M48.00S,2024-01-20T00:50:58.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,14,13,2024-01-20T00:50:58Z,510000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M48.00S,2024-01-20T00:53:51.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612743,14,13,2024-01-20T00:54:09Z,520000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M48.00S,2024-01-20T00:53:51.7Z,1,REGULAR,substitution,out,[],201950,,,1610612743,14,13,2024-01-20T00:54:09Z,530000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M48.00S,2024-01-20T00:53:51.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612743,14,13,2024-01-20T00:54:09Z,540000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M48.00S,2024-01-20T00:53:51.7Z,1,REGULAR,substitution,in,[],201143,,,1610612743,14,13,2024-01-20T00:54:09Z,550000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M35.00S,2024-01-20T00:54:37.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203999,22.815374507227332,49.26470588235294,1610612743,14,13,2024-01-20T00:54:43Z,560000,False,4.0,162.0,1,left,MISS N. Jokic 16' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,16.2,Missed,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2024-01-20T00:54:40.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,14,13,2024-01-20T00:54:43Z,570000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT06M27.00S,2024-01-20T00:54:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.64323258869908,53.431372549019606,1610612738,16,13,2024-01-20T00:55:35Z,580000,False,17.0,7.0,1,right,D. White driving Layup (2 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.87,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M14.00S,2024-01-20T00:54:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,9.543363994743759,40.931372549019606,1610612743,16,15,2024-01-20T00:55:06Z,590000,False,45.0,37.0,1,left,J. Murray driving Layup (4 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.86,Made,4.0,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2024-01-20T00:55:11.0Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612738,16,15,2024-01-20T00:57:12Z,600000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1627750, 204001]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,200834.0,,,,,,2.0,0.0,Porzingis,204001.0,,,,
63,PT06M02.00S,2024-01-20T00:55:47.4Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,17,15,2024-01-20T00:57:20Z,620000,False,,,0,,K. Porzingis Free Throw 1 of 2 (12 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
66,PT06M02.00S,2024-01-20T00:55:47.4Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,18,15,2024-01-20T00:57:20Z,650000,False,,,0,,K. Porzingis Free Throw 2 of 2 (13 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2024-01-20T00:55:48.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,18,15,2024-01-20T00:57:27Z,655000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M02.00S,2024-01-20T00:55:48.0Z,1,REGULAR,substitution,in,[],202704,,,1610612743,18,15,2024-01-20T00:57:27Z,657500,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M44.00S,2024-01-20T00:56:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,9.149145860709593,45.09803921568628,1610612743,18,15,2024-01-20T00:56:49Z,660000,False,25.0,34.0,1,left,MISS A. Gordon reverse Layup,[203932],1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,,
68,PT05M42.00S,2024-01-20T00:56:28.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,18,15,2024-01-20T00:56:32Z,670000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,
69,PT05M30.00S,2024-01-20T00:56:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.19776609724047,55.14705882352941,1610612738,18,15,2024-01-20T00:56:45Z,680000,False,26.0,21.0,1,right,MISS J. Brown cutting Layup - blocked,"[1627759, 203932]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,Gordon,203932.0,,
70,PT05M30.00S,2024-01-20T00:56:40.5Z,1,REGULAR,block,,[],203932,,,1610612738,18,15,2024-01-20T00:56:42Z,690000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M29.00S,2024-01-20T00:56:41.5Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,18,15,2024-01-20T00:56:45Z,700000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,
72,PT05M16.00S,2024-01-20T00:56:55.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.966491458607096,56.372549019607845,1610612743,18,17,2024-01-20T00:57:01Z,710000,False,-32.0,22.0,1,left,N. Jokic driving Layup (8 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.9,Made,8.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
74,PT04M54.00S,2024-01-20T00:57:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612738,18,17,2024-01-20T00:57:27Z,730000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1629008, 204001]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,,,,,,1.0,0.0,Porzingis,204001.0,,,,
76,PT04M54.00S,2024-01-20T00:57:44.8Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,19,17,2024-01-20T00:57:44Z,750000,False,,,0,,K. Porzingis Free Throw 1 of 2 (14 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
77,PT04M54.00S,2024-01-20T00:58:05.1Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,20,17,2024-01-20T00:58:05Z,760000,False,,,0,,K. Porzingis Free Throw 2 of 2 (15 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
78,PT04M42.00S,2024-01-20T00:58:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,30.436925098554536,77.94117647058823,1610612743,20,17,2024-01-20T00:58:26Z,770000,False,-140.0,234.0,1,left,MISS M. Porter Jr. 27' 3PT - blocked,"[1629008, 1628401]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,White,1628401.0,,
79,PT04M42.00S,2024-01-20T00:58:19.1Z,1,REGULAR,block,,[],1628401,,,1610612743,20,17,2024-01-20T00:58:21Z,780000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2024-01-20T00:58:23.1Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,20,17,2024-01-20T00:58:26Z,790000,False,,,0,,N. Jokic REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,78.0,3.0,1.0,2.0,,,,,,,,
81,PT04M35.00S,2024-01-20T00:58:26.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,10.33180026281209,98.0392156862745,1610612743,20,20,2024-01-20T00:58:31Z,800000,False,-240.0,45.0,1,left,M. Porter Jr. 24' 3PT  (5 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,24.43,Made,5.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
83,PT04M22.00S,2024-01-20T00:58:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.20170827858082,73.52941176470588,1610612738,23,20,2024-01-20T00:59:01Z,820000,False,118.0,237.0,1,right,D. White 26' 3PT  (5 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.46,Made,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
85,PT04M12.00S,2024-01-20T00:58:51.2Z,1,REGULAR,foul,personal,[],201143,,,1610612743,23,20,2024-01-20T00:58:57Z,840000,False,,,0,,A. Horford personal FOUL (1 PF),"[201143, 203999]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,200834.0,,,,,,1.0,0.0,Jokic,203999.0,,,,
87,PT04M12.00S,2024-01-20T00:58:59.8Z,1,REGULAR,substitution,out,[],203932,,,1610612743,23,20,2024-01-20T00:59:04Z,860000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
