actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-10T00:40:55.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-10T00:40:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-10T00:40:58.3Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-02-10T00:40:58Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Avdija: Tip to D. White,"[1628401, 204001, 1630166]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-10T00:41:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.24901445466492,46.568627450980394,1610612738,0,0,2024-02-10T00:41:31Z,70000,False,-17.0,11.0,1,right,MISS J. Holiday driving reverse Layup,[201950],1610612738.0,BOS,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-02-10T00:41:14.8Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,0,0,2024-02-10T00:42:32Z,80000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-02-10T00:41:17.8Z,1,REGULAR,turnover,lost ball,[],1626145,,,1610612764,0,0,2024-02-10T00:41:22Z,90000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1626145, 1628401]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,1.0,White,1628401.0,,,,,,,,,,,
10,PT11M37.00S,2024-02-10T00:41:17.8Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,0,2024-02-10T00:41:19Z,100000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M32.00S,2024-02-10T00:41:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,94.43166885676742,54.65686274509803,1610612738,2,0,2024-02-10T00:41:28Z,110000,False,23.0,0.0,1,right,J. Tatum running Layup (2 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,
13,PT11M14.00S,2024-02-10T00:41:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,19.398817345597898,34.80392156862745,1610612764,2,2,2024-02-10T00:43:44Z,130000,False,76.0,130.0,1,left,J. Poole 15' Jump Shot (2 PTS) (K. Kuzma 1 AST),"[1629673, 1628398]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Right,15.04,Made,,,,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,
15,PT11M01.00S,2024-02-10T00:41:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,80.89684625492772,60.78431372549019,1610612738,4,2,2024-02-10T00:41:57Z,150000,False,54.0,127.0,1,right,K. Porzingis 13' pullup Jump Shot (2 PTS),[204001],1610612738.0,BOS,pullup,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,13.81,Made,,,,,,,,2.0,,,,,,,,,,
16,PT10M52.00S,2024-02-10T00:42:02.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,25.18068331143233,14.215686274509803,1610612764,4,2,2024-02-10T00:44:07Z,160000,False,179.0,184.0,1,left,MISS B. Coulibaly 25' pullup 3PT,[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
