actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-30T00:40:28.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-30T00:40:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-30T00:40:30.3Z,1,REGULAR,jumpball,recovered,[],1629627,,,1610612740,0,0,2024-01-30T00:40:30Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. A. Horford: Tip to Z. Williamson,"[1629627, 202685, 201143]",1610612740.0,NOP,startperiod,Z. Williamson,1629627.0,Williamson,Z. Williamson,Valanciunas,202685.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-01-30T00:40:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.64323258869908,47.549019607843135,1610612740,0,0,2024-01-30T00:40:45Z,70000,False,-12.0,7.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-01-30T00:40:42.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2024-01-30T00:40:45Z,80000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M38.00S,2024-01-30T00:40:58.2Z,1,REGULAR,3pt,Jump Shot,[],201143,27.808804204993432,81.86274509803921,1610612738,3,0,2024-01-30T00:41:08Z,100000,False,-159.0,209.0,1,left,A. Horford 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
12,PT11M23.00S,2024-01-30T00:41:11.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,76.69185282522996,75.24509803921569,1610612740,3,2,2024-01-30T00:41:16Z,120000,False,126.0,167.0,1,right,B. Ingram 20' pullup Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,20.9,Made,,,,,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,
13,PT11M04.00S,2024-01-30T00:41:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,11.777266754270697,53.92156862745098,1610612738,3,2,2024-01-30T00:41:36Z,130000,False,-20.0,58.0,1,left,MISS J. Holiday 6' driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2024-01-30T00:41:34.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,3,2,2024-01-30T00:41:36Z,140000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M54.00S,2024-01-30T00:41:40.7Z,1,REGULAR,3pt,Jump Shot,[],1627742,67.62483574244416,37.00980392156863,1610612740,3,2,2024-01-30T00:41:45Z,150000,False,-65.0,252.0,1,right,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2024-01-30T00:41:42.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,2,2024-01-30T00:41:45Z,160000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M46.00S,2024-01-30T00:41:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612738,3,2,2024-01-30T00:41:57Z,170000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Brown 2 FT),"[1627742, 1627759]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Brown,1627759.0,,,,,
20,PT10M46.00S,2024-01-30T00:42:15.8Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,3,2,2024-01-30T00:42:15Z,190000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M46.00S,2024-01-30T00:42:15.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,3,2,2024-01-30T00:42:15Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
