actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT06M19.00S,2024-01-06T00:22:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.80354796320631,45.588235294117645,1610612762,15,8,2024-01-06T00:24:49Z,860000,False,-22.0,25.0,1,right,MISS L. Markkanen cutting Layup - blocked,"[1628374, 204001]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,3.3,Missed,Porzingis,204001.0,,,,,,,,,,,,,
130,PT06M19.00S,2024-01-06T00:22:08.7Z,1,REGULAR,block,,[],204001,,,1610612762,15,8,2024-01-06T00:27:54Z,865000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT06M19.00S,2024-01-06T00:22:08.7Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,15,8,2024-01-06T00:22:16Z,870000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,
88,PT06M15.00S,2024-01-06T00:22:13.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,68.01905387647832,64.4607843137255,1610612762,15,8,2024-01-06T00:22:19Z,880000,False,72.0,248.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,25.84,Missed,,,,,,,,,,,,,,,
89,PT06M10.00S,2024-01-06T00:22:18.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,15,8,2024-01-06T00:22:19Z,890000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,88.0,3.0,3.0,0.0,,,,,,,,,
90,PT06M05.00S,2024-01-06T00:22:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204001,27.414586070959263,87.00980392156863,1610612738,18,8,2024-01-06T00:26:14Z,900000,False,-185.0,205.0,1,left,K. Porzingis 27' 3PT running (5 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,running,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,27.63,Made,,,,,,,,,,,,5.0,J. Brown,1627759.0,1.0
93,PT05M41.00S,2024-01-06T00:22:46.9Z,1,REGULAR,2pt,Jump Shot,[],203903,84.1819973718791,73.52941176470588,1610612762,18,8,2024-01-06T00:22:54Z,920000,False,118.0,96.0,1,right,MISS J. Clarkson 15' fadeaway Shot,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,,,,15.19,Missed,,,,,,,,,,,,,,,
94,PT05M39.00S,2024-01-06T00:22:48.9Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,18,8,2024-01-06T00:22:54Z,930000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,
95,PT05M34.00S,2024-01-06T00:22:55.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,8.886333771353483,51.9607843137255,1610612738,20,8,2024-01-06T00:23:08Z,940000,False,-10.0,31.0,1,left,D. White running Layup (5 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,3.25,Made,,,,,,,,,,,,5.0,,,
96,PT05M22.00S,2024-01-06T00:23:10.5Z,1,REGULAR,turnover,out-of-bounds,[],1631323,,,1610612762,20,8,2024-01-06T00:23:17Z,950000,False,,,0,,S. Fontecchio lost ball out-of-bounds TURNOVER (2 TO),[1631323],1610612762.0,UTA,lost ball,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,203591.0,,,,,,,,
97,PT05M15.00S,2024-01-06T00:23:29.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,8.886333771353483,96.32352941176471,1610612738,23,8,2024-01-06T00:23:37Z,960000,False,-232.0,31.0,1,left,S. Hauser 3PT  (3 PTS) (K. Porzingis 2 AST),"[1630573, 204001]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,23.37,Made,,,,,,,,,,,,3.0,K. Porzingis,204001.0,2.0
99,PT04M57.00S,2024-01-06T00:23:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,95.00657030223391,56.640625,1610612762,23,10,2024-01-06T00:27:32Z,980000,False,33.0,-6.0,1,right,W. Kessler alley-oop Layup (2 PTS) (L. Markkanen 2 AST),"[1631117, 1628374]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,3.37,Made,,,,,,,,,,,,2.0,L. Markkanen,1628374.0,2.0
101,PT04M43.00S,2024-01-06T00:24:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.225361366622867,20.34313725490196,1610612738,23,10,2024-01-06T00:24:12Z,1000000,False,148.0,241.0,1,left,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,28.3,Missed,,,,,,,,,,,,,,,
102,PT04M39.00S,2024-01-06T00:24:05.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,23,10,2024-01-06T00:24:12Z,1010000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,
103,PT04M26.00S,2024-01-06T00:24:17.2Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,23,10,2024-01-06T00:24:21Z,1020000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1629052]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,1.0,Brissett,1629052.0,,,,,,,,,,,,,,,,,
104,PT04M26.00S,2024-01-06T00:24:17.2Z,1,REGULAR,steal,,[],1629052,,,1610612738,23,10,2024-01-06T00:24:19Z,1030000,False,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
105,PT04M21.00S,2024-01-06T00:24:22.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630573,8.492115637319317,50.245098039215684,1610612738,25,10,2024-01-06T00:28:11Z,1040000,False,-1.0,27.0,1,left,S. Hauser alley-oop DUNK (5 PTS) (J. Brown 2 AST),"[1630573, 1627759]",1610612738.0,BOS,alley-oop,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,2.73,Made,,,,,,,,,,,,5.0,J. Brown,1627759.0,2.0
107,PT03M57.00S,2024-01-06T00:24:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,71.96123521681997,17.15686274509804,1610612762,25,10,2024-01-06T00:28:33Z,1060000,False,-164.0,211.0,1,right,MISS L. Markkanen 26' pullup 3PT,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,26.74,Missed,,,,,,,,,,,,,,,
108,PT03M55.00S,2024-01-06T00:24:48.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,25,10,2024-01-06T00:24:56Z,1070000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,107.0,4.0,4.0,0.0,,,,,,,,,
109,PT03M46.00S,2024-01-06T00:24:57.8Z,1,REGULAR,3pt,Jump Shot,[],204001,30.042706964520367,79.41176470588235,1610612738,25,10,2024-01-06T00:25:07Z,1080000,False,-147.0,230.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,27.29,Missed,,,,,,,,,,,,,,,
110,PT03M44.00S,2024-01-06T00:24:59.8Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,25,10,2024-01-06T00:25:07Z,1090000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT03M29.00S,2024-01-06T00:25:14.8Z,1,REGULAR,3pt,Jump Shot,[],1631323,91.01511169513797,3.1862745098039214,1610612762,25,10,2024-01-06T00:29:01Z,1100000,False,-234.0,32.0,1,right,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,23.63,Missed,,,,,,,,,,,,,,,
112,PT03M27.00S,2024-01-06T00:25:16.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,25,10,2024-01-06T00:25:22Z,1110000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,
113,PT03M22.00S,2024-01-06T00:25:22.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,32.40801576872536,68.38235294117648,1610612738,25,10,2024-01-06T00:25:30Z,1120000,False,-92.0,252.0,1,left,MISS D. White 26' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,26.83,Missed,,,,,,,,,,,,,,,
114,PT03M18.00S,2024-01-06T00:25:26.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,25,10,2024-01-06T00:25:30Z,1130000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,
115,PT03M00.00S,2024-01-06T00:25:44.1Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,25,10,2024-01-06T00:25:48Z,1140000,False,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 1630573]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,2.0,Hauser,1630573.0,,,,,,,,,,,,,,,,,
116,PT03M00.00S,2024-01-06T00:25:44.1Z,1,REGULAR,steal,,[],1630573,,,1610612738,25,10,2024-01-06T00:25:45Z,1150000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2024-01-06T00:25:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,10.726018396846255,56.127450980392155,1610612738,25,10,2024-01-06T00:25:56Z,1160000,False,-31.0,48.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,5.72,Missed,,,,,,,,,,,,,,,
118,PT02M53.00S,2024-01-06T00:25:51.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,25,10,2024-01-06T00:25:56Z,1170000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,117.0,2.0,1.0,1.0,,,,,,,,,
119,PT02M42.00S,2024-01-06T00:26:03.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,79.31997371879106,5.392156862745098,1610612762,25,10,2024-01-06T00:26:14Z,1180000,False,-223.0,142.0,1,right,MISS K. George 26' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,26.43,Missed,,,,,,,,,,,,,,,
120,PT02M38.00S,2024-01-06T00:26:07.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,25,10,2024-01-06T00:26:14Z,1190000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,119.0,3.0,3.0,0.0,,,,,,,,,
121,PT02M23.00S,2024-01-06T00:26:20.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,34.11629434954008,60.5392156862745,1610612738,25,10,2024-01-06T00:29:58Z,1200000,False,-53.0,268.0,1,left,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,27.33,Missed,,,,,,,,,,,,,,,
122,PT02M17.00S,2024-01-06T00:26:26.2Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,25,10,2024-01-06T00:26:28Z,1210000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,
123,PT02M15.00S,2024-01-06T00:26:28.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,72.09264126149803,17.15686274509804,1610612762,25,10,2024-01-06T00:30:37Z,1220000,False,-164.0,210.0,1,right,MISS J. Clarkson 26' running pullup 3PT,[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,26.64,Missed,,,,,,,,,,,,,,,
124,PT02M12.00S,2024-01-06T00:26:31.6Z,1,REGULAR,rebound,offensive,[],1641718,,,1610612762,25,10,2024-01-06T00:30:37Z,1230000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,,
125,PT02M09.00S,2024-01-06T00:26:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,92.06636005256242,41.911764705882355,1610612762,25,10,2024-01-06T00:31:17Z,1240000,False,-40.0,22.0,1,right,MISS W. Kessler reverse Layup,[1631117],1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,4.6,Missed,,,,,,,,,,,,,,,
126,PT02M04.00S,2024-01-06T00:26:39.9Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,25,10,2024-01-06T00:26:39Z,1250000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,,
127,PT02M04.00S,2024-01-06T00:26:39.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203903,94.40999984741211,50.0,1610612762,25,10,2024-01-06T00:27:09Z,1260000,False,0.0,0.0,1,right,MISS J. Clarkson tip Layup,[203903],1610612762.0,UTA,tip,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
128,PT02M03.00S,2024-01-06T00:26:40.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,25,10,2024-01-06T00:33:02Z,1270000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,,
129,PT01M59.00S,2024-01-06T00:26:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,72.48685939553219,17.892156862745097,1610612762,25,13,2024-01-06T00:26:59Z,1280000,False,-161.0,206.0,1,right,K. George 26' 3PT  (3 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,26.12,Made,,,,,,,,,,,,3.0,,,
171,PT01M58.00S,2024-01-06T00:27:59.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,25,13,2024-01-06T00:34:17Z,1285000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,25,13,2024-01-06T00:29:31Z,1290000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],204001,,,1610612738,25,13,2024-01-06T00:29:31Z,1300000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,25,13,2024-01-06T00:29:31Z,1310000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1629052,,,1610612738,25,13,2024-01-06T00:29:31Z,1320000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1631323,,,1610612738,25,13,2024-01-06T00:29:31Z,1330000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612738,25,13,2024-01-06T00:29:31Z,1340000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,out,[],1631117,,,1610612738,25,13,2024-01-06T00:29:31Z,1350000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,25,13,2024-01-06T00:29:31Z,1360000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,25,13,2024-01-06T00:29:31Z,1370000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],201950,,,1610612738,25,13,2024-01-06T00:29:31Z,1380000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,25,13,2024-01-06T00:29:31Z,1390000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],1630534,,,1610612738,25,13,2024-01-06T00:29:31Z,1400000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],203482,,,1610612738,25,13,2024-01-06T00:29:31Z,1410000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M58.00S,2024-01-06T00:29:14.0Z,1,REGULAR,substitution,in,[],1628381,,,1610612738,25,13,2024-01-06T00:29:31Z,1420000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M46.00S,2024-01-06T00:29:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630202,29.77989487516426,20.34313725490196,1610612738,25,13,2024-01-06T00:30:08Z,1430000,False,148.0,227.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,27.15,Missed,,,,,,,,,,,,,,,
146,PT01M42.00S,2024-01-06T00:30:02.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,25,13,2024-01-06T00:30:08Z,1440000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,
147,PT01M29.00S,2024-01-06T00:30:14.1Z,1,REGULAR,3pt,Jump Shot,[],1641718,72.35545335085413,14.215686274509803,1610612762,25,13,2024-01-06T00:30:19Z,1450000,False,-179.0,207.0,1,right,MISS K. George 27' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,27.39,Missed,,,,,,,,,,,,,,,
148,PT01M26.00S,2024-01-06T00:30:17.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,25,13,2024-01-06T00:30:19Z,1460000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,
149,PT01M23.00S,2024-01-06T00:30:25.4Z,1,REGULAR,foul,personal,[],1630534,,,1610612738,25,13,2024-01-06T00:30:33Z,1470000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1628436]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203591.0,1.0,0.0,Kornet,1628436.0,,,,
151,PT01M14.00S,2024-01-06T00:30:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,10.33180026281209,56.372549019607845,1610612738,25,13,2024-01-06T00:30:52Z,1490000,False,-32.0,45.0,1,left,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,5.48,Missed,,,,,,,,,,,,,,,
152,PT01M12.00S,2024-01-06T00:30:49.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,25,13,2024-01-06T00:30:52Z,1500000,False,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,151.0,4.0,4.0,0.0,,,,,,,,,
153,PT01M02.00S,2024-01-06T00:31:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612762,25,13,2024-01-06T00:31:08Z,1510000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (George 2 FT),"[1630202, 1641718]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203591.0,1.0,0.0,George,1641718.0,,,,
155,PT01M02.00S,2024-01-06T00:31:28.0Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,25,14,2024-01-06T00:31:28Z,1530000,False,,,0,,K. George Free Throw 1 of 2 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,,,,,,,,,,,,4.0,,,
156,PT01M02.00S,2024-01-06T00:31:44.3Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,25,15,2024-01-06T00:31:44Z,1540000,False,,,0,,K. George Free Throw 2 of 2 (5 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,,,,,,,,,,,,5.0,,,
157,PT00M44.30S,2024-01-06T00:32:04.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,26.231931668856767,87.25490196078431,1610612738,25,15,2024-01-06T00:32:09Z,1550000,False,-186.0,194.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,26.9,Missed,,,,,,,,,,,,,,,
158,PT00M41.50S,2024-01-06T00:32:06.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,25,15,2024-01-06T00:32:09Z,1560000,False,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,157.0,5.0,5.0,0.0,,,,,,,,,
159,PT00M34.60S,2024-01-06T00:32:14.3Z,1,REGULAR,3pt,Jump Shot,[],203482,73.14388961892247,81.86274509803921,1610612762,25,15,2024-01-06T00:32:20Z,1570000,False,159.0,200.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,25.56,Missed,,,,,,,,,,,,,,,
160,PT00M31.70S,2024-01-06T00:32:17.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,15,2024-01-06T00:32:20Z,1580000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,,
161,PT00M27.60S,2024-01-06T00:32:22.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612738,25,15,2024-01-06T00:32:34Z,1590000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630534, 1628369]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Tatum,1628369.0,,,,
