actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-10-27T23:43:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-27T23:43:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-10-27T23:43:33.1Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2023-10-27T23:43:33Z,40000,False,,,0,,Jump Ball K. Porzingis vs. B. Adebayo: Tip to D. White,"[1628401, 204001, 1628389]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-10-27T23:43:45.2Z,1,REGULAR,3pt,Jump Shot,[],201950,90.48948751642575,95.58823529411765,1610612738,3,0,2023-10-27T23:43:50Z,70000,False,228.0,37.0,1,right,J. Holiday 3PT  (3 PTS) (J. Tatum 1 AST),"[201950, 1628369]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.09,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
10,PT11M26.00S,2023-10-27T23:44:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.011169513797633,38.48039215686275,1610612748,3,2,2023-10-27T23:44:33Z,100000,False,58.0,79.0,1,left,B. Adebayo 9' step back Jump Shot (2 PTS),[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,9.79,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-10-27T23:44:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.86136662286465,58.57843137254902,1610612738,3,2,2023-10-27T23:44:43Z,110000,False,43.0,62.0,1,right,MISS J. Brown 7' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2023-10-27T23:44:40.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,3,2,2023-10-27T23:44:43Z,120000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M06.00S,2023-10-27T23:44:46.2Z,1,REGULAR,3pt,Jump Shot,[],201567,35.29894875164258,47.30392156862745,1610612748,3,2,2023-10-27T23:44:55Z,130000,False,13.0,279.0,1,left,MISS K. Love 27' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2023-10-27T23:44:52.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,2,2023-10-27T23:44:55Z,140000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M53.00S,2023-10-27T23:44:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.77463863337714,44.36274509803921,1610612738,3,2,2023-10-27T23:45:03Z,150000,False,-28.0,6.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2023-10-27T23:45:01.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,3,2,2023-10-27T23:45:03Z,160000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
