actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-14T00:11:49.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-14T00:11:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-14T00:11:51.2Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-01-14T00:11:51Z,40000,False,,,0,,Jump Ball K. Porzingis vs. A. Sengun: Tip to D. White,"[1628401, 204001, 1630578]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-01-14T00:12:10.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,8.492115637319317,6.127450980392156,1610612738,0,0,2024-01-14T00:12:17Z,70000,False,219.0,27.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,22.11,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-01-14T00:12:13.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2024-01-14T00:12:17Z,80000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-01-14T00:12:27.3Z,1,REGULAR,2pt,Jump Shot,[],1630578,78.53153745072274,53.431372549019606,1610612745,0,2,2024-01-14T00:12:45Z,90000,False,17.0,149.0,1,right,A. Sengun 15' floating Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.03,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
11,PT11M11.00S,2024-01-14T00:12:37.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,21.632720105124836,17.892156862745097,1610612738,2,2,2024-01-14T00:12:59Z,110000,False,161.0,151.0,1,left,J. Brown 22' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,22.02,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M01.00S,2024-01-14T00:12:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612745,2,2,2024-01-14T00:12:56Z,120000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Brooks 2 FT),"[1628369, 1628415]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202056.0,1.0,0.0,Brooks,1628415.0,,,,,
14,PT11M01.00S,2024-01-14T00:13:15.2Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,2,3,2024-01-14T00:13:15Z,140000,False,,,0,,D. Brooks Free Throw 1 of 2 (1 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M01.00S,2024-01-14T00:13:30.7Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,2,4,2024-01-14T00:13:30Z,150000,False,,,0,,D. Brooks Free Throw 2 of 2 (2 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M53.00S,2024-01-14T00:13:52.7Z,1,REGULAR,2pt,Jump Shot,[],204001,15.719448094612352,76.7156862745098,1610612738,4,4,2024-01-14T00:13:59Z,170000,False,-134.0,95.0,1,left,K. Porzingis 16' bank Jump Shot (2 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left,16.41,Made,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
19,PT10M39.00S,2024-01-14T00:14:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.67214191852825,56.372549019607845,1610612745,4,4,2024-01-14T00:14:11Z,190000,False,32.0,26.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2024-01-14T00:14:07.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,4,4,2024-01-14T00:14:07Z,200000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M34.00S,2024-01-14T00:14:11.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,84.83902759526939,4.411764705882353,1610612745,4,4,2024-01-14T00:14:17Z,210000,False,-228.0,90.0,1,right,MISS D. Brooks 24' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
