actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-30T00:40:15.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-30T00:40:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-30T00:40:18.0Z,1,REGULAR,jumpball,recovered,[],1628384,,,1610612761,0,0,2023-12-30T00:40:18Z,40000,False,,,0,,Jump Ball J. Poeltl vs. L. Kornet: Tip to O. Anunoby,"[1628384, 1627751, 1628436]",1610612761.0,TOR,startperiod,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Poeltl,1627751.0,Kornet,1628436.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-12-30T00:40:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,91.93495400788436,45.34313725490196,1610612761,0,0,2023-12-30T00:40:35Z,70000,False,-23.0,23.0,1,right,MISS J. Poeltl cutting Layup - blocked,"[1627751, 1628436]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.3,Missed,Kornet,1628436.0,,,,,,,,,,,,,,,,
8,PT11M46.00S,2023-12-30T00:40:28.5Z,1,REGULAR,block,,[],1628436,,,1610612761,0,0,2023-12-30T00:40:30Z,80000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2023-12-30T00:40:30.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2023-12-30T00:40:35Z,90000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M39.00S,2023-12-30T00:40:35.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,30.56833114323259,83.33333333333334,1610612738,0,0,2023-12-30T00:41:41Z,100000,False,-167.0,235.0,1,left,MISS J. Holiday 28' running 3PT,[201950],1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,28.8,Missed,,,,,,,,,,,,,,,,,,
11,PT11M37.00S,2023-12-30T00:40:37.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2023-12-30T00:40:44Z,110000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M32.00S,2023-12-30T00:40:42.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,92.59198423127464,51.71568627450981,1610612761,0,2,2023-12-30T00:40:55Z,120000,False,9.0,17.0,1,right,O. Anunoby running alley-oop DUNK (2 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",1610612761.0,TOR,running alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,
14,PT11M12.00S,2023-12-30T00:41:02.4Z,1,REGULAR,2pt,Jump Shot,[],1628401,19.053876478318003,73.30729166666666,1610612738,0,2,2023-12-30T00:41:07Z,140000,False,-117.0,127.0,1,left,MISS D. White 17' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Left Center,17.2,Missed,,,,,,,,,,,,,,,,,,
15,PT11M10.00S,2023-12-30T00:41:04.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,2,2023-12-30T00:41:11Z,150000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M02.00S,2023-12-30T00:41:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,93.11760840998686,60.29411764705882,1610612761,0,2,2023-12-30T00:41:42Z,160000,False,51.0,12.0,1,right,MISS J. Poeltl Hook,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
17,PT11M00.00S,2023-12-30T00:41:15.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,0,2,2023-12-30T00:41:42Z,170000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M52.00S,2023-12-30T00:41:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.77989487516426,18.38235294117647,1610612738,3,2,2023-12-30T00:41:30Z,180000,False,158.0,227.0,1,left,S. Hauser 27' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,27.7,Made,,,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,
