actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
498,PT10M18.00S,2024-02-05T00:46:22.5Z,4,REGULAR,turnover,out-of-bounds,[],1631367,,,1610612763,101,79,2024-02-05T00:46:26Z,4910000,False,,,0,,J. Gilyard bad pass out-of-bounds TURNOVER (3 TO),[1631367],1610612763.0,MEM,bad pass,,,Gilyard,J. Gilyard,,,,,Mid-Range,8-16 Left,2003.0,,,,,,,,3.0,,,,,,,,,,,
499,PT10M13.00S,2024-02-05T00:46:27.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201950,70.38436268068331,23.284313725490197,1610612738,101,79,2024-02-05T00:48:41Z,4920000,False,-134.0,226.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.24,,,,,,,,,,
500,PT10M12.00S,2024-02-05T00:46:28.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,101,79,2024-02-05T00:53:07Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,499.0,,,,,,,,,,,,,
501,PT10M11.00S,2024-02-05T00:46:46.0Z,4,REGULAR,turnover,offensive goaltending,[],1629052,,,1610612738,101,79,2024-02-05T00:47:03Z,4940000,False,,,0,,O. Brissett offensive goaltending TURNOVER (1 TO),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,1.0,,,,,,,,,,,
502,PT09M57.00S,2024-02-05T00:47:00.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628379,19.66162943495401,37.00980392156863,1610612763,101,81,2024-02-05T00:47:09Z,4950000,False,65.0,132.0,1,left,L. Kennard 14' pullup Jump Shot (11 PTS),[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,11.0,,14.74,,,,,,,,,,
503,PT09M40.00S,2024-02-05T00:47:21.1Z,4,REGULAR,foul,personal,['2freethrow'],1631367,,,1610612738,101,81,2024-02-05T00:47:29Z,4960000,False,,,0,,J. Gilyard shooting personal FOUL (2 PF) (Holiday 2 FT),"[1631367, 201950]",1610612763.0,MEM,shooting,,,Gilyard,J. Gilyard,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,
505,PT09M40.00S,2024-02-05T00:47:41.1Z,4,REGULAR,freethrow,1 of 2,[],201950,,,1610612738,102,81,2024-02-05T00:47:41Z,4980000,False,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
506,PT09M40.00S,2024-02-05T00:47:44.3Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,102,81,2024-02-05T00:47:52Z,4990000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M40.00S,2024-02-05T00:47:44.3Z,4,REGULAR,substitution,in,[],1629674,,,1610612738,102,81,2024-02-05T00:47:52Z,5000000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M40.00S,2024-02-05T00:48:02.7Z,4,REGULAR,freethrow,2 of 2,[],201950,,,1610612738,103,81,2024-02-05T00:48:02Z,5010000,False,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
509,PT09M25.00S,2024-02-05T00:48:21.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,14.799605781865965,40.44117647058824,1610612763,103,81,2024-02-05T00:48:28Z,5020000,False,48.0,87.0,1,left,MISS L. Kennard 9' turnaround fadeaway Shot,[1628379],1610612763.0,MEM,turnaround fadeaway,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,9.89,,,,,,,,,,
510,PT09M23.00S,2024-02-05T00:48:23.9Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612738,103,81,2024-02-05T00:48:28Z,5030000,False,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,509.0,,,,2.0,1.0,1.0,,,,,,,
511,PT09M08.00S,2024-02-05T00:48:37.4Z,4,REGULAR,3pt,Jump Shot,[],1630573,82.07950065703022,3.6764705882352944,1610612738,103,81,2024-02-05T00:48:42Z,5040000,False,-232.0,116.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,25.9,,,,,,,,,,
512,PT09M05.00S,2024-02-05T00:48:40.4Z,4,REGULAR,rebound,defensive,[],1641998,,,1610612763,103,81,2024-02-05T00:48:42Z,5050000,False,,,0,,T. Jemison REBOUND (Off:1 Def:2),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Above the Break 3,24+ Left Center,,,,,,,511.0,,,,3.0,2.0,1.0,,,,,,,
513,PT08M56.00S,2024-02-05T00:48:50.0Z,4,REGULAR,turnover,bad pass,[],1630590,,,1610612763,103,81,2024-02-05T00:48:53Z,5060000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (3 TO),"[1630590, 1629674]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,,Queta,1629674.0,,
514,PT08M56.00S,2024-02-05T00:48:50.0Z,4,REGULAR,steal,,[],1629674,,,1610612738,103,81,2024-02-05T00:48:52Z,5070000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
515,PT08M43.00S,2024-02-05T00:49:03.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,68.41327201051249,66.91176470588235,1610612738,103,81,2024-02-05T00:49:10Z,5080000,False,85.0,244.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.86,,,,,,,,,,
516,PT08M41.00S,2024-02-05T00:49:05.2Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,103,81,2024-02-05T00:55:22Z,5090000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,515.0,,,,1.0,0.0,1.0,,,,,,,
517,PT08M33.00S,2024-02-05T00:49:15.6Z,4,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612738,103,81,2024-02-05T00:49:22Z,5100000,False,,,0,,S. Pippen Jr. shooting personal FOUL (4 PF) (Pritchard 2 FT),"[1630590, 1630202]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,1162.0,4.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
519,PT08M33.00S,2024-02-05T00:49:38.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630202,,,1610612738,104,81,2024-02-05T00:49:38Z,5120000,False,,,0,,P. Pritchard Free Throw 1 of 2 (3 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
520,PT08M33.00S,2024-02-05T00:49:40.1Z,4,REGULAR,substitution,out,[],201950,,,1610612738,104,81,2024-02-05T00:49:50Z,5130000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M33.00S,2024-02-05T00:49:40.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612738,104,81,2024-02-05T00:49:50Z,5140000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M33.00S,2024-02-05T00:49:40.1Z,4,REGULAR,substitution,in,[],1641775,,,1610612738,104,81,2024-02-05T00:49:50Z,5150000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M33.00S,2024-02-05T00:49:40.1Z,4,REGULAR,substitution,in,[],1641713,,,1610612738,104,81,2024-02-05T00:49:50Z,5160000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M33.00S,2024-02-05T00:50:01.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630202,,,1610612738,105,81,2024-02-05T00:50:01Z,5170000,False,,,0,,P. Pritchard Free Throw 2 of 2 (4 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
525,PT08M20.00S,2024-02-05T00:50:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641998,15.719448094612352,49.754901960784316,1610612763,105,81,2024-02-05T00:55:05Z,5180000,False,1.0,95.0,1,left,MISS T. Jemison 9' floating Shot,[1641998],1610612763.0,MEM,floating,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,9.53,,,,,,,,,,
526,PT08M17.00S,2024-02-05T00:50:18.1Z,4,REGULAR,rebound,offensive,[],1641713,,,1610612763,105,81,2024-02-05T00:50:20Z,5190000,False,,,0,,G. Jackson REBOUND (Off:2 Def:5),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,525.0,,,,7.0,5.0,2.0,,,,,,,
527,PT08M10.00S,2024-02-05T00:50:25.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,27.808804204993432,84.55882352941177,1610612763,105,81,2024-02-05T00:50:31Z,5200000,False,-173.0,209.0,1,left,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,27.11,,,,,,,,,,
528,PT08M09.00S,2024-02-05T00:50:26.3Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612738,105,81,2024-02-05T00:50:31Z,5210000,False,,,0,,O. Brissett REBOUND (Off:1 Def:2),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,,527.0,,,,3.0,2.0,1.0,,,,,,,
529,PT08M03.00S,2024-02-05T00:50:32.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641775,92.32917214191852,52.94117647058824,1610612738,107,81,2024-02-05T00:55:59Z,5220000,False,15.0,20.0,1,right,J. Walsh running DUNK (2 PTS) (O. Brissett 1 AST),"[1641775, 1629052]",1610612738.0,BOS,running,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,2.45,,,,O. Brissett,1629052.0,1.0,,,,
531,PT07M51.00S,2024-02-05T00:50:43.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,11.12023653088042,54.90196078431373,1610612763,107,83,2024-02-05T00:50:46Z,5240000,False,-25.0,52.0,1,left,S. Pippen Jr. pullup Jump Shot (15 PTS),[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,15.0,,5.75,,,,,,,,,,
532,PT07M25.00S,2024-02-05T00:51:09.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,80.3712220762155,50.245098039215684,1610612738,109,83,2024-02-05T00:51:13Z,5250000,False,1.0,132.0,1,right,P. Pritchard 13' step back Jump Shot (6 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,,13.2,,,,,,,,,,
533,PT07M13.00S,2024-02-05T00:51:25.4Z,4,REGULAR,turnover,out-of-bounds,[],1641713,,,1610612763,109,83,2024-02-05T01:03:34Z,5260000,False,,,0,,G. Jackson lost ball out-of-bounds TURNOVER (4 TO),[1641713],1610612763.0,MEM,lost ball,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,202053.0,,,,,,,,4.0,,,,,,,,,,,
534,PT07M13.00S,2024-02-05T00:51:29.1Z,4,REGULAR,substitution,out,[],1630590,,,1610612738,109,83,2024-02-05T00:51:36Z,5270000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M13.00S,2024-02-05T00:51:29.1Z,4,REGULAR,substitution,out,[],1641998,,,1610612738,109,83,2024-02-05T00:51:36Z,5280000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M13.00S,2024-02-05T00:51:29.1Z,4,REGULAR,substitution,in,[],1641787,,,1610612738,109,83,2024-02-05T00:51:36Z,5290000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M13.00S,2024-02-05T00:51:29.1Z,4,REGULAR,substitution,in,[],1631223,,,1610612738,109,83,2024-02-05T00:51:36Z,5300000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M00.00S,2024-02-05T00:51:52.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,71.56701708278581,18.137254901960784,1610612738,112,83,2024-02-05T00:51:58Z,5310000,False,-159.0,215.0,1,right,S. Hauser 26' 3PT  (3 PTS) (P. Pritchard 3 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,26.74,,,,P. Pritchard,1630202.0,3.0,,,,
540,PT06M56.00S,2024-02-05T00:52:06.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,112,83,2024-02-05T00:52:06Z,5330000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612763,112,83,2024-02-05T00:54:46Z,5340000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,out,[],1629052,,,1610612763,112,83,2024-02-05T00:54:46Z,5350000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,out,[],1630573,,,1610612763,112,83,2024-02-05T00:54:46Z,5360000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,in,[],1630625,,,1610612763,112,83,2024-02-05T00:54:46Z,5370000,False,,,0,,SUB in: D. Banton,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,in,[],1629004,,,1610612763,112,83,2024-02-05T00:54:46Z,5380000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M56.00S,2024-02-05T00:54:26.7Z,4,REGULAR,substitution,in,[],1630205,,,1610612763,112,83,2024-02-05T00:54:46Z,5390000,False,,,0,,SUB in: L. Stevens,[1630205],1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M41.00S,2024-02-05T00:55:17.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,9.543363994743759,46.07843137254902,1610612763,112,85,2024-02-05T01:13:14Z,5400000,False,20.0,37.0,1,left,D. Roddy floating Jump Shot (14 PTS) (J. Gilyard 5 AST),"[1631223, 1631367]",1610612763.0,MEM,floating,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,,4.2,,,,J. Gilyard,1631367.0,5.0,,,,
548,PT06M41.00S,2024-02-05T00:55:21.1Z,4,REGULAR,foul,personal,['1freethrow'],1630205,,,1610612763,112,85,2024-02-05T00:55:27Z,5410000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Roddy 1 FT),"[1630205, 1631223]",1610612738.0,BOS,shooting,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Roddy,1631223.0,,,,,,,,,,,,,,,
550,PT06M41.00S,2024-02-05T00:55:41.4Z,4,REGULAR,freethrow,1 of 1,[],1631223,,,1610612763,112,85,2024-02-05T00:55:45Z,5430000,False,,,0,,MISS D. Roddy Free Throw 1 of 1,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
551,PT06M41.00S,2024-02-05T00:55:41.4Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,112,85,2024-02-05T00:55:45Z,5440000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,550.0,,,,2.0,1.0,1.0,,,,,,,
552,PT06M22.00S,2024-02-05T00:55:58.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629674,92.19776609724047,49.26470588235294,1610612738,114,85,2024-02-05T00:56:02Z,5450000,False,-4.0,21.0,1,right,N. Queta turnaround Hook (2 PTS) (S. Mykhailiuk 1 AST),"[1629674, 1629004]",1610612738.0,BOS,turnaround,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,2.11,,,,S. Mykhailiuk,1629004.0,1.0,,,,
554,PT06M10.00S,2024-02-05T00:56:11.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,10.85742444152431,54.90196078431373,1610612763,114,85,2024-02-05T00:56:16Z,5470000,False,-25.0,50.0,1,left,MISS G. Jackson driving floating Shot,[1641713],1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,5.53,,,,,,,,,,
555,PT06M08.00S,2024-02-05T00:56:13.9Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612738,114,85,2024-02-05T00:56:16Z,5480000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,554.0,,,,1.0,1.0,0.0,,,,,,,
556,PT06M01.00S,2024-02-05T00:56:20.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,92.46057818659659,56.372549019607845,1610612738,114,85,2024-02-05T00:56:37Z,5490000,False,32.0,18.0,1,right,MISS L. Stevens turnaround fadeaway Shot,[1630205],1610612738.0,BOS,turnaround fadeaway,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.68,,,,,,,,,,
557,PT06M00.00S,2024-02-05T00:56:21.1Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,114,85,2024-02-05T00:56:37Z,5500000,False,,,0,,N. Queta REBOUND (Off:2 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,556.0,,,,3.0,1.0,2.0,,,,,,,
558,PT05M59.00S,2024-02-05T00:56:23.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629674,92.9862023653088,48.03921568627451,1610612738,116,85,2024-02-05T00:56:33Z,5510000,False,-10.0,13.0,1,right,N. Queta putback DUNK (4 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,,1.66,,,,,,,,,,
559,PT05M43.00S,2024-02-05T00:56:38.3Z,4,REGULAR,turnover,lost ball,[],1631223,,,1610612763,116,85,2024-02-05T00:56:41Z,5520000,False,,,0,,D. Roddy lost ball TURNOVER (3 TO),"[1631223, 1641775]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Right,,,,,,,,,3.0,,,,,,,,Walsh,1641775.0,,
560,PT05M43.00S,2024-02-05T00:56:38.3Z,4,REGULAR,steal,,[],1641775,,,1610612738,116,85,2024-02-05T00:56:40Z,5530000,False,,,0,,J. Walsh STEAL (1 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
561,PT05M37.00S,2024-02-05T00:56:44.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629004,64.73390275952694,39.46078431372549,1610612738,116,85,2024-02-05T01:00:14Z,5540000,False,-53.0,279.0,1,right,MISS S. Mykhailiuk 28' running 3PT,[1629004],1610612738.0,BOS,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,28.39,,,,,,,,,,
562,PT05M36.00S,2024-02-05T00:56:45.0Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,116,85,2024-02-05T00:56:53Z,5550000,False,,,0,,D. Roddy REBOUND (Off:1 Def:7),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,,,,,,,561.0,,,,8.0,7.0,1.0,,,,,,,
563,PT05M21.00S,2024-02-05T00:57:00.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,6.83311432325887,64.23866421568627,1610612763,116,85,2024-02-05T00:57:05Z,5560000,False,-71.0,12.0,1,left,MISS G. Jackson 7' fadeaway Shot,[1641713],1610612763.0,MEM,fadeaway,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,7.22,,,,,,,,,,
564,PT05M19.00S,2024-02-05T00:57:02.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,116,85,2024-02-05T00:57:05Z,5570000,False,,,0,,N. Queta REBOUND (Off:2 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,563.0,,,,4.0,2.0,2.0,,,,,,,
565,PT05M05.00S,2024-02-05T00:57:15.7Z,4,REGULAR,3pt,Jump Shot,[],1629004,94.1688567674113,2.941176470588235,1610612738,116,85,2024-02-05T01:02:15Z,5580000,False,-235.0,2.0,1,right,MISS S. Mykhailiuk step back 3PT,[1629004],1610612738.0,BOS,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,23.53,,,,,,,,,,
566,PT05M03.00S,2024-02-05T00:57:17.7Z,4,REGULAR,rebound,offensive,[],1630205,,,1610612738,116,85,2024-02-05T00:57:21Z,5590000,False,,,0,,L. Stevens REBOUND (Off:1 Def:1),[1630205],1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,,,,,565.0,,,,2.0,1.0,1.0,,,,,,,
567,PT05M01.00S,2024-02-05T00:57:20.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,74.58935611038108,85.04901960784314,1610612738,116,85,2024-02-05T00:57:29Z,5600000,False,175.0,186.0,1,right,MISS D. Banton 25' 3PT,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.58,,,,,,,,,,
568,PT04M59.00S,2024-02-05T00:57:22.2Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,116,85,2024-02-05T00:57:29Z,5610000,False,,,0,,N. Queta REBOUND (Off:3 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,567.0,,,,5.0,2.0,3.0,,,,,,,
569,PT04M51.00S,2024-02-05T00:57:30.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629674,92.9862023653088,49.50980392156863,1610612738,118,85,2024-02-05T00:57:33Z,5620000,False,-2.0,13.0,1,right,N. Queta DUNK (6 PTS) (S. Mykhailiuk 2 AST),"[1629674, 1629004]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,,1.36,,,,S. Mykhailiuk,1629004.0,2.0,,,,
571,PT04M50.00S,2024-02-05T00:57:37.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,118,85,2024-02-05T00:57:37Z,5640000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M50.00S,2024-02-05T00:59:38.6Z,4,REGULAR,substitution,out,[],1631367,,,1610612763,118,85,2024-02-05T01:00:05Z,5650000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M50.00S,2024-02-05T00:59:38.6Z,4,REGULAR,substitution,out,[],1641713,,,1610612763,118,85,2024-02-05T01:00:05Z,5660000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M50.00S,2024-02-05T00:59:38.6Z,4,REGULAR,substitution,in,[],1630590,,,1610612763,118,85,2024-02-05T01:00:05Z,5670000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
