actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
429,PT03M28.00S,2023-12-09T02:14:47.9Z,3,REGULAR,substitution,out,[],1629011,,,1610612752,101,82,2023-12-09T02:14:52Z,4230000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M28.00S,2023-12-09T02:14:47.9Z,3,REGULAR,substitution,in,[],1628392,,,1610612752,101,82,2023-12-09T02:14:52Z,4240000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M28.00S,2023-12-09T02:15:07.1Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,101,83,2023-12-09T02:15:07Z,4250000,False,,,0,,J. Brunson Free Throw 2 of 2 (18 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
432,PT03M12.00S,2023-12-09T02:15:24.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.176084099868594,47.46859681372549,1610612738,103,83,2023-12-09T02:15:30Z,4260000,False,13.0,6.0,1,left,L. Kornet alley-oop DUNK (4 PTS) (D. White 3 AST),"[1628436, 1628401]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.39,Made,,4.0,,,,D. White,1628401.0,3.0,,,,,,,,,,
434,PT03M02.00S,2023-12-09T02:15:42.3Z,3,REGULAR,foul,personal,[],1628401,,,1610612752,103,83,2023-12-09T02:15:50Z,4280000,False,,,0,,D. White personal FOUL (3 PF),"[1628401, 203944]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,3.0,0.0,,,,Randle,203944.0,,
436,PT03M02.00S,2023-12-09T02:15:51.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612752,103,83,2023-12-09T02:16:02Z,4300000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M02.00S,2023-12-09T02:15:51.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612752,103,83,2023-12-09T02:16:02Z,4310000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M57.00S,2023-12-09T02:16:13.9Z,3,REGULAR,3pt,Jump Shot,[],1628404,93.51182654402102,3.6764705882352944,1610612752,103,86,2023-12-09T02:16:18Z,4320000,False,-232.0,8.0,1,right,J. Hart 3PT  (3 PTS) (I. Hartenstein 4 AST),"[1628404, 1628392]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,23.18,Made,,3.0,,,,I. Hartenstein,1628392.0,4.0,,,,,,,,,,
440,PT02M41.00S,2023-12-09T02:16:28.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,33.85348226018397,42.15686274509804,1610612738,106,86,2023-12-09T02:16:33Z,4340000,False,39.0,266.0,1,left,J. Tatum 26' 3PT pullup (19 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.86,Made,,19.0,,,,L. Kornet,1628436.0,1.0,,,,,,,,,,
442,PT02M20.00S,2023-12-09T02:16:49.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.5407358738502,57.107843137254896,1610612752,106,86,2023-12-09T02:16:54Z,4360000,False,36.0,27.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
443,PT02M18.00S,2023-12-09T02:16:51.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,106,86,2023-12-09T02:16:54Z,4370000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,442.0,,6.0,5.0,1.0,,,,,,,,,,,,,
444,PT02M12.00S,2023-12-09T02:17:05.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,106,86,2023-12-09T02:17:05Z,4380000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M12.00S,2023-12-09T02:18:12.3Z,3,REGULAR,substitution,out,[],1628973,,,1610612738,106,86,2023-12-09T02:18:31Z,4390000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M12.00S,2023-12-09T02:18:12.3Z,3,REGULAR,substitution,in,[],1629656,,,1610612738,106,86,2023-12-09T02:18:31Z,4400000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M07.00S,2023-12-09T02:18:46.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,8.492115637319317,46.07843137254902,1610612738,106,86,2023-12-09T02:18:54Z,4410000,False,20.0,27.0,1,left,MISS J. Tatum driving DUNK - blocked,"[1628369, 1628392]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
448,PT02M07.00S,2023-12-09T02:18:46.5Z,3,REGULAR,block,,[],1628392,,,1610612738,106,86,2023-12-09T02:18:48Z,4420000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
449,PT02M05.00S,2023-12-09T02:18:48.5Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,106,86,2023-12-09T02:18:54Z,4430000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,447.0,,1.0,0.0,1.0,,,,,,,,,,,,,
450,PT01M57.00S,2023-12-09T02:18:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.964520367936925,52.18290441176471,1610612738,106,86,2023-12-09T02:19:12Z,4440000,False,-11.0,13.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
451,PT01M55.00S,2023-12-09T02:18:58.6Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,106,86,2023-12-09T02:19:05Z,4450000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:7),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,450.0,,8.0,7.0,1.0,,,,,,,,,,,,,
452,PT01M40.00S,2023-12-09T02:19:12.9Z,3,REGULAR,3pt,Jump Shot,[],1630193,79.188567674113,7.8431372549019605,1610612752,106,89,2023-12-09T02:19:17Z,4460000,False,-211.0,143.0,1,right,I. Quickley 25' 3PT  (13 PTS) (Q. Grimes 2 AST),"[1630193, 1629656]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.48,Made,,13.0,,,,Q. Grimes,1629656.0,2.0,,,,,,,,,,
454,PT01M11.00S,2023-12-09T02:19:44.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.438896189224705,46.143535539215684,1610612738,106,89,2023-12-09T02:20:09Z,4480000,False,19.0,8.0,1,left,MISS L. Kornet alley-oop DUNK - blocked,"[1628436, 1628392]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
456,PT01M11.00S,2023-12-09T02:19:44.9Z,3,REGULAR,block,,[],1628392,,,1610612738,106,89,2023-12-09T02:19:52Z,4485000,False,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
455,PT01M10.00S,2023-12-09T02:19:45.9Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,106,89,2023-12-09T02:20:09Z,4490000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:8),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,454.0,,9.0,8.0,1.0,,,,,,,,,,,,,
457,PT00M57.90S,2023-12-09T02:19:55.7Z,3,REGULAR,3pt,Jump Shot,[],1629656,80.50262812089356,90.68627450980392,1610612752,106,89,2023-12-09T02:20:12Z,4500000,False,203.0,131.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,24.18,Missed,,,,,,,,,,,,,,,,,,
458,PT00M55.30S,2023-12-09T02:19:59.3Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612752,106,89,2023-12-09T02:19:59Z,4510000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,457.0,,2.0,1.0,1.0,,,,,,,,,,,,,
459,PT00M48.60S,2023-12-09T02:20:05.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203944,71.82982917214193,80.14705882352942,1610612752,106,92,2023-12-09T02:26:37Z,4520000,False,151.0,212.0,1,right,J. Randle 26' 3PT step back (15 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.03,Made,,15.0,,,,,,,,,,,,,,,,
460,PT00M33.60S,2023-12-09T02:20:24.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.307490144546649,46.05545343137255,1610612738,106,92,2023-12-09T02:20:29Z,4530000,False,20.0,7.0,1,left,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
461,PT00M31.20S,2023-12-09T02:20:27.0Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,106,92,2023-12-09T02:20:29Z,4540000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:9),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,460.0,,10.0,9.0,1.0,,,,,,,,,,,,,
462,PT00M11.60S,2023-12-09T02:20:46.5Z,3,REGULAR,3pt,Jump Shot,[],203944,73.80091984231275,16.176470588235293,1610612752,106,95,2023-12-09T02:20:50Z,4550000,False,-169.0,194.0,1,right,J. Randle 25' 3PT  (18 PTS) (J. Hart 3 AST),"[203944, 1628404]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.72,Made,,18.0,,,,J. Hart,1628404.0,3.0,,,,,,,,,,
464,PT00M01.30S,2023-12-09T02:21:03.5Z,3,REGULAR,3pt,Jump Shot,[],201143,12.697109067017081,2.696078431372549,1610612738,109,95,2023-12-09T02:21:07Z,4570000,False,237.0,67.0,1,left,A. Horford 24' 3PT  (9 PTS) (J. Tatum 5 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,24.58,Made,,9.0,,,,J. Tatum,1628369.0,5.0,,,,,,,,,,
466,PT00M00.00S,2023-12-09T02:21:11.2Z,3,REGULAR,period,end,[],0,,,1610612752,109,95,2023-12-09T02:21:11Z,4590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612752,109,95,2023-12-09T02:23:34Z,4600000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,out,['startperiod'],201950,,,1610612752,109,95,2023-12-09T02:23:34Z,4610000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612752,109,95,2023-12-09T02:23:34Z,4630000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,109,95,2023-12-09T02:23:34Z,4640000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612752,109,95,2023-12-09T02:23:34Z,4650000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612752,109,95,2023-12-09T02:23:34Z,4660000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612752,109,95,2023-12-09T02:23:34Z,4680000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-12-09T02:23:17.5Z,4,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,109,95,2023-12-09T02:23:34Z,4690000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-12-09T02:23:47.2Z,4,REGULAR,period,start,[],0,,,1610612738,109,95,2023-12-09T02:23:47Z,4700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M42.00S,2023-12-09T02:24:17.7Z,4,REGULAR,3pt,Jump Shot,[],201143,11.908672798948752,2.941176470588235,1610612738,109,95,2023-12-09T02:24:30Z,4720000,False,235.0,59.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
480,PT11M41.00S,2023-12-09T02:24:18.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,109,95,2023-12-09T02:24:30Z,4730000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,479.0,,,,,,,,,,,,,,,,,
481,PT11M41.00S,2023-12-09T02:24:25.8Z,4,REGULAR,foul,personal,[],204001,,,1610612752,109,95,2023-12-09T02:24:40Z,4740000,False,,,0,,K. Porzingis loose ball personal FOUL (2 PF),"[204001, 1628404]",1610612738.0,BOS,loose ball,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,2.0,0.0,,,,Hart,1628404.0,,
483,PT11M26.00S,2023-12-09T02:25:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.91064388961892,46.557138480392155,1610612752,109,97,2023-12-09T02:25:07Z,4760000,False,-17.0,61.0,1,right,R. Barrett 6' pullup Jump Shot (19 PTS) (J. Hart 4 AST),"[1629628, 1628404]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,,19.0,,,,J. Hart,1628404.0,4.0,,,,,,,,,,
485,PT11M06.00S,2023-12-09T02:25:28.7Z,4,REGULAR,foul,personal,[],1628404,,,1610612738,109,97,2023-12-09T02:26:02Z,4780000,False,,,0,,J. Hart personal FOUL (4 PF),"[1628404, 204001]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626301.0,4.0,0.0,,,,Porzingis,204001.0,,
487,PT10M58.00S,2023-12-09T02:26:01.3Z,4,REGULAR,3pt,Jump Shot,[],201143,11.12023653088042,4.411764705882353,1610612738,112,97,2023-12-09T02:26:05Z,4800000,False,228.0,52.0,1,left,A. Horford 3PT  (12 PTS) (P. Pritchard 2 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.38,Made,,12.0,,,,P. Pritchard,1630202.0,2.0,,,,,,,,,,
489,PT10M38.00S,2023-12-09T02:26:21.6Z,4,REGULAR,3pt,Jump Shot,[],1629656,85.49605781865965,2.941176470588235,1610612752,112,97,2023-12-09T02:32:28Z,4820000,False,-235.0,84.0,1,right,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,24.98,Missed,,,,,,,,,,,,,,,,,,
490,PT10M37.00S,2023-12-09T02:26:22.6Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612752,112,97,2023-12-09T02:32:28Z,4830000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:9),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,489.0,,11.0,9.0,2.0,,,,,,,,,,,,,
496,PT10M36.00S,2023-12-09T02:26:27.5Z,4,REGULAR,turnover,bad pass,[],1628392,,,1610612752,112,97,2023-12-09T02:27:09Z,4835000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 204001]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Porzingis,204001.0,,,,
497,PT10M36.00S,2023-12-09T02:26:27.5Z,4,REGULAR,steal,,[],204001,,,1610612738,112,97,2023-12-09T02:27:09Z,4837500,False,,,0,,K. Porzingis STEAL (2 STL),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
491,PT10M26.00S,2023-12-09T02:26:33.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,32.53942181340342,43.13725490196079,1610612738,112,97,2023-12-09T02:27:09Z,4840000,False,34.0,253.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
492,PT10M22.00S,2023-12-09T02:26:37.5Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,112,97,2023-12-09T02:26:47Z,4850000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,491.0,,3.0,2.0,1.0,,,,,,,,,,,,,
493,PT10M19.00S,2023-12-09T02:26:40.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,72.48685939553219,81.86274509803921,1610612752,112,97,2023-12-09T02:26:50Z,4860000,False,159.0,206.0,1,right,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
494,PT10M17.00S,2023-12-09T02:26:42.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,112,97,2023-12-09T02:26:50Z,4870000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,493.0,,7.0,6.0,1.0,,,,,,,,,,,,,
495,PT09M58.00S,2023-12-09T02:27:02.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,8.886333771353483,49.01960784313725,1610612738,114,97,2023-12-09T02:27:26Z,4880000,False,5.0,31.0,1,left,J. Brown driving DUNK (14 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.14,Made,,14.0,,,,,,,,,,,,,,,,
498,PT09M53.00S,2023-12-09T02:27:09.5Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612752,114,97,2023-12-09T02:27:15Z,4890000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Quickley 2 FT),"[1630202, 1630193]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,2.0,0.0,,,,Quickley,1630193.0,,
500,PT09M53.00S,2023-12-09T02:27:39.4Z,4,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,114,98,2023-12-09T02:27:39Z,4910000,False,,,0,,I. Quickley Free Throw 1 of 2 (14 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
501,PT09M53.00S,2023-12-09T02:27:59.5Z,4,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,114,99,2023-12-09T02:27:59Z,4920000,False,,,0,,I. Quickley Free Throw 2 of 2 (15 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
502,PT09M37.00S,2023-12-09T02:28:19.2Z,4,REGULAR,3pt,Jump Shot,[],1630573,9.937582128777924,3.1862745098039214,1610612738,114,99,2023-12-09T02:28:25Z,4930000,False,234.0,41.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
503,PT09M35.00S,2023-12-09T02:28:21.2Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,114,99,2023-12-09T02:28:25Z,4940000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:10),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,502.0,,12.0,10.0,2.0,,,,,,,,,,,,,
504,PT09M29.00S,2023-12-09T02:28:32.8Z,4,REGULAR,foul,personal,[],1627759,,,1610612752,114,99,2023-12-09T02:28:43Z,4950000,False,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1630193]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1151.0,4.0,0.0,,,,Quickley,1630193.0,,
506,PT09M18.00S,2023-12-09T02:28:59.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,92.06636005256242,54.90196078431373,1610612752,114,99,2023-12-09T02:29:06Z,4970000,False,25.0,22.0,1,right,MISS Q. Grimes driving Layup - blocked,"[1629656, 1630573]",1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,Hauser,1630573.0
507,PT09M18.00S,2023-12-09T02:28:59.8Z,4,REGULAR,block,,[],1630573,,,1610612752,114,99,2023-12-09T02:29:02Z,4980000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT09M16.00S,2023-12-09T02:29:01.8Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,114,99,2023-12-09T02:29:06Z,4990000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,506.0,,2.0,1.0,1.0,,,,,,,,,,,,,
509,PT09M09.00S,2023-12-09T02:29:49.4Z,4,REGULAR,jumpball,recovered,[],204001,,,1610612738,114,99,2023-12-09T02:29:49Z,5000000,False,,,0,,Jump Ball P. Pritchard vs. I. Hartenstein: Tip to K. Porzingis,"[204001, 1630202, 1628392]",1610612738.0,BOS,heldball,K. Porzingis,204001.0,Porzingis,K. Porzingis,Pritchard,1630202.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
512,PT09M07.00S,2023-12-09T02:29:51.3Z,4,REGULAR,2pt,Jump Shot,[],204001,20.630749014454665,48.50643382352941,1610612738,114,99,2023-12-09T02:36:29Z,5030000,False,7.0,141.0,1,left,MISS K. Porzingis 14' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,14.16,Missed,,,,,,,,,,,,,,,,,,
513,PT09M04.00S,2023-12-09T02:29:54.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,114,99,2023-12-09T02:29:56Z,5040000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,512.0,,4.0,3.0,1.0,,,,,,,,,,,,,
514,PT08M59.00S,2023-12-09T02:29:59.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629656,93.38042049934296,52.69607843137255,1610612752,114,101,2023-12-09T02:37:01Z,5050000,False,13.0,10.0,1,right,Q. Grimes running reverse Layup (10 PTS) (J. Hart 5 AST),"[1629656, 1628404]",1610612752.0,NYK,running reverse,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.66,Made,,10.0,,,,J. Hart,1628404.0,5.0,,,,,,,,,,
516,PT08M45.00S,2023-12-09T02:30:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.57030223390276,46.38863357843137,1610612738,114,101,2023-12-09T02:30:21Z,5070000,False,18.0,9.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
517,PT08M44.00S,2023-12-09T02:30:14.6Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,114,101,2023-12-09T02:30:21Z,5080000,False,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,516.0,,8.0,6.0,2.0,,,,,,,,,,,,,
