actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M38.00S,2023-11-26T23:12:10.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,0,2023-11-26T23:12:54Z,170000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
18,PT10M36.00S,2023-11-26T23:12:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201143,72.09264126149803,81.12745098039215,1610612738,5,0,2023-11-26T23:13:11Z,180000,False,156.0,210.0,1,right,MISS A. Horford 26' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
19,PT10M35.00S,2023-11-26T23:12:14.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,5,0,2023-11-26T23:12:28Z,190000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M25.00S,2023-11-26T23:12:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.886333771353483,56.127450980392155,1610612737,5,2,2023-11-26T23:13:35Z,200000,False,-31.0,31.0,1,left,T. Young driving finger roll Layup (2 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.36,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2023-11-26T23:12:46.0Z,1,REGULAR,foul,personal,[],1630180,,,1610612738,5,2,2023-11-26T23:13:00Z,210000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1627759]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2530.0,,,,,1.0,0.0,Brown,1627759.0,,
23,PT09M54.00S,2023-11-26T23:13:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.85479632063075,50.98039215686274,1610612738,7,2,2023-11-26T23:13:12Z,230000,False,5.0,15.0,1,right,J. Brown cutting Layup (2 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.55,Made,2.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
25,PT09M42.00S,2023-11-26T23:13:19.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,20.844283837056505,3.9215686274509802,1610612737,7,2,2023-11-26T23:13:24Z,250000,False,230.0,143.0,1,left,MISS D. Hunter 27' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,27.14,Missed,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2023-11-26T23:13:22.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,2,2023-11-26T23:13:24Z,260000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M32.00S,2023-11-26T23:13:30.0Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,7,2,2023-11-26T23:13:34Z,270000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203991]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Capela,203991.0,,,,,,,,,,,
28,PT09M32.00S,2023-11-26T23:13:30.0Z,1,REGULAR,steal,,[],203991,,,1610612737,7,2,2023-11-26T23:13:31Z,280000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2023-11-26T23:13:33.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,10.068988173455978,49.01960784313725,1610612737,7,4,2023-11-26T23:13:40Z,290000,False,5.0,42.0,1,left,S. Bey running DUNK (2 PTS) (T. Young 1 AST),"[1630180, 1629027]",1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,4.24,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
31,PT09M21.00S,2023-11-26T23:13:40.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,81.2910643889619,4.6568627450980395,1610612738,10,4,2023-11-26T23:13:48Z,310000,False,-227.0,123.0,1,right,J. Brown 25' 3PT  (5 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.81,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
33,PT09M00.00S,2023-11-26T23:14:02.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,23.99802890932983,30.637254901960787,1610612737,10,4,2023-11-26T23:15:30Z,330000,False,97.0,173.0,1,left,MISS D. Murray 19' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,19.83,Missed,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2023-11-26T23:14:04.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,10,4,2023-11-26T23:20:33Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,33.0,,,,,,,,,
35,PT08M58.00S,2023-11-26T23:14:07.9Z,1,REGULAR,foul,personal,[],1630625,,,1610612737,10,4,2023-11-26T23:20:26Z,350000,False,,,0,,D. Banton loose ball personal FOUL (1 PF),"[1630625, 203991]",1610612738.0,BOS,loose ball,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,,,,,1.0,0.0,Capela,203991.0,,
37,PT08M55.00S,2023-11-26T23:14:29.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,41.475032851511166,14.950980392156863,1610612737,10,4,2023-11-26T23:14:38Z,370000,False,175.0,337.0,1,left,MISS T. Young 38' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,38.02,Missed,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2023-11-26T23:14:32.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,10,4,2023-11-26T23:14:38Z,380000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,
39,PT08M43.00S,2023-11-26T23:14:43.4Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612738,10,4,2023-11-26T23:15:28Z,390000,False,,,0,,S. Bey shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630180, 1628369]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,,,,,,,2530.0,,,,,2.0,0.0,Tatum,1628369.0,,
41,PT08M43.00S,2023-11-26T23:15:11.4Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,10,4,2023-11-26T23:17:24Z,415000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT08M43.00S,2023-11-26T23:15:11.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,10,4,2023-11-26T23:17:24Z,422500,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,
64,PT08M43.00S,2023-11-26T23:15:32.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612738,10,4,2023-11-26T23:17:36Z,424375,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT08M43.00S,2023-11-26T23:15:32.4Z,1,REGULAR,substitution,in,[],1631100,,,1610612738,10,4,2023-11-26T23:17:36Z,425312,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M43.00S,2023-11-26T23:15:11.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,11,4,2023-11-26T23:17:24Z,426250,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
46,PT08M21.00S,2023-11-26T23:15:53.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.645860709592641,51.470588235294116,1610612737,11,4,2023-11-26T23:16:28Z,445000,False,-7.0,57.0,1,left,MISS C. Capela turnaround Hook - blocked,"[203991, 201143]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
47,PT08M21.00S,2023-11-26T23:15:53.4Z,1,REGULAR,block,,[],201143,,,1610612737,11,4,2023-11-26T23:15:58Z,447500,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M19.00S,2023-11-26T23:15:55.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,11,4,2023-11-26T23:16:28Z,448750,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,46.0,3.0,3.0,0.0,,,,,,
49,PT08M18.00S,2023-11-26T23:16:01.4Z,1,REGULAR,foul,technical,['1freethrow'],1629027,,,1610612738,11,4,2023-11-26T23:17:16Z,490000,False,,,0,,T. Young technical FOUL (1 Tech),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,1629175.0,,,,,0.0,1.0,,,,
50,PT08M18.00S,2023-11-26T23:16:24.6Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,12,4,2023-11-26T23:17:16Z,500000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2023-11-26T23:16:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.32917214191852,49.754901960784316,1610612738,12,4,2023-11-26T23:16:55Z,510000,False,-1.0,20.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
52,PT08M06.00S,2023-11-26T23:16:49.1Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612738,12,4,2023-11-26T23:16:49Z,520000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,51.0,1.0,0.0,1.0,,,,,,
53,PT08M05.00S,2023-11-26T23:16:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,91.80354796320631,47.05882352941176,1610612738,12,4,2023-11-26T23:17:00Z,530000,False,-15.0,25.0,1,right,MISS D. Banton putback Layup - blocked,"[1630625, 203991]",1610612738.0,BOS,putback,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
54,PT08M05.00S,2023-11-26T23:16:50.3Z,1,REGULAR,block,,[],203991,,,1610612738,12,4,2023-11-26T23:16:52Z,540000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M03.00S,2023-11-26T23:16:52.3Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,12,4,2023-11-26T23:17:00Z,550000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,
56,PT08M00.00S,2023-11-26T23:16:55.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,24.26084099868594,89.70588235294117,1610612737,12,7,2023-11-26T23:21:43Z,560000,False,-199.0,176.0,1,left,D. Hunter 26' 3PT running (3 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.5,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
58,PT07M39.00S,2023-11-26T23:17:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,45.83333333333333,1610612738,12,7,2023-11-26T23:22:07Z,580000,False,-21.0,17.0,1,right,MISS J. Tatum cutting Layup,[1628369],1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
59,PT07M37.00S,2023-11-26T23:17:18.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,12,7,2023-11-26T23:17:22Z,590000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,
60,PT07M32.00S,2023-11-26T23:17:23.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631100,20.97568988173456,94.85294117647058,1610612737,12,7,2023-11-26T23:17:36Z,600000,False,-224.0,145.0,1,left,MISS A. Griffin 26' running 3PT,[1631100],1610612737.0,ATL,running,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
61,PT07M29.00S,2023-11-26T23:17:26.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,12,7,2023-11-26T23:21:39Z,610000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,60.0,4.0,4.0,0.0,,,,,,
62,PT07M24.00S,2023-11-26T23:17:32.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,88.51839684625493,47.794117647058826,1610612738,12,7,2023-11-26T23:23:17Z,620000,False,-11.0,55.0,1,right,MISS J. Brown running pullup Shot,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2023-11-26T23:17:34.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,12,7,2023-11-26T23:17:46Z,630000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,
66,PT07M11.00S,2023-11-26T23:17:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.35676741130092,78.92156862745098,1610612737,12,10,2023-11-26T23:17:49Z,640000,False,-145.0,242.0,1,left,T. Young 28' 3PT  (5 PTS) (A. Griffin 1 AST),"[1629027, 1631100]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,28.22,Made,5.0,A. Griffin,1631100.0,1.0,,,,,,,,,,,,,,
68,PT07M09.00S,2023-11-26T23:17:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,10,2023-11-26T23:17:52Z,660000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M09.00S,2023-11-26T23:20:18.4Z,1,REGULAR,substitution,out,[],1631100,,,1610612738,12,10,2023-11-26T23:20:48Z,670000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M09.00S,2023-11-26T23:20:18.4Z,1,REGULAR,substitution,in,[],203992,,,1610612738,12,10,2023-11-26T23:20:48Z,680000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2023-11-26T23:21:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,92.46057818659659,3.431372549019608,1610612738,12,10,2023-11-26T23:21:05Z,690000,False,-233.0,18.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
72,PT06M52.00S,2023-11-26T23:21:03.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,12,10,2023-11-26T23:21:05Z,700000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,
73,PT06M44.00S,2023-11-26T23:21:11.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,12,10,2023-11-26T23:21:15Z,710000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628401]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,White,1628401.0,,,,,,,,,,,
74,PT06M44.00S,2023-11-26T23:21:11.5Z,1,REGULAR,steal,,[],1628401,,,1610612738,12,10,2023-11-26T23:26:25Z,720000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M40.00S,2023-11-26T23:21:15.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,94.1688567674113,52.450980392156865,1610612738,14,10,2023-11-26T23:25:34Z,730000,False,12.0,2.0,1,right,J. Brown running alley-oop DUNK (7 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.25,Made,7.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
77,PT06M28.00S,2023-11-26T23:21:27.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.757555847568987,16.42156862745098,1610612737,14,13,2023-11-26T23:21:32Z,750000,False,168.0,199.0,1,left,T. Young 26' 3PT  (8 PTS) (D. Murray 1 AST),"[1629027, 1627749]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.04,Made,8.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
79,PT06M05.00S,2023-11-26T23:21:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,94.43166885676742,40.19607843137255,1610612738,16,13,2023-11-26T23:21:57Z,770000,False,-49.0,0.0,1,right,D. White driving Layup (2 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,2.0,,,,,,,,,,,,,,,,,
80,PT05M50.00S,2023-11-26T23:22:04.7Z,1,REGULAR,2pt,Jump Shot,[],1627749,25.18068331143233,58.08823529411765,1610612737,16,13,2023-11-26T23:22:14Z,780000,False,-40.0,184.0,1,left,MISS D. Murray 18' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,18.86,Missed,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2023-11-26T23:22:07.7Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612738,16,13,2023-11-26T23:22:14Z,790000,False,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,80.0,2.0,1.0,1.0,,,,,,
82,PT05M39.00S,2023-11-26T23:22:16.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,94.43166885676742,3.9215686274509802,1610612738,16,13,2023-11-26T23:22:21Z,800000,False,-230.0,0.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
83,PT05M36.00S,2023-11-26T23:22:19.5Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,16,13,2023-11-26T23:22:21Z,810000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,,,,,82.0,1.0,0.0,1.0,,,,,,
84,PT05M34.00S,2023-11-26T23:22:21.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,92.59198423127464,3.431372549019608,1610612738,16,13,2023-11-26T23:22:25Z,820000,False,-233.0,17.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2023-11-26T23:22:23.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,16,13,2023-11-26T23:22:25Z,830000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,
