actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
259,PT02M56.00S,2023-11-12T00:58:10.1Z,2,REGULAR,turnover,traveling,[],1627751,,,1610612761,47,41,2023-11-12T00:58:17Z,2500000,False,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,1.0,,,,,,
260,PT02M56.00S,2023-11-12T00:58:13.4Z,2,REGULAR,substitution,out,[],1641711,,,1610612738,47,41,2023-11-12T00:58:21Z,2510000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M56.00S,2023-11-12T00:58:13.4Z,2,REGULAR,substitution,out,[],1628449,,,1610612738,47,41,2023-11-12T00:58:21Z,2520000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M56.00S,2023-11-12T00:58:13.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612738,47,41,2023-11-12T00:58:21Z,2530000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M56.00S,2023-11-12T00:58:13.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612738,47,41,2023-11-12T00:58:21Z,2540000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M47.00S,2023-11-12T00:58:40.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201950,10.068988173455978,50.245098039215684,1610612738,49,41,2023-11-12T00:58:47Z,2550000,False,-1.0,42.0,1,left,J. Holiday driving DUNK (6 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,4.21,Made,6.0,,,,,,,,,,,,,,,,,
266,PT02M20.00S,2023-11-12T00:59:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,83.78777923784494,45.83333333333333,1610612761,49,41,2023-11-12T00:59:44Z,2570000,False,-21.0,100.0,1,right,MISS P. Siakam 10' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
267,PT02M20.00S,2023-11-12T00:59:32.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,49,41,2023-11-12T00:59:32Z,2580000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,266.0,,,,,,,,,,,,,
268,PT02M20.00S,2023-11-12T00:59:33.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,49,41,2023-11-12T00:59:52Z,2590000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,,,,,,,,,
269,PT02M06.00S,2023-11-12T00:59:56.7Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612738,49,41,2023-11-12T01:00:01Z,2600000,False,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1627783]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,3.0,,,,,Siakam,1627783.0
270,PT02M06.00S,2023-11-12T00:59:56.7Z,2,REGULAR,steal,,[],1627783,,,1610612761,49,41,2023-11-12T00:59:58Z,2610000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
271,PT01M56.00S,2023-11-12T01:00:06.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,76.82325886990802,88.97058823529412,1610612761,49,41,2023-11-12T01:00:13Z,2620000,False,195.0,165.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
272,PT01M53.00S,2023-11-12T01:00:09.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,49,41,2023-11-12T01:00:13Z,2630000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,271.0,5.0,5.0,0.0,,,,,,,,,,
273,PT01M49.00S,2023-11-12T01:00:19.6Z,2,REGULAR,foul,personal,[],203471,,,1610612738,49,41,2023-11-12T01:00:42Z,2640000,False,,,0,,D. Schroder personal FOUL (3 PF),"[203471, 1627759]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1162.0,3.0,0.0,,,,Brown,1627759.0,,
275,PT01M49.00S,2023-11-12T01:00:34.0Z,2,REGULAR,substitution,out,[],203471,,,1610612738,49,41,2023-11-12T01:00:41Z,2660000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M49.00S,2023-11-12T01:00:34.0Z,2,REGULAR,substitution,in,[],1630201,,,1610612738,49,41,2023-11-12T01:00:41Z,2670000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT01M39.00S,2023-11-12T01:01:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.440867279894875,49.754901960784316,1610612738,51,41,2023-11-12T01:01:07Z,2680000,False,1.0,17.0,1,left,J. Tatum driving finger roll Layup (13 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.74,Made,13.0,,,,,,,,,,,,,,,,,
279,PT01M25.00S,2023-11-12T01:01:24.2Z,2,REGULAR,substitution,out,[],201950,,,1610612761,51,41,2023-11-12T01:01:28Z,2700000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT01M25.00S,2023-11-12T01:01:24.2Z,2,REGULAR,substitution,in,[],1630202,,,1610612761,51,41,2023-11-12T01:01:28Z,2710000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M19.00S,2023-11-12T01:01:44.2Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612761,51,41,2023-11-12T01:01:51Z,2720000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Siakam 2 FT),"[1628369, 1627783]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1198.0,2.0,0.0,,,,Siakam,1627783.0,,
283,PT01M19.00S,2023-11-12T01:02:15.2Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,51,42,2023-11-12T01:02:15Z,2740000,False,,,0,,P. Siakam Free Throw 1 of 2 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
284,PT01M19.00S,2023-11-12T01:02:15.2Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,51,42,2023-11-12T01:02:56Z,2750000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
285,PT01M19.00S,2023-11-12T01:02:15.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,51,42,2023-11-12T01:02:56Z,2760000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,,,,,,,,,
286,PT01M01.00S,2023-11-12T01:03:06.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612738,51,42,2023-11-12T01:03:33Z,2770000,False,,,0,,J. Poeltl personal FOUL (2 PF) (Tatum 2 FT),"[1627751, 1628369]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,,,,Tatum,1628369.0,,
288,PT01M01.00S,2023-11-12T01:03:19.3Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,52,42,2023-11-12T01:03:19Z,2790000,False,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
289,PT01M01.00S,2023-11-12T01:03:34.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,52,42,2023-11-12T01:03:36Z,2800000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M01.00S,2023-11-12T01:03:34.1Z,2,REGULAR,substitution,in,[],201143,,,1610612738,52,42,2023-11-12T01:03:36Z,2810000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M01.00S,2023-11-12T01:03:49.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,53,42,2023-11-12T01:03:49Z,2820000,False,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
292,PT00M47.80S,2023-11-12T01:04:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.9862023653088,50.98039215686274,1610612761,53,44,2023-11-12T01:04:20Z,2830000,False,5.0,13.0,1,right,J. Poeltl alley-oop Layup (10 PTS) (M. Flynn 1 AST),"[1627751, 1630201]",1610612761.0,TOR,alley-oop,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.43,Made,10.0,M. Flynn,1630201.0,1.0,,,,,,,,,,,,,,
294,PT00M34.10S,2023-11-12T01:04:24.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.042706964520367,18.872549019607842,1610612738,53,44,2023-11-12T01:04:32Z,2850000,False,156.0,230.0,1,left,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.76,Missed,,,,,,,,,,,,,,,,,,
295,PT00M30.30S,2023-11-12T01:04:28.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,53,44,2023-11-12T01:04:32Z,2860000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,294.0,4.0,3.0,1.0,,,,,,,,,,
296,PT00M09.70S,2023-11-12T01:04:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627751,92.32917214191852,55.14705882352941,1610612761,53,46,2023-11-12T01:05:15Z,2870000,False,26.0,20.0,1,right,J. Poeltl Layup (12 PTS) (S. Barnes 3 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.23,Made,12.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,,,
298,PT00M09.70S,2023-11-12T01:04:56.7Z,2,REGULAR,violation,defensive goaltending,[],201143,,,1610612761,53,46,2023-11-12T01:05:15Z,2890000,False,,,0,,A. Horford defensive goaltending VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
299,PT00M02.80S,2023-11-12T01:05:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.149145860709593,49.26470588235294,1610612738,55,46,2023-11-12T01:05:31Z,2900000,False,4.0,34.0,1,left,J. Tatum driving Layup (17 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.37,Made,17.0,,,,,,,,,,,,,,,,,
300,PT00M00.00S,2023-11-12T01:05:13.5Z,2,REGULAR,3pt,Jump Shot,[],1628384,68.80749014454665,18.872549019607842,1610612761,55,46,2023-11-12T01:05:27Z,2910000,False,-156.0,241.0,1,right,MISS O. Anunoby 28' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,28.66,Missed,,,,,,,,,,,,,,,,,,
301,PT00M00.00S,2023-11-12T01:05:13.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,55,46,2023-11-12T01:05:27Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,300.0,,,,,,,,,,,,,
302,PT00M00.00S,2023-11-12T01:05:18.5Z,2,REGULAR,period,end,[],0,,,1610612761,55,46,2023-11-12T01:05:18Z,2930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612761,55,46,2023-11-12T01:20:19Z,2940000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,out,['startperiod'],201143,,,1610612761,55,46,2023-11-12T01:20:19Z,2950000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,out,['startperiod'],1630201,,,1610612761,55,46,2023-11-12T01:20:19Z,2960000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612761,55,46,2023-11-12T01:20:19Z,2970000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612761,55,46,2023-11-12T01:20:19Z,2980000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-11-12T01:19:26.8Z,3,REGULAR,substitution,in,['startperiod'],203471,,,1610612761,55,46,2023-11-12T01:20:19Z,2990000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-11-12T01:20:33.5Z,3,REGULAR,period,start,[],0,,,1610612738,55,46,2023-11-12T01:20:33Z,3000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M43.00S,2023-11-12T01:20:49.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,83.52496714848883,49.26470588235294,1610612738,55,46,2023-11-12T01:20:56Z,3010000,False,-4.0,102.0,1,right,MISS K. Porzingis 10' fadeaway Shot,[204001],1610612738.0,BOS,fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
311,PT11M39.00S,2023-11-12T01:20:53.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,55,46,2023-11-12T01:20:56Z,3020000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,310.0,5.0,4.0,1.0,,,,,,,,,,
312,PT11M26.00S,2023-11-12T01:21:05.9Z,3,REGULAR,2pt,Jump Shot,[],203471,16.770696452036795,33.33333333333333,1610612761,55,48,2023-11-12T01:21:11Z,3030000,False,83.0,105.0,1,left,D. Schroder 13' pullup Jump Shot (8 PTS),[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,13.41,Made,8.0,,,,,,,,,,,,,,,,,
313,PT11M06.00S,2023-11-12T01:21:26.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.5407358738502,44.36274509803921,1610612738,57,48,2023-11-12T01:21:33Z,3040000,False,-28.0,27.0,1,right,J. Tatum driving Layup (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.9,Made,19.0,,,,,,,,,,,,,,,,,
314,PT10M51.00S,2023-11-12T01:21:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,11.383048620236531,43.627450980392155,1610612761,57,48,2023-11-12T01:21:51Z,3050000,False,32.0,55.0,1,left,MISS D. Schroder 6' driving Layup - blocked,"[203471, 1628369]",1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,Tatum,1628369.0,,,,
315,PT10M51.00S,2023-11-12T01:21:41.5Z,3,REGULAR,block,,[],1628369,,,1610612761,57,48,2023-11-12T01:21:43Z,3060000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT10M49.00S,2023-11-12T01:21:43.5Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,57,48,2023-11-12T01:21:51Z,3070000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,,
317,PT10M44.00S,2023-11-12T01:21:48.5Z,3,REGULAR,3pt,Jump Shot,[],204001,65.39093298291722,49.50980392156863,1610612738,60,48,2023-11-12T01:22:57Z,3080000,False,-2.0,273.0,1,right,K. Porzingis 27' 3PT  (12 PTS) (J. Holiday 3 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,27.28,Made,12.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
319,PT10M28.00S,2023-11-12T01:22:04.5Z,3,REGULAR,3pt,Jump Shot,[],1630567,25.18068331143233,89.2156862745098,1610612761,60,48,2023-11-12T01:22:08Z,3100000,False,-196.0,184.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
320,PT10M25.00S,2023-11-12T01:22:07.5Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,60,48,2023-11-12T01:22:08Z,3110000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:6),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,319.0,6.0,6.0,0.0,,,,,,,,,,
321,PT10M09.00S,2023-11-12T01:22:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,48.03921568627451,1610612738,60,48,2023-11-12T01:22:30Z,3120000,False,-10.0,18.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
322,PT10M05.00S,2023-11-12T01:22:26.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,60,48,2023-11-12T01:22:26Z,3130000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,321.0,5.0,4.0,1.0,,,,,,,,,,
323,PT10M02.00S,2023-11-12T01:22:31.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,10.068988173455978,54.65686274509803,1610612761,60,48,2023-11-12T01:23:54Z,3140000,False,-23.0,42.0,1,left,MISS P. Siakam running Layup,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
324,PT10M00.00S,2023-11-12T01:22:33.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,60,48,2023-11-12T01:23:54Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,323.0,,,,,,,,,,,,,
325,PT10M00.00S,2023-11-12T01:22:37.7Z,3,REGULAR,foul,personal,[],1627751,,,1610612738,60,48,2023-11-12T01:23:08Z,3160000,False,,,0,,J. Poeltl loose ball personal FOUL (3 PF),"[1627751, 204001]",1610612761.0,TOR,loose ball,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,3.0,0.0,,,,Porzingis,204001.0,,
327,PT09M51.00S,2023-11-12T01:22:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,89.83245729303549,49.26470588235294,1610612738,62,48,2023-11-12T01:23:19Z,3180000,False,-4.0,43.0,1,right,J. Holiday Layup (8 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,4.33,Made,8.0,,,,,,,,,,,,,,,,,
328,PT09M31.00S,2023-11-12T01:23:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.886333771353483,54.41176470588235,1610612761,62,50,2023-11-12T01:25:22Z,3190000,False,-22.0,31.0,1,left,P. Siakam Layup (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.81,Made,15.0,,,,,,,,,,,,,,,,,
329,PT09M20.00S,2023-11-12T01:23:26.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.85479632063075,51.470588235294116,1610612738,64,50,2023-11-12T01:26:30Z,3200000,False,7.0,15.0,1,right,K. Porzingis alley-oop DUNK (14 PTS) (J. Holiday 4 AST),"[204001, 201950]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.65,Made,14.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,
331,PT09M19.00S,2023-11-12T01:23:33.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,64,50,2023-11-12T01:23:33Z,3220000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT09M19.00S,2023-11-12T01:25:24.5Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,64,50,2023-11-12T01:26:02Z,3230000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT09M19.00S,2023-11-12T01:25:24.5Z,3,REGULAR,substitution,in,[],203490,,,1610612761,64,50,2023-11-12T01:26:02Z,3240000,False,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M03.00S,2023-11-12T01:26:40.9Z,3,REGULAR,3pt,Jump Shot,[],1630567,15.374507227332456,2.9641544117647056,1610612761,64,50,2023-11-12T01:26:50Z,3250000,False,235.0,92.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right,25.26,Missed,,,,,,,,,,,,,,,,,,
335,PT09M00.00S,2023-11-12T01:26:43.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,64,50,2023-11-12T01:26:50Z,3260000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right,,,,,,,334.0,3.0,3.0,0.0,,,,,,,,,,
336,PT08M54.00S,2023-11-12T01:26:49.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",204001,93.77463863337714,50.0,1610612738,66,50,2023-11-12T01:27:18Z,3270000,False,0.0,6.0,1,right,K. Porzingis cutting DUNK (16 PTS) (D. White 3 AST),"[204001, 1628401]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.6,Made,16.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,
338,PT08M41.00S,2023-11-12T01:27:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628384,14.668199737187912,96.56862745098039,1610612761,66,53,2023-11-12T01:27:08Z,3290000,False,-233.0,85.0,1,left,O. Anunoby 24' 3PT  (5 PTS) (S. Barnes 4 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,24.8,Made,5.0,S. Barnes,1630567.0,4.0,,,,,,,,,,,,,,
340,PT08M25.00S,2023-11-12T01:27:19.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,72.61826544021025,15.931372549019606,1610612738,69,53,2023-11-12T01:27:37Z,3310000,False,-170.0,205.0,1,right,J. Brown 26' 3PT  (11 PTS) (J. Holiday 5 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.64,Made,11.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,
342,PT08M10.00S,2023-11-12T01:27:33.9Z,3,REGULAR,3pt,Jump Shot,[],1627783,23.078186596583443,92.64705882352942,1610612761,69,53,2023-11-12T01:27:41Z,3330000,False,-213.0,164.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
343,PT08M10.00S,2023-11-12T01:27:33.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,69,53,2023-11-12T01:27:41Z,3340000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,
