actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-16T00:40:05.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-16T00:40:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-16T00:40:08.2Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2023-12-16T00:40:08Z,40000,False,,,0,,Jump Ball G. Bitadze vs. L. Stevens: Tip to J. Suggs,"[1630591, 1629048, 1630205]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Bitadze,1629048.0,Stevens,1630205.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-12-16T00:40:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,27.201051248357423,83.6014093137255,1610612753,0,3,2023-12-16T01:43:27Z,70000,False,-168.0,203.0,1,left,J. Suggs 26' 3PT step back (3 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,26.37,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M07.00S,2023-12-16T00:40:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,32.59803921568628,1610612738,0,3,2023-12-16T00:41:04Z,80000,False,-87.0,258.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
9,PT11M03.00S,2023-12-16T00:41:01.2Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,0,3,2023-12-16T00:41:04Z,90000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT10M50.00S,2023-12-16T00:41:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.492115637319317,46.81372549019608,1610612753,0,5,2023-12-16T00:41:24Z,100000,False,16.0,27.0,1,left,F. Wagner driving reverse Layup (2 PTS),[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.16,Made,2.0,,,,,,,,,,,,,,,,,
11,PT10M37.00S,2023-12-16T00:41:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630205,90.3580814717477,2.450980392156863,1610612738,0,5,2023-12-16T00:41:41Z,110000,False,-238.0,38.0,1,right,MISS L. Stevens 24' 3PT,[1630205],1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
12,PT10M32.00S,2023-12-16T00:41:32.5Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,0,5,2023-12-16T00:41:41Z,120000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M31.00S,2023-12-16T00:41:34.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,8.492115637319317,47.549019607843135,1610612753,0,5,2023-12-16T00:43:31Z,130000,False,12.0,27.0,1,left,MISS J. Suggs running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
15,PT10M26.00S,2023-12-16T00:41:39.8Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,0,5,2023-12-16T00:42:01Z,150000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,
