actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
26,PT09M49.00S,2023-11-29T00:42:52.7Z,1,REGULAR,steal,,[],1630172,,,1610612741,3,3,2023-11-29T00:43:16Z,260000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2023-11-29T00:43:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,90.75229960578186,46.568627450980394,1610612741,3,5,2023-11-29T00:43:11Z,270000,False,-17.0,34.0,1,right,N. Vucevic cutting Layup (2 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,3.85,Made,,,,,2.0,D. DeRozan,201942.0,2.0,,,,,
29,PT09M20.00S,2023-11-29T00:43:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.176084099868594,52.18290441176471,1610612738,5,5,2023-11-29T00:43:29Z,290000,False,-11.0,6.0,1,left,J. Tatum cutting Layup (2 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,,,,,2.0,A. Horford,201143.0,1.0,,,,,
31,PT09M01.00S,2023-11-29T00:43:43.5Z,1,REGULAR,foul,personal,[],1628369,,,1610612741,5,5,2023-11-29T00:43:50Z,310000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 202696]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,201639.0,1.0,0.0,Vucevic,202696.0,,,,,,,,,,,,,,,
33,PT08M47.00S,2023-11-29T00:44:15.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,91.5407358738502,94.6078431372549,1610612741,5,8,2023-11-29T00:44:20Z,330000,False,223.0,27.0,1,right,C. White 3PT step back (3 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,step back,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,22.46,Made,,,,,3.0,Z. LaVine,203897.0,1.0,,,,,
35,PT08M40.00S,2023-11-29T00:44:25.7Z,1,REGULAR,foul,personal,[],203897,,,1610612738,5,8,2023-11-29T00:45:08Z,350000,False,,,0,,Z. LaVine personal FOUL (1 PF),"[203897, 1627759]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,201639.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
38,PT08M31.00S,2023-11-29T00:45:06.7Z,1,REGULAR,3pt,Jump Shot,[],201950,9.149145860709593,95.83333333333334,1610612738,8,8,2023-11-29T00:45:10Z,380000,False,-229.0,34.0,1,left,J. Holiday 3PT  (3 PTS) (D. White 1 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,23.16,Made,,,,,3.0,D. White,1628401.0,1.0,,,,,
40,PT08M17.00S,2023-11-29T00:45:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.34231274638634,37.5,1610612741,8,8,2023-11-29T00:45:27Z,400000,False,-62.0,113.0,1,right,MISS D. DeRozan 12' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.96,Missed,,,,,,,,,,,,,
41,PT08M16.00S,2023-11-29T00:45:21.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,8,2023-11-29T00:45:27Z,410000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,
42,PT08M10.00S,2023-11-29T00:45:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,31.61957950065703,25.245098039215684,1610612738,8,8,2023-11-29T00:45:37Z,420000,False,124.0,245.0,1,left,MISS J. Brown 27' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,27.42,Missed,,,,,,,,,,,,,
43,PT08M09.00S,2023-11-29T00:45:28.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,8,8,2023-11-29T00:45:37Z,430000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,
44,PT07M51.00S,2023-11-29T00:45:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,91.93495400788436,36.76470588235294,1610612741,8,10,2023-11-29T00:46:41Z,440000,False,-66.0,23.0,1,right,N. Vucevic 7' floating Jump Shot (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.02,Made,,,,,4.0,C. White,1629632.0,1.0,,,,,
46,PT07M31.00S,2023-11-29T00:46:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,35.8245729303548,47.549019607843135,1610612738,8,10,2023-11-29T00:46:12Z,460000,False,12.0,284.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,28.46,Missed,,,,,,,,,,,,,
47,PT07M29.00S,2023-11-29T00:46:08.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,8,10,2023-11-29T00:46:12Z,470000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,
48,PT07M16.00S,2023-11-29T00:46:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,77.87450722733246,89.4607843137255,1610612741,8,10,2023-11-29T00:46:29Z,480000,False,197.0,155.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,25.12,Missed,,,,,,,,,,,,,
49,PT07M13.00S,2023-11-29T00:46:25.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,10,2023-11-29T00:46:29Z,490000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,
50,PT07M09.00S,2023-11-29T00:46:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.492115637319317,48.28431372549019,1610612738,8,10,2023-11-29T00:46:37Z,500000,False,9.0,27.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,2.86,Missed,,,,,,,,,,,,,
51,PT07M08.00S,2023-11-29T00:46:29.9Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,8,10,2023-11-29T00:46:37Z,510000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,
52,PT07M07.00S,2023-11-29T00:46:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,9.280551905387648,46.568627450980394,1610612738,10,10,2023-11-29T00:46:44Z,520000,False,17.0,35.0,1,left,J. Holiday putback Layup (5 PTS),[201950],1610612738.0,BOS,putback,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,3.87,Made,,,,,5.0,,,,,,,,
53,PT06M57.00S,2023-11-29T00:46:41.1Z,1,REGULAR,2pt,Jump Shot,[],202696,89.30683311432325,82.1078431372549,1610612741,10,10,2023-11-29T00:46:48Z,530000,False,161.0,48.0,1,right,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right,,,,,,16.75,Missed,,,,,,,,,,,,,
54,PT06M57.00S,2023-11-29T00:46:41.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,10,10,2023-11-29T00:46:48Z,540000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,
55,PT06M43.00S,2023-11-29T00:46:54.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,15.325229960578188,96.56862745098039,1610612738,13,10,2023-11-29T00:46:58Z,550000,False,-233.0,92.0,1,left,J. Brown 25' 3PT  (6 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left,,,,,,25.02,Made,,,,,6.0,A. Horford,201143.0,2.0,,,,,
57,PT06M28.00S,2023-11-29T00:47:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.11760840998686,55.392156862745104,1610612741,13,10,2023-11-29T00:47:27Z,570000,False,27.0,12.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 201143]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,2.96,Missed,,,,,,,,,,,,Horford,201143.0
61,PT06M28.00S,2023-11-29T00:47:09.5Z,1,REGULAR,block,,[],201143,,,1610612741,13,10,2023-11-29T00:58:50Z,575000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M27.00S,2023-11-29T00:47:10.5Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,13,10,2023-11-29T00:47:27Z,580000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,
59,PT06M24.00S,2023-11-29T00:47:16.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201942,72.40473061760841,17.17984068627451,1610612741,13,13,2023-11-29T00:48:54Z,590000,False,-164.0,207.0,1,right,D. DeRozan 26' 3PT  (3 PTS) (P. Williams 1 AST),"[201942, 1630172]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,26.41,Made,,,,,3.0,P. Williams,1630172.0,1.0,,,,,
60,PT06M22.00S,2023-11-29T00:47:23.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,13,13,2023-11-29T00:47:23Z,600000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,13,13,2023-11-29T00:50:16Z,610000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,13,13,2023-11-29T00:50:16Z,620000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,13,13,2023-11-29T00:50:16Z,630000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,in,[],1630625,,,1610612738,13,13,2023-11-29T00:50:16Z,640000,False,,,0,,SUB in: D. Banton,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,out,[],1629632,,,1610612738,13,13,2023-11-29T00:50:53Z,650000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M22.00S,2023-11-29T00:50:01.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612738,13,13,2023-11-29T00:50:53Z,655000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2023-11-29T00:50:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,30.17411300919842,22.30392156862745,1610612738,13,13,2023-11-29T00:53:41Z,660000,False,138.0,231.0,1,left,MISS S. Hauser 26' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,26.94,Missed,,,,,,,,,,,,,
69,PT06M05.00S,2023-11-29T00:50:34.3Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,13,13,2023-11-29T01:00:02Z,670000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,68.0,4.0,3.0,1.0,,,,,,,,,
83,PT06M02.00S,2023-11-29T00:50:37.1Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,13,13,2023-11-29T00:53:15Z,675000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 203897]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,LaVine,203897.0,,
84,PT06M02.00S,2023-11-29T00:50:37.1Z,1,REGULAR,steal,,[],203897,,,1610612741,13,13,2023-11-29T00:53:15Z,677500,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
70,PT05M54.00S,2023-11-29T00:50:41.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202696,65.91655716162943,55.88235294117647,1610612741,13,13,2023-11-29T00:54:58Z,680000,False,29.0,268.0,1,right,MISS N. Vucevic 26' running 3PT,[202696],1610612741.0,CHI,running,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,26.95,Missed,,,,,,,,,,,,,
71,PT05M52.00S,2023-11-29T00:50:43.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,13,13,2023-11-29T00:53:40Z,690000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,
72,PT05M47.00S,2023-11-29T00:50:48.8Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612738,13,13,2023-11-29T00:53:50Z,700000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 202696]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,
73,PT05M47.00S,2023-11-29T00:50:48.8Z,1,REGULAR,steal,,[],202696,,,1610612741,13,13,2023-11-29T00:50:51Z,710000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2023-11-29T00:50:55.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203897,77.00394218134035,18.405330882352942,1610612741,13,13,2023-11-29T00:56:15Z,720000,False,-158.0,164.0,1,right,MISS Z. LaVine 22' running pullup Shot,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,,,,,,22.75,Missed,,,,,,,,,,,,,
77,PT05M38.00S,2023-11-29T00:50:57.0Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,13,13,2023-11-29T00:54:11Z,730000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,
78,PT05M23.00S,2023-11-29T00:51:10.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,32.670827858081466,71.32352941176471,1610612738,16,13,2023-11-29T00:51:30Z,740000,False,-107.0,255.0,1,left,J. Brown 27' 3PT  (9 PTS) (J. Holiday 2 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,27.6,Made,,,,,9.0,J. Holiday,201950.0,2.0,,,,,
79,PT04M59.00S,2023-11-29T00:51:33.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.23324572930355,48.77450980392157,1610612741,16,13,2023-11-29T00:51:40Z,750000,False,-6.0,86.0,1,right,MISS N. Vucevic 8' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.65,Missed,,,,,,,,,,,,,
80,PT04M57.00S,2023-11-29T00:51:35.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,13,2023-11-29T00:51:40Z,760000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,79.0,5.0,4.0,1.0,,,,,,,,,
81,PT04M45.00S,2023-11-29T00:51:48.0Z,1,REGULAR,3pt,Jump Shot,[],201143,8.360709592641262,97.54901960784314,1610612738,19,13,2023-11-29T00:51:52Z,770000,False,-238.0,26.0,1,left,A. Horford 3PT  (3 PTS) (J. Holiday 3 AST),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,23.91,Made,,,,,3.0,J. Holiday,201950.0,3.0,,,,,
82,PT04M45.00S,2023-11-29T00:51:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,19,13,2023-11-29T00:51:53Z,780000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M45.00S,2023-11-29T00:54:09.2Z,1,REGULAR,substitution,out,[],201950,,,1610612741,19,13,2023-11-29T00:54:29Z,790000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
