actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
434,PT01M15.00S,2025-03-15T23:42:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630202,65.65374507227332,66.42156862745098,1610612738,76,85,2025-03-15T23:42:22Z,4200000,False,82.0,270.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,28.26,Missed,,,,,,,,,,,,,,,,,,
435,PT01M12.00S,2025-03-15T23:42:19.3Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,76,85,2025-03-15T23:42:22Z,4210000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,434.0,1.0,0.0,1.0,,,,,,,,,,,,,,
436,PT01M12.00S,2025-03-15T23:42:23.3Z,3,REGULAR,foul,personal,['2freethrow'],1631213,,,1610612738,76,85,2025-03-15T23:42:29Z,4220000,False,,,0,,T. Martin shooting personal FOUL (2 PF) (Queta 2 FT),"[1631213, 1629674]",1610612751.0,BKN,shooting,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,1630886.0,,,,,,,2.0,0.0,Queta,1629674.0,,
438,PT01M12.00S,2025-03-15T23:42:45.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629674,,,1610612738,76,86,2025-03-15T23:42:45Z,4240000,False,,,0,,N. Queta Free Throw 1 of 2 (4 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
439,PT01M12.00S,2025-03-15T23:42:46.2Z,3,REGULAR,substitution,out,[],1630573,,,1610612738,76,86,2025-03-15T23:42:50Z,4250000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M12.00S,2025-03-15T23:42:46.2Z,3,REGULAR,substitution,in,[],1631248,,,1610612738,76,86,2025-03-15T23:42:50Z,4260000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M12.00S,2025-03-15T23:42:45.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629674,,,1610612738,76,86,2025-03-15T23:43:07Z,4270000,False,,,0,,MISS N. Queta Free Throw 2 of 2,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
442,PT01M09.00S,2025-03-15T23:42:48.4Z,3,REGULAR,rebound,defensive,[],1631213,,,1610612751,76,86,2025-03-15T23:43:07Z,4280000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,441.0,1.0,1.0,0.0,,,,,,,,,,,,,,
443,PT01M00.00S,2025-03-15T23:43:16.0Z,3,REGULAR,3pt,Jump Shot,[],1631213,35.8245729303548,43.872549019607845,1610612751,79,86,2025-03-15T23:43:20Z,4290000,False,31.0,284.0,1,left,T. Martin 28' 3PT  (5 PTS) (R. Beekman 3 AST),"[1631213, 1641736]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,28.59,Made,,,,,5.0,,R. Beekman,1641736.0,3.0,,,,,,,,,
445,PT00M45.00S,2025-03-15T23:43:38.7Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,79,86,2025-03-15T23:43:45Z,4310000,False,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1630533]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,,,,,,,2.0,0.0,Williams,1630533.0,,
447,PT00M45.00S,2025-03-15T23:43:38.7Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,79,86,2025-03-15T23:43:38Z,4330000,False,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,,,,,,1.0,,,,,,
448,PT00M45.00S,2025-03-15T23:43:47.5Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,79,86,2025-03-15T23:43:51Z,4340000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,1630886.0,,,,,,,,,,,,
449,PT00M32.70S,2025-03-15T23:44:06.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641736,7.703679369250986,55.88235294117647,1610612751,79,86,2025-03-15T23:44:13Z,4350000,False,-29.0,20.0,1,left,MISS R. Beekman driving Layup,[1641736],1610612751.0,BKN,driving,,,Beekman,R. Beekman,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
450,PT00M29.10S,2025-03-15T23:44:10.5Z,3,REGULAR,rebound,offensive,[],1630533,,,1610612751,79,86,2025-03-15T23:44:10Z,4360000,False,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,449.0,4.0,3.0,1.0,,,,,,,,,,,,,,
529,PT00M28.70S,2025-03-15T23:44:16.4Z,3,REGULAR,turnover,lost ball,[],1630533,,,1610612751,79,86,2025-03-15T23:57:52Z,4380000,False,,,0,,Z. Williams lost ball TURNOVER (3 TO),"[1630533, 1630202]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,,,,,Pritchard,1630202.0
530,PT00M28.70S,2025-03-15T23:44:16.4Z,3,REGULAR,steal,,[],1630202,,,1610612738,79,86,2025-03-15T23:57:52Z,4390000,False,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT00M13.50S,2025-03-15T23:44:26.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631248,95.22010512483574,98.52941176470588,1610612738,79,86,2025-03-15T23:57:52Z,4400000,False,243.0,-8.0,1,right,MISS B. Scheierman 24' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
455,PT00M07.60S,2025-03-15T23:44:31.9Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,79,86,2025-03-15T23:44:52Z,4410000,False,,,0,,L. Kornet REBOUND (Off:4 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,454.0,6.0,2.0,4.0,,,,,,,,,,,,,,
456,PT00M03.20S,2025-03-15T23:44:36.4Z,3,REGULAR,turnover,bad pass,[],1631248,,,1610612738,79,86,2025-03-15T23:53:46Z,4420000,False,,,0,,B. Scheierman bad pass TURNOVER (1 TO),"[1631248, 1630533]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Williams,1630533.0
457,PT00M03.20S,2025-03-15T23:44:36.4Z,3,REGULAR,steal,,[],1630533,,,1610612751,79,86,2025-03-15T23:53:46Z,4430000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
458,PT00M02.90S,2025-03-15T23:44:38.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641721,5.732588699080158,47.30392156862745,1610612751,81,86,2025-03-15T23:44:43Z,4440000,False,13.0,1.0,1,left,M. Lewis running DUNK (12 PTS) (Z. Williams 2 AST),"[1641721, 1630533]",1610612751.0,BKN,running,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,12.0,,Z. Williams,1630533.0,2.0,,,,,,,,,
460,PT00M00.00S,2025-03-15T23:44:45.7Z,3,REGULAR,3pt,Jump Shot,[],1630202,51.19908015768725,55.63725490196079,1610612738,81,86,2025-03-15T23:45:45Z,4460000,False,28.0,406.0,1,right,MISS P. Pritchard 40' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,40.72,Missed,,,,,,,,,,,,,,,,,,
461,PT00M00.00S,2025-03-15T23:44:45.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,86,2025-03-15T23:44:56Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,460.0,,,,,,,,,,,,,,,,,
462,PT00M00.00S,2025-03-15T23:44:49.4Z,3,REGULAR,period,end,[],0,,,1610612738,81,86,2025-03-15T23:44:49Z,4480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2025-03-15T23:46:08.8Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,81,86,2025-03-15T23:47:24Z,4490000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2025-03-15T23:46:08.8Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,81,86,2025-03-15T23:47:24Z,4500000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2025-03-15T23:46:08.8Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612738,81,86,2025-03-15T23:47:24Z,4510000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2025-03-15T23:46:08.8Z,4,REGULAR,substitution,in,['startperiod'],201950,,,1610612738,81,86,2025-03-15T23:47:24Z,4520000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2025-03-15T23:47:36.9Z,4,REGULAR,period,start,[],0,,,1610612738,81,86,2025-03-15T23:47:36Z,4530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT11M45.00S,2025-03-15T23:47:52.7Z,4,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,81,86,2025-03-15T23:48:02Z,4540000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (2 TO),[201950],1610612738.0,BOS,lost ball,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,202027.0,,,,,,2.0,,,,,,
469,PT11M33.00S,2025-03-15T23:48:09.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631213,23.47240473061761,87.74509803921569,1610612751,81,86,2025-03-15T23:48:15Z,4550000,False,-189.0,168.0,1,left,MISS T. Martin 25' turnaround 3PT,[1631213],1610612751.0,BKN,turnaround,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
470,PT11M31.00S,2025-03-15T23:48:11.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,81,86,2025-03-15T23:48:15Z,4560000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,469.0,,,,,,,,,,,,,,,,,
472,PT11M24.00S,2025-03-15T23:48:25.9Z,4,REGULAR,foul,personal,[],1641721,,,1610612738,81,86,2025-03-15T23:48:48Z,4580000,False,,,0,,M. Lewis personal FOUL (3 PF),"[1641721, 204001]",1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Left Center,,,,,,,,202026.0,,,,,,,3.0,0.0,Porziņģis,204001.0,,
474,PT11M11.00S,2025-03-15T23:49:01.3Z,4,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612738,81,86,2025-03-15T23:49:14Z,4600000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1630592, 204001]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202027.0,,,,,,,1.0,0.0,Porziņģis,204001.0,,
476,PT11M11.00S,2025-03-15T23:49:25.9Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,81,87,2025-03-15T23:49:25Z,4620000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (11 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
477,PT11M11.00S,2025-03-15T23:49:40.0Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,81,88,2025-03-15T23:49:40Z,4630000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (12 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
478,PT10M47.00S,2025-03-15T23:50:05.8Z,4,REGULAR,3pt,Jump Shot,[],1631213,32.40801576872536,62.745098039215684,1610612751,81,88,2025-03-15T23:50:13Z,4640000,False,-64.0,252.0,1,left,MISS T. Martin 26' step back 3PT,[1631213],1610612751.0,BKN,step back,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
479,PT10M43.00S,2025-03-15T23:50:09.8Z,4,REGULAR,rebound,offensive,[],1641736,,,1610612751,81,88,2025-03-15T23:50:13Z,4650000,False,,,0,,R. Beekman REBOUND (Off:1 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Center,,,478.0,2.0,1.0,1.0,,,,,,,,,,,,,,
480,PT10M35.00S,2025-03-15T23:50:17.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,8.09789750328515,44.36274509803921,1610612751,83,88,2025-03-15T23:50:21Z,4660000,False,28.0,24.0,1,left,J. Wilson driving Layup (9 PTS),[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,9.0,,,,,,,,,,,,,
482,PT10M11.00S,2025-03-15T23:50:58.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,68.67608409986859,19.362745098039216,1610612738,83,88,2025-03-15T23:51:08Z,4680000,False,-153.0,242.0,1,right,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,28.63,Missed,,,,,,,,,,,,,,,,,,
483,PT10M10.00S,2025-03-15T23:50:59.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,83,88,2025-03-15T23:51:08Z,4690000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,482.0,,,,,,,,,,,,,,,,,
485,PT09M52.00S,2025-03-15T23:51:28.7Z,4,REGULAR,2pt,Jump Shot,[],1630592,21.23850197109067,46.568627450980394,1610612751,83,88,2025-03-15T23:51:40Z,4710000,False,17.0,147.0,1,left,MISS J. Wilson 14' turnaround fadeaway Shot,[1630592],1610612751.0,BKN,turnaround fadeaway,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Center,14.81,Missed,,,,,,,,,,,,,,,,,,
486,PT09M50.00S,2025-03-15T23:51:30.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,88,2025-03-15T23:51:40Z,4720000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Center,,,485.0,,,,,,,,,,,,,,,,,
487,PT09M50.00S,2025-03-15T23:51:39.9Z,4,REGULAR,foul,personal,[],1641721,,,1610612738,83,88,2025-03-15T23:51:51Z,4730000,False,,,0,,M. Lewis loose ball personal FOUL (4 PF),"[1641721, 201950]",1610612751.0,BKN,loose ball,,,Lewis,M. Lewis,,,,,Mid-Range,8-16 Right,,,,,,,,1630886.0,,,,,,,4.0,0.0,Holiday,201950.0,,
489,PT09M42.00S,2025-03-15T23:51:55.8Z,4,REGULAR,foul,personal,[],1641721,,,1610612738,83,88,2025-03-15T23:52:09Z,4750000,False,,,0,,M. Lewis personal FOUL (5 PF),"[1641721, 204001]",1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Center,,,,,,,,202027.0,,,,,,,5.0,0.0,Porziņģis,204001.0,,
491,PT09M29.00S,2025-03-15T23:52:27.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,93.24901445466492,48.03921568627451,1610612738,83,90,2025-03-15T23:52:33Z,4770000,False,-10.0,11.0,1,right,N. Queta alley-oop DUNK (6 PTS) (J. Holiday 8 AST),"[1629674, 201950]",1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,6.0,,J. Holiday,201950.0,8.0,,,,,,,,,
493,PT09M25.00S,2025-03-15T23:52:39.9Z,4,REGULAR,foul,personal,[],201950,,,1610612751,83,90,2025-03-15T23:53:09Z,4790000,False,,,0,,J. Holiday personal FOUL (4 PF),"[201950, 1641736]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202027.0,,,,,,,4.0,0.0,Beekman,1641736.0,,
495,PT09M21.00S,2025-03-15T23:52:57.6Z,4,REGULAR,3pt,Jump Shot,[],1630592,25.57490144546649,83.82352941176471,1610612751,86,90,2025-03-15T23:53:11Z,4810000,False,-169.0,188.0,1,left,J. Wilson 25' 3PT  (12 PTS) (T. Martin 5 AST),"[1630592, 1631213]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.28,Made,,,,,12.0,,T. Martin,1631213.0,5.0,,,,,,,,,
497,PT09M04.00S,2025-03-15T23:53:13.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,85.89027595269383,46.07843137254902,1610612738,86,92,2025-03-15T23:53:20Z,4830000,False,-20.0,80.0,1,right,K. Porziņģis 8' pullup Jump Shot (14 PTS) (J. Holiday 9 AST),"[204001, 201950]",1610612738.0,BOS,pullup,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,8.25,Made,,,,,14.0,,J. Holiday,201950.0,9.0,,,,,,,,,
499,PT08M43.00S,2025-03-15T23:53:34.3Z,4,REGULAR,3pt,Jump Shot,[],1641721,32.670827858081466,50.0,1610612751,89,92,2025-03-15T23:53:40Z,4850000,False,0.0,255.0,1,left,M. Lewis 25' 3PT step back (15 PTS) (J. Wilson 1 AST),"[1641721, 1630592]",1610612751.0,BKN,step back,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Center,25.46,Made,,,,,15.0,,J. Wilson,1630592.0,1.0,,,,,,,,,
501,PT08M26.00S,2025-03-15T23:53:55.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641736,,,1610612738,89,92,2025-03-15T23:54:04Z,4870000,False,,,0,,R. Beekman personal FOUL (1 PF) (Porziņģis 2 FT),"[1641736, 204001]",1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Porziņģis,204001.0,,
503,PT08M26.00S,2025-03-15T23:54:23.3Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,89,93,2025-03-15T23:54:23Z,4890000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (15 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
504,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,out,[],1641736,,,1610612738,89,93,2025-03-15T23:54:37Z,4900000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,out,[],1630533,,,1610612738,89,93,2025-03-15T23:54:37Z,4910000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,out,[],1629674,,,1610612738,89,93,2025-03-15T23:54:37Z,4920000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,in,[],1629661,,,1610612738,89,93,2025-03-15T23:54:37Z,4930000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,in,[],1630549,,,1610612738,89,93,2025-03-15T23:54:37Z,4940000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M26.00S,2025-03-15T23:54:24.2Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,89,93,2025-03-15T23:54:37Z,4950000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M26.00S,2025-03-15T23:54:52.9Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,89,94,2025-03-15T23:54:52Z,4960000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (16 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
511,PT08M05.00S,2025-03-15T23:55:14.2Z,4,REGULAR,3pt,Jump Shot,[],1630592,28.597240473061763,75.49019607843137,1610612751,89,94,2025-03-15T23:55:24Z,4970000,False,-127.0,216.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
512,PT08M00.00S,2025-03-15T23:55:19.2Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,89,94,2025-03-15T23:55:24Z,4980000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,511.0,11.0,6.0,5.0,,,,,,,,,,,,,,
513,PT07M59.00S,2025-03-15T23:55:19.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,28.597240473061763,22.794117647058822,1610612751,92,94,2025-03-15T23:55:26Z,4990000,False,136.0,216.0,1,left,C. Johnson 25' 3PT  (15 PTS) (D. Sharpe 5 AST),"[1629661, 1630549]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,15.0,,D. Sharpe,1630549.0,5.0,,,,,,,,,
515,PT07M39.00S,2025-03-15T23:55:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204001,89.30683311432325,51.71568627450981,1610612738,92,96,2025-03-16T00:00:44Z,5010000,False,9.0,48.0,1,right,K. Porziņģis driving Layup (18 PTS) (J. Holiday 10 AST),"[204001, 201950]",1610612738.0,BOS,driving,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,18.0,,J. Holiday,201950.0,10.0,,,,,,,,,
516,PT07M39.00S,2025-03-15T23:55:44.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630549,,,1610612738,92,96,2025-03-15T23:56:01Z,5020000,False,,,0,,D. Sharpe shooting personal FOUL (5 PF) (Porziņģis 1 FT),"[1630549, 204001]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1630886.0,,,,,,,5.0,0.0,Porziņģis,204001.0,,
518,PT07M39.00S,2025-03-15T23:56:08.7Z,4,REGULAR,substitution,out,[],1641721,,,1610612738,92,96,2025-03-15T23:56:39Z,5040000,False,,,0,,SUB out: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M39.00S,2025-03-15T23:56:08.7Z,4,REGULAR,substitution,in,[],1630553,,,1610612738,92,96,2025-03-15T23:56:39Z,5050000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M39.00S,2025-03-15T23:56:20.9Z,4,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,92,97,2025-03-15T23:56:21Z,5060000,False,,,0,,K. Porziņģis Free Throw 1 of 1 (19 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
522,PT07M21.00S,2025-03-15T23:56:46.0Z,4,REGULAR,foul,personal,[],1631248,,,1610612751,92,97,2025-03-15T23:56:59Z,5070000,False,,,0,,B. Scheierman personal FOUL (1 PF),"[1631248, 1629661]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Left,,,,,,,,1630886.0,,,,,,,1.0,0.0,Johnson,1629661.0,,
524,PT07M13.00S,2025-03-15T23:57:14.4Z,4,REGULAR,turnover,lost ball,[],1629661,,,1610612751,92,97,2025-03-15T23:57:19Z,5090000,False,,,0,,C. Johnson lost ball TURNOVER (3 TO),"[1629661, 201950]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,,,,,Holiday,201950.0
525,PT07M13.00S,2025-03-15T23:57:14.4Z,4,REGULAR,steal,,[],201950,,,1610612738,92,97,2025-03-15T23:57:19Z,5100000,False,,,0,,J. Holiday STEAL (2 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
