actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-26T23:42:22.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-26T23:42:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-26T23:42:38.8Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612761,0,0,2025-03-26T23:42:38Z,40000,False,,,0,,Jump Ball O. Robinson vs. N. Claxton: Tip to R. Barrett,"[1629628, 1631115, 1629651]",1610612761.0,TOR,startperiod,R. Barrett,1629628.0,Barrett,R. Barrett,Robinson,1631115.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-03-26T23:42:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642266,93.51182654402102,50.98039215686274,1610612761,0,2,2025-03-26T23:43:16Z,80000,False,5.0,8.0,1,right,J. Walter cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1642266, 1630567]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
10,PT11M14.00S,2025-03-26T23:43:19.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,34.11629434954008,48.77450980392157,1610612751,0,2,2025-03-26T23:43:24Z,100000,False,6.0,268.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2025-03-26T23:43:21.3Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612761,0,2,2025-03-26T23:43:24Z,110000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M04.00S,2025-03-26T23:43:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.38042049934296,46.568627450980394,1610612761,0,2,2025-03-26T23:43:37Z,120000,False,-17.0,10.0,1,right,MISS R. Barrett driving finger roll Layup,[1629628],1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2025-03-26T23:43:32.6Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612751,0,2,2025-03-26T23:43:37Z,130000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M56.00S,2025-03-26T23:43:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.783837056504599,56.61764705882353,1610612751,2,2,2025-03-26T23:44:08Z,140000,False,-33.0,11.0,1,left,N. Claxton driving Layup (2 PTS) (K. Johnson 1 AST),"[1629651, 1630553]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.5,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,
17,PT10M43.00S,2025-03-26T23:43:50.2Z,1,REGULAR,3pt,Jump Shot,[],1642347,76.95466491458606,86.51960784313727,1610612761,2,5,2025-03-26T23:44:04Z,160000,False,183.0,164.0,1,right,J. Shead 24' 3PT  (3 PTS) (S. Barnes 2 AST),"[1642347, 1630567]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,24.55,Made,3.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
19,PT10M29.00S,2025-03-26T23:44:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612751,2,5,2025-03-26T23:44:23Z,180000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642266, 1630553]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Johnson,1630553.0,,,,,
