actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-28T00:41:11.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-28T00:41:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-01-28T00:41:13.3Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612751,0,0,2025-01-28T00:41:13Z,40000,False,,,0,,Jump Ball N. Claxton vs. D. Sabonis: Tip to D. Russell,"[1626156, 1629651, 1627734]",1610612751.0,BKN,startperiod,D. Russell,1626156.0,Russell,D. Russell,Claxton,1629651.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-01-28T00:41:27.3Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612751,0,0,2025-01-28T00:41:35Z,70000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Russell 2 FT),"[1631099, 1626156]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,203591.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
9,PT11M46.00S,2025-01-28T00:41:45.0Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,1,0,2025-01-28T00:41:45Z,90000,False,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M46.00S,2025-01-28T00:41:56.8Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,2,0,2025-01-28T00:41:56Z,100000,False,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M26.00S,2025-01-28T00:42:17.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,27.677398160315374,18.627450980392158,1610612758,2,0,2025-01-28T00:42:22Z,110000,False,157.0,208.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.03,,,,,,,,,,,,
12,PT11M22.00S,2025-01-28T00:42:21.6Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612751,2,0,2025-01-28T00:42:22Z,120000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M18.00S,2025-01-28T00:42:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641730,71.82982917214193,13.970588235294118,1610612751,2,0,2025-01-28T00:42:34Z,130000,False,-180.0,212.0,1,right,MISS N. Clowney 27' running 3PT,[1641730],1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.84,,,,,,,,,,,,
14,PT11M15.00S,2025-01-28T00:42:28.3Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,2,0,2025-01-28T00:42:34Z,140000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT11M06.00S,2025-01-28T00:42:37.3Z,1,REGULAR,2pt,Jump Shot,[],201942,28.33442838370565,64.95098039215686,1610612758,2,2,2025-01-28T00:42:48Z,150000,False,-75.0,214.0,1,left,D. DeRozan 22' Jump Shot (2 PTS) (D. Fox 1 AST),"[201942, 1628368]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,Made,2.0,22.65,,,,,D. Fox,1628368.0,1.0,,,,,
