actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT08M40.00S,2025-01-07T01:13:23.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,25,30,2025-01-07T01:13:57Z,1710000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,Siakam,P. Siakam,,Restricted Area,0-8 Center,,,174.0,4.0,3.0,1.0,,,,,,,,,,,,,
176,PT08M40.00S,2025-01-07T01:13:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.72339027595268,49.754901960784316,1610612754,25,32,2025-01-07T01:13:50Z,1720000,False,-1.0,16.0,1,right,P. Siakam putback Layup (6 PTS),[1627783],1610612754.0,IND,,Siakam,P. Siakam,putback,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,6.0,,,,,,,,
177,PT08M40.00S,2025-01-07T01:13:28.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,25,32,2025-01-07T01:13:28Z,1730000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,out,[],1641736,,,1610612751,25,32,2025-01-07T01:16:11Z,1740000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,
179,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,out,[],1630553,,,1610612751,25,32,2025-01-07T01:16:11Z,1750000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,
180,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,25,32,2025-01-07T01:16:11Z,1760000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,
181,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,25,32,2025-01-07T01:16:11Z,1770000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,
182,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,in,[],1631213,,,1610612751,25,32,2025-01-07T01:16:11Z,1780000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,
183,PT08M40.00S,2025-01-07T01:13:48.1Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,25,32,2025-01-07T01:16:11Z,1790000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,
184,PT08M24.00S,2025-01-07T01:16:38.3Z,2,REGULAR,turnover,lost ball,[],1641787,,,1610612751,25,32,2025-01-07T01:16:44Z,1800000,False,,,0,,T. Evbuomwan lost ball TURNOVER (1 TO),"[1641787, 204456]",1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,McConnell,204456.0
185,PT08M24.00S,2025-01-07T01:16:38.3Z,2,REGULAR,steal,,[],204456,,,1610612754,25,32,2025-01-07T01:23:00Z,1810000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,McConnell,T. McConnell,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
186,PT08M21.00S,2025-01-07T01:16:41.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641716,95.0886990801577,51.71568627450981,1610612754,25,34,2025-01-07T01:22:19Z,1820000,False,9.0,-6.0,1,right,J. Walker running DUNK (4 PTS) (T. McConnell 2 AST),"[1641716, 204456]",1610612754.0,IND,,Walker,J. Walker,running,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,4.0,,T. McConnell,204456.0,2.0,,,,
188,PT08M16.00S,2025-01-07T01:16:50.6Z,2,REGULAR,foul,personal,[],204456,,,1610612751,25,34,2025-01-07T01:16:54Z,1840000,False,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 1631213]",1610612754.0,IND,203591.0,McConnell,T. McConnell,,Mid-Range,16-24 Left Center,,,,,,,2.0,0.0,Martin,1631213.0,,,,,,,,,
190,PT08M10.00S,2025-01-07T01:17:09.0Z,2,REGULAR,2pt,Jump Shot,[],1631213,20.844283837056505,52.450980392156865,1610612751,27,34,2025-01-07T01:17:15Z,1860000,False,-12.0,143.0,1,left,T. Martin 14' floating Jump Shot (8 PTS) (D. Sharpe 3 AST),"[1631213, 1630549]",1610612751.0,BKN,,Martin,T. Martin,floating,Mid-Range,8-16 Center,14.39,Made,,,,,,,,,8.0,,D. Sharpe,1630549.0,3.0,,,,
191,PT07M46.00S,2025-01-07T01:17:32.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,76.69185282522996,47.30392156862745,1610612754,27,34,2025-01-07T01:17:56Z,1870000,False,-13.0,167.0,1,right,MISS P. Siakam 16' pullup Shot,[1627783],1610612754.0,IND,,Siakam,P. Siakam,pullup,Mid-Range,16-24 Center,16.71,Missed,,,,,,,,,,,,,,,,,
192,PT07M43.00S,2025-01-07T01:17:35.9Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,27,34,2025-01-07T01:17:56Z,1880000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,Mid-Range,16-24 Center,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,
193,PT07M36.00S,2025-01-07T01:17:42.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,13.748357424441524,50.49019607843137,1610612751,27,34,2025-01-07T01:25:15Z,1890000,False,-2.0,77.0,1,left,MISS N. Clowney 7' driving floating Shot,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,driving floating,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,
194,PT07M34.00S,2025-01-07T01:17:44.6Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,27,34,2025-01-07T01:18:04Z,1900000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,Walker,J. Walker,,In The Paint (Non-RA),0-8 Center,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,
195,PT07M20.00S,2025-01-07T01:17:58.7Z,2,REGULAR,2pt,Jump Shot,[],1627783,82.86793692509855,31.127450980392158,1610612754,27,36,2025-01-07T01:18:08Z,1910000,False,-94.0,109.0,1,right,P. Siakam 14' pullup Jump Shot (8 PTS),[1627783],1610612754.0,IND,,Siakam,P. Siakam,pullup,Mid-Range,8-16 Left,14.38,Made,,,,,,,,,8.0,,,,,,,,
196,PT07M05.00S,2025-01-07T01:18:16.0Z,2,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612751,27,36,2025-01-07T01:18:24Z,1920000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Evbuomwan 2 FT),"[1628418, 1641787]",1610612754.0,IND,2002.0,Bryant,T. Bryant,shooting,Mid-Range,8-16 Right,,,,,,,1.0,0.0,Evbuomwan,1641787.0,,,,,,,,,
199,PT07M05.00S,2025-01-07T01:18:50.3Z,2,REGULAR,freethrow,1 of 2,[],1641787,,,1610612751,27,36,2025-01-07T01:19:35Z,1940000,False,,,0,,MISS T. Evbuomwan Free Throw 1 of 2,[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,,,,Missed,,,,,,,,,,,,,,,,,
200,PT07M05.00S,2025-01-07T01:18:50.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,27,36,2025-01-07T01:19:35Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,199.0,,,,,,,,,,,,,,,,
201,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,out,[],1628418,,,1610612751,27,36,2025-01-07T01:19:17Z,1960000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,
202,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,out,[],204456,,,1610612751,27,36,2025-01-07T01:19:17Z,1970000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,
203,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,out,[],1641767,,,1610612751,27,36,2025-01-07T01:19:17Z,1980000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,
204,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612751,27,36,2025-01-07T01:19:17Z,1990000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,
205,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,in,[],1630169,,,1610612751,27,36,2025-01-07T01:19:17Z,2000000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,
206,PT07M05.00S,2025-01-07T01:19:03.9Z,2,REGULAR,substitution,in,[],1631097,,,1610612751,27,36,2025-01-07T01:19:17Z,2010000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,
207,PT07M05.00S,2025-01-07T01:18:50.3Z,2,REGULAR,freethrow,2 of 2,[],1641787,,,1610612751,27,36,2025-01-07T01:19:35Z,2020000,False,,,0,,MISS T. Evbuomwan Free Throw 2 of 2,[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,,,,Missed,,,,,,,,,,,,,,,,,
208,PT07M02.00S,2025-01-07T01:18:53.3Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,27,36,2025-01-07T01:19:35Z,2030000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
209,PT06M54.00S,2025-01-07T01:19:41.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,84.57621550591328,31.127450980392158,1610612754,27,36,2025-01-07T01:19:48Z,2040000,False,-94.0,92.0,1,right,MISS P. Siakam 13' pullup Shot,[1627783],1610612754.0,IND,,Siakam,P. Siakam,pullup,Mid-Range,8-16 Left,13.22,Missed,,,,,,,,,,,,,,,,,
210,PT06M52.00S,2025-01-07T01:19:43.9Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,27,36,2025-01-07T01:19:48Z,2050000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:1),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Mid-Range,8-16 Left,,,209.0,5.0,1.0,4.0,,,,,,,,,,,,,
211,PT06M42.00S,2025-01-07T01:19:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,8.360709592641262,55.392156862745104,1610612751,27,36,2025-01-07T01:20:18Z,2060000,False,-27.0,26.0,1,left,MISS T. Evbuomwan driving Layup,[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,driving,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,
212,PT06M38.00S,2025-01-07T01:19:58.6Z,2,REGULAR,rebound,offensive,[],1630592,,,1610612751,27,36,2025-01-07T01:20:18Z,2070000,False,,,0,,J. Wilson REBOUND (Off:2 Def:0),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Restricted Area,0-8 Center,,,211.0,2.0,0.0,2.0,,,,,,,,,,,,,
213,PT06M38.00S,2025-01-07T01:19:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,7.835085413929041,50.73529411764706,1610612751,29,36,2025-01-07T01:20:22Z,2080000,False,-4.0,21.0,1,left,J. Wilson putback Layup (4 PTS),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,putback,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,4.0,,,,,,,,
214,PT06M38.00S,2025-01-07T01:20:09.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,36,2025-01-07T01:20:09Z,2090000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,out,[],1641787,,,1610612754,29,36,2025-01-07T01:22:46Z,2100000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,
217,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,29,36,2025-01-07T01:22:46Z,2110000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,
218,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,29,36,2025-01-07T01:22:46Z,2120000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,
219,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,in,[],1630533,,,1610612754,29,36,2025-01-07T01:22:46Z,2130000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
220,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,in,[],1630167,,,1610612754,29,36,2025-01-07T01:22:46Z,2140000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,
221,PT06M38.00S,2025-01-07T01:20:30.1Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,29,36,2025-01-07T01:22:46Z,2150000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
222,PT06M16.00S,2025-01-07T01:23:21.4Z,2,REGULAR,3pt,Jump Shot,[],1626167,66.96780551905388,41.911764705882355,1610612754,29,39,2025-01-07T01:23:25Z,2160000,False,-40.0,258.0,1,right,M. Turner 26' 3PT  (10 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,26.11,Made,,,,,,,,,10.0,,A. Nembhard,1629614.0,2.0,,,,
224,PT05M53.00S,2025-01-07T01:23:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630533,28.991458607095925,25.98039215686275,1610612751,32,39,2025-01-07T01:23:48Z,2180000,False,120.0,220.0,1,left,Z. Williams 25' 3PT  (6 PTS) (J. Wilson 1 AST),"[1630533, 1630592]",1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,25.06,Made,,,,,,,,,6.0,,J. Wilson,1630592.0,1.0,,,,
227,PT05M32.00S,2025-01-07T01:24:04.9Z,2,REGULAR,2pt,Jump Shot,[],1631097,74.19513797634691,48.28431372549019,1610612754,32,41,2025-01-07T01:24:08Z,2200000,False,-9.0,190.0,1,right,B. Mathurin 19' pullup Jump Shot (4 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,pullup,Mid-Range,16-24 Center,19.03,Made,,,,,,,,,4.0,,,,,,,,
228,PT05M18.00S,2025-01-07T01:24:18.9Z,2,REGULAR,3pt,Jump Shot,[],1641730,4.155716162943495,94.6078431372549,1610612751,32,41,2025-01-07T01:24:29Z,2210000,False,-223.0,-13.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,
229,PT05M15.00S,2025-01-07T01:24:21.9Z,2,REGULAR,rebound,offensive,[],1630592,,,1610612751,32,41,2025-01-07T01:24:29Z,2220000,False,,,0,,J. Wilson REBOUND (Off:3 Def:0),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Left Corner 3,24+ Left,,,228.0,3.0,0.0,3.0,,,,,,,,,,,,,
230,PT05M05.00S,2025-01-07T01:24:32.1Z,2,REGULAR,2pt,Hook,['2ndchance'],1630549,6.783837056504599,66.91176470588235,1610612751,34,41,2025-01-07T01:24:48Z,2230000,False,-85.0,11.0,1,left,D. Sharpe 8' turnaround Hook (6 PTS),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,turnaround,Mid-Range,8-16 Left,8.54,Made,,,,,,,,,6.0,,,,,,,,
231,PT04M58.00S,2025-01-07T01:24:39.0Z,2,REGULAR,3pt,Jump Shot,[],1626167,64.99671484888306,45.34313725490196,1610612754,34,41,2025-01-07T01:24:50Z,2240000,False,-23.0,277.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,27.75,Missed,,,,,,,,,,,,,,,,,
232,PT04M58.00S,2025-01-07T01:24:39.0Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,34,41,2025-01-07T01:24:50Z,2250000,False,,,0,,Z. Williams REBOUND (Off:0 Def:3),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Center,,,231.0,3.0,3.0,0.0,,,,,,,,,,,,,
233,PT04M50.00S,2025-01-07T01:24:47.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,6.1268068331143235,56.127450980392155,1610612751,34,41,2025-01-07T01:25:14Z,2260000,False,-31.0,5.0,1,left,MISS Z. Williams running Layup,[1630533],1610612751.0,BKN,,Williams,Z. Williams,running,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,
234,PT04M50.00S,2025-01-07T01:24:47.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,34,41,2025-01-07T01:25:14Z,2270000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Restricted Area,0-8 Center,,,233.0,,,,,,,,,,,,,,,,
236,PT04M36.00S,2025-01-07T01:25:14.4Z,2,REGULAR,2pt,Jump Shot,[],1630169,84.70762155059133,27.941176470588236,1610612754,34,41,2025-01-07T01:25:37Z,2290000,False,-110.0,91.0,1,right,MISS T. Haliburton 14' pullup Shot,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,pullup,Mid-Range,8-16 Left,14.31,Missed,,,,,,,,,,,,,,,,,
237,PT04M33.00S,2025-01-07T01:25:17.4Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,34,41,2025-01-07T01:25:37Z,2300000,False,,,0,,Z. Williams REBOUND (Off:0 Def:4),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Mid-Range,8-16 Left,,,236.0,4.0,4.0,0.0,,,,,,,,,,,,,
245,PT04M25.00S,2025-01-07T01:25:21.6Z,2,REGULAR,foul,personal,[],1630167,,,1610612751,34,41,2025-01-07T01:28:44Z,2305000,False,,,0,,O. Toppin loose ball personal FOUL (1 PF),"[1630167, 1641730]",1610612754.0,IND,203591.0,Toppin,O. Toppin,loose ball,Above the Break 3,24+ Right Center,,,,,,,1.0,0.0,Clowney,1641730.0,,,,,,,,,
239,PT04M25.00S,2025-01-07T01:25:46.9Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612751,34,41,2025-01-07T01:28:23Z,2320000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M25.00S,2025-01-07T01:25:52.8Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,34,41,2025-01-07T01:28:20Z,2340000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,
242,PT04M25.00S,2025-01-07T01:25:52.8Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,34,41,2025-01-07T01:28:20Z,2350000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,
243,PT04M25.00S,2025-01-07T01:25:52.8Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,34,41,2025-01-07T01:28:20Z,2360000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,
244,PT04M25.00S,2025-01-07T01:25:52.8Z,2,REGULAR,substitution,in,[],1630553,,,1610612751,34,41,2025-01-07T01:28:20Z,2370000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,
247,PT04M13.00S,2025-01-07T01:28:26.4Z,2,REGULAR,3pt,Jump Shot,[],1641730,24.52365308804205,12.990196078431374,1610612751,34,41,2025-01-07T01:31:32Z,2380000,False,185.0,178.0,1,left,MISS N. Clowney 25' pullup 3PT,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,pullup,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,
248,PT04M09.00S,2025-01-07T01:28:30.6Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,34,41,2025-01-07T01:28:30Z,2390000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Right Center,,,247.0,3.0,3.0,0.0,,,,,,,,,,,,,
249,PT03M56.00S,2025-01-07T01:28:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,87.59855453350855,50.98039215686274,1610612754,34,43,2025-01-07T01:32:10Z,2400000,False,5.0,64.0,1,right,B. Mathurin 6' driving floating Jump Shot (6 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,,Mathurin,B. Mathurin,driving floating,In The Paint (Non-RA),0-8 Center,6.43,Made,,,,,,,,,6.0,,T. Haliburton,1630169.0,2.0,,,,
251,PT03M44.00S,2025-01-07T01:28:55.4Z,2,REGULAR,3pt,Jump Shot,[],1630553,32.802233902759525,47.794117647058826,1610612751,34,43,2025-01-07T01:28:59Z,2420000,False,11.0,256.0,1,left,MISS K. Johnson 25' pullup 3PT,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,pullup,Above the Break 3,24+ Center,25.6,Missed,,,,,,,,,,,,,,,,,
252,PT03M41.00S,2025-01-07T01:28:58.4Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,34,43,2025-01-07T01:28:59Z,2430000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Above the Break 3,24+ Center,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,,
253,PT03M39.00S,2025-01-07T01:29:00.4Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,34,43,2025-01-07T01:29:04Z,2440000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630553]",1610612754.0,IND,,Haliburton,T. Haliburton,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,Johnson,1630553.0
254,PT03M39.00S,2025-01-07T01:29:00.4Z,2,REGULAR,steal,,[],1630553,,,1610612751,34,43,2025-01-07T01:29:02Z,2450000,False,,,0,,K. Johnson STEAL (2 STL),[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
255,PT03M35.00S,2025-01-07T01:29:04.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641730,28.991458607095925,76.47058823529412,1610612751,37,43,2025-01-07T01:29:12Z,2460000,False,-132.0,220.0,1,left,N. Clowney 25' 3PT running (3 PTS) (K. Johnson 3 AST),"[1641730, 1630553]",1610612751.0,BKN,,Clowney,N. Clowney,running,Above the Break 3,24+ Left Center,25.68,Made,,,,,,,,,3.0,,K. Johnson,1630553.0,3.0,,,,
257,PT03M21.00S,2025-01-07T01:29:17.4Z,2,REGULAR,2pt,Jump Shot,[],1630169,74.72076215505913,67.40196078431373,1610612754,37,43,2025-01-07T01:29:23Z,2480000,False,87.0,185.0,1,right,MISS T. Haliburton 20' pullup Shot,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,pullup,Mid-Range,16-24 Right Center,20.45,Missed,,,,,,,,,,,,,,,,,
258,PT03M17.00S,2025-01-07T01:29:21.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,37,43,2025-01-07T01:29:23Z,2490000,False,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,Mid-Range,16-24 Right Center,,,257.0,6.0,5.0,1.0,,,,,,,,,,,,,
259,PT03M07.00S,2025-01-07T01:29:32.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.543363994743759,48.03921568627451,1610612751,37,43,2025-01-07T01:29:56Z,2500000,False,10.0,37.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,turnaround,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,
260,PT03M05.00S,2025-01-07T01:29:34.8Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,37,43,2025-01-07T01:29:56Z,2510000,False,,,0,,M. Turner REBOUND (Off:2 Def:1),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,259.0,3.0,1.0,2.0,,,,,,,,,,,,,
261,PT02M59.00S,2025-01-07T01:29:41.0Z,2,REGULAR,3pt,Jump Shot,[],1631097,73.40670170827858,81.61764705882352,1610612754,37,46,2025-01-07T01:29:58Z,2520000,False,158.0,197.0,1,right,B. Mathurin 25' 3PT  (9 PTS) (T. Haliburton 3 AST),"[1631097, 1630169]",1610612754.0,IND,,Mathurin,B. Mathurin,,Above the Break 3,24+ Right Center,25.3,Made,,,,,,,,,9.0,,T. Haliburton,1630169.0,3.0,,,,
263,PT02M38.00S,2025-01-07T01:30:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,6.258212877792378,45.588235294117645,1610612751,39,46,2025-01-07T01:30:05Z,2540000,False,22.0,6.0,1,left,Z. Williams reverse Layup (8 PTS) (N. Claxton 2 AST),"[1630533, 1629651]",1610612751.0,BKN,,Williams,Z. Williams,reverse,Restricted Area,0-8 Center,2.3,Made,,,,,,,,,8.0,,N. Claxton,1629651.0,2.0,,,,
