actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
20,PT10M00.00S,2024-12-05T00:43:42.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,2,2024-12-05T00:43:45Z,190000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,
21,PT09M49.00S,2024-12-05T00:43:55.2Z,1,REGULAR,2pt,Jump Shot,[],1630169,76.03482260183968,72.05882352941177,1610612754,0,2,2024-12-05T00:44:00Z,200000,False,110.0,173.0,1,right,MISS T. Haliburton 20' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,20.5,Missed,,,,,,,,,,,,,,,,
22,PT09M45.00S,2024-12-05T00:43:59.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,2,2024-12-05T00:44:00Z,210000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT09M37.00S,2024-12-05T00:44:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,31.35676741130092,66.17647058823529,1610612751,3,2,2024-12-05T00:45:16Z,220000,False,-81.0,242.0,1,left,C. Johnson 25' 3PT pullup (3 PTS) (J. Wilson 1 AST),"[1629661, 1630592]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.54,Made,3.0,J. Wilson,1630592.0,1.0,,,,,,,,,,,,
25,PT09M26.00S,2024-12-05T00:44:17.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,91.67214191852825,95.34313725490196,1610612754,3,2,2024-12-05T00:44:23Z,240000,False,227.0,26.0,1,right,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,22.82,Missed,,,,,,,,,,,,,,,,
26,PT09M21.00S,2024-12-05T00:44:22.0Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,3,2,2024-12-05T00:44:23Z,250000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
27,PT09M04.00S,2024-12-05T00:44:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630592,28.86005256241787,76.7156862745098,1610612751,3,2,2024-12-05T00:44:45Z,260000,False,-134.0,219.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,25.64,Missed,,,,,,,,,,,,,,,,
28,PT09M02.00S,2024-12-05T00:44:40.6Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612751,3,2,2024-12-05T00:44:45Z,270000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,
29,PT09M00.00S,2024-12-05T00:44:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,5.732588699080158,53.67647058823529,1610612751,3,2,2024-12-05T00:44:49Z,280000,False,-18.0,1.0,1,left,MISS K. Johnson putback Layup,[1630553],1610612751.0,BKN,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,1.85,Missed,,,,,,,,,,,,,,,,
30,PT09M00.00S,2024-12-05T00:44:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,3,2,2024-12-05T00:44:49Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,29.0,,,,,,,,,,,
32,PT08M51.00S,2024-12-05T00:45:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203471,6.652431011826544,44.6078431372549,1610612751,3,2,2024-12-05T00:46:22Z,310000,False,27.0,10.0,1,left,MISS D. Schröder driving Layup - blocked,"[203471, 1626167]",1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,2.88,Missed,,,,,,,,,Turner,1626167.0,,,,,,
33,PT08M51.00S,2024-12-05T00:45:10.6Z,1,REGULAR,block,,[],1626167,,,1610612751,3,2,2024-12-05T00:45:20Z,320000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M51.00S,2024-12-05T00:45:10.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,3,2,2024-12-05T00:47:11Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,32.0,,,,,,,,,,,
36,PT08M49.00S,2024-12-05T00:45:38.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,8.09789750328515,3.1862745098039214,1610612751,3,2,2024-12-05T00:49:43Z,350000,False,234.0,24.0,1,left,MISS K. Johnson 3PT - blocked,"[1630553, 1630169]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,23.53,Missed,,,,,,,,,Haliburton,1630169.0,,,,,,
37,PT08M49.00S,2024-12-05T00:45:38.4Z,1,REGULAR,block,,[],1630169,,,1610612751,3,2,2024-12-05T00:45:42Z,360000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
38,PT08M44.00S,2024-12-05T00:45:43.4Z,1,REGULAR,rebound,defensive,[],1631245,,,1610612754,3,2,2024-12-05T00:45:43Z,370000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,
39,PT08M32.00S,2024-12-05T00:45:54.9Z,1,REGULAR,2pt,Jump Shot,[],1626167,79.45137976346912,37.00980392156863,1610612754,3,4,2024-12-05T00:45:59Z,380000,False,-65.0,141.0,1,right,M. Turner 15' Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,,,15.5,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,
75,PT08M08.00S,2024-12-05T00:46:11.7Z,1,REGULAR,2pt,Layup,[],1630592,1.971090670170824,72.40349264705883,1610612751,3,4,2024-12-05T00:54:18Z,405000,False,-112.0,-34.0,1,left,MISS J. Wilson 11' driving Layup,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Left,,,11.7,Missed,,,,,,,,,,,,,,,,
76,PT08M06.00S,2024-12-05T00:46:13.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,4,2024-12-05T00:54:18Z,412500,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
43,PT07M59.00S,2024-12-05T00:46:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,85.75886990801577,56.86274509803921,1610612754,3,4,2024-12-05T00:52:46Z,420000,False,34.0,81.0,1,right,MISS B. Mathurin 8' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,8.83,Missed,,,,,,,,,,,,,,,,
44,PT07M55.00S,2024-12-05T00:46:32.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,3,4,2024-12-05T00:46:34Z,430000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,
45,PT07M47.00S,2024-12-05T00:46:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,10.726018396846255,43.627450980392155,1610612751,3,4,2024-12-05T00:46:44Z,440000,False,32.0,48.0,1,left,MISS C. Johnson pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,5.79,Missed,,,,,,,,,,,,,,,,
46,PT07M45.00S,2024-12-05T00:46:42.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,4,2024-12-05T00:46:44Z,450000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,
47,PT07M40.00S,2024-12-05T00:46:48.8Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612754,3,4,2024-12-05T00:47:03Z,460000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Mathurin 2 FT),"[203471, 1631097]",1610612751.0,BKN,shooting,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,202053.0,,,,,,,,,,,,,,1.0,0.0,Mathurin,1631097.0,,
49,PT07M40.00S,2024-12-05T00:47:21.7Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,3,5,2024-12-05T00:47:21Z,480000,False,,,0,,B. Mathurin Free Throw 1 of 2 (1 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
50,PT07M40.00S,2024-12-05T00:47:45.4Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,3,6,2024-12-05T00:47:45Z,490000,False,,,0,,B. Mathurin Free Throw 2 of 2 (2 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
51,PT07M16.00S,2024-12-05T00:48:12.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,3,6,2024-12-05T00:48:19Z,500000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,1630886.0,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2024-12-05T00:48:42.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,72.22404730617609,17.401960784313726,1610612754,3,6,2024-12-05T00:49:11Z,510000,False,-163.0,209.0,1,right,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,26.47,Missed,,,,,,,,,,,,,,,,
53,PT06M56.00S,2024-12-05T00:48:45.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,3,6,2024-12-05T00:48:48Z,520000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,
57,PT06M46.00S,2024-12-05T00:48:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612751,3,6,2024-12-05T00:49:13Z,530000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631097, 1629661]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,,,,,1.0,0.0,Johnson,1629661.0,,
59,PT06M46.00S,2024-12-05T00:49:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,3,6,2024-12-05T00:49:16Z,550000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,out,[],203471,,,1610612751,3,6,2024-12-05T00:52:01Z,560000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612751,3,6,2024-12-05T00:52:01Z,570000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,out,[],1631245,,,1610612751,3,6,2024-12-05T00:52:01Z,580000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,in,[],1629003,,,1610612751,3,6,2024-12-05T00:52:01Z,590000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612751,3,6,2024-12-05T00:52:01Z,600000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M46.00S,2024-12-05T00:49:32.5Z,1,REGULAR,substitution,in,[],204456,,,1610612751,3,6,2024-12-05T00:52:01Z,610000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2024-12-05T00:52:22.8Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,4,6,2024-12-05T00:52:22Z,620000,False,,,0,,C. Johnson Free Throw 1 of 2 (4 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
67,PT06M46.00S,2024-12-05T00:52:39.2Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,5,6,2024-12-05T00:52:39Z,630000,False,,,0,,C. Johnson Free Throw 2 of 2 (5 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
68,PT06M34.00S,2024-12-05T00:52:53.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,95.0886990801577,94.36274509803921,1610612754,5,6,2024-12-05T00:53:01Z,640000,False,222.0,-6.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,22.19,Missed,,,,,,,,,,,,,,,,
69,PT06M27.00S,2024-12-05T00:53:00.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,5,6,2024-12-05T00:53:01Z,650000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,
70,PT06M17.00S,2024-12-05T00:53:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,29.25427069645204,74.75490196078431,1610612751,8,6,2024-12-05T00:53:29Z,660000,False,-124.0,222.0,1,left,C. Johnson 25' 3PT  (8 PTS) (S. Milton 1 AST),"[1629661, 1629003]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.46,Made,8.0,S. Milton,1629003.0,1.0,,,,,,,,,,,,
71,PT06M04.00S,2024-12-05T00:53:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,80.1084099868594,47.549019607843135,1610612754,8,8,2024-12-05T00:56:36Z,670000,False,-12.0,134.0,1,right,M. Turner 13' Jump Shot (4 PTS) (T. McConnell 1 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,13.51,Made,4.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,
73,PT05M44.00S,2024-12-05T00:53:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.229303547963205,47.549019607843135,1610612751,10,8,2024-12-05T00:53:51Z,690000,False,12.0,25.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (K. Johnson 1 AST),"[1629651, 1630553]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,2.78,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,
77,PT05M22.00S,2024-12-05T00:54:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630167,94.56307490144546,3.431372549019608,1610612754,10,11,2024-12-05T00:54:12Z,710000,False,-233.0,-1.0,1,right,O. Toppin 3PT  (3 PTS) (B. Mathurin 1 AST),"[1630167, 1631097]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,23.28,Made,3.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,
80,PT05M09.00S,2024-12-05T00:54:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,12.828515111695138,59.80392156862745,1610612751,10,11,2024-12-05T00:54:22Z,730000,False,-49.0,68.0,1,left,MISS S. Milton 8' pullup bank Shot,[1629003],1610612751.0,BKN,pullup bank,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Left,,,8.39,Missed,,,,,,,,,,,,,,,,
81,PT05M06.00S,2024-12-05T00:54:20.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,10,11,2024-12-05T00:54:22Z,740000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT04M55.00S,2024-12-05T00:54:32.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,80.3712220762155,89.70588235294117,1610612754,10,11,2024-12-05T00:58:34Z,750000,False,199.0,132.0,1,right,MISS B. Mathurin pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,23.84,Missed,,,,,,,,,,,,,,,,
83,PT04M52.00S,2024-12-05T00:54:35.3Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,10,11,2024-12-05T00:55:41Z,760000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,
84,PT04M48.00S,2024-12-05T00:54:52.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,89.83245729303549,2.450980392156863,1610612754,10,11,2024-12-05T00:55:15Z,770000,False,-238.0,43.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,24.16,Missed,,,,,,,,,,,,,,,,
85,PT04M45.00S,2024-12-05T00:54:55.0Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612751,10,11,2024-12-05T00:59:25Z,780000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,
86,PT04M28.00S,2024-12-05T00:54:57.9Z,1,REGULAR,3pt,Jump Shot,[],1630592,25.04927726675427,16.42156862745098,1610612751,13,11,2024-12-05T00:55:21Z,790000,False,168.0,183.0,1,left,J. Wilson 24' 3PT  (3 PTS) (C. Johnson 1 AST),"[1630592, 1629661]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,24.84,Made,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,
88,PT04M14.00S,2024-12-05T00:55:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.32917214191852,51.71568627450981,1610612754,13,13,2024-12-05T00:55:26Z,810000,False,9.0,20.0,1,right,B. Mathurin driving reverse Layup (4 PTS) (M. Turner 2 AST),"[1631097, 1626167]",1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,2.14,Made,4.0,M. Turner,1626167.0,2.0,,,,,,,,,,,,
