actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-28T00:40:54.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-28T00:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-28T00:41:00.4Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-12-28T00:41:00Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. N. Claxton: Tip to J. Sochan,"[1631110, 1641705, 1629651]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-12-28T00:41:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,80.76544021024968,45.09803921568628,1610612759,0,0,2024-12-28T00:41:17Z,70000,False,-25.0,128.0,1,right,MISS D. Vassell 13' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,13.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-12-28T00:41:14.9Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,0,0,2024-12-28T00:41:14Z,80000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-12-28T00:41:16.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,67.09921156373193,45.588235294117645,1610612759,0,0,2024-12-28T00:41:20Z,90000,False,-22.0,257.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-12-28T00:41:18.7Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,0,0,2024-12-28T00:41:20Z,100000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-12-28T00:41:41.9Z,1,REGULAR,2pt,Jump Shot,[],1630553,26.49474375821288,31.61764705882353,1610612751,2,0,2024-12-28T00:41:48Z,110000,False,92.0,197.0,1,left,K. Johnson 21' step back Jump Shot (2 PTS),[1630553],1610612751.0,BKN,step back,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,21.7,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M52.00S,2024-12-28T00:42:01.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,93.11760840998686,48.28431372549019,1610612759,2,2,2024-12-28T00:42:10Z,120000,False,-9.0,12.0,1,right,V. Wembanyama DUNK (2 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,2.0,D. Vassell,1630170.0,1.0,,,,,,,,,,
14,PT10M37.00S,2024-12-28T00:42:16.6Z,1,REGULAR,2pt,Jump Shot,[],1630592,11.383048620236531,33.57843137254902,1610612751,4,2,2024-12-28T00:42:20Z,140000,False,82.0,55.0,1,left,J. Wilson 9' driving floating bank Jump Shot (2 PTS) (S. Milton 1 AST),"[1630592, 1629003]",1610612751.0,BKN,driving floating bank,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Right,9.85,Made,,,,,2.0,S. Milton,1629003.0,1.0,,,,,,,,,,
16,PT10M25.00S,2024-12-28T00:42:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.38042049934296,47.794117647058826,1610612759,4,2,2024-12-28T00:42:33Z,160000,False,-11.0,10.0,1,right,MISS H. Barnes driving reverse Layup,[203084],1610612759.0,SAS,driving reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2024-12-28T00:42:33.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,4,2,2024-12-28T00:42:33Z,170000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M18.00S,2024-12-28T00:42:36.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,29.77989487516426,71.81372549019608,1610612751,4,2,2024-12-28T00:42:42Z,180000,False,-109.0,227.0,1,left,MISS D. Finney-Smith 25' running 3PT,[1627827],1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
19,PT10M14.00S,2024-12-28T00:42:40.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,4,2,2024-12-28T00:42:40Z,190000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M10.00S,2024-12-28T00:42:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,31.225361366622867,62.5,1610612751,4,2,2024-12-28T00:42:50Z,200000,False,-62.0,241.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,24.9,Missed,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2024-12-28T00:42:50.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,4,2,2024-12-28T00:42:50Z,210000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M59.00S,2024-12-28T00:42:53.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,90.62089356110381,95.58823529411765,1610612759,4,5,2024-12-28T00:44:37Z,220000,False,228.0,36.0,1,right,D. Vassell 3PT running pullup (3 PTS) (C. Paul 1 AST),"[1630170, 101108]",1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.07,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,
24,PT09M38.00S,2024-12-28T00:43:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,6.389618922470433,53.431372549019606,1610612751,4,5,2024-12-28T00:43:21Z,240000,False,-17.0,8.0,1,left,MISS J. Wilson driving finger roll Layup,[1630592],1610612751.0,BKN,driving finger roll,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
25,PT09M37.00S,2024-12-28T00:43:16.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,4,5,2024-12-28T00:43:21Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,24.0,,,,,,,,,,,,,,,,,
27,PT09M22.00S,2024-12-28T00:43:49.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630592,11.514454664914586,4.166666666666666,1610612751,7,5,2024-12-28T00:43:53Z,270000,False,229.0,56.0,1,left,J. Wilson 3PT  (5 PTS) (S. Milton 2 AST),"[1630592, 1629003]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.59,Made,,,,,5.0,S. Milton,1629003.0,2.0,,,,,,,,,,
29,PT09M16.00S,2024-12-28T00:43:57.3Z,1,REGULAR,foul,personal,[],1629003,,,1610612759,7,5,2024-12-28T00:44:06Z,290000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 101108]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202056.0,1.0,0.0,Paul,101108.0,,,,,
31,PT09M08.00S,2024-12-28T00:44:22.0Z,1,REGULAR,turnover,lost ball,[],1630170,,,1610612759,7,5,2024-12-28T00:44:27Z,310000,False,,,0,,D. Vassell lost ball TURNOVER (1 TO),"[1630170, 1630553]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Johnson,1630553.0,,
32,PT09M08.00S,2024-12-28T00:44:22.0Z,1,REGULAR,steal,,[],1630553,,,1610612751,7,5,2024-12-28T00:44:24Z,320000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
33,PT08M53.00S,2024-12-28T00:44:36.9Z,1,REGULAR,turnover,bad pass,[],1630592,,,1610612751,7,5,2024-12-28T00:44:41Z,330000,False,,,0,,J. Wilson bad pass TURNOVER (1 TO),"[1630592, 1630170]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0,,
34,PT08M53.00S,2024-12-28T00:44:36.9Z,1,REGULAR,steal,,[],1630170,,,1610612759,7,5,2024-12-28T00:44:39Z,340000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT08M40.00S,2024-12-28T00:44:49.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,68.67608409986859,29.166666666666668,1610612759,7,5,2024-12-28T00:44:55Z,350000,False,-104.0,242.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
36,PT08M35.00S,2024-12-28T00:44:54.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,7,5,2024-12-28T00:44:55Z,360000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M25.00S,2024-12-28T00:45:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.995400788436268,45.34313725490196,1610612751,7,5,2024-12-28T00:45:40Z,370000,False,23.0,4.0,1,left,MISS N. Claxton alley-oop Layup - blocked,"[1629651, 1641705]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
38,PT08M25.00S,2024-12-28T00:45:06.2Z,1,REGULAR,block,,[],1641705,,,1610612751,7,5,2024-12-28T00:45:09Z,380000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M24.00S,2024-12-28T00:45:07.2Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,7,5,2024-12-28T00:45:40Z,390000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M20.00S,2024-12-28T00:45:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612759,7,5,2024-12-28T00:45:28Z,400000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Sochan 2 FT),"[1630553, 1631110]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,Sochan,1631110.0,,,,,
42,PT08M20.00S,2024-12-28T00:45:39.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631110,,,1610612759,7,5,2024-12-28T00:45:39Z,420000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2024-12-28T00:45:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,7,5,2024-12-28T00:45:39Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2024-12-28T00:45:52.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631110,,,1610612759,7,6,2024-12-28T00:45:52Z,440000,False,,,0,,J. Sochan Free Throw 2 of 2 (1 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
45,PT08M00.00S,2024-12-28T00:46:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,5.995400788436268,45.34313725490196,1610612751,7,6,2024-12-28T00:49:09Z,450000,False,23.0,4.0,1,left,MISS K. Johnson cutting Layup - blocked,"[1630553, 1641705]",1610612751.0,BKN,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
46,PT08M00.00S,2024-12-28T00:46:18.0Z,1,REGULAR,block,,[],1641705,,,1610612751,7,6,2024-12-28T00:46:20Z,460000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M57.00S,2024-12-28T00:46:21.0Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,7,6,2024-12-28T00:46:22Z,470000,False,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,45.0,2.0,0.0,2.0,,,,,,,,,,,,,,
48,PT07M54.00S,2024-12-28T00:46:22.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629651,6.783837056504599,21.813725490196077,1610612751,7,6,2024-12-28T00:46:26Z,480000,False,141.0,11.0,1,left,MISS N. Claxton 14' Jump Shot,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,14.14,Missed,,,,,,,,,,,,,,,,,,
49,PT07M52.00S,2024-12-28T00:46:24.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,7,6,2024-12-28T00:46:26Z,490000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT07M47.00S,2024-12-28T00:46:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,69.33311432325887,70.83333333333334,1610612759,7,6,2024-12-28T00:46:33Z,500000,False,104.0,236.0,1,right,MISS V. Wembanyama 25' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
51,PT07M45.00S,2024-12-28T00:46:32.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,6,2024-12-28T00:46:33Z,510000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,50.0,3.0,1.0,2.0,,,,,,,,,,,,,,
52,PT07M33.00S,2024-12-28T00:46:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,17.16491458607096,37.5,1610612751,9,6,2024-12-28T00:46:48Z,520000,False,62.0,109.0,1,left,N. Claxton 12' floating Jump Shot (2 PTS) (K. Johnson 1 AST),"[1629651, 1630553]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,12.56,Made,,,,,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,,
54,PT07M17.00S,2024-12-28T00:46:59.9Z,1,REGULAR,3pt,Jump Shot,[],101108,94.69448094612353,2.450980392156863,1610612759,9,6,2024-12-28T00:47:06Z,540000,False,-238.0,-3.0,1,right,MISS C. Paul 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2024-12-28T00:47:04.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,9,6,2024-12-28T00:47:06Z,550000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT06M56.00S,2024-12-28T00:47:21.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.601182654402102,47.794117647058826,1610612751,11,6,2024-12-28T00:47:25Z,560000,False,11.0,0.0,1,left,N. Claxton alley-oop DUNK (4 PTS) (K. Johnson 2 AST),"[1629651, 1630553]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,4.0,K. Johnson,1630553.0,2.0,,,,,,,,,,
58,PT06M56.00S,2024-12-28T00:47:25.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,11,6,2024-12-28T00:47:25Z,580000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2024-12-28T00:47:40.1Z,1,REGULAR,substitution,out,[],1630553,,,1610612759,11,6,2024-12-28T00:50:21Z,590000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2024-12-28T00:47:40.1Z,1,REGULAR,substitution,in,[],1641730,,,1610612759,11,6,2024-12-28T00:50:21Z,600000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2024-12-28T00:50:52.8Z,1,REGULAR,2pt,Jump Shot,[],1630170,78.40013140604468,38.48039215686275,1610612759,11,6,2024-12-28T00:50:59Z,610000,False,-58.0,151.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,16.11,Missed,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2024-12-28T00:50:55.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,6,2024-12-28T00:50:59Z,620000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,,61.0,4.0,2.0,2.0,,,,,,,,,,,,,,
64,PT06M22.00S,2024-12-28T00:51:09.7Z,1,REGULAR,substitution,out,[],1641705,,,1610612751,11,6,2024-12-28T00:51:20Z,640000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2024-12-28T00:51:09.7Z,1,REGULAR,substitution,out,[],101108,,,1610612751,11,6,2024-12-28T00:51:20Z,650000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M22.00S,2024-12-28T00:51:09.7Z,1,REGULAR,substitution,in,[],1629640,,,1610612751,11,6,2024-12-28T00:51:20Z,660000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2024-12-28T00:51:09.7Z,1,REGULAR,substitution,in,[],1642264,,,1610612751,11,6,2024-12-28T00:51:20Z,670000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2024-12-28T00:51:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.601182654402102,53.18627450980392,1610612751,13,6,2024-12-28T00:51:43Z,680000,False,-16.0,0.0,1,left,S. Milton driving Layup (2 PTS),[1629003],1610612751.0,BKN,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,,,,,,,,
69,PT05M52.00S,2024-12-28T00:51:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,92.19776609724047,44.11764705882353,1610612759,13,6,2024-12-28T00:52:33Z,690000,False,-29.0,21.0,1,right,MISS J. Sochan cutting Layup,[1631110],1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
70,PT05M49.00S,2024-12-28T00:52:02.5Z,1,REGULAR,rebound,offensive,[],203084,,,1610612759,13,6,2024-12-28T00:52:04Z,700000,False,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT05M45.00S,2024-12-28T00:52:06.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,83.26215505913272,38.72549019607843,1610612759,13,6,2024-12-28T00:52:12Z,710000,False,-56.0,105.0,1,right,MISS K. Johnson 11' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2024-12-28T00:52:10.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,13,6,2024-12-28T00:52:12Z,720000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:4),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,,,
89,PT05M16.00S,2024-12-28T00:52:28.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,13,6,2024-12-28T00:55:01Z,735000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,201639.0,,,,,,,,,
