actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT03M45.00S,2024-12-17T00:55:15.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628386,93.24901445466492,50.245098039215684,1610612739,15,24,2024-12-17T01:49:50Z,830000,False,1.0,11.0,1,right,J. Allen running Layup (6 PTS) (C. LeVert 3 AST),"[1628386, 1627747]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,1.11,Made,6.0,,,,,C. LeVert,1627747.0,3.0,,,,,,,
85,PT03M45.00S,2024-12-17T00:55:17.2Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612739,15,24,2024-12-17T00:55:30Z,850000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Allen 1 FT),"[1627827, 1628386]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Allen,1628386.0,,
87,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1629661,,,1610612739,15,24,2024-12-17T00:55:57Z,870000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1627732,,,1610612739,15,24,2024-12-17T00:55:57Z,880000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612739,15,24,2024-12-17T00:55:57Z,890000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1629651,,,1610612739,15,24,2024-12-17T00:55:57Z,900000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,15,24,2024-12-17T00:55:57Z,910000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,15,24,2024-12-17T00:55:57Z,920000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612739,15,24,2024-12-17T00:55:57Z,930000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1630570,,,1610612739,15,24,2024-12-17T00:55:57Z,940000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1641730,,,1610612739,15,24,2024-12-17T00:55:57Z,950000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1630549,,,1610612739,15,24,2024-12-17T00:55:57Z,960000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,15,24,2024-12-17T00:55:57Z,970000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M45.00S,2024-12-17T00:55:31.3Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,15,24,2024-12-17T00:55:57Z,980000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M45.00S,2024-12-17T00:55:54.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628386,,,1610612739,15,24,2024-12-17T00:56:01Z,990000,False,,,0,,MISS J. Allen Free Throw 1 of 1,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
100,PT03M41.00S,2024-12-17T00:55:58.5Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612739,15,24,2024-12-17T00:56:01Z,1000000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,
101,PT03M39.00S,2024-12-17T00:55:59.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627747,69.59592641261499,73.77450980392157,1610612739,15,27,2024-12-17T00:56:05Z,1010000,False,119.0,233.0,1,right,C. LeVert 26' 3PT  (3 PTS) (G. Niang 1 AST),"[1627747, 1627777]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,26.19,Made,3.0,,,,,G. Niang,1627777.0,1.0,,,,,,,
103,PT03M39.00S,2024-12-17T00:56:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,27,2024-12-17T00:56:03Z,1030000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M39.00S,2024-12-17T00:56:06.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612751,15,27,2024-12-17T00:58:11Z,1040000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2024-12-17T00:56:06.5Z,1,REGULAR,substitution,in,[],1630596,,,1610612751,15,27,2024-12-17T00:58:11Z,1050000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2024-12-17T00:59:14.9Z,1,REGULAR,2pt,Jump Shot,[],1629003,7.178055190538765,74.75490196078431,1610612751,15,27,2024-12-17T00:59:23Z,1060000,False,-124.0,15.0,1,left,MISS S. Milton 12' floating Shot - blocked,"[1629003, 1627747]",1610612751.0,BKN,floating,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,,12.47,Missed,,,,,,,,,,,,,,LeVert,1627747.0
107,PT03M24.00S,2024-12-17T00:59:14.9Z,1,REGULAR,block,,[],1627747,,,1610612751,15,27,2024-12-17T00:59:16Z,1070000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2024-12-17T00:59:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,15,27,2024-12-17T00:59:23Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,106.0,,,,,,,,,,,,,
110,PT03M14.00S,2024-12-17T00:59:45.0Z,1,REGULAR,turnover,bad pass,[],1630592,,,1610612751,15,27,2024-12-17T00:59:51Z,1100000,False,,,0,,J. Wilson bad pass TURNOVER (1 TO),"[1630592, 1628378]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2024-12-17T00:59:45.0Z,1,REGULAR,steal,,[],1628378,,,1610612739,15,27,2024-12-17T00:59:46Z,1110000,False,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
112,PT03M11.00S,2024-12-17T00:59:48.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627747,71.96123521681997,12.990196078431374,1610612739,15,30,2024-12-17T00:59:54Z,1120000,False,-185.0,211.0,1,right,C. LeVert 28' 3PT running pullup (6 PTS) (D. Mitchell 3 AST),"[1627747, 1628378]",1610612739.0,CLE,running pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,28.07,Made,6.0,,,,,D. Mitchell,1628378.0,3.0,,,,,,,
114,PT02M43.00S,2024-12-17T01:00:15.9Z,1,REGULAR,2pt,Jump Shot,[],1630549,13.354139290407357,25.49019607843137,1610612751,17,30,2024-12-17T01:00:19Z,1140000,False,123.0,73.0,1,left,D. Sharpe 14' fadeaway Jump Shot (2 PTS),[1630549],1610612751.0,BKN,fadeaway,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,,14.26,Made,2.0,,,,,,,,,,,,,,
115,PT02M34.00S,2024-12-17T01:00:28.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612739,17,30,2024-12-17T01:00:35Z,1150000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629003, 1628378]",1610612751.0,BKN,shooting,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628485.0,1.0,0.0,Mitchell,1628378.0,,
117,PT02M34.00S,2024-12-17T01:00:56.8Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,17,31,2024-12-17T01:00:56Z,1170000,False,,,0,,D. Mitchell Free Throw 1 of 2 (3 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
118,PT02M34.00S,2024-12-17T01:01:20.0Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,17,32,2024-12-17T01:01:20Z,1180000,False,,,0,,D. Mitchell Free Throw 2 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
119,PT02M25.00S,2024-12-17T01:01:38.5Z,1,REGULAR,foul,personal,[],1628378,,,1610612751,17,32,2024-12-17T01:01:56Z,1190000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1630570]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628485.0,1.0,0.0,Watford,1630570.0,,
121,PT02M18.00S,2024-12-17T01:02:16.5Z,1,REGULAR,turnover,bad pass,[],1630549,,,1610612751,17,32,2024-12-17T01:02:20Z,1210000,False,,,0,,D. Sharpe bad pass TURNOVER (1 TO),"[1630549, 1628378]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
122,PT02M18.00S,2024-12-17T01:02:16.5Z,1,REGULAR,steal,,[],1628378,,,1610612739,17,32,2024-12-17T01:02:18Z,1220000,False,,,0,,D. Mitchell STEAL (3 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
123,PT02M09.00S,2024-12-17T01:02:25.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,88.12417871222075,56.127450980392155,1610612739,17,34,2024-12-17T01:02:31Z,1230000,False,31.0,59.0,1,right,E. Mobley 6' fadeaway Jump Shot (2 PTS) (S. Merrill 1 AST),"[1630596, 1630241]",1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,6.66,Made,2.0,,,,,S. Merrill,1630241.0,1.0,,,,,,,
124,PT02M03.00S,2024-12-17T01:02:34.5Z,1,REGULAR,foul,personal,[],1630241,,,1610612751,17,34,2024-12-17T01:02:49Z,1240000,False,,,0,,S. Merrill personal FOUL (1 PF),"[1630241, 1629003]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202058.0,1.0,0.0,Milton,1629003.0,,
126,PT02M03.00S,2024-12-17T01:02:50.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,17,34,2024-12-17T01:02:50Z,1260000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M56.00S,2024-12-17T01:04:57.1Z,1,REGULAR,turnover,bad pass,[],1630549,,,1610612751,17,34,2024-12-17T01:05:01Z,1280000,False,,,0,,D. Sharpe bad pass TURNOVER (2 TO),"[1630549, 1630596]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,2.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2024-12-17T01:04:57.1Z,1,REGULAR,steal,,[],1630596,,,1610612739,17,34,2024-12-17T01:04:58Z,1290000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M38.00S,2024-12-17T01:05:17.8Z,1,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,17,34,2024-12-17T01:05:24Z,1300000,False,,,0,,G. Niang step out-of-bounds TURNOVER (1 TO),[1627777],1610612739.0,CLE,step,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,1628485.0,,,,,,
132,PT01M20.00S,2024-12-17T01:05:50.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630592,7.30946123521682,40.68627450980392,1610612751,17,34,2024-12-17T01:06:03Z,1310000,False,47.0,16.0,1,left,MISS J. Wilson driving floating bank Shot,[1630592],1610612751.0,BKN,driving floating bank,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.93,Missed,,,,,,,,,,,,,,,
133,PT01M20.00S,2024-12-17T01:05:56.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,17,34,2024-12-17T01:05:56Z,1320000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,132.0,,,,,,,,,,,,,
135,PT01M07.00S,2024-12-17T01:06:16.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,93.64323258869908,2.2058823529411766,1610612739,17,34,2024-12-17T01:06:22Z,1340000,False,-239.0,7.0,1,right,MISS G. Niang 3PT - blocked,"[1627777, 1641730]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,23.91,Missed,,,,,,,,,,,,,,Clowney,1641730.0
136,PT01M07.00S,2024-12-17T01:06:16.9Z,1,REGULAR,block,,[],1641730,,,1610612739,17,34,2024-12-17T01:06:20Z,1350000,False,,,0,,N. Clowney BLOCK (1 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
137,PT01M07.00S,2024-12-17T01:06:16.9Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612739,17,34,2024-12-17T01:06:34Z,1360000,False,,,0,,G. Niang REBOUND (Off:2 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,135.0,3.0,1.0,2.0,,,,,,,,,,
139,PT01M07.00S,2024-12-17T01:06:43.7Z,1,REGULAR,turnover,inbound,[],1628378,,,1610612739,17,34,2024-12-17T01:07:10Z,1380000,False,,,0,,D. Mitchell inbound TURNOVER (1 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,,,,,202058.0,,,,,,
140,PT00M46.40S,2024-12-17T01:07:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630592,5.601182654402102,42.15686274509804,1610612751,17,34,2024-12-17T01:08:25Z,1390000,False,39.0,0.0,1,left,MISS J. Wilson driving Layup,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,3.92,Missed,,,,,,,,,,,,,,,
141,PT00M42.70S,2024-12-17T01:07:19.9Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,17,34,2024-12-17T01:07:34Z,1400000,False,,,0,,G. Niang REBOUND (Off:2 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,140.0,4.0,2.0,2.0,,,,,,,,,,
142,PT00M35.00S,2024-12-17T01:07:27.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.09921156373193,23.284313725490197,1610612739,17,34,2024-12-17T01:07:37Z,1410000,False,-134.0,257.0,1,right,MISS D. Mitchell 28' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,28.95,Missed,,,,,,,,,,,,,,,
143,PT00M31.50S,2024-12-17T01:07:31.2Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612739,17,34,2024-12-17T01:07:31Z,1420000,False,,,0,,G. Niang REBOUND (Off:3 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,142.0,5.0,2.0,3.0,,,,,,,,,,
144,PT00M29.80S,2024-12-17T01:07:32.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,91.93495400788436,95.83333333333334,1610612739,17,37,2024-12-17T01:07:39Z,1430000,False,229.0,23.0,1,right,C. LeVert 3PT  (9 PTS) (S. Merrill 2 AST),"[1627747, 1630241]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,23.04,Made,9.0,,,,,S. Merrill,1630241.0,2.0,,,,,,,
146,PT00M08.40S,2024-12-17T01:07:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,14.668199737187912,42.64705882352941,1610612751,17,37,2024-12-17T01:08:02Z,1450000,False,37.0,85.0,1,left,MISS S. Milton 9' floating Shot,[1629003],1610612751.0,BKN,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,9.3,Missed,,,,,,,,,,,,,,,
147,PT00M06.00S,2024-12-17T01:07:59.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,17,37,2024-12-17T01:12:09Z,1460000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,
148,PT00M03.10S,2024-12-17T01:08:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,64.86530880420499,54.65686274509803,1610612739,17,37,2024-12-17T01:08:18Z,1470000,False,23.0,278.0,1,right,MISS S. Merrill 27' running pullup 3PT,[1630241],1610612739.0,CLE,running pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,27.88,Missed,,,,,,,,,,,,,,,
149,PT00M03.10S,2024-12-17T01:08:02.1Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612751,17,37,2024-12-17T01:08:11Z,1480000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,
150,PT00M00.00S,2024-12-17T01:08:11.9Z,1,REGULAR,period,end,[],0,,,1610612751,17,37,2024-12-17T01:08:11Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,17,37,2024-12-17T01:10:42Z,1500000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,out,['startperiod'],1641730,,,1610612751,17,37,2024-12-17T01:10:42Z,1510000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,out,['startperiod'],1630592,,,1610612751,17,37,2024-12-17T01:10:42Z,1520000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612751,17,37,2024-12-17T01:10:42Z,1530000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612751,17,37,2024-12-17T01:10:42Z,1540000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612751,17,37,2024-12-17T01:10:42Z,1550000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,17,37,2024-12-17T01:10:42Z,1560000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-17T01:08:24.0Z,2,REGULAR,substitution,in,['startperiod'],1629731,,,1610612751,17,37,2024-12-17T01:10:42Z,1570000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-17T01:10:51.7Z,2,REGULAR,period,start,[],0,,,1610612751,17,37,2024-12-17T01:10:51Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M35.00S,2024-12-17T01:11:16.4Z,2,REGULAR,2pt,Jump Shot,[],1629651,7.5722733245729295,65.93137254901961,1610612751,17,37,2024-12-17T01:11:20Z,1590000,False,-80.0,19.0,1,left,MISS N. Claxton 8' turnaround fadeaway Shot,[1629651],1610612751.0,BKN,turnaround fadeaway,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,8.19,Missed,,,,,,,,,,,,,,,
161,PT11M32.00S,2024-12-17T01:11:19.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,17,37,2024-12-17T01:11:20Z,1600000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,160.0,3.0,3.0,0.0,,,,,,,,,,
162,PT11M28.00S,2024-12-17T01:11:25.6Z,2,REGULAR,foul,offensive,[],1630596,,,1610612739,17,37,2024-12-17T01:11:33Z,1610000,False,,,0,,E. Mobley offensive FOUL (2 PF),"[1630596, 1629661]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626302.0,2.0,0.0,Johnson,1629661.0,,
164,PT11M28.00S,2024-12-17T01:11:25.6Z,2,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,17,37,2024-12-17T01:11:25Z,1630000,False,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,1626302.0,,,,,,
165,PT11M16.00S,2024-12-17T01:11:55.3Z,2,REGULAR,foul,personal,['3freethrow'],1630596,,,1610612751,17,37,2024-12-17T01:12:13Z,1640000,False,,,0,,E. Mobley shooting personal FOUL (3 PF) (Johnson 3 FT),"[1630596, 1629661]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202058.0,3.0,0.0,Johnson,1629661.0,,
167,PT11M16.00S,2024-12-17T01:12:36.4Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1629661,,,1610612751,18,37,2024-12-17T01:12:36Z,1660000,False,,,0,,C. Johnson Free Throw 1 of 3 (8 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
168,PT11M16.00S,2024-12-17T01:12:51.4Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1629661,,,1610612751,18,37,2024-12-17T01:12:51Z,1670000,False,,,0,,MISS C. Johnson Free Throw 2 of 3,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
169,PT11M16.00S,2024-12-17T01:12:51.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,18,37,2024-12-17T01:12:51Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,
170,PT11M16.00S,2024-12-17T01:12:52.7Z,2,REGULAR,substitution,out,[],1630596,,,1610612751,18,37,2024-12-17T01:12:55Z,1690000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M16.00S,2024-12-17T01:12:52.7Z,2,REGULAR,substitution,in,[],1628386,,,1610612751,18,37,2024-12-17T01:12:55Z,1700000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
