actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
79,PT05M04.00S,2025-01-22T00:48:37.0Z,1,REGULAR,substitution,out,[],1626157,,,1610612751,11,17,2025-01-22T00:48:54Z,790000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2025-01-22T00:48:37.0Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,11,17,2025-01-22T00:48:54Z,800000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M04.00S,2025-01-22T00:48:37.0Z,1,REGULAR,substitution,in,[],1630540,,,1610612751,11,17,2025-01-22T00:48:54Z,810000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2025-01-22T00:48:37.0Z,1,REGULAR,substitution,in,[],1630173,,,1610612751,11,17,2025-01-22T00:48:54Z,820000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2025-01-22T00:49:05.5Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612751,12,17,2025-01-22T00:49:05Z,830000,False,,,0,,D. Russell Free Throw 1 of 1 (5 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
84,PT04M53.00S,2025-01-22T00:49:23.6Z,1,REGULAR,foul,offensive,[],1630173,,,1610612752,12,17,2025-01-22T00:49:37Z,840000,False,,,0,,P. Achiuwa offensive FOUL (1 PF),"[1630173, 1626156]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Russell,1626156.0,,
86,PT04M53.00S,2025-01-22T00:49:23.6Z,1,REGULAR,turnover,offensive foul,[],1630173,,,1610612752,12,17,2025-01-22T00:49:23Z,860000,False,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,200834.0,1.0,,,,,,,,,,,,,,,,,,
87,PT04M53.00S,2025-01-22T00:49:30.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612751,12,17,2025-01-22T00:49:35Z,870000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M53.00S,2025-01-22T00:49:30.8Z,1,REGULAR,substitution,in,[],1631213,,,1610612751,12,17,2025-01-22T00:49:35Z,880000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2025-01-22T00:50:01.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631213,94.03745072273325,95.83333333333334,1610612751,15,17,2025-01-22T00:50:08Z,890000,False,229.0,4.0,1,right,T. Martin 3PT  (3 PTS) (J. Wilson 1 AST),"[1631213, 1630592]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,,,22.92,Made,3.0,J. Wilson,1630592.0,1.0,,,,,,,,,,,,
91,PT04M13.00S,2025-01-22T00:50:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,10.33180026281209,45.34313725490196,1610612752,15,17,2025-01-22T00:50:27Z,910000,False,23.0,45.0,1,left,MISS J. Brunson driving finger roll Layup,[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,5.03,Missed,,,,,,,,,,,,,,,,
92,PT04M08.00S,2025-01-22T00:50:26.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,15,17,2025-01-22T00:50:27Z,920000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,
93,PT03M50.00S,2025-01-22T00:50:45.6Z,1,REGULAR,2pt,Jump Shot,[],1629661,91.14651773981603,77.45098039215686,1610612751,15,17,2025-01-22T00:50:49Z,930000,False,137.0,31.0,1,right,MISS C. Johnson 14' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,,,14.07,Missed,,,,,,,,,,,,,,,,
94,PT03M46.00S,2025-01-22T00:50:49.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,15,17,2025-01-22T00:50:49Z,940000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,93.0,4.0,3.0,1.0,,,,,,
95,PT03M43.00S,2025-01-22T00:50:54.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,6.652431011826544,53.431372549019606,1610612752,15,17,2025-01-22T01:02:01Z,950000,False,-17.0,10.0,1,left,MISS O. Anunoby running Layup,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,1.99,Missed,,,,,,,,,,,,,,,,
97,PT03M41.00S,2025-01-22T00:50:56.1Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,15,17,2025-01-22T01:02:13Z,970000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,95.0,2.0,0.0,2.0,,,,,,
158,PT03M40.00S,2025-01-22T00:50:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,9.149145860709593,50.0,1610612752,15,17,2025-01-22T01:02:57Z,975000,False,0.0,34.0,1,left,MISS O. Anunoby tip Layup - blocked,"[1628384, 1630549]",1610612752.0,NYK,tip,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,3.35,Missed,,,,,Sharpe,1630549.0,,,,,,,,,,
159,PT03M40.00S,2025-01-22T00:50:58.0Z,1,REGULAR,block,,[],1630549,,,1610612752,15,17,2025-01-22T01:02:47Z,977500,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT03M39.00S,2025-01-22T00:50:59.0Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,15,17,2025-01-22T01:02:57Z,978750,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,
98,PT03M36.00S,2025-01-22T00:51:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1631213,93.51182654402102,50.49019607843137,1610612751,17,17,2025-01-22T00:51:26Z,980000,False,2.0,8.0,1,right,T. Martin running Layup (5 PTS) (N. Clowney 1 AST),"[1631213, 1641730]",1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,0.89,Made,5.0,N. Clowney,1641730.0,1.0,,,,,,,,,,,,
100,PT03M36.00S,2025-01-22T00:51:08.8Z,1,REGULAR,violation,defensive goaltending,[],1630173,,,1610612751,17,17,2025-01-22T00:51:26Z,1000000,False,,,0,,P. Achiuwa defensive goaltending VIOLATION,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,
101,PT03M17.00S,2025-01-22T00:51:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.30946123521682,53.431372549019606,1610612752,17,19,2025-01-22T00:51:35Z,1010000,False,-17.0,16.0,1,left,P. Achiuwa cutting Layup (2 PTS) (J. Hart 4 AST),"[1630173, 1628404]",1610612752.0,NYK,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,2.36,Made,2.0,J. Hart,1628404.0,4.0,,,,,,,,,,,,
103,PT03M01.00S,2025-01-22T00:51:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,90.88370565045992,49.01960784313725,1610612751,17,19,2025-01-22T00:51:52Z,1030000,False,-5.0,33.0,1,right,MISS D. Sharpe Layup,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,3.36,Missed,,,,,,,,,,,,,,,,
105,PT02M58.00S,2025-01-22T00:51:50.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,17,19,2025-01-22T00:51:52Z,1050000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,103.0,5.0,4.0,1.0,,,,,,
106,PT02M50.00S,2025-01-22T00:51:57.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,28.991458607095925,26.47058823529412,1610612752,17,19,2025-01-22T00:52:02Z,1060000,False,118.0,220.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,24.95,Missed,,,,,,,,,,,,,,,,
107,PT02M46.00S,2025-01-22T00:52:01.7Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,17,19,2025-01-22T00:52:02Z,1070000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT02M38.00S,2025-01-22T00:52:09.6Z,1,REGULAR,3pt,Jump Shot,[],1641730,94.43166885676742,3.431372549019608,1610612751,20,19,2025-01-22T00:52:20Z,1080000,False,-233.0,0.0,1,right,N. Clowney 3PT  (3 PTS) (J. Wilson 2 AST),"[1641730, 1630592]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,23.28,Made,3.0,J. Wilson,1630592.0,2.0,,,,,,,,,,,,
110,PT02M13.00S,2025-01-22T00:52:35.5Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.276609724047304,60.78431372549019,1610612752,20,22,2025-01-22T00:52:40Z,1100000,False,-54.0,251.0,1,left,J. Hart 25' 3PT  (3 PTS) (O. Anunoby 1 AST),"[1628404, 1628384]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,25.66,Made,3.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,
112,PT01M52.00S,2025-01-22T00:52:58.2Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612751,20,22,2025-01-22T00:56:18Z,1120000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630173, 1629661]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,,,,,2.0,0.0,Johnson,1629661.0,,
114,PT01M52.00S,2025-01-22T00:53:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,22,2025-01-22T00:53:11Z,1140000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,20,22,2025-01-22T00:56:17Z,1160000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612751,20,22,2025-01-22T00:56:17Z,1170000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612751,20,22,2025-01-22T00:56:17Z,1180000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612751,20,22,2025-01-22T00:56:17Z,1190000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,in,[],1641787,,,1610612751,20,22,2025-01-22T00:56:17Z,1200000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612751,20,22,2025-01-22T00:56:17Z,1220000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612751,20,22,2025-01-22T00:56:17Z,1230000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M52.00S,2025-01-22T00:53:13.6Z,1,REGULAR,substitution,in,[],1626157,,,1610612751,20,22,2025-01-22T00:56:17Z,1240000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M52.00S,2025-01-22T00:56:49.1Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,21,22,2025-01-22T00:56:49Z,1250000,False,,,0,,C. Johnson Free Throw 1 of 2 (6 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
126,PT01M52.00S,2025-01-22T00:57:08.9Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,22,22,2025-01-22T00:57:08Z,1260000,False,,,0,,C. Johnson Free Throw 2 of 2 (7 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
127,PT01M48.00S,2025-01-22T00:57:18.0Z,1,REGULAR,foul,personal,[],1631213,,,1610612752,22,22,2025-01-22T00:57:35Z,1270000,False,,,0,,T. Martin personal FOUL (1 PF),"[1631213, 1630540]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,202901.0,,,,,,,,,,,,,,1.0,0.0,McBride,1630540.0,,
129,PT01M48.00S,2025-01-22T00:57:24.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612752,22,22,2025-01-22T00:57:40Z,1290000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M48.00S,2025-01-22T00:57:24.7Z,1,REGULAR,substitution,in,[],1630553,,,1610612752,22,22,2025-01-22T00:58:10Z,1305000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M39.00S,2025-01-22T00:57:41.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630540,10.988830486202366,46.81372549019608,1610612752,22,22,2025-01-22T01:09:49Z,1310000,False,16.0,51.0,1,left,MISS M. McBride driving DUNK,[1630540],1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,5.32,Missed,,,,,,,,,,,,,,,,
132,PT01M37.00S,2025-01-22T00:57:43.4Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,22,22,2025-01-22T00:57:45Z,1320000,False,,,0,,T. Martin REBOUND (Off:0 Def:2),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,
133,PT01M22.00S,2025-01-22T00:58:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.85479632063075,43.627450980392155,1610612751,24,22,2025-01-22T00:58:05Z,1330000,False,-32.0,15.0,1,right,K. Johnson driving Layup (2 PTS),[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,3.51,Made,2.0,,,,,,,,,,,,,,,
134,PT01M22.00S,2025-01-22T00:58:02.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630540,,,1610612751,24,22,2025-01-22T00:58:15Z,1340000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Johnson 1 FT),"[1630540, 1630553]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Johnson,1630553.0,,
137,PT01M22.00S,2025-01-22T00:58:25.2Z,1,REGULAR,freethrow,1 of 1,[],1630553,,,1610612751,24,22,2025-01-22T00:58:31Z,1360000,False,,,0,,MISS K. Johnson Free Throw 1 of 1,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
138,PT01M17.00S,2025-01-22T00:58:30.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,24,22,2025-01-22T00:58:31Z,1370000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,
139,PT01M13.00S,2025-01-22T00:58:37.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612752,24,22,2025-01-22T00:58:50Z,1380000,False,,,0,,D. Sharpe personal FOUL (1 PF) (Payne 2 FT),"[1630549, 1626166]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Payne,1626166.0,,
142,PT01M13.00S,2025-01-22T00:59:10.6Z,1,REGULAR,freethrow,1 of 2,[],1626166,,,1610612752,24,23,2025-01-22T00:59:10Z,1400000,False,,,0,,C. Payne Free Throw 1 of 2 (1 PTS),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
143,PT01M13.00S,2025-01-22T00:59:28.4Z,1,REGULAR,freethrow,2 of 2,[],1626166,,,1610612752,24,24,2025-01-22T00:59:28Z,1410000,False,,,0,,C. Payne Free Throw 2 of 2 (2 PTS),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
144,PT00M55.60S,2025-01-22T00:59:48.2Z,1,REGULAR,2pt,Jump Shot,[],1630553,70.90998685939553,44.6078431372549,1610612751,24,24,2025-01-22T00:59:53Z,1420000,False,-27.0,221.0,1,right,MISS K. Johnson 22' step back Shot,[1630553],1610612751.0,BKN,step back,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,22.25,Missed,,,,,,,,,,,,,,,,
145,PT00M55.40S,2025-01-22T00:59:48.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,24,2025-01-22T00:59:53Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,144.0,,,,,,,,,
146,PT00M55.40S,2025-01-22T00:59:51.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612751,24,24,2025-01-22T01:00:00Z,1440000,False,,,0,,K. Towns loose ball personal FOUL (1 PF) (Sharpe 2 FT),"[1626157, 1630549]",1610612752.0,NYK,loose ball,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Sharpe,1630549.0,,
148,PT00M55.40S,2025-01-22T01:00:12.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,25,24,2025-01-22T01:00:12Z,1460000,False,,,0,,D. Sharpe Free Throw 1 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
149,PT00M55.40S,2025-01-22T01:00:28.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,26,24,2025-01-22T01:00:28Z,1470000,False,,,0,,D. Sharpe Free Throw 2 of 2 (2 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
150,PT00M43.70S,2025-01-22T01:00:42.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,27.94021024967148,76.7156862745098,1610612752,26,24,2025-01-22T01:00:48Z,1480000,False,-134.0,210.0,1,left,MISS C. Payne 24' 3PT,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,24.9,Missed,,,,,,,,,,,,,,,,
151,PT00M39.20S,2025-01-22T01:00:46.6Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612751,26,24,2025-01-22T01:00:48Z,1490000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,
152,PT00M31.50S,2025-01-22T01:00:54.2Z,1,REGULAR,turnover,lost ball,[],1630549,,,1610612751,26,24,2025-01-22T01:00:58Z,1500000,False,,,0,,D. Sharpe lost ball TURNOVER (1 TO),"[1630549, 1630173]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
153,PT00M31.50S,2025-01-22T01:00:54.2Z,1,REGULAR,steal,,[],1630173,,,1610612752,26,24,2025-01-22T01:00:56Z,1510000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT00M25.60S,2025-01-22T01:01:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612752,26,24,2025-01-22T01:01:08Z,1520000,False,,,0,,C. Payne step out-of-bounds TURNOVER (1 TO),[1626166],1610612752.0,NYK,step,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,202901.0,1.0,,,,,,,,,,,,,,,,,,
155,PT00M03.40S,2025-01-22T01:01:37.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631213,72.61826544021025,78.67647058823529,1610612751,26,24,2025-01-22T01:01:48Z,1530000,False,143.0,205.0,1,right,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,25.01,Missed,,,,,,,,,,,,,,,,
156,PT00M03.40S,2025-01-22T01:01:37.3Z,1,REGULAR,rebound,offensive,[],1641787,,,1610612751,26,24,2025-01-22T01:01:52Z,1540000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:1),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,155.0,2.0,1.0,1.0,,,,,,
157,PT00M00.00S,2025-01-22T01:01:47.6Z,1,REGULAR,period,end,[],0,,,1610612751,26,24,2025-01-22T01:01:47Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-22T01:02:21.8Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,26,24,2025-01-22T01:04:55Z,1560000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-01-22T01:02:21.8Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,26,24,2025-01-22T01:04:55Z,1570000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-01-22T01:02:21.8Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612751,26,24,2025-01-22T01:04:55Z,1580000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-22T01:02:21.8Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,26,24,2025-01-22T01:04:55Z,1590000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-22T01:05:17.2Z,2,REGULAR,period,start,[],0,,,1610612752,26,24,2025-01-22T01:05:17Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M42.00S,2025-01-22T01:05:34.2Z,2,REGULAR,3pt,Jump Shot,[],1626166,31.750985545335087,57.35294117647059,1610612752,26,24,2025-01-22T01:05:41Z,1610000,False,-37.0,246.0,1,left,MISS C. Payne 24' 3PT,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,24.87,Missed,,,,,,,,,,,,,,,,
167,PT11M37.00S,2025-01-22T01:05:39.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,26,24,2025-01-22T01:05:41Z,1620000,False,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,166.0,5.0,4.0,1.0,,,,,,
168,PT11M37.00S,2025-01-22T01:05:38.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,5.590000152587891,50.0,1610612752,26,26,2025-01-22T01:05:44Z,1630000,False,0.0,0.0,1,left,K. Towns putback Layup (4 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,0.0,Made,4.0,,,,,,,,,,,,,,,
