actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
255,PT05M23.00S,2025-01-22T01:21:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628384,28.07161629434954,78.92156862745098,1610612752,37,48,2025-01-22T01:21:09Z,2490000,False,-145.0,211.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,25.61,Missed,,,,,,,,,,,,,,,,
256,PT05M20.00S,2025-01-22T01:21:04.3Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612751,37,48,2025-01-22T01:21:09Z,2500000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,255.0,2.0,2.0,0.0,,,,,,
257,PT05M16.00S,2025-01-22T01:21:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630592,93.9060446780552,53.67647058823529,1610612751,39,48,2025-01-22T01:21:15Z,2510000,False,18.0,5.0,1,right,J. Wilson running Layup (2 PTS) (D. Russell 4 AST),"[1630592, 1626156]",1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,1.9,Made,2.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,
259,PT05M09.00S,2025-01-22T01:21:15.5Z,2,REGULAR,3pt,Jump Shot,[],1626157,31.882391590013142,34.068627450980394,1610612752,39,48,2025-01-22T01:21:42Z,2530000,False,80.0,247.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,25.97,Missed,,,,,,,,,,,,,,,,
260,PT05M09.00S,2025-01-22T01:21:15.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,39,48,2025-01-22T01:21:42Z,2540000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,259.0,,,,,,,,,
262,PT05M09.00S,2025-01-22T01:21:23.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612751,39,48,2025-01-22T01:21:26Z,2560000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M09.00S,2025-01-22T01:21:23.1Z,2,REGULAR,substitution,in,[],1630173,,,1610612751,39,48,2025-01-22T01:21:26Z,2570000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M58.00S,2025-01-22T01:21:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,93.11760840998686,49.754901960784316,1610612751,41,48,2025-01-22T01:22:32Z,2580000,False,-1.0,12.0,1,right,D. Sharpe alley-oop Layup (6 PTS) (D. Russell 5 AST),"[1630549, 1626156]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,1.23,Made,6.0,D. Russell,1626156.0,5.0,,,,,,,,,,,,
266,PT04M40.00S,2025-01-22T01:21:59.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,4.681340341655716,51.71568627450981,1610612752,41,48,2025-01-22T01:22:08Z,2600000,False,-9.0,-8.0,1,left,MISS O. Anunoby driving reverse Layup,[1628384],1610612752.0,NYK,driving reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,1.21,Missed,,,,,,,,,,,,,,,,
267,PT04M38.00S,2025-01-22T01:22:01.7Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,41,48,2025-01-22T01:28:09Z,2610000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,
268,PT04M35.00S,2025-01-22T01:22:04.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,71.69842312746385,21.813725490196077,1610612751,41,48,2025-01-22T01:22:12Z,2620000,False,-141.0,214.0,1,right,MISS J. Wilson 25' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,25.58,Missed,,,,,,,,,,,,,,,,
269,PT04M31.00S,2025-01-22T01:22:08.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,41,48,2025-01-22T01:22:08Z,2630000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,268.0,3.0,1.0,2.0,,,,,,
270,PT04M31.00S,2025-01-22T01:22:09.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.30026281208936,49.01960784313725,1610612751,43,48,2025-01-22T01:22:13Z,2640000,False,-5.0,1.0,1,right,D. Sharpe putback Layup (8 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,0.5,Made,8.0,,,,,,,,,,,,,,,
271,PT04M27.00S,2025-01-22T01:22:18.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,43,48,2025-01-22T01:22:18Z,2650000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M09.00S,2025-01-22T01:26:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,11.908672798948752,51.470588235294116,1610612752,43,48,2025-01-22T01:26:17Z,2660000,False,-7.0,59.0,1,left,MISS J. Hart pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,5.99,Missed,,,,,,,,,,,,,,,,
273,PT04M08.00S,2025-01-22T01:26:12.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,43,48,2025-01-22T01:26:17Z,2670000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,272.0,,,,,,,,,
275,PT04M01.00S,2025-01-22T01:26:25.5Z,2,REGULAR,3pt,Jump Shot,[],1641730,76.69185282522996,85.04901960784314,1610612751,43,48,2025-01-22T01:26:31Z,2690000,False,175.0,167.0,1,right,MISS N. Clowney 24' pullup 3PT,[1641730],1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,24.18,Missed,,,,,,,,,,,,,,,,
276,PT03M55.00S,2025-01-22T01:26:31.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,43,48,2025-01-22T01:26:31Z,2700000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,275.0,7.0,6.0,1.0,,,,,,
277,PT03M54.00S,2025-01-22T01:26:35.3Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,43,48,2025-01-22T01:26:39Z,2710000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (2 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,,,,,,,,,,,,,,,,,,
278,PT03M43.00S,2025-01-22T01:26:54.7Z,2,REGULAR,foul,offensive,[],1630549,,,1610612751,43,48,2025-01-22T01:27:09Z,2720000,False,,,0,,D. Sharpe offensive FOUL (2 PF),"[1630549, 1628973]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right Center,202901.0,,,,,,,,,,,,,,2.0,0.0,Brunson,1628973.0,,
280,PT03M43.00S,2025-01-22T01:26:54.7Z,2,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,43,48,2025-01-22T01:27:09Z,2740000,False,,,0,,D. Sharpe offensive foul TURNOVER (2 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right Center,101284.0,2.0,,,,,,,,,,,,,,,,,,
281,PT03M43.00S,2025-01-22T01:27:03.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612752,43,48,2025-01-22T01:27:06Z,2750000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M43.00S,2025-01-22T01:27:03.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612752,43,48,2025-01-22T01:27:06Z,2760000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M26.00S,2025-01-22T01:27:31.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,5.601182654402102,46.32352941176471,1610612752,43,50,2025-01-22T01:29:04Z,2770000,False,18.0,0.0,1,left,O. Anunoby cutting Layup (9 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,1.84,Made,9.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,
285,PT03M17.00S,2025-01-22T01:27:41.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612751,43,50,2025-01-22T01:27:51Z,2790000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Russell 2 FT),"[1628973, 1626156]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Russell,1626156.0,,
287,PT03M17.00S,2025-01-22T01:28:16.1Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,44,50,2025-01-22T01:28:16Z,2810000,False,,,0,,D. Russell Free Throw 1 of 2 (11 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
288,PT03M17.00S,2025-01-22T01:28:16.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612751,44,50,2025-01-22T01:28:20Z,2820000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M17.00S,2025-01-22T01:28:16.7Z,2,REGULAR,substitution,in,[],1626157,,,1610612751,44,50,2025-01-22T01:28:20Z,2830000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M17.00S,2025-01-22T01:28:36.5Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,45,50,2025-01-22T01:28:36Z,2840000,False,,,0,,D. Russell Free Throw 2 of 2 (12 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
291,PT02M59.00S,2025-01-22T01:28:56.0Z,2,REGULAR,2pt,Jump Shot,[],1628969,22.552562417871222,63.48039215686274,1610612752,45,50,2025-01-22T01:29:01Z,2850000,False,-67.0,159.0,1,left,MISS M. Bridges 17' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,17.32,Missed,,,,,,,,,,,,,,,,
292,PT02M54.00S,2025-01-22T01:29:01.0Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,45,50,2025-01-22T01:29:01Z,2860000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,
293,PT02M49.00S,2025-01-22T01:29:05.0Z,2,REGULAR,turnover,lost ball,[],1630592,,,1610612751,45,50,2025-01-22T01:29:10Z,2870000,False,,,0,,J. Wilson lost ball TURNOVER (3 TO),"[1630592, 1626157]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,3.0,,,,,,,,,,,,,,,,,Towns,1626157.0
294,PT02M49.00S,2025-01-22T01:29:05.0Z,2,REGULAR,steal,,[],1626157,,,1610612752,45,50,2025-01-22T01:29:07Z,2880000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT02M47.00S,2025-01-22T01:29:08.5Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612752,45,50,2025-01-22T01:29:12Z,2890000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1641730]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Clowney,1641730.0
296,PT02M47.00S,2025-01-22T01:29:08.5Z,2,REGULAR,steal,,[],1641730,,,1610612751,45,50,2025-01-22T01:29:10Z,2900000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
297,PT02M39.00S,2025-01-22T01:29:16.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,66.70499342969777,27.696078431372552,1610612751,45,50,2025-01-22T01:29:22Z,2910000,False,-112.0,260.0,1,right,MISS D. Russell 28' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,28.34,Missed,,,,,,,,,,,,,,,,
298,PT02M36.00S,2025-01-22T01:29:19.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,45,50,2025-01-22T01:29:22Z,2920000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,297.0,,,,,,,,,
300,PT02M25.00S,2025-01-22T01:29:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.5722733245729295,53.431372549019606,1610612752,45,52,2025-01-22T01:30:35Z,2940000,False,-17.0,19.0,1,left,K. Towns cutting Layup (11 PTS) (J. Brunson 2 AST),"[1626157, 1628973]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,2.54,Made,11.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,
302,PT02M03.00S,2025-01-22T01:30:03.1Z,2,REGULAR,3pt,Jump Shot,[],1641730,79.45137976346912,91.42156862745098,1610612751,48,52,2025-01-22T01:30:08Z,2960000,False,207.0,141.0,1,right,N. Clowney 25' 3PT  (8 PTS) (D. Russell 6 AST),"[1641730, 1626156]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,25.04,Made,8.0,D. Russell,1626156.0,6.0,,,,,,,,,,,,
304,PT01M51.00S,2025-01-22T01:30:17.6Z,2,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612752,48,52,2025-01-22T01:30:26Z,2980000,False,,,0,,D. Russell shooting personal FOUL (3 PF) (Brunson 2 FT),"[1626156, 1628973]",1610612751.0,BKN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,3.0,0.0,Brunson,1628973.0,,
306,PT01M51.00S,2025-01-22T01:31:07.6Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,48,52,2025-01-22T01:31:38Z,3000000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
307,PT01M51.00S,2025-01-22T01:31:07.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,48,52,2025-01-22T01:31:38Z,3010000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,
308,PT01M51.00S,2025-01-22T01:31:08.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612752,48,52,2025-01-22T01:31:16Z,3020000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M51.00S,2025-01-22T01:31:08.8Z,2,REGULAR,substitution,in,[],1629661,,,1610612752,48,52,2025-01-22T01:31:16Z,3040000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M51.00S,2025-01-22T01:31:08.8Z,2,REGULAR,substitution,in,[],1631213,,,1610612752,48,52,2025-01-22T01:31:16Z,3050000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M51.00S,2025-01-22T01:31:08.8Z,2,REGULAR,substitution,out,[],1630592,,,1610612752,48,52,2025-01-22T01:31:23Z,3060000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M51.00S,2025-01-22T01:31:07.6Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,48,52,2025-01-22T01:31:38Z,3070000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
314,PT01M47.00S,2025-01-22T01:31:11.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,48,52,2025-01-22T01:31:38Z,3080000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,313.0,3.0,2.0,1.0,,,,,,
315,PT01M36.00S,2025-01-22T01:31:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629661,66.83639947437582,58.57843137254902,1610612751,51,52,2025-01-22T01:32:12Z,3090000,False,43.0,259.0,1,right,C. Johnson 26' 3PT pullup (12 PTS) (T. Martin 1 AST),"[1629661, 1631213]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,26.27,Made,12.0,T. Martin,1631213.0,1.0,,,,,,,,,,,,
317,PT01M08.00S,2025-01-22T01:32:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.245072273324574,36.029411764705884,1610612752,51,54,2025-01-22T01:32:21Z,3110000,False,70.0,100.0,1,left,J. Brunson 12' driving floating Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,,,12.22,Made,7.0,,,,,,,,,,,,,,,
318,PT00M51.80S,2025-01-22T01:32:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630553,92.32917214191852,94.6078431372549,1610612751,51,54,2025-01-22T01:32:38Z,3120000,False,223.0,20.0,1,right,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,22.39,Missed,,,,,,,,,,,,,,,,
319,PT00M48.00S,2025-01-22T01:32:36.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,51,54,2025-01-22T01:32:38Z,3130000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,,,318.0,7.0,6.0,1.0,,,,,,
320,PT00M45.10S,2025-01-22T01:32:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,6.915243101182654,48.03921568627451,1610612752,51,56,2025-01-22T01:32:51Z,3140000,False,10.0,13.0,1,left,J. Hart running Layup (5 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,1.59,Made,5.0,,,,,,,,,,,,,,,
321,PT00M31.90S,2025-01-22T01:32:56.5Z,2,REGULAR,3pt,Jump Shot,[],1629661,67.62483574244416,60.5392156862745,1610612751,51,56,2025-01-22T01:33:31Z,3150000,False,53.0,252.0,1,right,MISS C. Johnson 25' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,25.73,Missed,,,,,,,,,,,,,,,,
322,PT00M30.00S,2025-01-22T01:32:58.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,51,56,2025-01-22T01:33:06Z,3160000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,321.0,,,,,,,,,
324,PT00M07.40S,2025-01-22T01:33:31.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,18.478975032851512,32.59803921568628,1610612752,51,56,2025-01-22T01:33:37Z,3180000,False,87.0,121.0,1,left,MISS J. Brunson 14' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,14.92,Missed,,,,,,,,,,,,,,,,
325,PT00M04.70S,2025-01-22T01:33:34.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,51,56,2025-01-22T01:33:37Z,3190000,False,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,324.0,8.0,6.0,2.0,,,,,,
326,PT00M04.70S,2025-01-22T01:33:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.30946123521682,49.01960784313725,1610612752,51,58,2025-01-22T01:33:41Z,3200000,False,5.0,16.0,1,left,K. Towns putback Layup (13 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,1.69,Made,13.0,,,,,,,,,,,,,,,
327,PT00M04.70S,2025-01-22T01:33:38.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641730,,,1610612752,51,58,2025-01-22T01:33:44Z,3210000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Towns 1 FT),"[1641730, 1626157]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,,,,,1.0,0.0,Towns,1626157.0,,
329,PT00M04.70S,2025-01-22T01:33:48.0Z,2,REGULAR,substitution,out,[],1631213,,,1610612752,51,58,2025-01-22T01:34:30Z,3230000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M04.70S,2025-01-22T01:33:48.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612752,51,58,2025-01-22T01:34:30Z,3240000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M04.70S,2025-01-22T01:33:48.0Z,2,REGULAR,substitution,in,[],1626156,,,1610612752,51,58,2025-01-22T01:34:30Z,3250000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M04.70S,2025-01-22T01:33:48.0Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,51,58,2025-01-22T01:34:30Z,3260000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M04.70S,2025-01-22T01:34:18.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612752,51,59,2025-01-22T01:34:18Z,3270000,False,,,0,,K. Towns Free Throw 1 of 1 (14 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
334,PT00M00.00S,2025-01-22T01:34:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,81.42247043363994,61.274509803921575,1610612751,51,59,2025-01-22T01:34:33Z,3280000,False,56.0,122.0,1,right,MISS C. Johnson 13' running pullup Shot,[1629661],1610612751.0,BKN,running pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,13.45,Missed,,,,,,,,,,,,,,,,
335,PT00M00.00S,2025-01-22T01:34:30.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,51,59,2025-01-22T01:34:30Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,334.0,,,,,,,,,
336,PT00M00.00S,2025-01-22T01:34:31.0Z,2,REGULAR,period,end,[],0,,,1610612751,51,59,2025-01-22T01:34:31Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-01-22T01:47:57.7Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612751,51,59,2025-01-22T01:50:48Z,3310000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-01-22T01:47:57.7Z,3,REGULAR,substitution,in,['startperiod'],1628973,,,1610612751,51,59,2025-01-22T01:50:48Z,3320000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-01-22T01:51:08.8Z,3,REGULAR,period,start,[],0,,,1610612752,51,59,2025-01-22T01:51:08Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M41.00S,2025-01-22T01:51:27.2Z,3,REGULAR,3pt,Jump Shot,[],1628384,94.30026281208936,4.411764705882353,1610612752,51,62,2025-01-22T01:51:31Z,3340000,False,-228.0,1.0,1,right,O. Anunoby 3PT  (12 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,22.79,Made,12.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,
