actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
427,PT02M29.00S,2025-04-04T01:15:00.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641727,92.46057818659659,50.73529411764706,1610612751,60,69,2025-04-04T01:15:23Z,4200000,False,4.0,18.0,1,right,MISS D. Whitehead running Layup - blocked,"[1641727, 1629638]",1610612751.0,BKN,running,,,,,,Restricted Area,0-8 Center,1.88,Missed,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,
428,PT02M29.00S,2025-04-04T01:15:00.3Z,3,REGULAR,block,,[],1629638,,,1610612751,60,69,2025-04-04T01:15:04Z,4210000,False,,,0,,N. Alexander-Walker BLOCK (2 BLK),[1629638],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
429,PT02M29.00S,2025-04-04T01:15:00.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,60,69,2025-04-04T01:15:07Z,4220000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,,427.0,,,,,,,,,,,,,,,,,,
431,PT02M17.00S,2025-04-04T01:15:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.521024967148489,48.28431372549019,1610612750,60,71,2025-04-04T01:15:50Z,4240000,False,9.0,9.0,1,left,N. Reid driving finger roll Layup (13 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.23,Made,Reid,N. Reid,,,,,13.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,
432,PT02M08.00S,2025-04-04T01:15:27.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641736,95.0886990801577,56.127450980392155,1610612751,62,71,2025-04-04T01:15:31Z,4250000,False,31.0,-6.0,1,right,R. Beekman driving finger roll Layup (2 PTS),[1641736],1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,3.12,Made,Beekman,R. Beekman,,,,,2.0,,,,,,,,,,,,,,
433,PT01M52.00S,2025-04-04T01:15:43.1Z,3,REGULAR,3pt,Jump Shot,[],203944,31.09395532194481,65.68627450980392,1610612750,62,74,2025-04-04T01:15:47Z,4260000,False,-78.0,240.0,1,left,J. Randle 25' 3PT  (9 PTS) (N. Reid 3 AST),"[203944, 1629675]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,25.23,Made,Randle,J. Randle,,,,,9.0,N. Reid,1629675.0,3.0,,,,,,,,,,,
435,PT01M32.00S,2025-04-04T01:16:03.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641787,87.72996057818659,47.549019607843135,1610612751,64,74,2025-04-04T01:16:07Z,4280000,False,-12.0,63.0,1,right,T. Evbuomwan 6' turnaround Hook (10 PTS) (D. Whitehead 1 AST),"[1641787, 1641727]",1610612751.0,BKN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,Evbuomwan,T. Evbuomwan,,,,,10.0,D. Whitehead,1641727.0,1.0,,,,,,,,,,,
437,PT01M18.00S,2025-04-04T01:16:17.3Z,3,REGULAR,3pt,Jump Shot,[],1628978,29.6484888304862,74.01960784313727,1610612750,64,74,2025-04-04T01:16:24Z,4300000,False,-120.0,226.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,25.61,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
438,PT01M11.00S,2025-04-04T01:16:24.3Z,3,REGULAR,rebound,defensive,[],1630623,,,1610612751,64,74,2025-04-04T01:16:24Z,4310000,False,,,0,,T. Etienne REBOUND (Off:0 Def:2),[1630623],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,,,Etienne,T. Etienne,437.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
439,PT01M09.00S,2025-04-04T01:16:27.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630623,92.19776609724047,43.872549019607845,1610612751,64,74,2025-04-04T01:16:38Z,4320000,False,-31.0,21.0,1,right,MISS T. Etienne running Layup - blocked,"[1630623, 1628978]",1610612751.0,BKN,running,,,,,,Restricted Area,0-8 Center,3.7,Missed,Etienne,T. Etienne,,,,,,,,,,,,,,,,,DiVincenzo,1628978.0,
440,PT01M09.00S,2025-04-04T01:16:27.4Z,3,REGULAR,block,,[],1628978,,,1610612751,64,74,2025-04-04T01:16:30Z,4330000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
441,PT01M09.00S,2025-04-04T01:16:27.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,64,74,2025-04-04T01:16:32Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,,,439.0,,,,,,,,,,,,,,,,,,
443,PT01M06.00S,2025-04-04T01:16:51.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641727,63.6826544021025,11.519607843137255,1610612751,67,74,2025-04-04T01:16:59Z,4360000,False,-192.0,289.0,1,right,D. Whitehead 34' 3PT  (9 PTS) (R. Beekman 2 AST),"[1641727, 1641736]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,34.71,Made,Whitehead,D. Whitehead,,,,,9.0,R. Beekman,1641736.0,2.0,,,,,,,,,,,
444,PT00M48.70S,2025-04-04T01:17:08.8Z,3,REGULAR,3pt,Jump Shot,[],1629638,3.4986859395532193,95.09803921568627,1610612750,67,77,2025-04-04T01:17:16Z,4370000,False,-225.0,-20.0,1,left,N. Alexander-Walker 3PT  (6 PTS) (J. Randle 4 AST),"[1629638, 203944]",1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,22.64,Made,Alexander-Walker,N. Alexander-Walker,,,,,6.0,J. Randle,203944.0,4.0,,,,,,,,,,,
447,PT00M32.70S,2025-04-04T01:17:28.4Z,3,REGULAR,3pt,Jump Shot,[],1641727,69.20170827858082,27.205882352941174,1610612751,67,77,2025-04-04T01:17:33Z,4390000,False,-114.0,237.0,1,right,MISS D. Whitehead 26' 3PT,[1641727],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,26.3,Missed,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
448,PT00M32.70S,2025-04-04T01:17:28.4Z,3,REGULAR,rebound,offensive,[],1641736,,,1610612751,67,77,2025-04-04T01:17:33Z,4400000,False,,,0,,R. Beekman REBOUND (Off:1 Def:0),[1641736],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,,,Beekman,R. Beekman,447.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
449,PT00M28.40S,2025-04-04T01:17:32.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630623,67.62483574244416,63.23529411764706,1610612751,67,77,2025-04-04T01:17:55Z,4410000,False,66.0,252.0,1,right,MISS T. Etienne 26' pullup 3PT,[1630623],1610612751.0,BKN,pullup,,,,,,Above the Break 3,24+ Center,26.04,Missed,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
450,PT00M25.20S,2025-04-04T01:17:35.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,67,77,2025-04-04T01:17:35Z,4420000,False,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,Randle,J. Randle,449.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
451,PT00M05.20S,2025-04-04T01:17:55.7Z,3,REGULAR,3pt,Jump Shot,[],203944,28.991458607095925,25.0,1610612750,67,77,2025-04-04T01:18:38Z,4430000,False,125.0,220.0,1,left,MISS J. Randle 25' step back 3PT,[203944],1610612750.0,MIN,step back,,,,,,Above the Break 3,24+ Right Center,25.3,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
452,PT00M00.60S,2025-04-04T01:18:00.3Z,3,REGULAR,rebound,defensive,[],1641787,,,1610612751,67,77,2025-04-04T01:18:06Z,4440000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:5),[1641787],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Evbuomwan,T. Evbuomwan,451.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
455,PT00M00.00S,2025-04-04T01:18:05.4Z,3,REGULAR,period,end,[],0,,,1610612751,67,77,2025-04-04T01:18:05Z,4470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,out,['startperiod'],1641727,,,1610612751,67,77,2025-04-04T01:20:48Z,4480000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,out,['startperiod'],1631166,,,1610612751,67,77,2025-04-04T01:20:48Z,4490000,False,,,0,,SUB out: D. Timme,[1631166],1610612751.0,BKN,,,,,,,,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,out,['startperiod'],1630623,,,1610612751,67,77,2025-04-04T01:20:48Z,4500000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,,,,,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,out,['startperiod'],1630183,,,1610612751,67,77,2025-04-04T01:20:48Z,4510000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,in,['startperiod'],1630553,,,1610612751,67,77,2025-04-04T01:20:48Z,4520000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,in,['startperiod'],1630570,,,1610612751,67,77,2025-04-04T01:20:48Z,4530000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,67,77,2025-04-04T01:20:48Z,4540000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2025-04-04T01:18:36.9Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612751,67,77,2025-04-04T01:20:48Z,4550000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2025-04-04T01:21:03.1Z,4,REGULAR,period,start,[],0,,,1610612750,67,77,2025-04-04T01:21:03Z,4560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M48.00S,2025-04-04T01:21:14.8Z,4,REGULAR,3pt,Jump Shot,[],201144,6.1268068331143235,5.392156862745098,1610612750,67,77,2025-04-04T01:21:20Z,4570000,False,223.0,5.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,22.31,Missed,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
467,PT11M44.00S,2025-04-04T01:21:18.6Z,4,REGULAR,rebound,offensive,[],203944,,,1610612750,67,77,2025-04-04T01:21:18Z,4580000,False,,,0,,J. Randle REBOUND (Off:2 Def:6),[203944],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,,,Randle,J. Randle,466.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
468,PT11M38.00S,2025-04-04T01:21:23.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,7.835085413929041,43.13725490196079,1610612750,67,77,2025-04-04T01:21:34Z,4590000,False,34.0,21.0,1,left,MISS D. DiVincenzo driving finger roll Layup,[1628978],1610612750.0,MIN,driving finger roll,,,,,,Restricted Area,0-8 Center,4.03,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
469,PT11M36.00S,2025-04-04T01:21:25.2Z,4,REGULAR,rebound,defensive,[],1641787,,,1610612751,67,77,2025-04-04T01:21:34Z,4600000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:6),[1641787],1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,Evbuomwan,T. Evbuomwan,468.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
470,PT11M25.00S,2025-04-04T01:21:36.8Z,4,REGULAR,turnover,lost ball,[],1629651,,,1610612751,67,77,2025-04-04T01:26:46Z,4610000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1628978]",1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,Claxton,N. Claxton,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,
471,PT11M25.00S,2025-04-04T01:21:36.8Z,4,REGULAR,steal,,[],1628978,,,1610612750,67,77,2025-04-04T01:21:43Z,4620000,False,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
472,PT11M16.00S,2025-04-04T01:21:46.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,6.389618922470433,3.6764705882352944,1610612750,67,77,2025-04-04T01:21:50Z,4630000,False,232.0,8.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,23.17,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
473,PT11M13.00S,2025-04-04T01:21:49.3Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,67,77,2025-04-04T01:21:50Z,4640000,False,,,0,,N. Claxton REBOUND (Off:0 Def:6),[1629651],1610612751.0,BKN,,,,,,,Right Corner 3,24+ Right,,,Claxton,N. Claxton,472.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
474,PT11M06.00S,2025-04-04T01:21:55.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.03745072273325,52.20588235294118,1610612751,69,77,2025-04-04T01:21:59Z,4650000,False,11.0,4.0,1,right,N. Claxton alley-oop DUNK (18 PTS) (K. Johnson 3 AST),"[1629651, 1630553]",1610612751.0,BKN,alley-oop,,,,,,Restricted Area,0-8 Center,1.15,Made,Claxton,N. Claxton,,,,,18.0,K. Johnson,1630553.0,3.0,,,,,,,,,,,
476,PT10M42.00S,2025-04-04T01:22:19.7Z,4,REGULAR,2pt,Jump Shot,[],201144,6.915243101182654,25.735294117647058,1610612750,69,77,2025-04-04T01:22:24Z,4670000,False,121.0,13.0,1,left,MISS M. Conley 12' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,,,,Mid-Range,8-16 Right,12.19,Missed,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
477,PT10M38.00S,2025-04-04T01:22:23.7Z,4,REGULAR,rebound,defensive,[],1641736,,,1610612751,69,77,2025-04-04T01:22:24Z,4680000,False,,,0,,R. Beekman REBOUND (Off:1 Def:1),[1641736],1610612751.0,BKN,,,,,,,Mid-Range,8-16 Right,,,Beekman,R. Beekman,476.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
478,PT10M26.00S,2025-04-04T01:22:38.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,91.40932982917214,58.333333333333336,1610612751,69,77,2025-04-04T01:24:46Z,4690000,False,42.0,28.0,1,right,MISS T. Watford turnaround Shot - blocked,"[1630570, 1629638]",1610612751.0,BKN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,
479,PT10M26.00S,2025-04-04T01:22:38.3Z,4,REGULAR,block,,[],1629638,,,1610612751,69,77,2025-04-04T01:22:41Z,4700000,False,,,0,,N. Alexander-Walker BLOCK (3 BLK),[1629638],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
480,PT10M24.00S,2025-04-04T01:22:40.3Z,4,REGULAR,rebound,offensive,[],1630570,,,1610612751,69,77,2025-04-04T01:23:54Z,4710000,False,,,0,,T. Watford REBOUND (Off:3 Def:2),[1630570],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Watford,T. Watford,478.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
481,PT10M18.00S,2025-04-04T01:22:44.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630570,90.22667542706965,53.431372549019606,1610612751,71,77,2025-04-04T02:25:01Z,4720000,False,17.0,39.0,1,right,T. Watford driving Hook (11 PTS),[1630570],1610612751.0,BKN,driving,,,,,,Restricted Area,0-8 Center,4.3,Made,Watford,T. Watford,,,,,11.0,,,,,,,,,,,,,,
482,PT10M07.00S,2025-04-04T01:22:57.2Z,4,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612750,71,77,2025-04-04T01:23:18Z,4730000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1630570, 1629638]",1610612751.0,BKN,shooting,,,,,,Restricted Area,0-8 Center,,,Watford,T. Watford,,,,,,,,,,,,1626300.0,2.0,0.0,Alexander-Walker,1629638.0,,,
484,PT10M07.00S,2025-04-04T01:23:32.7Z,4,REGULAR,freethrow,1 of 2,[],1629638,,,1610612750,71,78,2025-04-04T01:23:32Z,4750000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (7 PTS),[1629638],1610612750.0,MIN,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,7.0,,,,,,,,,,,,,,
485,PT10M07.00S,2025-04-04T01:23:33.4Z,4,REGULAR,substitution,out,[],1628978,,,1610612750,71,78,2025-04-04T01:23:45Z,4760000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
486,PT10M07.00S,2025-04-04T01:23:33.4Z,4,REGULAR,substitution,out,[],203944,,,1610612750,71,78,2025-04-04T01:23:45Z,4770000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
487,PT10M07.00S,2025-04-04T01:23:33.4Z,4,REGULAR,substitution,in,[],203497,,,1610612750,71,78,2025-04-04T01:23:45Z,4780000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
488,PT10M07.00S,2025-04-04T01:23:33.4Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,71,78,2025-04-04T01:23:45Z,4790000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
489,PT10M07.00S,2025-04-04T01:23:52.3Z,4,REGULAR,freethrow,2 of 2,[],1629638,,,1610612750,71,79,2025-04-04T01:23:52Z,4800000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (8 PTS),[1629638],1610612750.0,MIN,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,8.0,,,,,,,,,,,,,,
490,PT09M48.00S,2025-04-04T01:24:13.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,92.59198423127464,57.107843137254896,1610612751,71,79,2025-04-04T01:25:32Z,4810000,False,36.0,17.0,1,right,MISS N. Claxton driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,,,,Restricted Area,0-8 Center,3.94,Missed,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
491,PT09M46.00S,2025-04-04T01:24:15.8Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,71,79,2025-04-04T01:24:17Z,4820000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Reid,N. Reid,490.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
492,PT09M39.00S,2025-04-04T01:24:24.6Z,4,REGULAR,foul,personal,['2freethrow'],1641787,,,1610612750,71,79,2025-04-04T01:24:37Z,4830000,False,,,0,,T. Evbuomwan shooting personal FOUL (1 PF) (Edwards 2 FT),"[1641787, 1630162]",1610612751.0,BKN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,202037.0,1.0,0.0,Edwards,1630162.0,,,
494,PT09M39.00S,2025-04-04T01:24:58.2Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,71,80,2025-04-04T01:24:58Z,4850000,False,,,0,,A. Edwards Free Throw 1 of 2 (19 PTS),[1630162],1610612750.0,MIN,,,,,,,,,,Made,Edwards,A. Edwards,,,,,19.0,,,,,,,,,,,,,,
495,PT09M39.00S,2025-04-04T01:25:11.9Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,71,81,2025-04-04T01:25:11Z,4860000,False,,,0,,A. Edwards Free Throw 2 of 2 (20 PTS),[1630162],1610612750.0,MIN,,,,,,,,,,Made,Edwards,A. Edwards,,,,,20.0,,,,,,,,,,,,,,
496,PT09M28.00S,2025-04-04T01:25:25.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,82.47371879106439,48.529411764705884,1610612751,71,81,2025-04-04T01:27:39Z,4870000,False,-7.0,112.0,1,right,MISS T. Evbuomwan 11' turnaround fadeaway Shot,[1641787],1610612751.0,BKN,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.24,Missed,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
497,PT09M24.00S,2025-04-04T01:25:29.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,71,81,2025-04-04T01:25:29Z,4880000,False,,,0,,R. Gobert REBOUND (Off:4 Def:13),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Gobert,R. Gobert,496.0,17.0,13.0,4.0,,,,,,,,,,,,,,,
498,PT09M13.00S,2025-04-04T01:25:39.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.652431011826544,50.73529411764706,1610612750,71,83,2025-04-04T01:25:45Z,4890000,False,-4.0,10.0,1,left,R. Gobert DUNK (17 PTS),[203497],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,1.07,Made,Gobert,R. Gobert,,,,,17.0,,,,,,,,,,,,,,
499,PT08M55.00S,2025-04-04T01:25:59.6Z,4,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612751,71,83,2025-04-04T01:26:03Z,4900000,False,,,0,,T. Watford bad pass out-of-bounds TURNOVER (3 TO),[1630570],1610612751.0,BKN,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Watford,T. Watford,,,,,,,,,3.0,,,1626300.0,,,,,,,
500,PT08M41.00S,2025-04-04T01:26:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,7.046649145860711,45.83333333333333,1610612750,71,85,2025-04-04T01:26:23Z,4910000,False,21.0,14.0,1,left,R. Gobert driving Layup (19 PTS) (M. Conley 6 AST),"[203497, 201144]",1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,2.49,Made,Gobert,R. Gobert,,,,,19.0,M. Conley,201144.0,6.0,,,,,,,,,,,
502,PT08M41.00S,2025-04-04T01:26:24.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,71,85,2025-04-04T01:26:24Z,4930000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M41.00S,2025-04-04T01:26:26.9Z,4,REGULAR,substitution,out,[],1641736,,,1610612751,71,85,2025-04-04T01:28:59Z,4940000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,,,,,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,
504,PT08M41.00S,2025-04-04T01:26:26.9Z,4,REGULAR,substitution,out,[],1641787,,,1610612751,71,85,2025-04-04T01:28:59Z,4950000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
505,PT08M41.00S,2025-04-04T01:26:26.9Z,4,REGULAR,substitution,in,[],1641727,,,1610612751,71,85,2025-04-04T01:28:59Z,4960000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
506,PT08M41.00S,2025-04-04T01:26:26.9Z,4,REGULAR,substitution,in,[],1630623,,,1610612751,71,85,2025-04-04T01:28:59Z,4970000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,,,,,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
507,PT08M31.00S,2025-04-04T01:29:39.0Z,4,REGULAR,foul,personal,[],203497,,,1610612751,71,85,2025-04-04T01:29:45Z,4980000,False,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 1629651]",1610612750.0,MIN,,,,,,,Mid-Range,16-24 Center,,,Gobert,R. Gobert,,,,,,,,,,,,200832.0,2.0,0.0,Claxton,1629651.0,,,
509,PT08M18.00S,2025-04-04T01:30:03.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,88.64980289093299,46.32352941176471,1610612751,71,85,2025-04-04T01:30:07Z,5000000,False,-18.0,54.0,1,right,MISS T. Watford driving floating Shot - blocked,"[1630570, 203497]",1610612751.0,BKN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,Gobert,203497.0,
510,PT08M18.00S,2025-04-04T01:30:03.0Z,4,REGULAR,block,,[],203497,,,1610612751,71,85,2025-04-04T01:30:05Z,5010000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
