actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-10T23:41:05.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-10T23:41:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-10T23:41:08.7Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612747,0,0,2025-03-10T23:41:08Z,40000,False,,,0,,Jump Ball A. Len vs. N. Claxton: Tip to G. Vincent,"[1629216, 203458, 1629651]",1610612747.0,LAL,startperiod,G. Vincent,1629216.0,Vincent,G. Vincent,Len,203458.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-10T23:41:20.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,28.203022339027594,75.49019607843137,1610612747,0,3,2025-03-10T23:41:26Z,70000,False,-127.0,213.0,1,left,G. Vincent 24' 3PT step back (3 PTS) (A. Reaves 1 AST),"[1629216, 1630559]",1610612747.0,LAL,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,24.79,Made,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-03-10T23:41:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.1688567674113,53.18627450980392,1610612751,2,3,2025-03-10T23:41:46Z,90000,False,16.0,2.0,1,right,N. Claxton DUNK (2 PTS) (D. Russell 1 AST),"[1629651, 1626156]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
11,PT10M56.00S,2025-03-10T23:42:07.2Z,1,REGULAR,3pt,Jump Shot,[],1642261,3.630091984231275,94.11764705882352,1610612747,2,3,2025-03-10T23:42:11Z,110000,False,-221.0,-18.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,22.14,Missed,,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2025-03-10T23:42:10.2Z,1,REGULAR,rebound,offensive,[],203458,,,1610612747,2,3,2025-03-10T23:42:11Z,120000,False,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612747.0,LAL,,,,Len,A. Len,,,,,Left Corner 3,24+ Left,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M51.00S,2025-03-10T23:42:13.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,35.43035479632063,48.77450980392157,1610612747,2,3,2025-03-10T23:42:17Z,130000,False,6.0,281.0,1,left,MISS L. Dončić 28' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2025-03-10T23:42:14.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,2,3,2025-03-10T23:42:17Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,13.0,,,,,,,,,,,,,
16,PT10M39.00S,2025-03-10T23:42:30.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.62483574244416,54.90196078431373,1610612751,2,3,2025-03-10T23:42:34Z,160000,False,25.0,252.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2025-03-10T23:42:33.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,2,3,2025-03-10T23:42:34Z,170000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M29.00S,2025-03-10T23:42:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.748357424441524,63.48039215686274,1610612747,2,5,2025-03-10T23:43:05Z,180000,False,-67.0,77.0,1,left,L. Dončić 10' driving bank Jump Shot (2 PTS),[1629029],1610612747.0,LAL,driving bank,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Left,10.21,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2025-03-10T23:42:49.1Z,1,REGULAR,foul,personal,['2freethrow'],203458,,,1610612751,2,5,2025-03-10T23:43:04Z,190000,False,,,0,,A. Len shooting personal FOUL (1 PF) (Johnson 2 FT),"[203458, 1630553]",1610612747.0,LAL,shooting,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Johnson,1630553.0,,,,,
21,PT10M22.00S,2025-03-10T23:43:21.1Z,1,REGULAR,freethrow,1 of 2,[],1630553,,,1610612751,2,5,2025-03-10T23:43:41Z,210000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2025-03-10T23:43:21.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,2,5,2025-03-10T23:43:41Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,
23,PT10M22.00S,2025-03-10T23:43:21.1Z,1,REGULAR,freethrow,2 of 2,[],1630553,,,1610612751,2,5,2025-03-10T23:43:41Z,230000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
