actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-04T23:11:10.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-04T23:11:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-04T23:11:13.5Z,1,REGULAR,jumpball,recovered,[],1630533,,,1610612751,0,0,2025-01-04T23:11:13Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Embiid: Tip to Z. Williams,"[1630533, 1629651, 203954]",1610612751.0,BKN,startperiod,Z. Williams,1630533.0,Williams,Z. Williams,Claxton,1629651.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2025-01-04T23:11:17.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,69.07030223390277,22.54901960784314,1610612751,3,0,2025-01-04T23:11:27Z,70000,False,-137.0,238.0,1,right,D. Russell 27' 3PT pullup (3 PTS),[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.49,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2025-01-04T23:11:40.6Z,1,REGULAR,2pt,Jump Shot,[],203954,16.770696452036795,69.36274509803921,1610612755,3,0,2025-01-04T23:11:46Z,80000,False,-97.0,105.0,1,left,MISS J. Embiid 14' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,14.29,Missed,,,,,,,,,,,,,,,,,,
9,PT11M25.00S,2025-01-04T23:11:44.6Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612751,3,0,2025-01-04T23:11:46Z,90000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M18.00S,2025-01-04T23:11:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,77.08607095926413,85.04901960784314,1610612751,6,0,2025-01-04T23:11:58Z,100000,False,175.0,163.0,1,right,Z. Williams 3PT  (3 PTS) (K. Johnson 1 AST),"[1630533, 1630553]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,23.92,Made,3.0,,,,,K. Johnson,1630553.0,1.0,,,,,,,,,,
12,PT11M01.00S,2025-01-04T23:12:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.35676741130092,69.6078431372549,1610612755,6,0,2025-01-04T23:12:14Z,120000,False,-98.0,242.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2025-01-04T23:12:14.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,6,0,2025-01-04T23:12:14Z,130000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT10M43.00S,2025-01-04T23:12:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.03745072273325,54.65686274509803,1610612751,8,0,2025-01-04T23:12:33Z,140000,False,23.0,4.0,1,right,N. Claxton alley-oop Layup (2 PTS) (D. Russell 1 AST),"[1629651, 1626156]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,D. Russell,1626156.0,1.0,,,,,,,,,,
16,PT10M28.00S,2025-01-04T23:12:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,44.36274509803921,1610612755,8,0,2025-01-04T23:12:46Z,160000,False,28.0,4.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
17,PT10M26.00S,2025-01-04T23:12:42.9Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612751,8,0,2025-01-04T23:12:46Z,170000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M20.00S,2025-01-04T23:12:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,66.17936925098554,43.627450980392155,1610612751,11,0,2025-01-04T23:12:54Z,180000,False,-32.0,265.0,1,right,Z. Williams 26' 3PT  (6 PTS) (D. Russell 2 AST),"[1630533, 1626156]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,26.73,Made,6.0,,,,,D. Russell,1626156.0,2.0,,,,,,,,,,
20,PT10M03.00S,2025-01-04T23:13:06.2Z,1,REGULAR,3pt,Jump Shot,[],202331,25.969119579500656,17.647058823529413,1610612755,11,3,2025-01-04T23:13:10Z,200000,False,162.0,192.0,1,left,P. George 25' 3PT  (3 PTS) (T. Maxey 1 AST),"[202331, 1630178]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.08,Made,3.0,,,,,T. Maxey,1630178.0,1.0,,,,,,,,,,
