actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
175,PT10M19.00S,2025-03-01T01:10:39.8Z,2,REGULAR,2pt,Jump Shot,[],1630560,13.091327201051248,74.50980392156863,1610612751,29,35,2025-03-01T01:10:44Z,1750000,False,-123.0,71.0,1,left,C. Thomas 14' step back Jump Shot (6 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,14.14,Made,6.0,,,,,,,,,,,,,,,
177,PT09M51.00S,2025-03-01T01:11:24.7Z,2,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612757,29,35,2025-03-01T01:11:35Z,1770000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Clingan 2 FT),"[1630592, 1642270]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,202035.0,,,,,,,,,,,,,,1.0,0.0,Clingan,1642270.0,,
179,PT09M51.00S,2025-03-01T01:11:45.3Z,2,REGULAR,freethrow,1 of 2,[],1642270,,,1610612757,29,36,2025-03-01T01:11:45Z,1790000,False,,,0,,D. Clingan Free Throw 1 of 2 (1 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
180,PT09M51.00S,2025-03-01T01:11:56.4Z,2,REGULAR,freethrow,2 of 2,[],1642270,,,1610612757,29,37,2025-03-01T01:11:56Z,1800000,False,,,0,,D. Clingan Free Throw 2 of 2 (2 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
181,PT09M37.00S,2025-03-01T01:12:12.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,15.982260183968464,37.00980392156863,1610612751,29,37,2025-03-01T01:18:11Z,1810000,False,65.0,98.0,1,left,MISS C. Thomas 11' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,,,11.73,Missed,,,,,,,,,,,,,,,,
182,PT09M36.00S,2025-03-01T01:12:13.1Z,2,REGULAR,rebound,offensive,[],1630560,,,1610612751,29,37,2025-03-01T01:13:31Z,1820000,False,,,0,,C. Thomas REBOUND (Off:1 Def:0),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,181.0,1.0,0.0,1.0,,,,,,
193,PT09M34.00S,2025-03-01T01:12:24.5Z,2,REGULAR,turnover,bad pass,[],1630560,,,1610612751,29,37,2025-03-01T01:13:46Z,1825000,False,,,0,,C. Thomas bad pass TURNOVER (3 TO),"[1630560, 1631200]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,Murray,1631200.0,,,,,,,,,,
194,PT09M34.00S,2025-03-01T01:12:24.5Z,2,REGULAR,steal,,[],1631200,,,1610612757,29,37,2025-03-01T01:20:27Z,1827500,False,,,0,,K. Murray STEAL (2 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT09M17.00S,2025-03-01T01:12:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612757,29,37,2025-03-01T01:12:45Z,1830000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Clingan 2 FT),"[1630549, 1642270]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Clingan,1642270.0,,
185,PT09M17.00S,2025-03-01T01:12:56.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642270,,,1610612757,29,37,2025-03-01T01:13:46Z,1850000,False,,,0,,MISS D. Clingan Free Throw 1 of 2,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
186,PT09M17.00S,2025-03-01T01:12:56.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,29,37,2025-03-01T01:12:56Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,,
187,PT09M17.00S,2025-03-01T01:12:57.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612757,29,37,2025-03-01T01:13:03Z,1870000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M17.00S,2025-03-01T01:12:57.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612757,29,37,2025-03-01T01:13:03Z,1880000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M17.00S,2025-03-01T01:13:20.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642270,,,1610612757,29,37,2025-03-01T01:13:46Z,1890000,False,,,0,,MISS D. Clingan Free Throw 2 of 2,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
190,PT09M14.00S,2025-03-01T01:13:22.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,29,37,2025-03-01T01:13:22Z,1900000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT08M58.00S,2025-03-01T01:13:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,6.652431011826544,53.431372549019606,1610612751,29,37,2025-03-01T01:13:51Z,1910000,False,-17.0,10.0,1,left,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,1.99,Missed,,,,,,,,,,,,,,,,
192,PT08M55.00S,2025-03-01T01:13:41.5Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,29,37,2025-03-01T01:13:41Z,1920000,False,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,,
195,PT08M51.00S,2025-03-01T01:13:46.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630625,92.72339027595268,44.11764705882353,1610612757,29,39,2025-03-01T01:21:40Z,1930000,False,-29.0,16.0,1,right,D. Banton running Layup (2 PTS),[1630625],1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,3.34,Made,2.0,,,,,,,,,,,,,,,
196,PT08M41.00S,2025-03-01T01:13:56.4Z,2,REGULAR,3pt,Jump Shot,[],1631213,25.18068331143233,17.647058823529413,1610612751,29,39,2025-03-01T01:14:00Z,1940000,False,162.0,184.0,1,left,MISS T. Martin 24' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,24.52,Missed,,,,,,,,,,,,,,,,
197,PT08M37.00S,2025-03-01T01:14:00.4Z,2,REGULAR,rebound,defensive,[],1631200,,,1610612757,29,39,2025-03-01T01:14:00Z,1950000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,
198,PT08M26.00S,2025-03-01T01:14:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,93.77463863337714,40.931372549019606,1610612757,29,39,2025-03-01T01:14:16Z,1960000,False,-45.0,6.0,1,right,MISS D. Clingan Layup,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,4.57,Missed,,,,,,,,,,,,,,,,
199,PT08M23.00S,2025-03-01T01:14:14.5Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,29,39,2025-03-01T01:14:16Z,1970000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,198.0,2.0,2.0,0.0,,,,,,
200,PT08M21.00S,2025-03-01T01:14:16.4Z,2,REGULAR,turnover,lost ball,[],1630592,,,1610612751,29,39,2025-03-01T01:14:53Z,1980000,False,,,0,,J. Wilson lost ball TURNOVER (1 TO),"[1630592, 1630625]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,Banton,1630625.0,,,,,,,,,,
201,PT08M21.00S,2025-03-01T01:14:16.4Z,2,REGULAR,steal,,[],1630625,,,1610612757,29,39,2025-03-01T01:14:18Z,1990000,False,,,0,,D. Banton STEAL (1 STL),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
202,PT08M17.00S,2025-03-01T01:14:19.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630625,92.85479632063075,48.03921568627451,1610612757,29,41,2025-03-01T01:14:47Z,2000000,False,-10.0,15.0,1,right,D. Banton DUNK (4 PTS) (S. Sharpe 2 AST),"[1630625, 1631101]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,1.77,Made,4.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,
204,PT07M56.00S,2025-03-01T01:14:40.9Z,2,REGULAR,2pt,Jump Shot,[],1630560,11.645860709592641,29.166666666666668,1610612751,31,41,2025-03-01T01:23:06Z,2020000,False,104.0,57.0,1,left,C. Thomas 11' turnaround fadeaway Jump Shot (8 PTS),[1630560],1610612751.0,BKN,turnaround fadeaway,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,11.88,Made,8.0,,,,,,,,,,,,,,,
205,PT07M48.00S,2025-03-01T01:14:54.4Z,2,REGULAR,foul,personal,[],1630592,,,1610612757,31,41,2025-03-01T01:15:19Z,2030000,False,,,0,,J. Wilson personal FOUL (2 PF),"[1630592, 1631101]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,,,,2.0,0.0,Sharpe,1631101.0,,
209,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1641736,,,1610612757,31,41,2025-03-01T01:15:18Z,2050000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1631213,,,1610612757,31,41,2025-03-01T01:15:18Z,2060000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1630592,,,1610612757,31,41,2025-03-01T01:15:18Z,2070000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1630560,,,1610612757,31,41,2025-03-01T01:15:18Z,2080000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,31,41,2025-03-01T01:15:18Z,2090000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,31,41,2025-03-01T01:15:18Z,2100000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1630165,,,1610612757,31,41,2025-03-01T01:15:18Z,2110000,False,,,0,,SUB in: K. Hayes,[1630165],1610612751.0,BKN,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1630553,,,1610612757,31,41,2025-03-01T01:15:18Z,2120000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1630533,,,1610612757,31,41,2025-03-01T01:15:18Z,2130000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1629661,,,1610612757,31,41,2025-03-01T01:15:18Z,2140000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1631133,,,1610612757,31,41,2025-03-01T01:15:18Z,2150000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M48.00S,2025-03-01T01:15:00.7Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,31,41,2025-03-01T01:15:18Z,2160000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M39.00S,2025-03-01T01:15:35.3Z,2,REGULAR,3pt,Jump Shot,[],1641739,72.09264126149803,76.7156862745098,1610612757,31,41,2025-03-01T01:15:39Z,2170000,False,134.0,210.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,24.87,Missed,,,,,,,,,,,,,,,,
222,PT07M35.00S,2025-03-01T01:15:39.3Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,31,41,2025-03-01T01:15:39Z,2180000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,
223,PT07M24.00S,2025-03-01T01:15:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,9.280551905387648,48.28431372549019,1610612751,31,41,2025-03-01T01:15:54Z,2190000,False,9.0,35.0,1,left,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,3.57,Missed,,,,,,,,,,,,,,,,
224,PT07M22.00S,2025-03-01T01:15:52.3Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,31,41,2025-03-01T01:15:54Z,2200000,False,,,0,,J. Walker REBOUND (Off:2 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,223.0,3.0,1.0,2.0,,,,,,
225,PT07M09.00S,2025-03-01T01:16:04.8Z,2,REGULAR,3pt,Jump Shot,[],1631101,77.34888304862024,87.99019607843137,1610612757,31,44,2025-03-01T01:16:08Z,2210000,False,190.0,160.0,1,right,S. Sharpe 24' 3PT step back (17 PTS) (T. Camara 3 AST),"[1631101, 1641739]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,24.87,Made,17.0,T. Camara,1641739.0,3.0,,,,,,,,,,,,
226,PT06M47.00S,2025-03-01T01:16:28.9Z,2,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612751,31,44,2025-03-01T01:16:39Z,2220000,False,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612751.0,BKN,bad pass,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,202035.0,1.0,,,,,,,,,,,,,,,,,,
227,PT06M47.00S,2025-03-01T01:16:36.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,31,44,2025-03-01T01:16:36Z,2230000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M47.00S,2025-03-01T01:16:53.0Z,2,REGULAR,substitution,out,[],1630533,,,1610612757,31,44,2025-03-01T01:19:23Z,2240000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M47.00S,2025-03-01T01:16:53.0Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,31,44,2025-03-01T01:19:23Z,2250000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M47.00S,2025-03-01T01:16:53.0Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,31,44,2025-03-01T01:19:23Z,2260000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M47.00S,2025-03-01T01:16:53.0Z,2,REGULAR,substitution,in,[],1630703,,,1610612757,31,44,2025-03-01T01:19:23Z,2270000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M39.00S,2025-03-01T01:19:49.9Z,2,REGULAR,turnover,traveling,[],1641739,,,1610612757,31,44,2025-03-01T01:20:04Z,2280000,False,,,0,,T. Camara traveling TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,,,,,,,,,,,,,,,,,,
234,PT06M24.00S,2025-03-01T01:20:15.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,25.837713534822605,17.647058823529413,1610612751,31,44,2025-03-01T01:20:21Z,2290000,False,162.0,190.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,24.99,Missed,,,,,,,,,,,,,,,,
235,PT06M19.00S,2025-03-01T01:20:19.9Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,31,44,2025-03-01T01:20:19Z,2300000,False,,,0,,D. Banton REBOUND (Off:1 Def:2),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,234.0,3.0,2.0,1.0,,,,,,
236,PT06M09.00S,2025-03-01T01:20:34.8Z,2,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,31,44,2025-03-01T01:20:39Z,2310000,False,,,0,,T. Camara bad pass out-of-bounds TURNOVER (2 TO),[1641739],1610612757.0,POR,bad pass,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,200834.0,2.0,,,,,,,,,,,,,,,,,,
237,PT05M49.00S,2025-03-01T01:21:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629661,5.338370565045992,48.77450980392157,1610612751,31,44,2025-03-01T01:26:16Z,2320000,False,6.0,-2.0,1,left,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,0.65,Missed,,,,,,,,,,,,,,,,
238,PT05M48.00S,2025-03-01T01:21:02.5Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,31,44,2025-03-01T01:26:16Z,2330000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,237.0,3.0,2.0,1.0,,,,,,
239,PT05M48.00S,2025-03-01T01:21:04.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629651,5.590000152587891,50.0,1610612751,33,44,2025-03-01T01:26:25Z,2340000,False,0.0,0.0,1,left,N. Claxton tip Layup (6 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.0,Made,6.0,,,,,,,,,,,,,,,
240,PT05M41.00S,2025-03-01T01:21:10.7Z,2,REGULAR,foul,personal,[],1629661,,,1610612757,33,44,2025-03-01T01:21:19Z,2350000,False,,,0,,C. Johnson personal FOUL (2 PF),"[1629661, 1630703]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,202035.0,,,,,,,,,,,,,,2.0,0.0,Henderson,1630703.0,,
242,PT05M33.00S,2025-03-01T01:21:31.3Z,2,REGULAR,3pt,Jump Shot,[],1630625,73.66951379763469,16.176470588235293,1610612757,33,47,2025-03-01T01:21:36Z,2370000,False,-169.0,195.0,1,right,D. Banton 25' 3PT  (7 PTS) (J. Walker 1 AST),"[1630625, 1631133]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,25.81,Made,7.0,J. Walker,1631133.0,1.0,,,,,,,,,,,,
244,PT05M21.00S,2025-03-01T01:21:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,5.863994743758213,53.431372549019606,1610612751,35,47,2025-03-01T01:21:46Z,2390000,False,-17.0,3.0,1,left,K. Johnson driving reverse Layup (5 PTS),[1630553],1610612751.0,BKN,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,1.74,Made,5.0,,,,,,,,,,,,,,,
245,PT05M02.00S,2025-03-01T01:22:02.2Z,2,REGULAR,turnover,bad pass,[],1630625,,,1610612757,35,47,2025-03-01T01:22:27Z,2400000,False,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 1630570]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Left,,1.0,,,,,,,Watford,1630570.0,,,,,,,,,,
246,PT05M02.00S,2025-03-01T01:22:02.2Z,2,REGULAR,steal,,[],1630570,,,1610612751,35,47,2025-03-01T01:22:06Z,2410000,False,,,0,,T. Watford STEAL (1 STL),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
247,PT04M58.00S,2025-03-01T01:22:08.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630553,6.389618922470433,4.411764705882353,1610612751,35,47,2025-03-01T01:29:23Z,2420000,False,228.0,8.0,1,left,MISS K. Johnson running 3PT,[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,22.8,Missed,,,,,,,,,,,,,,,,
248,PT04M57.00S,2025-03-01T01:22:09.7Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612751,35,47,2025-03-01T01:29:23Z,2430000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,247.0,1.0,0.0,1.0,,,,,,
249,PT04M56.00S,2025-03-01T01:22:14.2Z,2,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612751,35,47,2025-03-01T01:22:19Z,2440000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Johnson 2 FT),"[1631133, 1629661]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,3.0,0.0,Johnson,1629661.0,,
251,PT04M56.00S,2025-03-01T01:22:34.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1629661,,,1610612751,36,47,2025-03-01T02:18:59Z,2460000,False,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
252,PT04M56.00S,2025-03-01T01:22:35.2Z,2,REGULAR,substitution,out,[],1630625,,,1610612751,36,47,2025-03-01T01:22:45Z,2470000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M56.00S,2025-03-01T01:22:35.2Z,2,REGULAR,substitution,out,[],1631133,,,1610612751,36,47,2025-03-01T01:22:45Z,2480000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M56.00S,2025-03-01T01:22:35.2Z,2,REGULAR,substitution,in,[],1629014,,,1610612751,36,47,2025-03-01T01:22:45Z,2490000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M56.00S,2025-03-01T01:22:35.2Z,2,REGULAR,substitution,in,[],1642270,,,1610612751,36,47,2025-03-01T01:22:45Z,2500000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M56.00S,2025-03-01T01:22:34.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1629661,,,1610612751,37,47,2025-03-01T02:18:59Z,2510000,False,,,0,,C. Johnson Free Throw 2 of 2 (2 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
257,PT04M37.00S,2025-03-01T01:23:25.7Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.5735873850197,46.32352941176471,1610612757,37,50,2025-03-01T01:23:31Z,2520000,False,-18.0,262.0,1,right,A. Simons 26' 3PT  (7 PTS) (S. Henderson 5 AST),"[1629014, 1630703]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,26.23,Made,7.0,S. Henderson,1630703.0,5.0,,,,,,,,,,,,
