actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
166,PT09M53.00S,2025-01-23T01:10:50.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,77.7431011826544,27.696078431372552,1610612756,20,28,2025-01-23T01:13:59Z,1650000,False,-112.0,157.0,1,right,MISS D. Booker 19' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,19.23,Missed,,,,,,,,,,,,,,,,,,
167,PT09M50.00S,2025-01-23T01:10:53.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,20,28,2025-01-23T01:13:59Z,1660000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Left Center,,,166.0,,,,,,,,,,,,,,,,,
168,PT09M50.00S,2025-01-23T01:10:56.2Z,2,REGULAR,foul,personal,[],1642345,,,1610612751,20,28,2025-01-23T01:11:16Z,1670000,False,,,0,,O. Ighodaro loose ball personal FOUL (1 PF),"[1642345, 1641730]",1610612756.0,PHX,loose ball,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Clowney,1641730.0
170,PT09M42.00S,2025-01-23T01:11:21.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,10.988830486202366,42.40196078431372,1610612751,20,28,2025-01-23T01:15:22Z,1690000,False,38.0,51.0,1,left,MISS N. Claxton 6' driving bank Hook,[1629651],1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
171,PT09M41.00S,2025-01-23T01:11:22.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,20,28,2025-01-23T01:15:22Z,1700000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,170.0,,1.0,1.0,0.0,,,,,,,,,,,,,
172,PT09M20.00S,2025-01-23T01:11:44.0Z,2,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612756,20,28,2025-01-23T01:11:55Z,1710000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Ighodaro 2 FT),"[1641730, 1642345]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,1830.0,,,,,,,,,,,,,1.0,0.0,Ighodaro,1642345.0
174,PT09M20.00S,2025-01-23T01:12:15.5Z,2,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,20,28,2025-01-23T01:12:15Z,1730000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
175,PT09M20.00S,2025-01-23T01:12:15.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,20,28,2025-01-23T01:12:15Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,
176,PT09M20.00S,2025-01-23T01:12:15.5Z,2,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,20,28,2025-01-23T01:12:35Z,1750000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT09M19.00S,2025-01-23T01:12:16.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,20,28,2025-01-23T01:16:01Z,1760000,False,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,176.0,,6.0,5.0,1.0,,,,,,,,,,,,,
178,PT09M04.00S,2025-01-23T01:12:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,13.140604467805517,53.28584558823529,1610612751,20,28,2025-01-23T01:40:26Z,1770000,False,-16.0,71.0,1,left,MISS N. Clowney 7' cutting Layup,[1641730],1610612751.0,BKN,cutting,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
179,PT09M03.00S,2025-01-23T01:12:51.6Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,20,28,2025-01-23T01:40:26Z,1780000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,178.0,,1.0,1.0,0.0,,,,,,,,,,,,,
180,PT08M51.00S,2025-01-23T01:13:01.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,65.48948751642575,63.08210784313725,1610612756,20,31,2025-01-23T01:16:39Z,1790000,False,65.0,272.0,1,right,G. Allen 27' 3PT  (5 PTS) (O. Ighodaro 1 AST),"[1628960, 1642345]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.97,Made,,,,,,5.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,
182,PT08M31.00S,2025-01-23T01:13:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,14.586070959264134,50.306372549019606,1610612751,20,31,2025-01-23T01:17:06Z,1810000,False,-2.0,85.0,1,left,MISS T. Evbuomwan 8' driving floating Shot,[1641787],1610612751.0,BKN,driving floating,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),8-16 Center,8.46,Missed,,,,,,,,,,,,,,,,,,
183,PT08M30.00S,2025-01-23T01:13:26.2Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,20,31,2025-01-23T01:17:06Z,1820000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,182.0,,1.0,1.0,0.0,,,,,,,,,,,,,
184,PT08M21.00S,2025-01-23T01:13:33.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,80.6833114323259,91.3985906862745,1610612756,20,31,2025-01-23T01:17:27Z,1830000,False,207.0,129.0,1,right,MISS M. Morris 24' 3PT,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,24.4,Missed,,,,,,,,,,,,,,,,,,
185,PT08M19.00S,2025-01-23T01:13:35.0Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612751,20,31,2025-01-23T01:17:27Z,1840000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:2),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,184.0,,2.0,2.0,0.0,,,,,,,,,,,,,
186,PT08M10.00S,2025-01-23T01:13:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,11.432325886990796,47.158394607843135,1610612751,22,31,2025-01-23T01:17:52Z,1850000,False,14.0,55.0,1,left,T. Evbuomwan driving finger roll Layup (4 PTS),[1641787],1610612751.0,BKN,driving finger roll,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,,4.0,,,,,,,,,,,,
187,PT07M45.00S,2025-01-23T01:14:09.3Z,2,REGULAR,3pt,Jump Shot,[],1626220,66.40932982917215,58.455882352941174,1610612756,22,31,2025-01-23T01:18:11Z,1860000,False,42.0,263.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
188,PT07M43.00S,2025-01-23T01:14:11.3Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,22,31,2025-01-23T01:18:11Z,1870000,False,,,0,,N. Claxton REBOUND (Off:1 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,187.0,,7.0,6.0,1.0,,,,,,,,,,,,,
189,PT07M36.00S,2025-01-23T01:14:18.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,22.076215505913282,91.15349264705883,1610612751,22,31,2025-01-23T01:18:40Z,1880000,False,-206.0,155.0,1,left,MISS J. Wilson 25' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
190,PT07M34.00S,2025-01-23T01:14:20.1Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612756,22,31,2025-01-23T01:18:40Z,1890000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,189.0,,1.0,1.0,0.0,,,,,,,,,,,,,
191,PT07M30.00S,2025-01-23T01:14:28.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,22,31,2025-01-23T01:14:28Z,1900000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1641736,,,1610612756,22,31,2025-01-23T01:17:17Z,1910000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1641787,,,1610612756,22,31,2025-01-23T01:17:17Z,1920000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612756,22,31,2025-01-23T01:17:17Z,1930000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1641730,,,1610612756,22,31,2025-01-23T01:17:17Z,1940000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1626220,,,1610612756,22,31,2025-01-23T01:17:17Z,1950000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,22,31,2025-01-23T01:17:17Z,1960000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,out,[],1628420,,,1610612756,22,31,2025-01-23T01:17:17Z,1970000,False,,,0,,SUB out: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1631213,,,1610612756,22,31,2025-01-23T01:17:17Z,1980000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1630549,,,1610612756,22,31,2025-01-23T01:17:17Z,1990000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1641727,,,1610612756,22,31,2025-01-23T01:17:17Z,2000000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1630553,,,1610612756,22,31,2025-01-23T01:17:17Z,2010000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1626145,,,1610612756,22,31,2025-01-23T01:17:17Z,2020000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1642346,,,1610612756,22,31,2025-01-23T01:17:17Z,2030000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M30.00S,2025-01-23T01:14:32.5Z,2,REGULAR,substitution,in,[],1630208,,,1610612756,22,31,2025-01-23T01:17:17Z,2040000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M25.00S,2025-01-23T01:17:33.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,94.69448094612353,2.941176470588235,1610612756,22,31,2025-01-23T01:19:07Z,2050000,False,-235.0,-3.0,1,right,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
207,PT07M21.00S,2025-01-23T01:17:37.2Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612756,22,31,2025-01-23T01:19:07Z,2060000,False,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,206.0,,6.0,3.0,3.0,,,,,,,,,,,,,
208,PT07M09.00S,2025-01-23T01:17:49.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628960,85.3318002628121,53.18627450980392,1610612756,22,31,2025-01-23T01:19:41Z,2070000,False,16.0,85.0,1,right,MISS G. Allen 8' driving floating Shot,[1628960],1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,8.69,Missed,,,,,,,,,,,,,,,,,,
209,PT07M07.00S,2025-01-23T01:17:51.1Z,2,REGULAR,rebound,defensive,[],1631213,,,1610612751,22,31,2025-01-23T01:19:41Z,2080000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,208.0,,1.0,1.0,0.0,,,,,,,,,,,,,
210,PT06M52.00S,2025-01-23T01:18:05.9Z,2,REGULAR,2pt,Jump Shot,[],1631213,9.59264126149803,34.04564950980392,1610612751,22,31,2025-01-23T01:20:13Z,2090000,False,80.0,38.0,1,left,MISS T. Martin 8' pullup bank Shot,[1631213],1610612751.0,BKN,pullup bank,,,Martin,T. Martin,,,,,Mid-Range,8-16 Right,8.83,Missed,,,,,,,,,,,,,,,,,,
211,PT06M51.00S,2025-01-23T01:18:06.9Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,31,2025-01-23T01:20:13Z,2100000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,210.0,,1.0,0.0,1.0,,,,,,,,,,,,,
212,PT06M50.00S,2025-01-23T01:18:09.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,9.198423127463855,49.854473039215684,1610612751,24,31,2025-01-23T01:20:29Z,2110000,False,1.0,34.0,1,left,D. Sharpe tip Layup (4 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,4.0,,,,,,,,,,,,
213,PT06M40.00S,2025-01-23T01:18:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,89.75032851511169,43.359375,1610612756,24,31,2025-01-23T01:21:15Z,2120000,False,-33.0,44.0,1,right,MISS D. Booker driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
214,PT06M39.00S,2025-01-23T01:18:19.0Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612756,24,31,2025-01-23T01:21:15Z,2130000,False,,,0,,N. Richards REBOUND (Off:4 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,213.0,,7.0,3.0,4.0,,,,,,,,,,,,,
215,PT06M39.00S,2025-01-23T01:18:21.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,91.06438896189225,52.060355392156865,1610612756,24,33,2025-01-23T01:21:27Z,2140000,False,10.0,31.0,1,right,N. Richards tip Layup (2 PTS),[1630208],1610612756.0,PHX,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,2.0,,,,,,,,,,,,
216,PT06M22.00S,2025-01-23T01:18:34.4Z,2,REGULAR,3pt,Jump Shot,[],1641727,26.01839684625493,15.663296568627445,1610612751,27,33,2025-01-23T01:21:44Z,2150000,False,172.0,192.0,1,left,D. Whitehead 25' 3PT  (6 PTS) (J. Wilson 1 AST),"[1641727, 1630592]",1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,25.76,Made,,,,,,6.0,J. Wilson,1630592.0,1.0,,,,,,,,,
218,PT06M06.00S,2025-01-23T01:18:52.0Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612756,27,33,2025-01-23T01:22:10Z,2170000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1630553]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Johnson,1630553.0,,,,
219,PT06M06.00S,2025-01-23T01:18:52.0Z,2,REGULAR,steal,,[],1630553,,,1610612751,27,33,2025-01-23T01:18:56Z,2180000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
220,PT06M03.00S,2025-01-23T01:18:58.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631213,12.8777923784494,49.306832107843135,1610612751,27,33,2025-01-23T01:24:16Z,2190000,False,3.0,69.0,1,left,MISS T. Martin 6' running Layup,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
221,PT06M02.00S,2025-01-23T01:18:59.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,27,33,2025-01-23T01:24:16Z,2200000,False,,,0,,N. Richards REBOUND (Off:4 Def:4),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,220.0,,8.0,4.0,4.0,,,,,,,,,,,,,
222,PT05M54.00S,2025-01-23T01:19:01.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,95.6143232588699,2.450980392156863,1610612756,27,36,2025-01-23T01:19:08Z,2210000,False,-238.0,-11.0,1,right,D. Booker 3PT running (7 PTS) (T. Jones 3 AST),"[1626164, 1626145]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,23.8,Made,,,,,,7.0,T. Jones,1626145.0,3.0,,,,,,,,,
224,PT05M48.00S,2025-01-23T01:19:12.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,27,36,2025-01-23T01:19:12Z,2230000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M48.00S,2025-01-23T01:19:13.3Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,27,36,2025-01-23T01:21:43Z,2240000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M48.00S,2025-01-23T01:19:13.3Z,2,REGULAR,substitution,out,[],1628960,,,1610612751,27,36,2025-01-23T01:21:43Z,2250000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M48.00S,2025-01-23T01:19:13.3Z,2,REGULAR,substitution,in,[],1641736,,,1610612751,27,36,2025-01-23T01:21:43Z,2260000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M48.00S,2025-01-23T01:19:13.3Z,2,REGULAR,substitution,in,[],201142,,,1610612751,27,36,2025-01-23T01:21:43Z,2270000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M38.00S,2025-01-23T01:22:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,6.964520367936927,56.15042892156863,1610612751,29,36,2025-01-23T01:24:52Z,2280000,False,-31.0,13.0,1,left,J. Wilson cutting Layup (6 PTS) (D. Sharpe 2 AST),"[1630592, 1630549]",1610612751.0,BKN,cutting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,6.0,D. Sharpe,1630549.0,2.0,,,,,,,,,
231,PT05M22.00S,2025-01-23T01:22:35.8Z,2,REGULAR,3pt,Jump Shot,[],201142,96.27135348226018,96.07843137254902,1610612756,29,39,2025-01-23T01:22:40Z,2300000,False,230.0,-17.0,1,right,K. Durant 3PT  (14 PTS) (D. Booker 4 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,,14.0,D. Booker,1626164.0,4.0,,,,,,,,,
233,PT05M11.00S,2025-01-23T01:22:47.3Z,2,REGULAR,3pt,Jump Shot,[],1641727,20.499342969776606,8.800551470588232,1610612751,32,39,2025-01-23T01:25:17Z,2320000,False,206.0,140.0,1,left,D. Whitehead 24' 3PT  (9 PTS) (R. Beekman 2 AST),"[1641727, 1641736]",1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,,9.0,R. Beekman,1641736.0,2.0,,,,,,,,,
236,PT04M49.00S,2025-01-23T01:23:32.5Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,32,39,2025-01-23T01:25:45Z,2350000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,1627964.0,,,,,,,,,,1.0,,,,,,
237,PT04M35.00S,2025-01-23T01:23:54.8Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612751,32,39,2025-01-23T01:26:08Z,2360000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Wilson 2 FT),"[1630208, 1630592]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,1830.0,,,,,,,,,,,,,3.0,0.0,Wilson,1630592.0
239,PT04M35.00S,2025-01-23T01:24:20.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630592,,,1610612751,33,39,2025-01-23T01:26:54Z,2380000,False,,,0,,J. Wilson Free Throw 1 of 2 (7 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
242,PT04M35.00S,2025-01-23T01:24:20.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630592,,,1610612751,34,39,2025-01-23T01:26:54Z,2385000,False,,,0,,J. Wilson Free Throw 2 of 2 (8 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
240,PT04M35.00S,2025-01-23T01:24:21.8Z,2,REGULAR,substitution,out,[],1630208,,,1610612756,34,39,2025-01-23T01:26:54Z,2390000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M35.00S,2025-01-23T01:24:21.8Z,2,REGULAR,substitution,in,[],203486,,,1610612756,34,39,2025-01-23T01:26:54Z,2400000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M21.00S,2025-01-23T01:24:56.6Z,2,REGULAR,3pt,Jump Shot,[],201142,94.87516425755585,95.81035539215686,1610612756,34,39,2025-01-23T01:26:47Z,2405000,False,229.0,-4.0,1,right,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,22.91,Missed,,,,,,,,,,,,,,,,,,
244,PT04M18.00S,2025-01-23T01:24:59.6Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,34,39,2025-01-23T01:26:47Z,2407500,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,243.0,,2.0,1.0,1.0,,,,,,,,,,,,,
245,PT04M12.00S,2025-01-23T01:25:04.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,8.015768725361369,97.03584558823529,1610612751,34,39,2025-01-23T01:27:24Z,2440000,False,-235.0,23.0,1,left,MISS J. Wilson running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
246,PT04M09.00S,2025-01-23T01:25:07.9Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,34,39,2025-01-23T01:27:24Z,2450000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,245.0,,3.0,3.0,0.0,,,,,,,,,,,,,
