actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
177,PT10M38.00S,2024-11-20T01:12:30.8Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,25,40,2024-11-20T01:12:35Z,1770000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,175.0,1.0,1.0,0.0,,
178,PT10M20.00S,2024-11-20T01:12:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.30946123521682,45.83333333333333,1610612766,25,40,2024-11-20T01:12:53Z,1780000,False,21.0,16.0,1,left,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,2.64,Missed,,,,,,,,,,,,,
179,PT10M18.00S,2024-11-20T01:12:51.7Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,25,40,2024-11-20T01:12:53Z,1790000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,
180,PT10M13.00S,2024-11-20T01:12:56.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,72.61826544021025,78.18627450980392,1610612751,25,40,2024-11-20T01:13:05Z,1800000,False,141.0,205.0,1,right,MISS J. Wilson 24' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,24.87,Missed,,,,,,,,,,,,,
181,PT10M09.00S,2024-11-20T01:13:00.4Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,25,40,2024-11-20T01:13:05Z,1810000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,
182,PT10M05.00S,2024-11-20T01:13:05.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641706,7.30946123521682,38.48039215686275,1610612766,25,42,2024-11-20T01:13:14Z,1820000,False,58.0,16.0,1,left,B. Miller running Layup (10 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.98,Made,10.0,M. Bridges,1628970.0,1.0,,,,,,,,,
185,PT09M38.00S,2024-11-20T01:13:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,92.72339027595268,55.392156862745104,1610612751,27,42,2024-11-20T01:13:38Z,1840000,False,27.0,16.0,1,right,J. Wilson driving Layup (2 PTS) (K. Johnson 1 AST),"[1630592, 1630553]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,3.13,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,
187,PT09M21.00S,2024-11-20T01:13:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,8.886333771353483,53.67647058823529,1610612766,27,44,2024-11-20T01:13:52Z,1860000,False,-18.0,31.0,1,left,B. Miller Layup (12 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,3.6,Made,12.0,,,,,,,,,,,,
188,PT09M08.00S,2024-11-20T01:14:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,93.77463863337714,54.90196078431373,1610612751,27,44,2024-11-20T01:14:07Z,1870000,False,25.0,6.0,1,right,MISS N. Clowney cutting Layup,[1641730],1610612751.0,BKN,cutting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,2.52,Missed,,,,,,,,,,,,,
189,PT09M04.00S,2024-11-20T01:14:05.5Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612766,27,44,2024-11-20T01:14:07Z,1880000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,188.0,2.0,2.0,0.0,,
190,PT08M59.00S,2024-11-20T01:14:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.966491458607096,51.9607843137255,1610612766,27,44,2024-11-20T01:14:42Z,1890000,False,-10.0,22.0,1,left,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,2.44,Missed,,,,,,,,,,,,,
191,PT08M56.00S,2024-11-20T01:14:13.3Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,27,44,2024-11-20T01:14:42Z,1900000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,190.0,2.0,2.0,0.0,,
192,PT08M53.00S,2024-11-20T01:14:21.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,27,44,2024-11-20T01:14:21Z,1910000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,out,[],1641730,,,1610612751,27,44,2024-11-20T01:17:00Z,1920000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,out,[],1630553,,,1610612751,27,44,2024-11-20T01:17:00Z,1930000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612751,27,44,2024-11-20T01:17:00Z,1940000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,27,44,2024-11-20T01:17:00Z,1950000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,in,[],1627827,,,1610612751,27,44,2024-11-20T01:17:00Z,1960000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M53.00S,2024-11-20T01:14:21.9Z,2,REGULAR,substitution,in,[],1631217,,,1610612751,27,44,2024-11-20T01:17:00Z,1970000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M35.00S,2024-11-20T01:17:37.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,27,44,2024-11-20T01:17:46Z,1980000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,202058.0,,,,,,,,,,,,,,,,,,,
200,PT08M35.00S,2024-11-20T01:17:51.7Z,2,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612766,27,44,2024-11-20T01:18:01Z,1990000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (2 TO),[1630182],1610612766.0,CHA,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,1626301.0,,,,,,,,,,,2.0,,,,,,,,
201,PT08M19.00S,2024-11-20T01:18:32.7Z,2,REGULAR,turnover,bad pass,[],1629661,,,1610612751,27,44,2024-11-20T01:18:47Z,2000000,False,,,0,,C. Johnson bad pass TURNOVER (4 TO),"[1629661, 1641706]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,4.0,Miller,1641706.0,,,,,,
202,PT08M19.00S,2024-11-20T01:18:32.7Z,2,REGULAR,steal,,[],1641706,,,1610612766,27,44,2024-11-20T01:18:36Z,2010000,False,,,0,,B. Miller STEAL (2 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT08M07.00S,2024-11-20T01:18:43.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630182,13.87976346911958,36.27450980392157,1610612766,27,44,2024-11-20T01:18:51Z,2020000,False,69.0,78.0,1,left,MISS J. Green 10' driving bank Hook,[1630182],1610612766.0,CHA,driving bank,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,10.39,Missed,,,,,,,,,,,,,
204,PT08M04.00S,2024-11-20T01:18:47.1Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,27,44,2024-11-20T01:18:47Z,2030000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,203.0,1.0,0.0,1.0,,
205,PT08M04.00S,2024-11-20T01:18:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,27,44,2024-11-20T01:18:47Z,2040000,False,0.0,0.0,1,left,MISS M. Diabaté tip Layup,[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
206,PT08M04.00S,2024-11-20T01:18:47.4Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,27,44,2024-11-20T01:18:47Z,2050000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,205.0,2.0,0.0,2.0,,
207,PT08M03.00S,2024-11-20T01:18:48.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,6.783837056504599,52.69607843137255,1610612766,27,44,2024-11-20T01:19:50Z,2060000,False,-13.0,11.0,1,left,MISS M. Diabaté putback Layup,[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,1.76,Missed,,,,,,,,,,,,,
208,PT08M00.00S,2024-11-20T01:18:51.5Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612751,27,44,2024-11-20T01:18:55Z,2070000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,207.0,1.0,1.0,0.0,,
209,PT07M58.00S,2024-11-20T01:18:53.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,76.03482260183968,87.74509803921569,1610612751,27,44,2024-11-20T01:19:01Z,2080000,False,189.0,173.0,1,right,MISS C. Johnson 25' running 3PT,[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,25.59,Missed,,,,,,,,,,,,,
210,PT07M53.00S,2024-11-20T01:18:58.8Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,27,44,2024-11-20T01:19:01Z,2090000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,209.0,3.0,1.0,2.0,,
211,PT07M35.00S,2024-11-20T01:19:16.2Z,2,REGULAR,3pt,Jump Shot,[],1628970,3.630091984231275,95.34313725490196,1610612766,27,44,2024-11-20T01:19:22Z,2100000,False,-227.0,-18.0,1,left,MISS M. Bridges 3PT - blocked,"[1628970, 1629661]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,22.74,Missed,,,,,,,,,,,,Johnson,1629661.0
212,PT07M35.00S,2024-11-20T01:19:16.2Z,2,REGULAR,block,,[],1629661,,,1610612766,27,44,2024-11-20T01:19:20Z,2110000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
213,PT07M31.00S,2024-11-20T01:19:20.2Z,2,REGULAR,rebound,defensive,[],203471,,,1610612751,27,44,2024-11-20T01:19:22Z,2120000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,211.0,1.0,1.0,0.0,,
214,PT07M21.00S,2024-11-20T01:19:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630592,72.22404730617609,17.647058823529413,1610612751,30,44,2024-11-20T01:19:37Z,2130000,False,-162.0,209.0,1,right,J. Wilson 26' 3PT  (5 PTS) (C. Johnson 2 AST),"[1630592, 1629661]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,26.4,Made,5.0,C. Johnson,1629661.0,2.0,,,,,,,,,
216,PT07M02.00S,2024-11-20T01:19:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,15.982260183968464,36.76470588235294,1610612766,30,46,2024-11-20T01:39:54Z,2150000,False,66.0,98.0,1,left,M. Bridges 11' driving Layup (10 PTS) (T. Mann 3 AST),"[1628970, 1630544]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,,,,11.8,Made,10.0,T. Mann,1630544.0,3.0,,,,,,,,,
218,PT06M50.00S,2024-11-20T01:20:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,94.69448094612353,49.50980392156863,1610612751,30,46,2024-11-20T01:31:21Z,2170000,False,-2.0,-3.0,1,right,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,0.36,Missed,,,,,,,,,,,,,
219,PT06M48.00S,2024-11-20T01:20:06.9Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612751,30,46,2024-11-20T01:31:21Z,2180000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,218.0,1.0,0.0,1.0,,
220,PT06M47.00S,2024-11-20T01:20:09.6Z,2,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612751,30,46,2024-11-20T01:31:56Z,2206250,False,,,0,,M. Diabaté shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631217, 1629661]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
230,PT06M47.00S,2024-11-20T01:21:10.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629661,,,1610612751,31,46,2024-11-20T01:32:19Z,2209062,False,,,0,,C. Johnson Free Throw 1 of 2 (9 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
303,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,out,[],1629003,,,1610612751,31,46,2024-11-20T01:33:35Z,2209296,False,,,0,,SUB out: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,out,[],203471,,,1610612751,31,46,2024-11-20T01:33:35Z,2209413,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,in,[],1627732,,,1610612751,31,46,2024-11-20T01:33:35Z,2209472,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,in,[],1630570,,,1610612751,31,46,2024-11-20T01:33:35Z,2209501,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,out,[],1628970,,,1610612751,31,46,2024-11-20T01:35:31Z,2209516,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,out,[],1641706,,,1610612751,31,46,2024-11-20T01:35:31Z,2209523,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,in,[],1630163,,,1610612751,31,46,2024-11-20T01:35:31Z,2209527,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT06M47.00S,2024-11-20T01:21:20.1Z,2,REGULAR,substitution,in,[],1642275,,,1610612751,31,46,2024-11-20T01:35:31Z,2209529,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M47.00S,2024-11-20T01:21:10.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629661,,,1610612751,32,46,2024-11-20T01:32:19Z,2209531,False,,,0,,C. Johnson Free Throw 2 of 2 (10 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
235,PT06M23.00S,2024-11-20T01:21:37.1Z,2,REGULAR,2pt,Jump Shot,[],1630544,11.777266754270697,27.205882352941174,1610612766,32,46,2024-11-20T01:59:52Z,2340000,False,114.0,58.0,1,left,MISS T. Mann 12' pullup bank Shot,[1630544],1610612766.0,CHA,pullup bank,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,12.8,Missed,,,,,,,,,,,,,
236,PT06M22.00S,2024-11-20T01:21:38.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,32,46,2024-11-20T01:21:44Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,235.0,,,,,
237,PT06M22.00S,2024-11-20T01:21:40.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,32,46,2024-11-20T01:21:50Z,2360000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,,,,,,,,,,,,,,,,,,
238,PT06M05.00S,2024-11-20T01:22:10.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,93.64323258869908,3.6764705882352944,1610612751,32,46,2024-11-20T01:22:16Z,2370000,False,-232.0,7.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,23.17,Missed,,,,,,,,,,,,,
239,PT06M01.00S,2024-11-20T01:22:14.1Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,32,46,2024-11-20T01:22:16Z,2380000,False,,,0,,T. Salaün REBOUND (Off:0 Def:5),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,238.0,5.0,5.0,0.0,,
240,PT05M48.00S,2024-11-20T01:22:33.1Z,2,REGULAR,foul,personal,[],1642275,,,1610612766,32,46,2024-11-20T01:23:56Z,2390000,False,,,0,,T. Salaün loose ball personal FOUL (1 PF),"[1642275, 1629661]",1610612766.0,CHA,loose ball,,,Salaün,T. Salaün,,,,,Mid-Range,8-16 Right,1626301.0,1.0,1.0,Johnson,1629661.0,,,,,,,,,,,,,,,
376,PT05M48.00S,2024-11-20T01:22:37.8Z,2,REGULAR,turnover,lost ball,[],1642275,,,1610612766,32,46,2024-11-20T02:01:05Z,2410000,False,,,0,,T. Salaün lost ball TURNOVER (1 TO),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,,
243,PT05M48.00S,2024-11-20T01:22:42.6Z,2,REGULAR,substitution,out,[],1631217,,,1610612751,32,46,2024-11-20T02:01:05Z,2420000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M48.00S,2024-11-20T01:22:42.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,32,46,2024-11-20T02:01:05Z,2430000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M33.00S,2024-11-20T01:23:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630570,89.70105124835742,49.01960784313725,1610612751,34,46,2024-11-20T02:01:05Z,2440000,False,-5.0,44.0,1,right,T. Watford finger roll Layup (2 PTS) (D. Finney-Smith 1 AST),"[1630570, 1627827]",1610612751.0,BKN,finger roll,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.46,Made,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,
247,PT05M32.00S,2024-11-20T01:23:12.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,34,46,2024-11-20T01:23:12Z,2460000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M32.00S,2024-11-20T01:23:14.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612766,34,46,2024-11-20T01:25:50Z,2470000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M32.00S,2024-11-20T01:23:14.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,34,46,2024-11-20T01:25:50Z,2480000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M17.00S,2024-11-20T01:26:36.9Z,2,REGULAR,foul,technical,['1freethrow'],1630570,,,1610612766,34,46,2024-11-20T01:26:44Z,2490000,False,,,0,,T. Watford defensive-3-second technical FOUL (1 Tech),[1630570],1610612751.0,BKN,defensive-3-second,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,202058.0,1.0,1.0,,,,,,,,,,,,,,,,,
251,PT05M17.00S,2024-11-20T01:26:51.1Z,2,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,34,47,2024-11-20T01:26:51Z,2500000,False,,,0,,L. Ball technical Free Throw 1 of 1 (9 PTS),[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
252,PT05M07.00S,2024-11-20T01:27:15.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,26.49474375821288,82.59803921568627,1610612766,34,47,2024-11-20T01:27:21Z,2510000,False,-163.0,197.0,1,left,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,25.54,Missed,,,,,,,,,,,,,
253,PT05M04.00S,2024-11-20T01:27:18.4Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,34,47,2024-11-20T01:27:21Z,2520000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,
255,PT04M53.00S,2024-11-20T01:27:43.4Z,2,REGULAR,3pt,Jump Shot,[],1630592,67.49342969776609,30.14705882352941,1610612751,34,47,2024-11-20T01:27:50Z,2540000,False,-99.0,253.0,1,right,MISS J. Wilson 27' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,27.19,Missed,,,,,,,,,,,,,
256,PT04M47.00S,2024-11-20T01:27:49.4Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,34,47,2024-11-20T01:27:50Z,2550000,False,,,0,,T. Salaün REBOUND (Off:0 Def:6),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,255.0,6.0,6.0,0.0,,
257,PT04M42.00S,2024-11-20T01:27:55.1Z,2,REGULAR,turnover,lost ball,[],1629684,,,1610612766,34,47,2024-11-20T01:28:02Z,2560000,False,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 1627732]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,Simmons,1627732.0,,,,,,
258,PT04M42.00S,2024-11-20T01:27:55.1Z,2,REGULAR,steal,,[],1627732,,,1610612751,34,47,2024-11-20T01:27:57Z,2570000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
259,PT04M42.00S,2024-11-20T01:28:01.8Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612751,34,47,2024-11-20T01:28:25Z,2580000,False,,,0,,G. Williams transition take personal FOUL (1 PF) (Simmons 1 FT),"[1629684, 1627732]",1610612766.0,CHA,transition take,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,202058.0,1.0,0.0,Simmons,1627732.0,,,,,,,,,,,,,,,
261,PT04M42.00S,2024-11-20T01:28:26.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629661,,,1610612751,35,47,2024-11-20T01:28:26Z,2600000,False,,,0,,C. Johnson transition take Free Throw 1 of 1 (11 PTS),[1629661],1610612751.0,BKN,transition take,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
