actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
18,PT10M50.00S,2025-01-25T23:13:01.8Z,1,REGULAR,steal,,[],1629651,,,1610612751,2,0,2025-01-25T23:13:03Z,180000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2025-01-25T23:13:16.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,88.51839684625493,46.81372549019608,1610612751,2,0,2025-01-25T23:13:20Z,190000,False,-16.0,55.0,1,right,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2025-01-25T23:13:19.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,2,0,2025-01-25T23:13:20Z,200000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,19.0,2.0,2.0,0.0
21,PT10M22.00S,2025-01-25T23:13:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.521024967148489,51.9607843137255,1610612748,2,2,2025-01-25T23:14:20Z,210000,False,-10.0,9.0,1,left,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2025-01-25T23:13:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,89.04402102496715,46.568627450980394,1610612751,2,2,2025-01-25T23:15:02Z,220000,False,-17.0,50.0,1,right,MISS K. Johnson driving floating bank Shot - blocked,"[1630553, 1642276]",1610612751.0,BKN,driving floating bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,Ware,1642276.0,,,,
46,PT10M04.00S,2025-01-25T23:13:51.1Z,1,REGULAR,block,,[],1642276,,,1610612751,2,2,2025-01-25T23:16:43Z,225000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2025-01-25T23:13:53.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,2,2,2025-01-25T23:15:02Z,230000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0
24,PT09M54.00S,2025-01-25T23:13:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.1268068331143235,56.127450980392155,1610612748,2,4,2025-01-25T23:14:02Z,240000,False,-31.0,5.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.1,Made,4.0,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2025-01-25T23:14:06.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.7562417871222,34.80392156862745,1610612751,2,4,2025-01-25T23:15:27Z,250000,False,-76.0,251.0,1,right,MISS D. Russell 26' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2025-01-25T23:14:11.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,4,2025-01-25T23:14:12Z,260000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0
27,PT09M30.00S,2025-01-25T23:14:21.0Z,1,REGULAR,2pt,Jump Shot,[],1628389,22.421156373193167,49.26470588235294,1610612748,2,4,2025-01-25T23:14:26Z,270000,False,4.0,158.0,1,left,MISS B. Adebayo 15' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.83,Missed,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2025-01-25T23:14:24.0Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,2,4,2025-01-25T23:14:26Z,280000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0
29,PT09M22.00S,2025-01-25T23:14:29.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626156,92.59198423127464,41.17647058823529,1610612751,4,4,2025-01-25T23:17:03Z,290000,False,-44.0,17.0,1,right,D. Russell running Layup (2 PTS) (J. Wilson 2 AST),"[1626156, 1630592]",1610612751.0,BKN,running,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.73,Made,2.0,J. Wilson,1630592.0,2.0,,,,,,,,,,,,,,
31,PT09M08.00S,2025-01-25T23:14:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,19.530223390275953,46.81372549019608,1610612748,4,4,2025-01-25T23:14:49Z,310000,False,16.0,131.0,1,left,MISS K. Ware 13' floating Shot,[1642276],1610612748.0,MIA,floating,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,13.21,Missed,,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2025-01-25T23:14:45.7Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,4,4,2025-01-25T23:14:45Z,320000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,31.0,2.0,1.0,1.0
33,PT09M05.00S,2025-01-25T23:14:47.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,32.276609724047304,49.26470588235294,1610612748,4,4,2025-01-25T23:14:51Z,330000,False,4.0,251.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2025-01-25T23:14:50.1Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,4,4,2025-01-25T23:14:51Z,340000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0
35,PT08M55.00S,2025-01-25T23:14:58.5Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612751,4,4,2025-01-25T23:15:10Z,350000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Wilson 2 FT),"[1629312, 1630592]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,1.0,0.0,Wilson,1630592.0,,,,,,,,,
37,PT08M55.00S,2025-01-25T23:15:25.3Z,1,REGULAR,freethrow,1 of 2,[],1630592,,,1610612751,4,4,2025-01-25T23:15:42Z,370000,False,,,0,,MISS J. Wilson Free Throw 1 of 2,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT08M55.00S,2025-01-25T23:15:25.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,4,4,2025-01-25T23:15:42Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,
39,PT08M55.00S,2025-01-25T23:15:25.3Z,1,REGULAR,freethrow,2 of 2,[],1630592,,,1610612751,4,4,2025-01-25T23:15:42Z,390000,False,,,0,,MISS J. Wilson Free Throw 2 of 2,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M54.00S,2025-01-25T23:15:26.3Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,4,4,2025-01-25T23:17:58Z,400000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,39.0,2.0,2.0,0.0
41,PT08M42.00S,2025-01-25T23:15:53.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,5.995400788436268,26.47058823529412,1610612748,4,6,2025-01-25T23:16:01Z,410000,False,118.0,4.0,1,left,B. Adebayo 11' floating Jump Shot (2 PTS),[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,11.77,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2025-01-25T23:16:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612751,4,6,2025-01-25T23:16:17Z,430000,False,,,0,,H. Highsmith shooting personal FOUL (2 PF) (Russell 2 FT),"[1629312, 1626156]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left Center,,,,,,,2004.0,2.0,0.0,Russell,1626156.0,,,,,,,,,
45,PT08M29.00S,2025-01-25T23:16:32.1Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,5,6,2025-01-25T23:16:32Z,450000,False,,,0,,D. Russell Free Throw 1 of 2 (3 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
47,PT08M29.00S,2025-01-25T23:16:45.7Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,6,6,2025-01-25T23:16:45Z,460000,False,,,0,,D. Russell Free Throw 2 of 2 (4 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M16.00S,2025-01-25T23:17:00.6Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,6,6,2025-01-25T23:17:08Z,470000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1641730]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,Clowney,1641730.0,,,,,,
49,PT08M16.00S,2025-01-25T23:17:00.6Z,1,REGULAR,steal,,[],1641730,,,1610612751,6,6,2025-01-25T23:17:08Z,480000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2025-01-25T23:17:05.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,88.51839684625493,39.21568627450981,1610612751,6,6,2025-01-25T23:20:21Z,490000,False,-54.0,55.0,1,right,MISS N. Claxton 7' driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2025-01-25T23:17:06.4Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,6,6,2025-01-25T23:26:26Z,500000,False,,,0,,J. Wilson REBOUND (Off:1 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,50.0,3.0,2.0,1.0
93,PT08M10.00S,2025-01-25T23:17:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630592,93.2161629434954,49.26470588235294,1610612751,6,6,2025-01-25T23:26:26Z,505000,False,-4.0,11.0,1,right,MISS J. Wilson tip Layup,[1630592],1610612751.0,BKN,tip,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,,
94,PT08M08.00S,2025-01-25T23:17:12.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,6,2025-01-25T23:26:05Z,507500,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,93.0,3.0,2.0,1.0
52,PT08M00.00S,2025-01-25T23:17:16.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,31.488173455978973,59.80392156862745,1610612748,6,9,2025-01-25T23:17:20Z,510000,False,-49.0,243.0,1,left,D. Robinson 24' 3PT  (3 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,24.84,Made,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
54,PT07M35.00S,2025-01-25T23:17:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630553,74.45795006570303,17.401960784313726,1610612751,6,9,2025-01-25T23:17:45Z,530000,False,-163.0,188.0,1,right,MISS K. Johnson 24' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2025-01-25T23:17:45.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,9,2025-01-25T23:17:45Z,540000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,54.0,4.0,3.0,1.0
56,PT07M17.00S,2025-01-25T23:17:59.0Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,6,9,2025-01-25T23:18:02Z,550000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1630592]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Wilson,1630592.0,,,,,,
57,PT07M17.00S,2025-01-25T23:17:59.0Z,1,REGULAR,steal,,[],1630592,,,1610612751,6,9,2025-01-25T23:18:01Z,560000,False,,,0,,J. Wilson STEAL (2 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2025-01-25T23:18:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630592,92.9862023653088,50.0,1610612751,8,9,2025-01-25T23:18:08Z,570000,False,0.0,13.0,1,right,J. Wilson running finger roll Layup (2 PTS) (D. Russell 1 AST),"[1630592, 1626156]",1610612751.0,BKN,running finger roll,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
60,PT06M45.00S,2025-01-25T23:18:30.2Z,1,REGULAR,3pt,Jump Shot,[],1628389,2.447437582128778,95.34313725490196,1610612748,8,12,2025-01-25T23:18:34Z,590000,False,-227.0,-29.0,1,left,B. Adebayo 3PT  (5 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,22.86,Made,5.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,
62,PT06M24.00S,2025-01-25T23:18:51.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,70.12155059132719,72.54901960784314,1610612751,8,12,2025-01-25T23:18:56Z,610000,False,113.0,228.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612751.0,BKN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2025-01-25T23:18:55.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,8,12,2025-01-25T23:18:56Z,620000,False,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,62.0,3.0,3.0,0.0
64,PT06M11.00S,2025-01-25T23:19:05.2Z,1,REGULAR,turnover,lost ball,[],1629130,,,1610612748,8,12,2025-01-25T23:19:08Z,630000,False,,,0,,D. Robinson lost ball TURNOVER (2 TO),"[1629130, 1626156]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Russell,1626156.0,,,,,,
65,PT06M11.00S,2025-01-25T23:19:05.2Z,1,REGULAR,steal,,[],1626156,,,1610612751,8,12,2025-01-25T23:19:07Z,640000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2025-01-25T23:19:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,8,12,2025-01-25T23:19:16Z,650000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,out,[],1630553,,,1610612751,8,12,2025-01-25T23:22:24Z,660000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612751,8,12,2025-01-25T23:22:24Z,670000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,out,[],1642276,,,1610612751,8,12,2025-01-25T23:22:24Z,680000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,in,[],1631213,,,1610612751,8,12,2025-01-25T23:22:24Z,690000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,8,12,2025-01-25T23:22:24Z,700000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2025-01-25T23:20:20.7Z,1,REGULAR,substitution,in,[],1631107,,,1610612751,8,12,2025-01-25T23:22:24Z,710000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2025-01-25T23:22:38.2Z,1,REGULAR,foul,personal,[],1629130,,,1610612751,8,12,2025-01-25T23:22:53Z,720000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1630592]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,1.0,0.0,Wilson,1630592.0,,,,,,,,,
76,PT05M44.00S,2025-01-25T23:23:30.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,94.69448094612353,3.431372549019608,1610612751,8,12,2025-01-25T23:23:37Z,750000,False,-233.0,-3.0,1,right,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
77,PT05M41.00S,2025-01-25T23:23:33.1Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,8,12,2025-01-25T23:26:56Z,760000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0
79,PT05M31.00S,2025-01-25T23:23:47.6Z,1,REGULAR,substitution,out,[],1641730,,,1610612748,8,12,2025-01-25T23:24:04Z,780000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2025-01-25T23:23:47.6Z,1,REGULAR,substitution,in,[],1641787,,,1610612748,8,12,2025-01-25T23:24:04Z,790000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2025-01-25T23:24:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.14257555847569,49.01960784313725,1610612748,8,12,2025-01-25T23:24:25Z,800000,False,5.0,80.0,1,left,MISS B. Adebayo 8' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.05,Missed,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2025-01-25T23:24:23.5Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,8,12,2025-01-25T23:24:25Z,810000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0
83,PT05M07.00S,2025-01-25T23:24:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,65.1281208935611,34.31372549019608,1610612751,8,12,2025-01-25T23:24:39Z,820000,False,-78.0,275.0,1,right,MISS Z. Williams 28' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,28.62,Missed,,,,,,,,,,,,,,,,,,
