actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
26,PT09M26.00S,2025-04-08T23:43:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630592,31.488173455978973,66.17647058823529,1610612751,7,3,2025-04-08T23:43:46Z,260000,False,-81.0,243.0,1,left,J. Wilson 25' 3PT  (3 PTS) (R. Beekman 1 AST),"[1630592, 1641736]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.66,Made,3.0,,,,,,,,,,,,,R. Beekman,1641736.0,1.0,,
28,PT09M12.00S,2025-04-08T23:43:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.9060446780552,46.568627450980394,1610612740,7,5,2025-04-08T23:45:16Z,280000,False,-17.0,5.0,1,right,B. Brown reverse Layup (2 PTS) (K. Olynyk 1 AST),"[1628971, 203482]",1610612740.0,NOP,reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,K. Olynyk,203482.0,1.0,,
30,PT08M54.00S,2025-04-08T23:44:13.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,24.52365308804205,84.06862745098039,1610612751,10,5,2025-04-08T23:44:18Z,300000,False,-170.0,178.0,1,left,Z. Williams 24' 3PT  (3 PTS) (N. Claxton 1 AST),"[1630533, 1629651]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,24.63,Made,3.0,,,,,,,,,,,,,N. Claxton,1629651.0,1.0,,
31,PT08M40.00S,2025-04-08T23:44:26.7Z,1,REGULAR,2pt,Jump Shot,[],203482,94.95729303547962,80.3921568627451,1610612740,10,5,2025-04-08T23:44:34Z,310000,False,152.0,-5.0,1,right,MISS K. Olynyk 15' Jump Shot,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,15.21,Missed,,,,,,,,,,,,,,,,,,
32,PT08M39.00S,2025-04-08T23:44:27.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,10,5,2025-04-08T23:44:34Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,,31.0,,,,,,,,,,,,,,,,
35,PT08M28.00S,2025-04-08T23:44:55.7Z,1,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612751,10,5,2025-04-08T23:45:03Z,340000,False,,,0,,T. Watford bad pass out-of-bounds TURNOVER (2 TO),[1630570],1610612751.0,BKN,bad pass,,,Watford,T. Watford,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,2004.0,,,,,,,,,
36,PT08M13.00S,2025-04-08T23:45:16.6Z,1,REGULAR,turnover,out-of-bounds,[],1641810,,,1610612740,10,5,2025-04-08T23:45:22Z,350000,False,,,0,,A. Reeves bad pass out-of-bounds TURNOVER (1 TO),[1641810],1610612740.0,NOP,bad pass,,,Reeves,A. Reeves,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,1628171.0,,,,,,,,,
37,PT07M59.00S,2025-04-08T23:45:40.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,30.831143232588698,28.431372549019606,1610612751,10,5,2025-04-08T23:45:47Z,360000,False,108.0,237.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
38,PT07M56.00S,2025-04-08T23:45:43.6Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,10,5,2025-04-08T23:45:47Z,370000,False,,,0,,J. Wilson REBOUND (Off:1 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT07M54.00S,2025-04-08T23:45:46.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630592,35.03613666228647,41.66666666666667,1610612751,10,5,2025-04-08T23:45:50Z,380000,False,42.0,277.0,1,left,MISS J. Wilson 27' pullup 3PT,[1630592],1610612751.0,BKN,pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,27.99,Missed,,,,,,,,,,,,,,,,,,
40,PT07M51.00S,2025-04-08T23:45:49.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612740,10,5,2025-04-08T23:45:50Z,390000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT07M29.00S,2025-04-08T23:46:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,82.60512483574244,39.46078431372549,1610612740,10,7,2025-04-08T23:46:15Z,400000,False,-53.0,111.0,1,right,B. Brown 12' driving floating Jump Shot (4 PTS) (K. Olynyk 2 AST),"[1628971, 203482]",1610612740.0,NOP,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.29,Made,4.0,,,,,,,,,,,,,K. Olynyk,203482.0,2.0,,
43,PT07M22.00S,2025-04-08T23:46:20.0Z,1,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612751,10,7,2025-04-08T23:46:33Z,420000,False,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Williams 2 FT),"[1630631, 1630533]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Williams,1630533.0,,,,,
45,PT07M22.00S,2025-04-08T23:46:51.9Z,1,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,11,7,2025-04-08T23:46:52Z,440000,False,,,0,,Z. Williams Free Throw 1 of 2 (4 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M22.00S,2025-04-08T23:47:11.7Z,1,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,12,7,2025-04-08T23:47:11Z,450000,False,,,0,,Z. Williams Free Throw 2 of 2 (5 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M14.00S,2025-04-08T23:47:22.0Z,1,REGULAR,turnover,bad pass,[],1630631,,,1610612740,12,7,2025-04-08T23:55:58Z,460000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1630592]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,Wilson,1630592.0,,,,,,,,,,
48,PT07M14.00S,2025-04-08T23:47:22.0Z,1,REGULAR,steal,,[],1630592,,,1610612751,12,7,2025-04-08T23:48:13Z,470000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
49,PT07M07.00S,2025-04-08T23:47:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630570,6.915243101182654,45.83333333333333,1610612751,14,7,2025-04-08T23:47:49Z,480000,False,21.0,13.0,1,left,T. Watford running Layup (4 PTS) (J. Wilson 1 AST),"[1630570, 1630592]",1610612751.0,BKN,running,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.43,Made,4.0,,,,,,,,,,,,,J. Wilson,1630592.0,1.0,,
50,PT07M07.00S,2025-04-08T23:47:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,7,2025-04-08T23:47:35Z,490000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M53.00S,2025-04-08T23:50:53.1Z,1,REGULAR,foul,personal,[],1630570,,,1610612740,14,7,2025-04-08T23:51:01Z,500000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 203482]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2004.0,1.0,0.0,Olynyk,203482.0,,,,,
54,PT06M43.00S,2025-04-08T23:51:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,90.48948751642575,56.127450980392155,1610612740,14,7,2025-04-08T23:51:29Z,520000,False,31.0,37.0,1,right,MISS K. Olynyk Layup - blocked,"[203482, 1630533]",1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,Williams,1630533.0
55,PT06M43.00S,2025-04-08T23:51:20.8Z,1,REGULAR,block,,[],1630533,,,1610612740,14,7,2025-04-08T23:51:29Z,530000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M39.00S,2025-04-08T23:51:24.8Z,1,REGULAR,rebound,defensive,[],1641736,,,1610612751,14,7,2025-04-08T23:51:41Z,540000,False,,,0,,R. Beekman REBOUND (Off:1 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,,54.0,2.0,1.0,1.0,,,,,,,,,,,,,
57,PT06M37.00S,2025-04-08T23:51:25.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629651,8.09789750328515,48.77450980392157,1610612751,16,7,2025-04-08T23:52:24Z,550000,False,6.0,24.0,1,left,N. Claxton running finger roll Layup (4 PTS) (Z. Williams 1 AST),"[1629651, 1630533]",1610612751.0,BKN,running finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.44,Made,4.0,,,,,,,,,,,,,Z. Williams,1630533.0,1.0,,
59,PT06M22.00S,2025-04-08T23:51:41.0Z,1,REGULAR,2pt,Jump Shot,[],1628971,81.02825229960578,68.62745098039215,1610612740,16,7,2025-04-08T23:51:47Z,570000,False,93.0,126.0,1,right,MISS B. Brown 15' pullup Shot,[1628971],1610612740.0,NOP,pullup,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,15.65,Missed,,,,,,,,,,,,,,,,,,
60,PT06M16.00S,2025-04-08T23:51:47.0Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,16,7,2025-04-08T23:51:47Z,580000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Right,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,
61,PT06M12.00S,2025-04-08T23:51:50.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,9.674770039421814,4.166666666666666,1610612751,16,7,2025-04-08T23:51:56Z,590000,False,229.0,38.0,1,left,MISS Z. Williams running 3PT,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
62,PT06M09.00S,2025-04-08T23:51:53.8Z,1,REGULAR,rebound,defensive,[],1641810,,,1610612740,16,7,2025-04-08T23:51:56Z,600000,False,,,0,,A. Reeves REBOUND (Off:0 Def:1),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Right Corner 3,24+ Right,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,
63,PT06M04.00S,2025-04-08T23:51:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641810,74.58935611038108,82.59803921568627,1610612740,16,7,2025-04-08T23:52:09Z,610000,False,163.0,186.0,1,right,MISS A. Reeves 24' running 3PT,[1641810],1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
64,PT06M01.00S,2025-04-08T23:52:01.9Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,16,7,2025-04-08T23:52:09Z,620000,False,,,0,,J. Wilson REBOUND (Off:1 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,
65,PT05M55.00S,2025-04-08T23:52:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630570,33.065045992115635,50.0,1610612751,16,7,2025-04-08T23:52:15Z,630000,False,0.0,258.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2025-04-08T23:52:14.2Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,16,7,2025-04-08T23:52:15Z,640000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,
67,PT05M43.00S,2025-04-08T23:52:20.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,68.15045992115637,63.48039215686274,1610612740,16,10,2025-04-08T23:56:40Z,650000,False,67.0,247.0,1,right,J. Alvarado 25' 3PT pullup (6 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,25.59,Made,6.0,,,,,,,,,,,,,,,,,
68,PT05M14.00S,2025-04-08T23:52:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630592,11.12023653088042,3.9215686274509802,1610612751,16,10,2025-04-08T23:52:54Z,660000,False,230.0,52.0,1,left,MISS J. Wilson 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
69,PT05M14.00S,2025-04-08T23:52:48.8Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,16,10,2025-04-08T23:52:54Z,670000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,
70,PT05M06.00S,2025-04-08T23:52:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,68.01905387647832,33.088235294117645,1610612740,16,10,2025-04-08T23:57:16Z,680000,False,-85.0,248.0,1,right,MISS J. Alvarado 26' step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
71,PT05M03.00S,2025-04-08T23:53:00.5Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,16,10,2025-04-08T23:53:04Z,690000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,
72,PT04M48.00S,2025-04-08T23:53:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630533,12.434296977660972,94.36274509803921,1610612751,19,10,2025-04-08T23:53:20Z,700000,False,-222.0,64.0,1,left,Z. Williams 3PT  (8 PTS) (T. Watford 2 AST),"[1630533, 1630570]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,23.1,Made,8.0,,,,,,,,,,,,,T. Watford,1630570.0,2.0,,
74,PT04M36.00S,2025-04-08T23:53:30.3Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612740,19,10,2025-04-08T23:53:40Z,720000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Olynyk 2 FT),"[1630570, 203482]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,2.0,0.0,Olynyk,203482.0,,,,,
76,PT04M36.00S,2025-04-08T23:53:56.4Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612740,19,11,2025-04-08T23:57:12Z,740000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
77,PT04M36.00S,2025-04-08T23:54:13.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,19,11,2025-04-08T23:54:13Z,750000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1630570,,,1610612740,19,11,2025-04-08T23:56:44Z,760000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1630533,,,1610612740,19,11,2025-04-08T23:56:44Z,770000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1629651,,,1610612740,19,11,2025-04-08T23:56:44Z,780000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1630592,,,1610612740,19,11,2025-04-08T23:56:44Z,790000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1641736,,,1610612740,19,11,2025-04-08T23:56:44Z,800000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1628971,,,1610612740,19,11,2025-04-08T23:56:44Z,810000,False,,,0,,SUB out: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M36.00S,2025-04-08T23:54:56.3Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,19,11,2025-04-08T23:56:44Z,820000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
