actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
63,PT07M32.00S,2025-03-28T23:51:49.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,12,8,2025-03-28T23:51:51Z,630000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,
64,PT07M26.00S,2025-03-28T23:51:56.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,94.03745072273325,61.76470588235294,1610612746,12,10,2025-03-28T23:52:01Z,640000,False,59.0,4.0,1,right,I. Zubac Hook (6 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.89,Made,6.0,K. Leonard,202695.0,1.0,,,,,,,,,
66,PT07M11.00S,2025-03-28T23:52:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.966491458607096,56.61764705882353,1610612751,12,10,2025-03-28T23:57:37Z,660000,False,-33.0,22.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,4.0,Missed,,,,,,,,,,,,,
67,PT07M08.00S,2025-03-28T23:52:14.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,10,2025-03-28T23:52:16Z,670000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,
68,PT07M03.00S,2025-03-28T23:52:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,86.94152431011827,52.69607843137255,1610612746,12,10,2025-03-28T23:52:26Z,680000,False,13.0,70.0,1,right,MISS K. Dunn 7' driving floating Shot,[1627739],1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.15,Missed,,,,,,,,,,,,,
69,PT07M00.00S,2025-03-28T23:52:24.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,12,10,2025-03-28T23:52:24Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,68.0,,,,,,,,
71,PT07M00.00S,2025-03-28T23:52:26.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612746,12,10,2025-03-28T23:52:37Z,710000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M00.00S,2025-03-28T23:52:26.8Z,1,REGULAR,substitution,in,[],1631213,,,1610612746,12,10,2025-03-28T23:52:37Z,720000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M58.00S,2025-03-28T23:52:52.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627826,85.62746386333771,49.754901960784316,1610612746,12,12,2025-03-28T23:52:55Z,730000,False,-1.0,83.0,1,right,I. Zubac 8' floating Jump Shot (8 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.26,Made,8.0,J. Harden,201935.0,2.0,,,,,,,,,
75,PT06M44.00S,2025-03-28T23:53:06.9Z,1,REGULAR,2pt,Jump Shot,[],1629661,16.376478318002626,30.88235294117647,1610612751,14,12,2025-03-28T23:59:22Z,750000,False,96.0,101.0,1,left,C. Johnson 13' driving floating Jump Shot (2 PTS),[1629661],1610612751.0,BKN,driving floating,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,,,,,,13.94,Made,2.0,,,,,,,,,,,,
76,PT06M27.00S,2025-03-28T23:53:25.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612746,14,12,2025-03-28T23:53:44Z,760000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629651, 202695]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,202035.0,1.0,0.0,Leonard,202695.0,,,,,,,,,,,,,,,
78,PT06M27.00S,2025-03-28T23:53:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,12,2025-03-28T23:53:43Z,780000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M27.00S,2025-03-28T23:53:59.2Z,1,REGULAR,substitution,out,[],1630533,,,1610612746,14,12,2025-03-28T23:56:25Z,790000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M27.00S,2025-03-28T23:53:59.2Z,1,REGULAR,substitution,in,[],1630592,,,1610612746,14,12,2025-03-28T23:56:25Z,800000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M27.00S,2025-03-28T23:56:52.1Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,14,13,2025-03-28T23:56:52Z,810000,False,,,0,,K. Leonard Free Throw 1 of 2 (3 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
82,PT06M27.00S,2025-03-28T23:57:09.4Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,14,14,2025-03-28T23:57:09Z,820000,False,,,0,,K. Leonard Free Throw 2 of 2 (4 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
84,PT06M07.00S,2025-03-28T23:57:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,31.750985545335087,69.36274509803921,1610612751,17,14,2025-03-28T23:57:58Z,840000,False,-97.0,246.0,1,left,C. Johnson 26' 3PT  (5 PTS) (J. Wilson 1 AST),"[1629661, 1630592]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,26.44,Made,5.0,J. Wilson,1630592.0,1.0,,,,,,,,,
87,PT05M45.00S,2025-03-28T23:58:31.4Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630553,,,1610612746,17,14,2025-03-28T23:58:46Z,870000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Harden 3 FT),"[1630553, 201935]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,202035.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
89,PT05M45.00S,2025-03-28T23:58:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,17,14,2025-03-28T23:58:50Z,890000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M45.00S,2025-03-29T00:01:55.5Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,17,15,2025-03-29T00:01:55Z,920000,False,,,0,,J. Harden Free Throw 1 of 3 (1 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
93,PT05M45.00S,2025-03-29T00:02:11.7Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,17,16,2025-03-29T00:02:11Z,930000,False,,,0,,J. Harden Free Throw 2 of 3 (2 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
94,PT05M45.00S,2025-03-29T00:02:27.3Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,17,17,2025-03-29T00:02:27Z,940000,False,,,0,,J. Harden Free Throw 3 of 3 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
95,PT05M27.00S,2025-03-29T00:02:46.4Z,1,REGULAR,3pt,Jump Shot,[],1631213,30.831143232588698,66.91176470588235,1610612751,20,17,2025-03-29T00:02:50Z,950000,False,-85.0,237.0,1,left,T. Martin 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1631213, 1630553]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,25.19,Made,3.0,K. Johnson,1630553.0,1.0,,,,,,,,,
97,PT05M05.00S,2025-03-29T00:03:08.3Z,1,REGULAR,2pt,Jump Shot,[],202695,80.50262812089356,29.901960784313726,1610612746,20,17,2025-03-29T00:03:14Z,970000,False,-100.0,131.0,1,right,MISS K. Leonard 16' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,16.5,Missed,,,,,,,,,,,,,
98,PT05M00.00S,2025-03-29T00:03:13.3Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,20,17,2025-03-29T00:03:14Z,980000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,
99,PT04M55.00S,2025-03-29T00:03:18.8Z,1,REGULAR,turnover,bad pass,[],1630553,,,1610612751,20,17,2025-03-29T00:03:22Z,990000,False,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1630553, 202695]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Leonard,202695.0,,
