actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
36,PT09M28.00S,2025-02-06T00:45:28.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630533,94.40999984741211,50.0,1610612751,0,6,2025-02-06T00:46:15Z,350000,False,0.0,0.0,1,right,MISS Z. Williams tip Layup,[1630533],1610612751.0,BKN,tip,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
37,PT09M27.00S,2025-02-06T00:45:29.8Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612751,0,6,2025-02-06T00:46:15Z,360000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,,,,1.0,0.0,1.0,,
38,PT09M21.00S,2025-02-06T00:45:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626156,92.59198423127464,42.40196078431372,1610612751,2,6,2025-02-06T00:45:35Z,370000,False,-38.0,17.0,1,right,D. Russell driving Layup (2 PTS) (K. Johnson 1 AST),"[1626156, 1630553]",1610612751.0,BKN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,4.17,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,
39,PT09M00.00S,2025-02-06T00:45:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.178055190538765,55.392156862745104,1610612764,2,8,2025-02-06T00:45:57Z,380000,False,-27.0,15.0,1,left,J. Poole driving Layup (2 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,3.09,Made,2.0,,,,,,,,,,,,
41,PT08M48.00S,2025-02-06T00:46:05.0Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612751,2,8,2025-02-06T00:46:09Z,390000,False,,,0,,D. Russell lost ball TURNOVER (3 TO),"[1626156, 1641731]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Coulibaly,1641731.0,,,,,
42,PT08M48.00S,2025-02-06T00:46:05.0Z,1,REGULAR,steal,,[],1641731,,,1610612764,2,8,2025-02-06T00:46:35Z,400000,False,,,0,,B. Coulibaly STEAL (2 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
43,PT08M45.00S,2025-02-06T00:46:08.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641731,5.601182654402102,50.245098039215684,1610612764,2,10,2025-02-06T00:46:16Z,410000,False,-1.0,0.0,1,left,B. Coulibaly running DUNK (2 PTS) (J. Poole 1 AST),"[1641731, 1629673]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,0.12,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,
45,PT08M45.00S,2025-02-06T00:46:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,2,10,2025-02-06T00:46:15Z,430000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M45.00S,2025-02-06T00:46:17.0Z,1,REGULAR,substitution,out,[],1626156,,,1610612751,2,10,2025-02-06T00:48:46Z,440000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M45.00S,2025-02-06T00:46:17.0Z,1,REGULAR,substitution,in,[],1627732,,,1610612751,2,10,2025-02-06T00:48:46Z,450000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M22.00S,2025-02-06T00:49:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,88.51839684625493,51.71568627450981,1610612751,2,10,2025-02-06T00:49:33Z,460000,False,9.0,55.0,1,right,MISS K. Johnson driving floating Shot,[1630553],1610612751.0,BKN,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.61,Missed,,,,,,,,,,,,,
49,PT08M21.00S,2025-02-06T00:49:30.0Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612751,2,10,2025-02-06T00:49:30Z,470000,False,,,0,,K. Johnson REBOUND (Off:2 Def:0),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,48.0,,,,2.0,0.0,2.0,,
50,PT08M20.00S,2025-02-06T00:49:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,93.9060446780552,44.6078431372549,1610612751,4,10,2025-02-06T00:49:36Z,480000,False,-27.0,5.0,1,right,K. Johnson putback Layup (2 PTS),[1630553],1610612751.0,BKN,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.74,Made,2.0,,,,,,,,,,,,
51,PT08M04.00S,2025-02-06T00:49:48.9Z,1,REGULAR,3pt,Jump Shot,[],1641731,8.09789750328515,4.411764705882353,1610612764,4,10,2025-02-06T00:50:14Z,490000,False,228.0,24.0,1,left,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,22.91,Missed,,,,,,,,,,,,,
52,PT08M02.00S,2025-02-06T00:49:50.9Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612764,4,10,2025-02-06T00:50:14Z,500000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,51.0,,,,1.0,0.0,1.0,,
53,PT07M55.00S,2025-02-06T00:49:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629673,6.652431011826544,51.470588235294116,1610612764,4,10,2025-02-06T00:50:04Z,510000,False,-7.0,10.0,1,left,MISS J. Poole putback Layup - blocked,"[1629673, 1629651]",1610612764.0,WAS,putback,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,1.24,Missed,,,,,,,,,,,,Claxton,1629651.0
56,PT07M55.00S,2025-02-06T00:49:55.2Z,1,REGULAR,block,,[],1629651,,,1610612764,4,10,2025-02-06T00:50:29Z,515000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M52.00S,2025-02-06T00:49:58.2Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,4,10,2025-02-06T00:50:04Z,520000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,53.0,,,,1.0,1.0,0.0,,
55,PT07M51.00S,2025-02-06T00:50:00.4Z,1,REGULAR,3pt,Jump Shot,[],1630553,68.9388961892247,63.970588235294116,1610612751,7,10,2025-02-06T00:50:18Z,530000,False,70.0,239.0,1,right,K. Johnson 24' 3PT  (5 PTS) (B. Simmons 1 AST),"[1630553, 1627732]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,24.95,Made,5.0,B. Simmons,1627732.0,1.0,,,,,,,,,
59,PT07M30.00S,2025-02-06T00:50:40.2Z,1,REGULAR,2pt,Jump Shot,[],1642267,3.630091984231275,26.715686274509803,1610612764,7,12,2025-02-06T00:50:45Z,560000,False,116.0,-18.0,1,left,B. Carrington 11' Jump Shot (2 PTS) (B. Coulibaly 2 AST),"[1642267, 1641731]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,,,,,11.78,Made,2.0,B. Coulibaly,1641731.0,2.0,,,,,,,,,
61,PT07M03.00S,2025-02-06T00:51:10.0Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612751,7,12,2025-02-06T00:51:17Z,580000,False,,,0,,K. George shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642273, 1629661]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
63,PT07M03.00S,2025-02-06T00:51:42.0Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,8,12,2025-02-06T00:51:42Z,600000,False,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
64,PT07M03.00S,2025-02-06T00:52:06.8Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,9,12,2025-02-06T00:52:06Z,610000,False,,,0,,C. Johnson Free Throw 2 of 2 (2 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
65,PT06M46.00S,2025-02-06T00:52:28.2Z,1,REGULAR,3pt,Jump Shot,[],1642273,3.3672798948751645,94.36274509803921,1610612764,9,15,2025-02-06T00:52:33Z,620000,False,-222.0,-21.0,1,left,K. George 3PT  (6 PTS) (J. Poole 2 AST),"[1642273, 1629673]",1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,,22.28,Made,6.0,J. Poole,1629673.0,2.0,,,,,,,,,
67,PT06M35.00S,2025-02-06T00:52:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,88.12417871222075,52.69607843137255,1610612751,9,15,2025-02-06T00:52:42Z,640000,False,13.0,59.0,1,right,MISS K. Johnson 6' driving floating Shot,[1630553],1610612751.0,BKN,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.06,Missed,,,,,,,,,,,,,
68,PT06M34.00S,2025-02-06T00:52:39.6Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,9,15,2025-02-06T00:52:42Z,650000,False,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,67.0,,,,2.0,2.0,0.0,,
69,PT06M24.00S,2025-02-06T00:52:50.4Z,1,REGULAR,3pt,Jump Shot,[],1642267,35.03613666228647,63.23529411764706,1610612764,9,18,2025-02-06T00:53:21Z,660000,False,-66.0,277.0,1,left,B. Carrington 28' 3PT step back (5 PTS) (K. George 1 AST),"[1642267, 1642273]",1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,28.46,Made,5.0,K. George,1642273.0,1.0,,,,,,,,,
71,PT06M00.00S,2025-02-06T00:53:13.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,88.38699080157687,55.14705882352941,1610612751,9,18,2025-02-06T00:53:39Z,680000,False,26.0,57.0,1,right,MISS B. Simmons 6' driving Hook,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.23,Missed,,,,,,,,,,,,,
72,PT05M58.00S,2025-02-06T00:53:15.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,9,18,2025-02-06T00:53:18Z,690000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,71.0,,,,2.0,1.0,1.0,,
73,PT05M47.00S,2025-02-06T00:53:26.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,33.459264126149804,54.41176470588235,1610612764,9,21,2025-02-06T00:53:30Z,700000,False,-22.0,262.0,1,left,K. George 26' 3PT  (9 PTS) (B. Coulibaly 3 AST),"[1642273, 1641731]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,26.29,Made,9.0,B. Coulibaly,1641731.0,3.0,,,,,,,,,
75,PT05M46.00S,2025-02-06T00:53:32.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,9,21,2025-02-06T00:53:32Z,720000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,9,21,2025-02-06T00:56:14Z,730000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,out,[],1630533,,,1610612751,9,21,2025-02-06T00:56:14Z,740000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,9,21,2025-02-06T00:56:14Z,750000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,out,[],1642267,,,1610612751,9,21,2025-02-06T00:56:14Z,760000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,9,21,2025-02-06T00:56:14Z,770000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,9,21,2025-02-06T00:56:14Z,780000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,in,[],1641787,,,1610612751,9,21,2025-02-06T00:56:14Z,790000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M46.00S,2025-02-06T00:53:33.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612751,9,21,2025-02-06T00:56:14Z,800000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M23.00S,2025-02-06T00:56:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.72339027595268,44.85294117647059,1610612751,11,21,2025-02-06T00:56:51Z,810000,False,-26.0,16.0,1,right,K. Johnson driving Layup (7 PTS) (J. Wilson 1 AST),"[1630553, 1630592]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.02,Made,7.0,J. Wilson,1630592.0,1.0,,,,,,,,,
87,PT05M06.00S,2025-02-06T00:57:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,8.492115637319317,59.068627450980394,1610612764,11,21,2025-02-06T00:57:43Z,830000,False,-45.0,27.0,1,left,MISS C. Kispert driving floating bank Shot,[1630557],1610612764.0,WAS,driving floating bank,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.29,Missed,,,,,,,,,,,,,
88,PT05M05.00S,2025-02-06T00:57:08.4Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,11,21,2025-02-06T00:57:43Z,840000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,87.0,,,,1.0,1.0,0.0,,
90,PT04M52.00S,2025-02-06T00:57:22.2Z,1,REGULAR,substitution,out,[],1630553,,,1610612751,11,21,2025-02-06T00:57:28Z,860000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
