actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
269,PT06M40.00S,2025-03-16T22:57:28.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612751,48,38,2025-03-16T22:57:36Z,2640000,False,,,0,,G. Niang personal FOUL (1 PF) (Claxton 2 FT),"[1627777, 1629651]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,1627526.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
271,PT06M40.00S,2025-03-16T22:57:55.0Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,48,38,2025-03-16T22:58:21Z,2660000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
272,PT06M40.00S,2025-03-16T22:57:55.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,48,38,2025-03-16T22:58:21Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,
273,PT06M40.00S,2025-03-16T22:57:55.6Z,2,REGULAR,substitution,out,[],1630249,,,1610612751,48,38,2025-03-16T22:58:00Z,2680000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M40.00S,2025-03-16T22:57:55.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612751,48,38,2025-03-16T22:58:00Z,2690000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M40.00S,2025-03-16T22:57:55.0Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,48,38,2025-03-16T22:58:21Z,2700000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
276,PT06M37.00S,2025-03-16T22:57:58.0Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,48,38,2025-03-16T22:58:21Z,2710000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,275.0,6.0,5.0,1.0,,,,,,,
277,PT06M26.00S,2025-03-16T22:58:31.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,30.042706964520367,78.67647058823529,1610612737,48,38,2025-03-16T22:58:36Z,2720000,False,-143.0,230.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,27.1,,,,,,
278,PT06M23.00S,2025-03-16T22:58:34.9Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,48,38,2025-03-16T22:58:36Z,2730000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,277.0,2.0,2.0,0.0,,,,,,,
279,PT06M10.00S,2025-03-16T22:58:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630592,64.87557490144546,33.14185049019608,1610612751,48,38,2025-03-16T22:59:00Z,2740000,False,-84.0,278.0,1,right,MISS J. Wilson 29' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,29.02,,,,,,
280,PT06M08.00S,2025-03-16T22:58:49.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,48,38,2025-03-16T22:58:51Z,2750000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,279.0,7.0,6.0,1.0,,,,,,,
281,PT05M59.00S,2025-03-16T22:58:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,32.276609724047304,50.245098039215684,1610612737,48,41,2025-03-16T22:59:19Z,2760000,False,-1.0,251.0,1,left,O. Okongwu 25' 3PT  (7 PTS) (T. Mann 1 AST),"[1630168, 1629611]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,,,,25.09,7.0,T. Mann,1629611.0,1.0,,
283,PT05M39.00S,2025-03-16T22:59:18.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,90.22667542706965,52.450980392156865,1610612751,48,41,2025-03-16T23:00:53Z,2780000,False,12.0,39.0,1,right,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,4.13,,,,,,
284,PT05M36.00S,2025-03-16T22:59:21.3Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,48,41,2025-03-16T22:59:22Z,2790000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,283.0,8.0,7.0,1.0,,,,,,,
285,PT05M31.00S,2025-03-16T22:59:26.8Z,2,REGULAR,3pt,Jump Shot,[],1627777,6.783837056504599,94.6078431372549,1610612737,48,41,2025-03-16T23:01:17Z,2800000,False,-223.0,11.0,1,left,MISS G. Niang 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,22.33,,,,,,
286,PT05M27.00S,2025-03-16T22:59:30.8Z,2,REGULAR,rebound,defensive,[],1641736,,,1610612751,48,41,2025-03-16T22:59:33Z,2810000,False,,,0,,R. Beekman REBOUND (Off:0 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Left Corner 3,24+ Left,,,,,,,,,,285.0,1.0,1.0,0.0,,,,,,,
287,PT05M18.00S,2025-03-16T22:59:42.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612751,48,41,2025-03-16T22:59:49Z,2820000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Johnson 2 FT),"[1627777, 1630553]",1610612737.0,ATL,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,204058.0,2.0,0.0,Johnson,1630553.0,,,,,,,,,,,,
289,PT05M18.00S,2025-03-16T23:00:15.9Z,2,REGULAR,freethrow,1 of 2,[],1630553,,,1610612751,49,41,2025-03-16T23:00:15Z,2840000,False,,,0,,K. Johnson Free Throw 1 of 2 (4 PTS),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,Made,,,,,,4.0,,,,,
290,PT05M18.00S,2025-03-16T23:00:17.0Z,2,REGULAR,substitution,out,[],1641721,,,1610612751,49,41,2025-03-16T23:00:19Z,2850000,False,,,0,,SUB out: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M18.00S,2025-03-16T23:00:17.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,49,41,2025-03-16T23:00:19Z,2860000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M18.00S,2025-03-16T23:00:41.6Z,2,REGULAR,freethrow,2 of 2,[],1630553,,,1610612751,50,41,2025-03-16T23:00:41Z,2870000,False,,,0,,K. Johnson Free Throw 2 of 2 (5 PTS),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,Made,,,,,,5.0,,,,,
293,PT05M15.00S,2025-03-16T23:00:48.2Z,2,REGULAR,foul,personal,[],1630553,,,1610612737,50,41,2025-03-16T23:00:53Z,2880000,False,,,0,,K. Johnson personal FOUL (3 PF),"[1630553, 1629027]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,1627962.0,3.0,0.0,Young,1629027.0,,,,,,,,,,,,
295,PT04M58.00S,2025-03-16T23:01:19.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,7.440867279894875,42.40196078431372,1610612737,50,43,2025-03-16T23:01:22Z,2900000,False,38.0,17.0,1,left,G. Niang turnaround Hook (7 PTS),[1627777],1610612737.0,ATL,turnaround,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,4.18,7.0,,,,,
296,PT04M36.00S,2025-03-16T23:01:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,93.51182654402102,56.372549019607845,1610612751,50,43,2025-03-16T23:02:14Z,2910000,False,32.0,8.0,1,right,MISS J. Wilson driving floating bank Shot,[1630592],1610612751.0,BKN,driving floating bank,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.3,,,,,,
297,PT04M36.00S,2025-03-16T23:01:41.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,50,43,2025-03-16T23:01:57Z,2920000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,296.0,,,,,,,,,,
299,PT04M36.00S,2025-03-16T23:01:47.0Z,2,REGULAR,substitution,out,[],1629611,,,1610612737,50,43,2025-03-16T23:01:53Z,2940000,False,,,0,,SUB out: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M36.00S,2025-03-16T23:01:47.0Z,2,REGULAR,substitution,in,[],1630249,,,1610612737,50,43,2025-03-16T23:01:53Z,2950000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M22.00S,2025-03-16T23:02:13.9Z,2,REGULAR,3pt,Jump Shot,[],1630249,23.73521681997372,85.29411764705883,1610612737,50,43,2025-03-16T23:02:20Z,2960000,False,-176.0,171.0,1,left,MISS V. Krejčí 24' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,24.55,,,,,,
302,PT04M20.00S,2025-03-16T23:02:15.9Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612737,50,43,2025-03-16T23:08:33Z,2970000,False,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,301.0,3.0,2.0,1.0,,,,,,,
331,PT04M20.00S,2025-03-16T23:02:17.3Z,2,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612737,50,43,2025-03-16T23:09:03Z,2975000,False,,,0,,G. Niang lost ball out-of-bounds TURNOVER (1 TO),[1627777],1610612737.0,ATL,lost ball,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627526.0,,,,,,,,,,,,,,,,
304,PT04M20.00S,2025-03-16T23:02:21.1Z,2,REGULAR,substitution,out,[],1641736,,,1610612751,50,43,2025-03-16T23:09:03Z,2990000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M20.00S,2025-03-16T23:02:21.1Z,2,REGULAR,substitution,in,[],1631213,,,1610612751,50,43,2025-03-16T23:09:03Z,3000000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M00.00S,2025-03-16T23:02:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630553,92.85479632063075,44.36274509803921,1610612751,50,43,2025-03-16T23:09:03Z,3010000,False,-28.0,15.0,1,right,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.18,,,,,,
307,PT03M58.00S,2025-03-16T23:02:55.9Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,50,43,2025-03-16T23:02:57Z,3020000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:8),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,306.0,9.0,8.0,1.0,,,,,,,
308,PT03M51.00S,2025-03-16T23:03:05.4Z,2,REGULAR,foul,personal,['3freethrow'],1630592,,,1610612737,50,43,2025-03-16T23:03:12Z,3030000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Young 3 FT),"[1630592, 1629027]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,1627962.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,
310,PT03M51.00S,2025-03-16T23:03:34.8Z,2,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,50,44,2025-03-16T23:03:34Z,3050000,False,,,0,,T. Young Free Throw 1 of 3 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,Made,,,,,,11.0,,,,,
311,PT03M51.00S,2025-03-16T23:03:51.0Z,2,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,50,45,2025-03-16T23:03:51Z,3060000,False,,,0,,T. Young Free Throw 2 of 3 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,Made,,,,,,12.0,,,,,
312,PT03M51.00S,2025-03-16T23:04:10.1Z,2,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,50,46,2025-03-16T23:04:10Z,3070000,False,,,0,,T. Young Free Throw 3 of 3 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,Made,,,,,,13.0,,,,,
313,PT03M38.00S,2025-03-16T23:04:27.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630249,,,1610612751,50,46,2025-03-16T23:04:34Z,3080000,False,,,0,,V. Krejčí shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630249, 1629661]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),8-16 Center,,,,1627526.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
315,PT03M38.00S,2025-03-16T23:04:56.5Z,2,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,51,46,2025-03-16T23:04:56Z,3100000,False,,,0,,C. Johnson Free Throw 1 of 2 (14 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,14.0,,,,,
316,PT03M38.00S,2025-03-16T23:04:57.2Z,2,REGULAR,substitution,out,[],1630553,,,1610612751,51,46,2025-03-16T23:05:00Z,3110000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M38.00S,2025-03-16T23:04:57.2Z,2,REGULAR,substitution,in,[],1630570,,,1610612751,51,46,2025-03-16T23:05:00Z,3120000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M38.00S,2025-03-16T23:05:17.5Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,52,46,2025-03-16T23:05:17Z,3130000,False,,,0,,C. Johnson Free Throw 2 of 2 (15 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,15.0,,,,,
319,PT03M24.00S,2025-03-16T23:05:32.1Z,2,REGULAR,3pt,Jump Shot,[],1630249,4.681340341655716,95.58823529411765,1610612737,52,49,2025-03-16T23:05:37Z,3140000,False,-228.0,-8.0,1,left,V. Krejčí 3PT  (3 PTS) (D. Daniels 3 AST),"[1630249, 1630700]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,,,,22.81,3.0,D. Daniels,1630700.0,3.0,,
321,PT03M13.00S,2025-03-16T23:05:43.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612751,52,49,2025-03-16T23:05:56Z,3160000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Watford 2 FT),"[1630168, 1630570]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,
323,PT03M13.00S,2025-03-16T23:06:11.1Z,2,REGULAR,freethrow,1 of 2,[],1630570,,,1610612751,53,49,2025-03-16T23:06:11Z,3180000,False,,,0,,T. Watford Free Throw 1 of 2 (8 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,Made,,,,,,8.0,,,,,
324,PT03M13.00S,2025-03-16T23:06:27.7Z,2,REGULAR,freethrow,2 of 2,[],1630570,,,1610612751,54,49,2025-03-16T23:06:27Z,3190000,False,,,0,,T. Watford Free Throw 2 of 2 (9 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,Made,,,,,,9.0,,,,,
325,PT02M58.00S,2025-03-16T23:06:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,7.178055190538765,57.35294117647059,1610612737,54,51,2025-03-16T23:06:48Z,3200000,False,-37.0,15.0,1,left,D. Daniels cutting Layup (3 PTS) (T. Young 4 AST),"[1630700, 1629027]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,3.97,3.0,T. Young,1629027.0,4.0,,
327,PT02M41.00S,2025-03-16T23:07:00.5Z,2,REGULAR,turnover,lost ball,[],1629651,,,1610612751,54,51,2025-03-16T23:07:04Z,3220000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1630700]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,1.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
328,PT02M41.00S,2025-03-16T23:07:00.5Z,2,REGULAR,steal,,[],1630700,,,1610612737,54,51,2025-03-16T23:07:01Z,3230000,False,,,0,,D. Daniels STEAL (4 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
329,PT02M39.00S,2025-03-16T23:07:02.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,6.521024967148489,50.73529411764706,1610612737,54,53,2025-03-16T23:07:46Z,3240000,False,-4.0,9.0,1,left,D. Daniels running DUNK (5 PTS),[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,0.95,5.0,,,,,
330,PT02M39.00S,2025-03-16T23:07:06.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,54,53,2025-03-16T23:07:06Z,3250000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT02M29.00S,2025-03-16T23:08:50.5Z,2,REGULAR,foul,offensive,[],1629661,,,1610612751,54,53,2025-03-16T23:16:29Z,3275000,False,,,0,,C. Johnson offensive FOUL (1 PF),"[1629661, 1630700]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,204058.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,
361,PT02M29.00S,2025-03-16T23:08:50.5Z,2,REGULAR,turnover,offensive foul,[],1629661,,,1610612751,54,53,2025-03-16T23:08:50Z,3287500,False,,,0,,C. Johnson offensive foul TURNOVER (2 TO),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,2.0,,,204058.0,,,,,,,,,,,,,,,,
336,PT02M29.00S,2025-03-16T23:10:34.1Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612737,54,53,2025-03-16T23:08:50Z,3300000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M16.00S,2025-03-16T23:13:30.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,8.754927726675426,55.392156862745104,1610612737,54,55,2025-03-16T23:08:50Z,3320000,False,-27.0,30.0,1,left,O. Okongwu turnaround Hook (9 PTS) (T. Young 5 AST),"[1630168, 1629027]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,4.02,9.0,T. Young,1629027.0,5.0,,
339,PT01M51.00S,2025-03-16T23:13:55.4Z,2,REGULAR,turnover,bad pass,[],1631213,,,1610612751,54,55,2025-03-16T23:13:58Z,3330000,False,,,0,,T. Martin bad pass TURNOVER (1 TO),"[1631213, 1630168]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,16-24 Center,1.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
340,PT01M51.00S,2025-03-16T23:13:55.4Z,2,REGULAR,steal,,[],1630168,,,1610612737,54,55,2025-03-16T23:13:56Z,3340000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
341,PT01M45.00S,2025-03-16T23:14:02.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,32.276609724047304,60.5392156862745,1610612737,54,55,2025-03-16T23:14:06Z,3350000,False,-53.0,251.0,1,left,MISS V. Krejčí 25' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,25.64,,,,,,
342,PT01M40.00S,2025-03-16T23:14:07.3Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612751,54,55,2025-03-16T23:14:06Z,3360000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,,,341.0,1.0,1.0,0.0,,,,,,,
343,PT01M28.00S,2025-03-16T23:14:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,85.75886990801577,95.09803921568627,1610612751,54,55,2025-03-16T23:14:23Z,3370000,False,225.0,81.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,23.97,,,,,,
344,PT01M26.00S,2025-03-16T23:14:19.9Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612737,54,55,2025-03-16T23:14:19Z,3380000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,,,,,,,,,,343.0,1.0,1.0,0.0,,,,,,,
346,PT01M23.00S,2025-03-16T23:14:23.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,26.62614980289093,16.176470588235293,1610612737,54,58,2025-03-16T23:18:04Z,3390000,False,169.0,198.0,1,left,G. Niang 26' 3PT running (10 PTS) (V. Krejčí 2 AST),"[1627777, 1630249]",1610612737.0,ATL,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,,,,26.02,10.0,V. Krejčí,1630249.0,2.0,,
348,PT00M58.60S,2025-03-16T23:14:48.7Z,2,REGULAR,turnover,lost ball,[],1630570,,,1610612751,54,58,2025-03-16T23:14:52Z,3410000,False,,,0,,T. Watford lost ball TURNOVER (2 TO),"[1630570, 1630168]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,2.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
349,PT00M58.60S,2025-03-16T23:14:48.7Z,2,REGULAR,steal,,[],1630168,,,1610612737,54,58,2025-03-16T23:14:51Z,3420000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
353,PT00M55.20S,2025-03-16T23:15:05.0Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612737,54,58,2025-03-16T23:15:12Z,3460000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1630570, 1630168]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,204058.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,
355,PT00M55.20S,2025-03-16T23:15:39.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630168,,,1610612737,54,58,2025-03-16T23:15:39Z,3480000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
356,PT00M55.20S,2025-03-16T23:15:39.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,54,58,2025-03-16T23:15:39Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,355.0,,,,,,,,,,
357,PT00M55.20S,2025-03-16T23:15:39.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630168,,,1610612737,54,59,2025-03-16T23:18:33Z,3500000,False,,,0,,O. Okongwu Free Throw 2 of 2 (10 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,Made,,,,,,10.0,,,,,
358,PT00M32.60S,2025-03-16T23:16:23.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,92.59198423127464,50.0,1610612751,56,59,2025-03-16T23:16:39Z,3510000,False,0.0,17.0,1,right,T. Watford driving floating Jump Shot (11 PTS) (J. Wilson 3 AST),"[1630570, 1630592]",1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,1.71,11.0,J. Wilson,1630592.0,3.0,,
364,PT00M26.20S,2025-03-16T23:16:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,7.30946123521682,3.431372549019608,1610612737,56,59,2025-03-16T23:17:03Z,3540000,False,233.0,16.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,23.34,,,,,,
