actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-11T00:40:58.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T00:40:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-11T00:41:00.9Z,1,REGULAR,jumpball,recovered,[],1630182,,,1610612766,0,0,2025-02-11T00:41:00Z,40000,False,,,0,,Jump Ball M. Diabaté vs. N. Claxton: Tip to J. Green,"[1630182, 1631217, 1629651]",1610612766.0,CHA,startperiod,J. Green,1630182.0,Green,J. Green,Diabaté,1631217.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M55.00S,2025-02-11T00:41:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,5.601182654402102,50.73529411764706,1610612766,0,2,2025-02-11T00:41:20Z,70000,False,-4.0,0.0,1,left,J. Green driving Layup (2 PTS),[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2025-02-11T00:41:26.9Z,1,REGULAR,2pt,Jump Shot,[],1626156,91.01511169513797,30.14705882352941,1610612751,2,2,2025-02-11T00:41:31Z,100000,False,-99.0,32.0,1,right,D. Russell 10' turnaround bank Jump Shot (2 PTS),[1626156],1610612751.0,BKN,turnaround bank,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,10.43,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2025-02-11T00:41:51.7Z,1,REGULAR,3pt,Jump Shot,[],1641733,10.068988173455978,4.411764705882353,1610612766,2,2,2025-02-11T00:41:59Z,120000,False,228.0,42.0,1,left,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2025-02-11T00:41:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,2,2,2025-02-11T00:41:59Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,12.0,,,,,,,,,,,,,,,,
17,PT10M48.00S,2025-02-11T00:42:18.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,76.16622864651774,86.76470588235294,1610612751,2,2,2025-02-11T00:42:23Z,170000,False,184.0,172.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2025-02-11T00:42:20.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,2,2025-02-11T00:44:39Z,180000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M44.00S,2025-02-11T00:43:03.2Z,1,REGULAR,jumpball,recovered,[],1641733,,,1610612766,2,2,2025-02-11T00:44:16Z,190000,False,,,0,,Jump Ball M. Bridges vs. K. Johnson: Tip to N. Smith Jr.,"[1641733, 1628970, 1630553]",1610612766.0,CHA,heldball,N. Smith Jr.,1641733.0,Smith Jr.,N. Smith Jr.,Bridges,1628970.0,Johnson,1630553.0,,,,,,,,,,,,,,,,,,,,,,
23,PT10M30.00S,2025-02-11T00:43:14.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,5.601182654402102,51.9607843137255,1610612766,2,4,2025-02-11T00:43:18Z,230000,False,-10.0,0.0,1,left,M. Diabaté cutting DUNK (2 PTS) (N. Smith Jr. 1 AST),"[1631217, 1641733]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,,,,,N. Smith Jr.,1641733.0,1.0,,,,,,,,,,
26,PT10M18.00S,2025-02-11T00:43:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,93.77463863337714,54.166666666666664,1610612751,2,4,2025-02-11T00:43:30Z,260000,False,21.0,6.0,1,right,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
27,PT10M15.00S,2025-02-11T00:43:29.7Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,2,4,2025-02-11T00:43:30Z,270000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,
28,PT10M15.00S,2025-02-11T00:43:29.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,4,4,2025-02-11T00:43:29Z,280000,False,0.0,0.0,1,right,N. Claxton tip DUNK (2 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
30,PT10M03.00S,2025-02-11T00:43:41.2Z,1,REGULAR,3pt,Jump Shot,[],1641733,28.203022339027594,16.911764705882355,1610612766,4,4,2025-02-11T00:43:45Z,300000,False,165.0,213.0,1,left,MISS N. Smith Jr. 26' 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
31,PT10M00.00S,2025-02-11T00:43:44.2Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,4,4,2025-02-11T00:43:45Z,310000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,
33,PT09M55.00S,2025-02-11T00:43:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,10.463206307490145,5.147058823529411,1610612766,4,4,2025-02-11T00:43:55Z,330000,False,224.0,46.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
34,PT09M52.00S,2025-02-11T00:43:52.3Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612751,4,4,2025-02-11T00:43:53Z,340000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT09M46.00S,2025-02-11T00:43:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,89.96386333771353,56.61764705882353,1610612751,4,4,2025-02-11T00:46:19Z,360000,False,33.0,42.0,1,right,MISS D. Russell driving floating bank Shot,[1626156],1610612751.0,BKN,driving floating bank,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
37,PT09M42.00S,2025-02-11T00:44:03.0Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,4,4,2025-02-11T00:44:03Z,370000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT09M36.00S,2025-02-11T00:44:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,5.206964520367937,48.03921568627451,1610612766,4,6,2025-02-11T00:44:12Z,390000,False,10.0,-4.0,1,left,L. Ball running Layup (2 PTS),[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,,,,,,,,,,,,,,,,,
