actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-30T00:41:08.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-30T00:41:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-30T00:41:12.1Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612753,0,0,2024-11-30T00:41:12Z,40000,False,,,0,,Jump Ball G. Bitadze vs. B. Simmons: Tip to K. Caldwell-Pope,"[203484, 1629048, 1627732]",1610612753.0,ORL,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Bitadze,1629048.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-11-30T00:41:23.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630591,6.783837056504599,42.15686274509804,1610612753,0,0,2024-11-30T00:41:30Z,70000,False,39.0,11.0,1,left,MISS J. Suggs driving Hook,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-11-30T00:41:26.8Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,0,0,2024-11-30T00:41:30Z,80000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-11-30T00:41:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627732,90.62089356110381,45.09803921568628,1610612751,2,0,2024-11-30T00:41:40Z,90000,False,-25.0,36.0,1,right,B. Simmons running finger roll Layup (2 PTS),[1627732],1610612751.0,BKN,running finger roll,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M14.00S,2024-11-30T00:41:53.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,6.258212877792378,48.28431372549019,1610612753,2,2,2024-11-30T00:41:59Z,100000,False,9.0,6.0,1,left,W. Carter Jr. driving DUNK (2 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,
12,PT10M52.00S,2024-11-30T00:42:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,79.71419185282524,63.48039215686274,1610612751,2,2,2024-11-30T00:42:20Z,120000,False,67.0,138.0,1,right,MISS C. Johnson 15' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,15.38,Missed,,,,,,,,,,,,,,,,,,
13,PT10M49.00S,2024-11-30T00:42:18.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,2,2024-11-30T00:42:20Z,130000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M41.00S,2024-11-30T00:42:26.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,6.783837056504599,47.794117647058826,1610612753,2,4,2024-11-30T00:42:30Z,140000,False,11.0,11.0,1,left,F. Wagner cutting DUNK (2 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
16,PT10M19.00S,2024-11-30T00:42:49.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,91.01511169513797,48.28431372549019,1610612751,2,4,2024-11-30T00:42:55Z,160000,False,-9.0,32.0,1,right,MISS Z. Williams floating Shot,[1630533],1610612751.0,BKN,floating,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
17,PT10M15.00S,2024-11-30T00:42:52.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2024-11-30T00:42:52Z,170000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M05.00S,2024-11-30T00:43:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,28.33442838370565,24.019607843137255,1610612753,2,4,2024-11-30T00:43:06Z,180000,False,130.0,214.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
19,PT10M02.00S,2024-11-30T00:43:05.4Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,2,4,2024-11-30T00:43:06Z,190000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT09M52.00S,2024-11-30T00:43:15.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,77.7431011826544,88.48039215686273,1610612751,5,4,2024-11-30T00:43:20Z,200000,False,192.0,157.0,1,right,C. Johnson 24' 3PT  (3 PTS) (B. Simmons 1 AST),"[1629661, 1627732]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,24.81,Made,,,,,3.0,B. Simmons,1627732.0,1.0,,,,,,,,,,
22,PT09M34.00S,2024-11-30T00:43:38.4Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,5,4,2024-11-30T00:43:50Z,220000,False,,,0,,F. Wagner step out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,step,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2882.0,1.0,,,,,,,,
23,PT09M18.00S,2024-11-30T00:44:02.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,70.51576872536137,22.058823529411764,1610612751,8,4,2024-11-30T00:44:06Z,230000,False,-140.0,225.0,1,right,J. Wilson 26' 3PT  (3 PTS) (T. Martin 1 AST),"[1630592, 1631213]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,26.46,Made,,,,,3.0,T. Martin,1631213.0,1.0,,,,,,,,,,
25,PT09M10.00S,2024-11-30T00:44:13.6Z,1,REGULAR,foul,offensive,[],1629048,,,1610612753,8,4,2024-11-30T00:44:25Z,250000,False,,,0,,G. Bitadze offensive FOUL (1 PF),"[1629048, 1631213]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202035.0,,1.0,0.0,Martin,1631213.0,,,,
27,PT09M10.00S,2024-11-30T00:44:13.6Z,1,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,8,4,2024-11-30T00:44:13Z,270000,False,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202035.0,1.0,,,,,,,,
28,PT09M03.00S,2024-11-30T00:44:42.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,72.61826544021025,81.12745098039215,1610612751,8,4,2024-11-30T00:44:45Z,280000,False,156.0,205.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
29,PT09M00.00S,2024-11-30T00:44:45.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,8,4,2024-11-30T00:44:45Z,290000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M50.00S,2024-11-30T00:44:54.5Z,1,REGULAR,3pt,Jump Shot,[],203484,16.245072273324574,1.4705882352941175,1610612753,8,7,2024-11-30T00:47:06Z,300000,False,243.0,100.0,1,left,K. Caldwell-Pope 26' 3PT pullup (3 PTS) (F. Wagner 1 AST),"[203484, 1630532]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
32,PT08M40.00S,2024-11-30T00:45:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630592,74.19513797634691,12.254901960784313,1610612751,11,7,2024-11-30T00:45:07Z,320000,False,-189.0,190.0,1,right,J. Wilson 26' 3PT  (6 PTS) (B. Simmons 2 AST),"[1630592, 1627732]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,,6.0,B. Simmons,1627732.0,2.0,,,,,,,,,,
34,PT08M33.00S,2024-11-30T00:45:14.9Z,1,REGULAR,foul,personal,[],1631213,,,1610612753,11,7,2024-11-30T00:45:29Z,340000,False,,,0,,T. Martin personal FOUL (1 PF),"[1631213, 1630591]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1148.0,,1.0,0.0,Suggs,1630591.0,,,,
36,PT08M28.00S,2024-11-30T00:45:40.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,24.917871222076215,13.23529411764706,1610612753,11,10,2024-11-30T00:45:45Z,360000,False,184.0,182.0,1,left,J. Suggs 25' 3PT  (3 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,3.0,F. Wagner,1630532.0,2.0,,,,,,,,,,
38,PT08M05.00S,2024-11-30T00:46:03.6Z,1,REGULAR,3pt,Jump Shot,[],1630533,90.09526938239159,96.07843137254902,1610612751,14,10,2024-11-30T00:46:07Z,380000,False,230.0,41.0,1,right,Z. Williams 3PT  (3 PTS) (B. Simmons 3 AST),"[1630533, 1627732]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,23.39,Made,,,,,3.0,B. Simmons,1627732.0,3.0,,,,,,,,,,
40,PT07M48.00S,2024-11-30T00:46:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,5.075558475689881,48.03921568627451,1610612753,14,12,2024-11-30T00:46:45Z,400000,False,10.0,-5.0,1,left,K. Caldwell-Pope reverse Layup (5 PTS),[203484],1610612753.0,ORL,reverse,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,5.0,,,,,,,,,,,,,
41,PT07M28.00S,2024-11-30T00:46:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630592,66.70499342969777,35.049019607843135,1610612751,17,12,2024-11-30T00:46:47Z,410000,False,-75.0,260.0,1,right,J. Wilson 27' 3PT  (9 PTS) (B. Simmons 4 AST),"[1630592, 1627732]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,27.1,Made,,,,,9.0,B. Simmons,1627732.0,4.0,,,,,,,,,,
43,PT07M09.00S,2024-11-30T00:46:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,5.075558475689881,46.07843137254902,1610612753,17,12,2024-11-30T00:47:08Z,430000,False,20.0,-5.0,1,left,MISS G. Bitadze driving Layup,[1629048],1610612753.0,ORL,driving,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
44,PT07M03.00S,2024-11-30T00:47:05.7Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,17,12,2024-11-30T00:47:05Z,440000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M01.00S,2024-11-30T00:47:07.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,9.543363994743759,2.696078431372549,1610612753,17,12,2024-11-30T00:47:13Z,460000,False,237.0,37.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
47,PT06M59.00S,2024-11-30T00:47:10.4Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,17,12,2024-11-30T00:47:10Z,470000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,,
48,PT06M59.00S,2024-11-30T00:47:12.8Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612753,17,12,2024-11-30T00:47:32Z,480000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629661, 1628976]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202035.0,,1.0,0.0,Carter Jr.,1628976.0,,,,
50,PT06M59.00S,2024-11-30T00:47:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,12,2024-11-30T00:47:35Z,500000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M59.00S,2024-11-30T00:48:05.2Z,1,REGULAR,substitution,out,[],1630533,,,1610612753,17,12,2024-11-30T00:50:25Z,510000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2024-11-30T00:48:05.2Z,1,REGULAR,substitution,in,[],1629651,,,1610612753,17,12,2024-11-30T00:50:25Z,520000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2024-11-30T00:50:49.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,17,13,2024-11-30T00:50:49Z,530000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
54,PT06M59.00S,2024-11-30T00:51:08.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,17,14,2024-11-30T00:51:08Z,540000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
55,PT06M47.00S,2024-11-30T00:51:28.4Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,17,14,2024-11-30T00:51:37Z,550000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,,
56,PT06M47.00S,2024-11-30T00:51:37.1Z,1,REGULAR,foul,personal,[],1629651,,,1610612753,17,14,2024-11-30T00:51:50Z,560000,False,,,0,,N. Claxton loose ball personal FOUL (1 PF),"[1629651, 1629048]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2882.0,,1.0,0.0,Bitadze,1629048.0,,,,
58,PT06M27.00S,2024-11-30T00:52:11.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630591,7.835085413929041,53.431372549019606,1610612753,17,16,2024-11-30T00:52:15Z,580000,False,-17.0,21.0,1,left,J. Suggs driving Hook (5 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,5.0,,,,,,,,,,,,,
59,PT06M03.00S,2024-11-30T00:52:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,91.93495400788436,49.50980392156863,1610612751,17,16,2024-11-30T00:52:39Z,590000,False,-2.0,23.0,1,right,MISS C. Johnson driving Layup - blocked,"[1629661, 1629048]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,Bitadze,1629048.0,,
60,PT06M03.00S,2024-11-30T00:52:35.6Z,1,REGULAR,block,,[],1629048,,,1610612751,17,16,2024-11-30T00:52:38Z,600000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M01.00S,2024-11-30T00:52:37.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,16,2024-11-30T00:52:39Z,610000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,
62,PT05M57.00S,2024-11-30T00:52:42.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630532,6.389618922470433,45.34313725490196,1610612753,17,18,2024-11-30T00:56:33Z,620000,False,23.0,8.0,1,left,F. Wagner driving floating bank Jump Shot (4 PTS),[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,4.0,,,,,,,,,,,,,
63,PT05M45.00S,2024-11-30T00:52:53.7Z,1,REGULAR,3pt,Jump Shot,[],1631213,69.33311432325887,71.81372549019608,1610612751,17,18,2024-11-30T00:52:58Z,630000,False,109.0,236.0,1,right,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
64,PT05M42.00S,2024-11-30T00:52:56.7Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,17,18,2024-11-30T00:52:58Z,640000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT05M25.00S,2024-11-30T00:53:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630532,30.699737187910642,35.049019607843135,1610612753,17,21,2024-11-30T00:53:19Z,650000,False,75.0,236.0,1,left,F. Wagner 24' 3PT step back (7 PTS) (K. Caldwell-Pope 1 AST),"[1630532, 203484]",1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,24.77,Made,,,,,7.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
67,PT05M12.00S,2024-11-30T00:53:26.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,91.80354796320631,50.98039215686274,1610612751,19,21,2024-11-30T00:53:31Z,670000,False,5.0,25.0,1,right,B. Simmons driving Hook (4 PTS),[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,4.0,,,,,,,,,,,,,
68,PT04M56.00S,2024-11-30T00:53:45.5Z,1,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612753,19,21,2024-11-30T00:53:58Z,680000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630592, 1630532]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2882.0,,1.0,0.0,Wagner,1630532.0,,,,
