actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M51.00S,2023-12-03T03:12:14.1Z,1,REGULAR,block,,[],203999,,,1610612758,2,0,2023-12-03T03:12:16Z,200000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M48.00S,2023-12-03T03:12:17.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,2,0,2023-12-03T03:12:24Z,210000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M44.00S,2023-12-03T03:12:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,92.19776609724047,46.07843137254902,1610612743,2,2,2023-12-03T03:12:31Z,220000,False,-20.0,21.0,1,right,A. Gordon running Layup (2 PTS),[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M32.00S,2023-12-03T03:12:32.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.276609724047304,40.44117647058824,1610612758,5,2,2023-12-03T03:12:37Z,230000,False,48.0,251.0,1,left,K. Huerter 25' 3PT  (3 PTS) (D. Fox 1 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.54,Made,,,,,,,,,,3.0,,,D. Fox,1628368.0,1.0,,,
25,PT10M22.00S,2023-12-03T03:12:47.5Z,1,REGULAR,foul,personal,[],1627734,,,1610612743,5,2,2023-12-03T03:12:59Z,250000,False,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 203999]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,1628159.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
27,PT10M15.00S,2023-12-03T03:13:14.7Z,1,REGULAR,2pt,Jump Shot,[],202704,84.83902759526939,30.14705882352941,1610612743,5,4,2023-12-03T03:13:21Z,270000,False,-99.0,90.0,1,right,R. Jackson 13' pullup bank Jump Shot (2 PTS),[202704],1610612743.0,DEN,pullup bank,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,13.4,Made,,,,,,,,,,2.0,,,,,,,,
28,PT09M51.00S,2023-12-03T03:13:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.14257555847569,49.26470588235294,1610612758,7,4,2023-12-03T03:13:45Z,280000,False,4.0,80.0,1,left,D. Fox 8' turnaround fadeaway Jump Shot (2 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.05,Made,,,,,,,,,,2.0,,,,,,,,
29,PT09M38.00S,2023-12-03T03:13:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,91.40932982917214,57.59803921568627,1610612743,7,6,2023-12-03T03:13:55Z,290000,False,38.0,28.0,1,right,R. Jackson alley-oop Layup (4 PTS) (N. Jokic 1 AST),"[202704, 203999]",1610612743.0,DEN,alley-oop,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,,,,,,,,,,4.0,,,N. Jokic,203999.0,1.0,,,
31,PT09M30.00S,2023-12-03T03:13:59.7Z,1,REGULAR,2pt,Jump Shot,[],1631099,16.770696452036795,33.088235294117645,1610612758,7,6,2023-12-03T03:14:41Z,310000,False,85.0,105.0,1,left,MISS K. Murray 13' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,13.49,Missed,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2023-12-03T03:14:03.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,7,6,2023-12-03T03:14:05Z,320000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT09M09.00S,2023-12-03T03:14:35.2Z,1,REGULAR,2pt,Jump Shot,[],203484,94.82588699080158,71.32352941176471,1610612743,7,6,2023-12-03T03:14:42Z,340000,False,107.0,-4.0,1,right,MISS K. Caldwell-Pope 10' turnaround fadeaway Shot,[203484],1610612743.0,DEN,turnaround fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,10.67,Missed,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2023-12-03T03:14:39.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,7,6,2023-12-03T03:14:39Z,350000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M54.00S,2023-12-03T03:14:50.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,21.632720105124836,8.823529411764707,1610612758,7,6,2023-12-03T03:14:54Z,360000,False,206.0,151.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
37,PT08M51.00S,2023-12-03T03:14:53.1Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,7,6,2023-12-03T03:14:54Z,370000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M48.00S,2023-12-03T03:15:04.0Z,1,REGULAR,violation,kicked ball,[],1627734,,,1610612743,7,6,2023-12-03T03:15:13Z,390000,False,,,0,,D. Sabonis kicked ball VIOLATION,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,
40,PT08M34.00S,2023-12-03T03:15:28.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,88.51839684625493,50.0,1610612743,7,8,2023-12-03T03:15:38Z,400000,False,0.0,55.0,1,right,N. Jokic turnaround Hook (2 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,,,,,,,,,,2.0,,,R. Jackson,202704.0,1.0,,,
42,PT08M34.00S,2023-12-03T03:15:35.1Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612743,7,8,2023-12-03T03:15:48Z,420000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Jokic 1 FT),"[1628368, 203999]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200833.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
44,PT08M34.00S,2023-12-03T03:15:50.3Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,7,9,2023-12-03T03:15:50Z,440000,False,,,0,,N. Jokic Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
45,PT08M12.00S,2023-12-03T03:16:14.5Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,7,9,2023-12-03T03:16:18Z,450000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 202704]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Jackson,202704.0
46,PT08M12.00S,2023-12-03T03:16:14.5Z,1,REGULAR,steal,,[],202704,,,1610612743,7,9,2023-12-03T03:18:38Z,460000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2023-12-03T03:16:28.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,80.6340341655716,6.61764705882353,1610612743,7,9,2023-12-03T03:16:32Z,470000,False,-217.0,130.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2023-12-03T03:16:31.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,7,9,2023-12-03T03:16:32Z,480000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M52.00S,2023-12-03T03:16:34.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627734,6.652431011826544,51.470588235294116,1610612758,9,9,2023-12-03T03:16:40Z,490000,False,-7.0,10.0,1,left,D. Sabonis running DUNK (4 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,4.0,,,K. Huerter,1628989.0,1.0,,,
51,PT07M31.00S,2023-12-03T03:16:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.22667542706965,40.68627450980392,1610612743,9,11,2023-12-03T03:18:06Z,510000,False,-47.0,39.0,1,right,N. Jokic 6' driving finger roll Layup (5 PTS) (R. Jackson 2 AST),"[203999, 202704]",1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,,,,,,5.0,,,R. Jackson,202704.0,2.0,,,
53,PT07M19.00S,2023-12-03T03:17:07.7Z,1,REGULAR,3pt,Jump Shot,[],203084,32.276609724047304,51.225490196078425,1610612758,9,11,2023-12-03T03:19:19Z,530000,False,-6.0,251.0,1,left,MISS H. Barnes 25' step back 3PT,[203084],1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
54,PT07M15.00S,2023-12-03T03:17:11.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,9,11,2023-12-03T03:17:13Z,540000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M08.00S,2023-12-03T03:17:19.1Z,1,REGULAR,2pt,Hook,[],203999,91.01511169513797,67.40196078431373,1610612743,9,13,2023-12-03T03:19:47Z,550000,False,87.0,32.0,1,right,N. Jokic 9' driving Hook (7 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,9.27,Made,,,,,,,,,,7.0,,,A. Gordon,203932.0,1.0,,,
58,PT07M02.00S,2023-12-03T03:17:27.8Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,9,13,2023-12-03T03:21:21Z,580000,False,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 203484]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
59,PT07M02.00S,2023-12-03T03:17:27.8Z,1,REGULAR,steal,,[],203484,,,1610612743,9,13,2023-12-03T03:17:30Z,590000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M02.00S,2023-12-03T03:17:35.3Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612743,9,13,2023-12-03T03:18:01Z,600000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[203084, 203484]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
62,PT07M02.00S,2023-12-03T03:17:57.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203484,,,1610612743,9,14,2023-12-03T03:17:57Z,620000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (1 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
63,PT07M02.00S,2023-12-03T03:18:05.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,9,14,2023-12-03T03:18:05Z,630000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M02.00S,2023-12-03T03:17:57.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203484,,,1610612743,9,14,2023-12-03T03:21:26Z,640000,False,,,0,,MISS K. Caldwell-Pope Free Throw 2 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2023-12-03T03:18:01.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,14,2023-12-03T03:21:26Z,650000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT06M47.00S,2023-12-03T03:21:23.2Z,1,REGULAR,2pt,Jump Shot,[],1627734,5.075558475689881,21.813725490196077,1610612758,9,14,2023-12-03T03:21:32Z,660000,False,141.0,-5.0,1,left,MISS D. Sabonis 14' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,14.1,Missed,,,,,,,,,,,,,,,,,,
67,PT06M43.00S,2023-12-03T03:21:27.2Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,9,14,2023-12-03T03:21:32Z,670000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M28.00S,2023-12-03T03:21:42.0Z,1,REGULAR,2pt,Jump Shot,[],203999,77.08607095926413,42.8921568627451,1610612743,9,14,2023-12-03T03:21:46Z,680000,False,-36.0,163.0,1,right,MISS N. Jokic 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,16.67,Missed,,,,,,,,,,,,,,,,,,
69,PT06M24.00S,2023-12-03T03:21:46.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,9,14,2023-12-03T03:21:46Z,690000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M18.00S,2023-12-03T03:21:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.882391590013142,61.76470588235294,1610612758,12,14,2023-12-03T03:23:29Z,700000,False,-59.0,247.0,1,left,K. Huerter 25' 3PT pullup (6 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,,,,6.0,,,D. Sabonis,1627734.0,1.0,,,
72,PT05M51.00S,2023-12-03T03:22:18.4Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612743,12,14,2023-12-03T03:22:22Z,720000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628989]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0
73,PT05M51.00S,2023-12-03T03:22:18.4Z,1,REGULAR,steal,,[],1628989,,,1610612758,12,14,2023-12-03T03:22:20Z,730000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2023-12-03T03:22:24.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627734,7.703679369250986,59.55882352941176,1610612758,12,14,2023-12-03T03:24:03Z,740000,False,-48.0,20.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2023-12-03T03:22:25.2Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,12,14,2023-12-03T03:24:16Z,750000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,,,
76,PT05M45.00S,2023-12-03T03:22:31.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203084,5.590000152587891,50.0,1610612758,14,14,2023-12-03T03:24:22Z,760000,False,0.0,0.0,1,left,H. Barnes tip Layup (2 PTS),[203084],1610612758.0,SAC,tip,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
77,PT05M32.00S,2023-12-03T03:22:37.0Z,1,REGULAR,3pt,Jump Shot,[],203932,93.64323258869908,3.1862745098039214,1610612743,14,14,2023-12-03T03:22:40Z,770000,False,-234.0,7.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
78,PT05M30.00S,2023-12-03T03:22:39.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,14,14,2023-12-03T03:22:40Z,780000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M22.00S,2023-12-03T03:22:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,8.754927726675426,59.55882352941176,1610612758,14,14,2023-12-03T03:25:05Z,790000,False,-48.0,30.0,1,left,MISS K. Murray driving Layup,[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2023-12-03T03:22:51.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,14,2023-12-03T03:22:51Z,800000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M15.00S,2023-12-03T03:22:55.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,73.9323258869908,84.31372549019608,1610612743,14,14,2023-12-03T03:23:02Z,810000,False,172.0,193.0,1,right,MISS M. Porter Jr. 25' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2023-12-03T03:22:57.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,14,14,2023-12-03T03:22:57Z,820000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,
83,PT05M05.00S,2023-12-03T03:23:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,9.280551905387648,53.18627450980392,1610612758,14,14,2023-12-03T03:25:37Z,830000,False,-16.0,35.0,1,left,MISS D. Sabonis driving floating Shot,[1627734],1610612758.0,SAC,driving floating,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
